# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
143199,5122.273181,3122.606440,4881.373275,2280.244464,4979.631008,2401.804490,4786.685118,2151.120711,13673.593223,11658.112917,11295.167122,9007.856013,60.252989,34.833247,95.086236,4.956622,29.053158,34.009780,62.644423,28.992745,91.637168,3.153227,29.444541,32.597768,31.053651,6.005920,37.059571,91.475028,4.623308,96.098337
143399,5119.128465,2867.511528,4877.516546,2116.098938,4978.059076,3852.555323,4784.023291,2878.155323,13668.801050,10237.605757,11289.209903,7023.841661,60.344692,34.887593,95.232285,4.980715,29.091990,34.072705,62.717428,29.030193,91.747620,3.154882,29.483027,32.637909,31.123201,6.015039,37.138240,91.677288,4.630649,96.307937
143599,5115.807770,2734.869577,4874.681709,2842.103895,4974.619972,2508.783001,4781.157564,2726.431238,13661.614975,8509.199277,11282.088298,6175.897451,60.410257,34.924060,95.334316,4.982284,29.125246,34.107529,62.784505,29.064350,91.848854,3.156640,29.517941,32.674581,31.184867,6.023074,37.207941,91.818209,4.637195,96.455404
143799,5112.423747,2682.694804,4871.253629,2409.891980,4971.903409,3021.411081,4778.006778,2515.742026,13654.989054,8897.577475,11276.384948,7181.379072,60.482103,34.968751,95.450854,4.984221,29.164366,34.148586,62.857392,29.102657,91.960048,3.158514,29.558867,32.717381,31.212677,6.031603,37.244280,91.977591,4.643984,96.621574
143999,5109.350645,2899.790635,4868.447780,2851.042514,4968.789218,2729.685482,4775.591712,3039.159344,13650.967986,10759.820124,11270.528194,7059.522410,60.550724,35.006465,95.557188,4.986342,29.198562,34.184904,62.927087,29.137793,92.064880,3.160649,29.593727,32.754375,31.240485,6.039998,37.280483,92.135874,4.650754,96.786629
144199,5106.423108,2998.596571,4864.859459,2281.267728,4965.960581,2929.342200,4773.394181,3191.172237,13646.102137,10142.691067,11265.438684,7600.991370,60.629773,35.050705,95.680478,4.988871,29.240382,34.229253,63.014883,29.179237,92.194119,3.169551,29.635572,32.805123,31.285827,6.049266,37.335092,92.300272,4.658069,96.958341
144399,5102.160402,2028.749532,4862.317757,3029.750954,4963.247247,3006.933323,4770.655400,2795.994033,13640.627598,9693.484566,11260.391197,7621.153288,60.716896,35.090989,95.807885,5.102862,29.278436,34.381299,63.089071,29.216129,92.305200,3.171111,29.672947,32.844058,31.314679,6.057886,37.372565,92.472471,4.665040,97.137511
144599,5099.079403,2874.597720,4859.615684,2908.718997,4960.021553,2631.070411,4767.594313,2557.489418,13634.432520,9161.586659,11253.917092,6579.613132,60.794171,35.140207,95.934378,5.104591,29.317283,34.421874,63.177552,29.254798,92.432351,3.173264,29.712671,32.885935,31.403365,6.066871,37.470235,92.635114,4.672153,97.307267
144799,5096.033866,2894.110527,4856.519575,2618.033094,4956.695811,2552.184134,4764.555676,2567.621401,13627.631597,8710.564107,11246.432793,5835.284616,60.863005,35.180349,96.043354,5.106450,29.352666,34.459116,63.247759,29.288028,92.535787,3.175206,29.747289,32.922495,31.431672,6.075083,37.506755,92.782993,4.678880,97.461873
144999,5092.755923,2719.525036,4853.412296,2603.741588,4953.756327,2825.569980,4761.898133,2837.837048,13622.449263,9870.439211,11241.194695,7448.812000,60.939206,35.218477,96.157683,5.108595,29.387002,34.495596,63.320909,29.321832,92.642741,3.177510,29.782651,32.960161,31.470842,6.083487,37.554329,92.946863,4.685721,97.632583
145199,5089.532228,2752.353541,4851.013632,3111.982484,4950.474820,2571.382527,4758.766221,2488.129627,13617.762243,10219.672806,11236.099985,7542.434915,61.015465,35.269545,96.285010,5.110657,29.428692,34.539349,63.407205,29.359734,92.766939,3.186623,29.821374,33.007997,31.519445,6.092278,37.611723,93.138631,4.692778,97.831409
145399,5086.086910,2584.786053,4847.744078,2474.047614,4946.963300,2397.599718,4755.330212,2260.787522,13613.830513,10759.394855,11233.034516,9007.504076,61.107697,35.313419,96.421116,5.126081,29.467762,34.593842,63.480949,29.399537,92.880486,3.188266,29.862350,33.050616,31.569858,6.101438,37.671296,93.298876,4.700066,97.998942
145599,5082.893912,2761.584123,4844.421390,2428.827479,4943.301289,2281.019439,4752.618383,2781.118781,13608.933830,10049.045359,11227.661408,7321.411821,61.187948,35.368649,96.556596,5.127928,29.510668,34.638595,63.565108,29.444779,93.009888,3.190464,29.905168,33.095632,31.601434,6.111001,37.712436,93.466603,4.707538,98.174142
145799,5079.561632,2653.662451,4842.639557,3545.465080,4940.650148,3010.619590,4750.311883,3071.180391,13604.217450,10170.692512,11223.621759,8282.757703,61.265880,35.428078,96.693958,5.129917,29.553706,34.683623,63.640516,29.488842,93.129358,3.192596,29.948783,33.141378,31.641635,6.120203,37.761838,93.643311,4.714841,98.358152
145999,5076.323984,2716.078397,4839.977815,2899.568075,4937.664851,2761.382764,4747.238631,2506.837643,13600.125265,10616.922042,11218.606065,7562.165090,61.338927,35.468724,96.807651,5.131951,29.590494,34.722446,63.715805,29.525204,93.241009,3.195289,29.985638,33.180927,31.671906,6.129252,37.801158,93.788243,4.722117,98.510360
146199,5074.034615,3402.795426,4836.414705,2235.344074,4934.258828,2447.862506,4743.656463,2128.674138,13595.740767,10395.057401,11214.617748,8303.146269,61.418138,35.511499,96.929637,5.134453,29.630573,34.765026,63.805182,29.564342,93.369524,3.203687,30.026605,33.230292,31.702628,6.138528,37.841156,93.961032,4.729480,98.690511
146399,5070.088518,2185.491304,4833.816283,2934.370098,4930.939528,2504.531082,4740.756819,2621.116378,13592.859242,11486.464975,11210.714894,8357.728768,61.508472,35.550014,97.058487,5.153284,29.666341,34.819625,63.878160,29.600445,93.478605,3.205318,30.062350,33.267668,31.732745,6.147448,37.880193,94.101832,4.736664,98.838496
146599,5067.237595,2980.362189,4831.241109,2946.213393,4927.668448,2533.238004,4738.314384,2950.452373,13587.748131,9846.414516,11205.029947,7043.648464,61.588868,35.590374,97.179241,5.155081,29.704997,34.860078,63.954063,29.641525,93.595588,3.207362,30.105807,33.313169,31.838080,6.156637,37.994717,94.273802,4.744124,99.017926
146799,5064.104245,2767.358668,4828.222400,2615.509364,4924.714515,2759.481850,4735.362958,2571.967770,13585.055962,11611.696120,11201.057485,8289.243059,61.673577,35.634018,97.307595,5.157327,29.747010,34.904337,64.038012,29.685694,93.723706,3.209667,30.151867,33.361534,31.901873,6.166829,38.068702,94.448220,4.752129,99.200349
146999,5060.699372,2561.522557,4825.642395,2931.918497,4921.362467,2460.958588,4732.110391,2344.725991,13577.871802,8304.698418,11195.138714,6850.760559,61.757963,35.675398,97.433361,5.159723,29.786258,34.945981,64.144249,29.726280,93.870529,3.212386,30.196910,33.409296,31.933394,6.176896,38.110289,94.626984,4.760016,99.386999
147199,5058.047882,3109.202363,4822.203063,2294.294123,4919.064303,3229.914380,4729.185482,2579.377141,13571.364680,8788.630084,11190.082746,7473.946539,61.836706,35.730431,97.567137,5.162047,29.826736,34.988783,64.238009,29.768735,94.006744,3.222383,30.239638,33.462021,31.961520,6.186065,38.147585,94.791118,4.767177,99.558295
147399,5055.186420,2949.150733,4819.611498,2912.219325,4915.882325,2573.945874,4727.265501,3314.159686,13567.323358,10592.910443,11185.757117,8002.094114,61.991392,35.775543,97.766935,5.178610,29.866281,35.044891,64.316314,29.809979,94.126294,3.223970,30.280340,33.504310,32.006167,6.194711,38.200877,94.949802,4.774087,99.723890
147599,5052.157693,2819.985932,4816.171213,2280.681654,4912.001580,2051.892504,4724.450442,2649.751834,13560.804918,8756.714301,11180.372682,7212.043528,62.059630,35.816640,97.876270,5.180202,29.904103,35.084305,64.385242,29.845502,94.230745,3.225725,30.316393,33.542118,32.055174,6.202973,38.258147,95.102904,4.780763,99.883667
147799,5049.810026,3317.231741,4813.924057,3155.522488,4909.442362,3020.739731,4721.272648,2376.061006,13557.520319,11133.486396,11175.000530,7210.352860,62.137414,35.859817,97.997231,5.181985,29.939881,35.121865,64.457988,29.886514,94.344501,3.227552,30.353793,33.581344,32.113798,6.211479,38.325276,95.272280,4.787600,100.059880
147999,5046.718131,2761.807706,4811.740641,3198.196661,4906.926656,3047.820146,4718.494087,2665.137144,13553.582896,10643.827086,11171.521451,8600.481899,62.211611,35.923700,98.135311,5.184031,29.977649,35.161680,64.532354,29.925461,94.457816,3.229834,30.393047,33.622881,32.254628,6.219895,38.474523,95.418708,4.794399,100.213107
148199,5044.268087,3231.235791,4809.077258,2838.173609,4904.695979,3253.994556,4715.824365,2740.230309,13553.047618,13156.941885,11168.970845,9281.522123,62.288679,35.967580,98.256259,5.186195,30.020930,35.207125,64.617864,29.971299,94.589163,3.239314,30.433676,33.672989,32.579921,6.228434,38.808355,95.569638,4.801220,100.370858
148399,5041.346800,2876.672950,4806.169849,2651.779554,4901.376593,2441.711609,4712.827938,2492.475893,13547.259691,9258.406099,11163.065363,6787.103594,62.372605,36.010104,98.382709,5.205244,30.059538,35.264782,64.685442,30.007646,94.693088,3.240778,30.474743,33.715522,32.616874,6.236816,38.853689,95.712700,4.807904,100.520604
148599,5039.209717,3453.493701,4803.450575,2785.749390,4897.799108,2243.305580,4709.880627,2522.975726,13542.079511,9698.386085,11158.305377,7626.395318,62.446023,36.059867,98.505890,5.206845,30.099280,35.306125,64.762825,30.047757,94.810582,3.242635,30.517684,33.760319,32.656471,6.245303,38.901774,95.853639,4.814788,100.668427
148799,5037.409300,3699.699818,4801.173781,3109.516191,4894.949877,2777.971299,4707.340604,2820.103076,13540.714170,12526.265775,11154.887468,8615.381560,62.520082,36.109530,98.629612,5.208745,30.135955,35.344700,64.843615,30.084647,94.928262,3.244784,30.553787,33.798571,32.737951,6.253840,38.991791,96.024997,4.821762,100.846758
148999,5034.415533,2807.052549,4798.668305,2934.594182,4892.235178,2872.498992,4704.088290,2284.366964,13535.908016,9960.129264,11150.013209,7523.564646,62.598712,36.148947,98.747658,5.211098,30.172953,35.384051,64.924245,30.120843,95.045088,3.247176,30.590213,33.837389,32.782991,6.262700,39.045691,96.175669,4.828853,101.004522
149199,5031.278572,2694.242830,4796.497729,3179.418206,4888.985484,2467.963124,4700.787694,2241.843945,13532.248251,10805.722936,11145.632563,7882.051200,62.678091,36.195894,98.873985,5.213482,30.216466,35.429948,65.029966,30.164965,95.194931,3.256112,30.633866,33.889978,32.823052,6.272025,39.095077,96.351539,4.836261,101.187800
149399,5027.837576,2460.854840,4793.264979,2381.633573,4886.079083,2717.904301,4697.989512,2610.545321,13526.729915,9410.051398,11140.685446,7450.135567,62.761746,36.233747,98.995493,5.232596,30.250790,35.483387,65.102776,30.198742,95.301517,3.257754,30.669934,33.927688,32.852238,6.280984,39.133222,96.538044,4.843382,101.381426
149599,5024.898374,2829.313868,4790.514308,2735.762791,4883.082308,2644.491131,4695.237780,2639.693867,13522.803013,10589.407209,11136.980822,8369.626923,62.832158,36.269546,99.101704,5.234283,30.284282,35.518565,65.173008,30.233426,95.406434,3.259569,30.705461,33.965030,32.900788,6.289694,39.190482,96.715467,4.850443,101.565910
149799,5021.372084,2383.707229,4787.494726,2528.847412,4880.027735,2595.207212,4692.382843,2556.890556,13519.123643,10766.954953,11131.581917,7093.200958,62.901230,36.306861,99.208091,5.236165,30.318677,35.554842,65.241952,30.266793,95.508746,3.261595,30.740103,34.001698,32.927817,6.298066,39.225884,96.922592,4.857270,101.779862
149999,5019.425818,3561.673147,4785.082166,2978.074942,4877.050824,2647.344875,4689.510190,2537.892725,13514.064302,9724.618108,11126.896880,7617.804233,62.989429,36.349743,99.339171,5.238758,30.359418,35.598176,65.329007,30.309818,95.638825,3.264393,30.785331,34.049725,32.959397,6.308226,39.267623,97.092094,4.865208,101.957301
150199,5016.382465,2733.867581,4782.368638,2747.222716,4873.208446,1991.424655,4686.810825,2662.287300,13507.332822,8458.722594,11120.549134,6359.739656,63.075657,36.396193,99.471850,5.241301,30.403982,35.645283,65.437030,30.357599,95.794629,3.276947,30.829668,34.106614,32.990135,6.318229,39.308364,97.258496,4.873082,102.131578
150399,5013.223054,2640.505102,4779.774063,2831.247979,4870.378152,2744.827619,4683.933981,2523.423631,13505.544655,12162.631708,11116.913307,8386.407581,63.173035,36.443957,99.616992,5.263135,30.446352,35.709487,65.517282,30.411535,95.928818,3.278652,30.873012,34.151665,33.020261,6.327600,39.347862,97.407565,4.880507,102.288071
150599,5010.602739,3040.125774,4777.589279,3134.631831,4867.847979,2965.157421,4681.452963,2815.727904,13503.602253,12042.915521,11113.563887,8594.799905,63.250374,36.484339,99.734713,5.264866,30.484791,35.749657,65.592595,30.451221,96.043816,3.280671,30.913278,34.193949,33.069595,6.336584,39.406179,97.555435,4.887624,102.443059
150799,5008.311426,3282.953091,4774.456324,2415.340916,4864.811381,2578.253062,4678.376129,2361.520045,13498.456357,9623.596836,11109.453272,8014.159904,63.340986,36.537481,99.878467,5.267121,30.532195,35.799315,65.682977,30.500722,96.183699,3.283079,30.960196,34.243275,33.101715,6.347002,39.448716,97.735949,4.895717,102.631666
150999,5005.311720,2743.533435,4771.777162,2751.689163,4861.767696,2566.829806,4675.725598,2677.224874,13495.288927,11107.046457,11105.330919,7997.077018,63.418168,36.579285,99.997453,5.269475,30.572276,35.841751,65.760255,30.541828,96.302083,3.285533,31.002623,34.288156,33.141584,6.356720,39.498303,97.890850,4.903229,102.794080
151199,5002.583807,2943.009281,4769.346482,2934.183374,4858.956009,2736.132007,4672.277140,2068.691962,13489.289138,8959.448810,11099.031424,6342.912696,63.498890,36.620415,100.119305,5.271914,30.612186,35.884100,65.853052,30.581535,96.434587,3.297288,31.042933,34.340222,33.170982,6.365878,39.536860,98.038075,4.910616,102.948691
151399,5000.196751,3195.582236,4766.656869,2733.309225,4856.198331,2771.393734,4669.205898,2347.346470,13485.237310,10422.055090,11094.914868,7982.798761,63.610315,36.668196,100.278511,5.296104,30.656904,35.953008,65.940425,30.625431,96.565856,3.299091,31.087237,34.386328,33.202373,6.375704,39.578077,98.235725,4.918363,103.154087
151599,4996.553187,2238.375751,4763.016668,2007.384458,4853.455090,2776.821506,4666.838930,2875.044323,13477.051209,7280.172969,11087.573449,5530.118652,63.697186,36.719086,100.416272,5.298054,30.707562,36.005615,66.036739,30.677280,96.714019,3.301519,31.134657,34.436176,33.248712,6.385938,39.634651,98.393130,4.926177,103.319307
151799,4993.292506,2521.695669,4760.300286,2701.282562,4850.424832,2553.489719,4664.278887,2723.766152,13472.190104,9787.472738,11082.487696,7227.487075,63.807587,36.785329,100.592916,5.300544,30.768769,36.069312,66.147629,30.744439,96.892068,3.304205,31.221712,34.525917,33.285513,6.397506,39.683019,98.636723,4.934832,103.571555
151999,4989.725966,2282.722846,4757.356719,2523.190048,4847.495592,2624.202467,4661.185151,2313.039291,13465.983964,8755.523127,11077.285331,7128.690338,63.911725,36.841735,100.753460,5.302890,30.830132,36.133022,66.239447,30.804632,97.044079,3.307015,31.291763,34.598778,33.325375,6.408287,39.733662,98.818003,4.943156,103.761159
152199,4986.691557,2680.540657,4754.170526,2332.663278,4844.658821,2688.712645,4658.051206,2276.253236,13459.933058,8861.244586,11073.878124,8484.401104,64.003710,36.888626,100.892337,5.305669,30.887440,36.193109,66.349191,30.856095,97.205286,3.324065,31.338565,34.662630,33.357159,6.418380,39.775539,98.989354,4.950812,103.940166
152399,4984.029902,2958.510056,4751.174378,2471.105651,4841.257353,2252.739751,4656.347014,3359.456825,13453.658248,8678.528119,11068.577006,7034.426345,64.100602,36.932654,101.033255,5.330567,30.933359,36.263926,66.426826,30.897526,97.324352,3.325700,31.381366,34.707066,33.400933,6.427718,39.828650,99.155368,4.958117,104.113485
152599,4981.453984,3018.604576,4749.152879,3208.771247,4837.919591,2294.545330,4654.268653,3070.557762,13449.250159,10090.286404,11062.597353,6506.101749,64.199190,36.981492,101.180682,5.332455,30.980700,36.313156,66.524182,30.943385,97.467567,3.327831,31.437557,34.765387,33.433335,6.437335,39.870671,99.324564,4.965669,104.290233
152799,4978.334833,2598.422906,4746.462555,2693.744687,4834.934722,2557.479600,4651.458358,2507.203595,13445.850004,10851.531204,11057.226970,6959.624441,64.285097,37.032246,101.317343,5.334415,31.027828,36.362243,66.610639,30.992343,97.602982,3.329944,31.500722,34.830666,33.519206,6.446947,39.966153,99.468717,4.973244,104.441960
152999,4975.416072,2745.482715,4743.752716,2673.436262,4832.094350,2662.050464,4648.258327,2203.434283,13440.439511,9306.823335,11052.622273,7534.633677,64.376622,37.111718,101.488340,5.336682,31.081223,36.417905,66.703483,31.046732,97.750216,3.332321,31.561286,34.893606,33.549034,6.456659,40.005693,99.629544,4.980694,104.610238
153199,4972.378238,2648.434512,4741.185777,2777.477534,4829.125715,2558.119427,4645.411290,2467.427980,13435.222910,9444.522686,11045.842669,5859.445883,64.448902,37.147267,101.596169,5.338739,31.114904,36.453643,66.791899,31.079390,97.871289,3.345776,31.594685,34.940461,33.588420,6.465032,40.053453,99.774764,4.987533,104.762297
153399,4969.160889,2504.671621,4738.480959,2666.590025,4826.304672,2665.385946,4643.253490,2990.378659,13431.590361,10649.057779,11041.705843,7872.897005,64.536488,37.192530,101.729018,5.361873,31.150785,36.512658,66.865374,31.115990,97.981364,3.347372,31.631958,34.979330,33.633015,6.473932,40.106947,99.919261,4.994699,104.913961
153599,4966.377917,2831.838566,4735.730500,2626.128425,4822.890302,2204.068315,4641.258969,3111.461783,13427.509573,10297.545401,11037.138357,7533.876132,64.669684,37.345269,102.014953,5.363676,31.241129,36.604805,66.990347,31.205156,98.195503,3.349421,31.718932,35.068353,33.662976,6.483101,40.146077,100.064418,5.001689,105.066107
153799,4963.456323,2719.672216,4732.952724,2599.620756,4819.364243,2111.350791,4638.511287,2528.291147,13421.897438,9111.777680,11032.619496,7562.134822,64.792617,37.478872,102.271489,5.365660,31.316118,36.681779,67.103884,31.284632,98.388516,3.351719,31.878843,35.230562,33.691934,6.492632,40.184566,100.219614,5.008635,105.228249
153999,4960.567886,2739.359763,4730.159409,2582.100359,4817.041426,3030.795725,4636.672537,3222.673393,13416.294420,9107.574076,11028.983477,8232.884973,64.879497,37.532524,102.412021,5.368023,31.365278,36.733301,67.184038,31.335429,98.519468,3.354002,31.926656,35.280658,33.740758,6.502223,40.242981,100.709074,5.016016,105.725090
154199,4957.367222,2492.856063,4727.654918,2799.196433,4813.906876,2400.303302,4633.697390,2342.834735,13410.016861,8576.295755,11022.864897,6311.558133,65.136597,37.600103,102.736700,5.370681,31.416294,36.786975,67.312326,31.387047,98.699373,3.371273,31.980641,35.351914,33.791388,6.512588,40.303976,100.871285,5.024119,105.895404
154399,4954.956301,3096.135966,4725.932880,3398.242011,4810.678403,2321.525337,4630.783688,2384.319475,13403.808891,8617.464028,11016.930818,6441.755408,65.294936,37.681013,102.975949,5.397583,31.491093,36.888676,67.413531,31.455047,98.868579,3.373056,32.049063,35.422119,33.839895,6.523295,40.363191,101.014538,5.031778,106.046316
154599,4952.660801,3180.534992,4723.534051,2871.638031,4807.396553,2273.808228,4627.796078,2321.360984,13399.880712,10367.326713,11013.587746,8432.736131,65.376289,37.728088,103.104377,5.399414,31.533047,36.932461,67.494767,31.497313,98.992080,3.375093,32.091222,35.466315,33.869906,6.532866,40.402772,101.169406,5.039434,106.208840
154799,4950.430270,3226.230190,4720.642651,2485.590344,4804.372831,2467.036179,4625.807223,3088.422635,13396.115336,10485.480229,11008.945625,7420.586173,65.457655,37.770424,103.228079,5.401424,31.574153,36.975576,67.576031,31.549306,99.125336,3.377206,32.192300,35.569506,33.921469,6.542342,40.463811,101.315522,5.046848,106.362370
154999,4947.997375,3064.936283,4717.996719,2670.045611,4801.257054,2389.645195,4622.519754,2078.018539,13391.917209,10142.566579,11004.198895,7330.230390,65.557931,37.837975,103.395906,5.403589,31.623189,37.026778,67.658668,31.595828,99.254495,3.379501,32.235839,35.615341,33.971342,6.551696,40.523037,101.462768,5.054316,106.517083
155199,4945.147361,2736.386290,4715.776062,2994.766363,4798.000809,2274.411088,4619.933668,2615.716676,13386.043329,8833.786569,10998.029245,6216.550041,65.639060,37.890068,103.529128,5.405890,31.685618,37.091508,67.773418,31.637886,99.411304,3.393813,32.275165,35.668978,34.002145,6.560693,40.562838,101.613713,5.061502,106.675215
155399,4943.144932,3389.260310,4713.753654,3144.365444,4794.933605,2414.783866,4617.555860,2772.376915,13380.047687,8727.429562,10992.844622,6969.577655,65.718324,37.929561,103.647885,5.433672,31.722713,37.156385,67.851057,31.675089,99.526147,3.395531,32.314423,35.709954,34.053596,6.570106,40.623702,101.761958,5.068990,106.830948
155599,4940.891319,3189.833928,4711.374974,2863.140250,4791.401729,2047.133989,4615.182262,2770.896909,13377.829360,11654.189120,10989.298480,8233.946171,65.794361,37.974743,103.769104,5.435355,31.764155,37.199509,67.927932,31.715734,99.643666,3.397315,32.354437,35.751752,34.081875,6.578732,40.660607,101.906439,5.076047,106.982487
155799,4938.694340,3229.444687,4708.519806,2487.199000,4788.688581,2677.858944,4612.925446,2857.122495,13375.456045,11529.017037,10987.696655,9741.476165,65.876856,38.018048,103.894904,5.437586,31.807863,37.245449,68.009117,31.758862,99.767979,3.399420,32.398417,35.797837,34.111647,6.588384,40.700032,102.072913,5.083688,107.156601
155999,4936.454506,3191.624013,4705.842420,2620.158842,4786.196835,2845.126601,4609.988783,2322.328060,13367.870662,7458.856977,10981.972645,6522.969347,65.960383,38.058437,104.018820,5.439818,31.844097,37.283915,68.084334,31.795126,99.879461,3.401714,32.436979,35.838693,34.171520,6.597167,40.768686,102.223921,5.090717,107.314638
156199,4933.350843,2512.493617,4702.612334,2183.145137,4782.979783,2273.679247,4607.410574,2596.407928,13363.901290,10267.790984,10977.711779,7654.235834,66.039497,38.097455,104.136952,5.442060,31.879386,37.321446,68.176592,31.830487,100.007079,3.415792,32.490861,35.906654,34.220633,6.606375,40.827008,102.399740,5.098150,107.497890
156399,4930.945564,3052.422984,4699.712100,2434.629816,4780.275390,2668.144690,4604.385316,2241.658313,13359.452228,9884.734907,10972.762586,7107.443211,66.113815,38.142049,104.255863,5.465765,31.916923,37.382689,68.252936,31.870970,100.123906,3.417449,32.528201,35.945650,34.262295,6.615453,40.877749,102.586387,5.105425,107.691812
156599,4928.353381,2901.266023,4698.088175,3428.178969,4777.202116,2373.901548,4601.578346,2406.528020,13354.976724,9855.132710,10969.102100,8106.601980,66.193560,38.183858,104.377417,5.467605,31.953919,37.421524,68.330701,31.908160,100.238860,3.419501,32.567562,35.987062,34.315852,6.624627,40.940478,102.739603,5.112757,107.852360
156799,4925.857376,2971.485644,4695.276446,2493.692085,4773.923385,2206.677727,4598.447121,2146.697746,13351.173386,10373.159720,10964.174423,7105.803506,66.278659,38.227594,104.506252,5.469897,31.998400,37.468297,68.416276,31.947948,100.364225,3.421996,32.608945,36.030941,34.347665,6.634687,40.982353,102.897717,5.120751,108.018468
156999,4924.087588,3536.573084,4692.509166,2522.962052,4771.329870,2738.013446,4595.618769,2378.191033,13348.199226,11016.458107,10960.425911,8021.592737,66.370193,38.273558,104.643751,5.472355,32.040055,37.512411,68.495038,31.990881,100.485918,3.424262,32.652332,36.076594,34.386763,6.643789,41.030552,103.111712,5.127904,108.239616
157199,4921.336061,2761.387868,4690.150674,2838.734122,4768.520972,2563.536416,4592.981901,2523.040576,13343.468652,9629.967732,10956.508383,7881.248561,66.457608,38.342291,104.799898,5.475130,32.081166,37.556296,68.602707,32.031853,100.634560,3.442442,32.696413,36.138855,34.436461,6.653449,41.089910,103.293788,5.135491,108.429280
157399,4917.750744,2099.691447,4687.347506,2484.057741,4765.288931,2224.904788,4590.372409,2539.311922,13338.166087,9170.350160,10951.407377,6942.016928,66.538993,38.385965,104.924958,5.501914,32.147221,37.649135,68.678529,32.075379,100.753909,3.444081,32.739795,36.183875,34.505351,6.662851,41.168202,103.461479,5.142854,108.604333
157599,4915.048771,2788.596383,4685.096639,2913.664485,4762.081722,2238.008068,4587.383569,2235.166382,13331.615404,8176.227389,10946.277283,6908.893268,66.625692,38.428810,105.054502,5.503916,32.190470,37.694386,68.770500,32.118536,100.889036,3.446578,32.783754,36.230332,34.539265,6.673121,41.212386,103.630947,5.150941,108.781888
157799,4912.584199,2970.501091,4682.226352,2420.439929,4759.810865,2970.375884,4584.364756,2205.540374,13325.995727,8897.690288,10941.123408,6879.869807,66.710014,38.469953,105.179967,5.506180,32.230002,37.736182,68.849729,32.157382,101.007111,3.448729,32.824105,36.272833,34.569835,6.682768,41.252604,103.801169,5.158581,108.959750
157999,4909.497959,2474.454774,4679.981618,2908.886270,4757.115533,2630.498370,4582.075596,2775.927950,13321.250395,9577.183844,10936.191324,7044.777039,66.805180,38.508824,105.314004,5.508786,32.266956,37.775743,68.931971,32.195545,101.127515,3.451307,32.865522,36.316828,34.600309,6.692492,41.292801,103.969185,5.166294,109.135479
