# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
58199,3824.999215,10912.621222,4312.917295,9050.304145,4157.592839,9184.605711,4330.559696,7967.952075,7928.930777,30113.993261,7589.003237,25967.951471,24.378400,13.975692,38.354092,1.895144,12.031833,13.926977,25.218009,12.024733,37.242742,1.214547,12.228182,13.442729,11.476562,2.309243,13.785805,31.862741,1.768344,33.631085
58399,3849.877036,11089.322838,4325.665268,8035.325385,4174.417795,9070.479966,4350.406267,10125.758286,7989.981694,25755.798636,7641.424282,22895.948330,24.463916,14.021965,38.485881,1.896937,12.074015,13.970953,25.305659,12.066499,37.372158,1.216332,12.272794,13.489126,11.520789,2.318740,13.839529,31.968456,1.774795,33.743251
58599,3877.466822,11933.684343,4336.666215,7548.942872,4189.411431,8567.553235,4363.021095,8046.550975,8047.182093,24749.698480,7691.533755,22323.499822,24.542745,14.064056,38.606801,1.898843,12.115151,14.013994,25.381073,12.104659,37.485732,1.218515,12.312013,13.530528,11.564448,2.327349,13.891797,32.080789,1.780716,33.861505
58799,3900.396962,10618.928187,4355.929702,10000.131338,4205.094161,8800.133971,4371.824189,6951.130598,8122.317782,30137.074836,7752.056880,25485.332569,24.693842,14.105700,38.799542,1.901069,12.153226,14.054295,25.560249,12.142937,37.703186,1.220859,12.351422,13.572282,11.593451,2.335858,13.929309,32.177950,1.786575,33.964525
58999,3917.330223,8895.708871,4369.107333,8243.330896,4218.804331,8249.594279,4383.461088,7804.709554,8176.104815,23989.492555,7799.623075,21784.084394,24.829434,14.150925,38.980359,1.903267,12.192472,14.095739,25.648370,12.182573,37.830943,1.223087,12.388191,13.611278,11.621694,2.344062,13.965755,32.256769,1.792297,34.049066
59199,3931.762489,8189.281042,4377.307885,6796.470651,4242.976955,11373.900963,4391.120084,6650.523724,8234.726230,25528.043592,7849.466960,22553.413137,24.913570,14.193085,39.106655,1.926579,12.227112,14.153691,25.863014,12.216194,38.079208,1.240532,12.424840,13.665372,11.651412,2.352312,14.003724,32.351963,1.798047,34.150010
59399,3948.925698,9029.235524,4389.348463,7953.359541,4263.688959,10394.442306,4398.198550,6493.424511,8296.045827,26446.646517,7902.234420,23521.402627,25.004460,14.238444,39.242905,1.928283,12.264963,14.193246,25.942241,12.254169,38.196410,1.242265,12.469609,13.711874,11.681348,2.361113,14.042461,32.444494,1.804038,34.248533
59599,3960.740211,7469.650605,4397.240530,6741.184518,4282.575490,9891.874986,4409.268419,7697.019456,8349.087542,24102.476774,7944.534832,20507.757086,25.084870,14.298901,39.383771,1.930247,12.312091,14.242338,26.024047,12.298292,38.322339,1.244313,12.514906,13.759219,11.729309,2.370308,14.099616,32.545814,1.810290,34.356103
59799,3972.671104,7528.077154,4408.848846,7868.126911,4296.021855,8303.038818,4418.918700,7294.702445,8407.061287,25683.237435,7991.164399,21886.775504,25.165484,14.339166,39.504650,1.932214,12.350438,14.282652,26.105099,12.335590,38.440689,1.246235,12.550502,13.796737,11.756913,2.378256,14.135169,32.621562,1.815884,34.437445
59999,3985.649121,7866.076020,4416.357071,6661.316412,4307.956892,7876.532875,4425.801552,6483.774399,8457.845212,23642.238587,8041.206240,23003.716643,25.241923,14.382623,39.624546,1.934612,12.392849,14.327461,26.178777,12.373822,38.552599,1.248460,12.589040,13.837500,11.786114,2.386796,14.172910,32.699647,1.821890,34.521537
60199,3992.678416,6101.466968,4426.172698,7370.860781,4329.345127,10745.815719,4431.664411,6190.522186,8515.164649,25710.996008,8089.023315,22434.145901,25.311640,14.421114,39.732754,1.960671,12.426743,14.387413,26.244840,12.407674,38.652513,1.265219,12.623882,13.889101,11.812338,2.394824,14.207162,32.787544,1.827594,34.615139
60399,4008.067530,8640.190811,4434.290869,6877.860366,4343.008139,8455.574687,4441.977616,7546.252382,8577.600853,27370.898127,8142.094159,24116.418035,25.382386,14.475379,39.857764,1.962262,12.461466,14.423728,26.313992,12.441792,38.755784,1.266745,12.657246,13.923991,11.860682,2.402616,14.263298,32.905712,1.833141,34.738853
60599,4018.032943,7027.587908,4439.469326,6003.363499,4360.612472,9677.121049,4446.208994,5724.085155,8631.024913,24765.090929,8186.144846,21489.452338,25.443201,14.509832,39.953034,1.963873,12.494335,14.458209,26.376006,12.472206,38.848212,1.268485,12.687105,13.955590,11.886144,2.409730,14.295874,32.981555,1.838385,34.819940
60799,4028.322017,7145.911378,4443.547953,5679.371879,4380.259790,10333.397002,4452.518978,6364.444030,8673.137984,21433.398583,8223.130790,19429.871792,25.524165,14.546078,40.070244,1.965798,12.527618,14.493415,26.451428,12.504852,38.956280,1.270540,12.719943,13.990483,11.964547,2.417448,14.381995,33.076058,1.844017,34.920075
60999,4038.208849,7043.805652,4450.153466,6458.229208,4395.129989,8915.670694,4459.027276,6437.549805,8734.315484,27332.275584,8270.647563,22715.746625,25.592356,14.585080,40.177436,1.967860,12.561280,14.529140,26.519514,12.537700,39.057215,1.272590,12.755342,14.027932,11.991946,2.425128,14.417074,33.157077,1.849621,35.006698
61199,4047.649915,6927.175218,4456.611909,6426.437202,4409.287730,8727.398732,4464.752492,6210.943377,8784.361430,24048.374909,8319.301543,23158.765363,25.655686,14.621622,40.277308,1.996813,12.594399,14.591212,26.584651,12.568376,39.153027,1.290700,12.786584,14.077284,12.018696,2.432642,14.451338,33.248412,1.855147,35.103560
61399,4058.366566,7337.661683,4462.438806,6245.469190,4428.770267,10390.426353,4467.623237,5346.071214,8837.822480,25196.903699,8363.551077,21903.908648,25.845642,14.750105,40.595747,1.998371,12.627799,14.626170,26.653207,12.600727,39.253934,1.292237,12.820560,14.112797,12.046133,2.440515,14.486648,33.348532,1.860856,35.209389
61599,4075.766679,9417.601257,4466.783400,5800.573892,4447.745613,10273.176867,4474.694931,6645.704923,8901.125016,28335.003687,8415.727662,24433.939020,25.909258,14.787267,40.696525,1.999999,12.660579,14.660579,26.720064,12.633277,39.353340,1.294234,12.852435,14.146668,12.087074,2.448033,14.535107,33.430855,1.866343,35.297198
61799,4091.085609,8809.316047,4475.637846,7202.807020,4457.058482,7325.422162,4480.524536,6276.042844,8963.627094,28214.266969,8462.068275,22734.977290,25.977258,14.824011,40.801270,2.001882,12.693285,14.695167,26.794531,12.667246,39.461777,1.296151,12.886699,14.182850,12.113369,2.455912,14.569281,33.550151,1.872084,35.422236
61999,4103.071207,7806.621089,4481.911061,6420.334491,4471.027612,8787.488821,4487.036717,6499.300700,9019.399009,26252.920804,8498.516927,19761.150292,26.057619,14.865568,40.923187,2.004523,12.732766,14.737289,26.946220,12.704921,39.651142,1.298553,12.925701,14.224254,12.144385,2.464658,14.609043,33.650890,1.878309,35.529199
62199,4122.923301,10277.072535,4483.949514,5115.869998,4484.684687,8718.378043,4492.113849,6066.024777,9072.484690,25529.045893,8543.424858,22464.883446,26.236267,14.938717,41.174984,2.031725,12.786779,14.818504,27.035212,12.756948,39.792160,1.318328,12.975694,14.294022,12.215458,2.474295,14.689754,33.767094,1.884848,35.651942
62399,4135.522081,8053.742468,4492.125252,7034.779858,4497.651754,8530.409501,4496.857455,5972.118894,9141.400313,30574.159003,8593.912753,24295.648199,26.320566,14.980237,41.300803,2.033264,12.823704,14.856968,27.122082,12.792467,39.914549,1.319836,13.013123,14.332959,12.264459,2.482544,14.747003,33.853386,1.890673,35.744060
62599,4145.115184,7138.163461,4497.561341,6193.620976,4509.919506,8337.458209,4501.551931,5966.228689,9199.022898,27177.269425,8636.004366,21768.587685,26.384177,15.017720,41.401898,2.034897,12.855706,14.890603,27.185878,12.824148,40.010026,1.321588,13.045401,14.366989,12.329293,2.490059,14.819352,33.956899,1.896209,35.853108
62799,4159.240078,8580.331731,4502.171665,5945.203047,4521.448863,8130.137430,4508.448891,6667.197158,9253.680295,26361.445656,8678.553703,21996.496214,26.454790,15.068344,41.523133,2.036823,12.892985,14.929808,27.274058,12.860281,40.134339,1.323528,13.083629,14.407157,12.399487,2.498195,14.897682,34.045374,1.902022,35.947396
62999,4172.868528,8452.201965,4503.719185,4989.640672,4532.084139,7871.560778,4512.534007,5795.260396,9303.120464,24827.333455,8719.750084,21655.413663,26.539894,15.107709,41.647603,2.039207,12.929706,14.968913,27.348932,12.896169,40.245101,1.325975,13.119703,14.445678,12.448496,2.506401,14.954897,34.136158,1.907983,36.044141
63199,4185.761084,8246.916254,4503.267114,4360.864706,4538.746025,6637.240265,4513.353472,4771.484983,9361.769585,27836.242562,8762.423458,22204.536124,26.615236,15.151265,41.766501,2.071000,12.967661,15.038661,27.424712,12.932671,40.357383,1.344613,13.157487,14.502101,12.478061,2.514740,14.992801,34.273452,1.913899,36.187351
63399,4199.967064,8689.056542,4507.820298,5946.626327,4550.536906,8276.455299,4514.080382,4743.783960,9414.476393,26069.827954,8795.468555,19237.719277,26.691297,15.193741,41.885038,2.072690,13.008385,15.081075,27.497672,12.972733,40.470406,1.346230,13.198844,14.545074,12.506197,2.523625,15.029822,34.364844,1.920155,36.284999
63599,4208.094164,6784.384974,4513.427871,6291.028587,4557.613265,6800.819144,4513.132973,4212.804297,9456.046971,22633.920204,8827.835502,19088.157671,26.767963,15.241545,42.009508,2.074570,13.052974,15.127545,27.577599,13.014565,40.592163,1.348452,13.250275,14.598727,12.583241,2.532096,15.115338,34.470187,1.926169,36.396356
63799,4226.693729,10141.355294,4517.535980,5823.914510,4567.487569,7707.516276,4516.535683,5598.597542,9515.917439,28554.726050,8872.301598,23012.519997,26.840424,15.282839,42.123263,2.076683,13.090826,15.167509,27.667508,13.050193,40.717701,1.350933,13.286412,14.637345,12.639018,2.540648,15.179666,34.572768,1.932282,36.505050
63999,4237.686402,7744.349167,4519.512373,5149.982042,4582.674068,9427.167060,4521.377915,6066.049933,9567.531400,26032.384923,8913.714479,22124.423770,26.926768,15.322190,42.248958,2.079227,13.125939,15.205166,27.740541,13.085496,40.826037,1.353189,13.323723,14.676913,12.679542,2.549109,15.228651,34.665855,1.938430,36.604285
64199,4250.835096,8458.417278,4525.245950,6359.990502,4591.836845,7523.925392,4522.268299,4807.191017,9622.993525,27370.873578,8952.458399,21350.512751,26.996309,15.360156,42.356464,2.186281,13.158999,15.345280,27.807429,13.118643,40.926072,1.370549,13.356933,14.727482,12.723912,2.557305,15.281217,34.847398,1.944422,36.791821
64399,4260.782807,7453.998032,4527.685388,5310.744841,4608.252513,9877.682177,4525.041143,5415.124139,9691.886315,31806.471964,9004.918285,25844.541662,27.059771,15.394970,42.454741,2.187771,13.190590,15.378362,27.870945,13.148955,41.019900,1.371948,13.388279,14.760228,12.748634,2.564844,15.313478,34.951895,1.950004,36.901899
64599,4273.380700,8329.902205,4532.911997,6215.880086,4616.625760,7312.811239,4528.630083,5684.268744,9756.105471,30434.673614,9052.315819,24314.321595,27.134765,15.436860,42.571625,2.189536,13.240174,15.429710,27.946376,13.186502,41.132878,1.374141,13.425646,14.799787,12.818745,2.573210,15.391955,35.076520,1.956049,37.032568
64799,4281.281615,6833.276997,4535.503849,5372.672097,4625.408721,7462.305125,4528.477236,4479.107642,9795.030832,22367.922403,9082.385504,18794.894013,27.213891,15.490884,42.704775,2.191501,13.288849,15.480351,28.048270,13.251138,41.299408,1.376460,13.488966,14.865426,12.846688,2.581487,15.428175,35.193576,1.961899,37.155475
64999,4288.885746,6752.624283,4536.086687,4724.926253,4634.233012,7493.303365,4528.827409,4642.283462,9842.733323,25298.340479,9122.290160,22051.398728,27.301192,15.530732,42.831924,2.193712,13.324787,15.518499,28.120531,13.286840,41.407371,1.378695,13.524638,14.903333,12.896094,2.589651,15.485745,35.296109,1.967874,37.263983
65199,4298.351607,7374.756461,4538.056064,5178.103581,4644.005792,7820.159212,4531.559377,5419.449054,9892.059970,25923.220143,9168.289129,24117.954001,27.380189,15.573539,42.953728,2.213973,13.361495,15.575468,28.199661,13.323013,41.522675,1.397483,13.565072,14.962555,12.926261,2.598456,15.524717,35.436438,1.974296,37.410733
65399,4301.053367,5181.827092,4537.496475,4355.070410,4655.565494,8424.028457,4531.166410,4403.059169,9926.658845,21205.892327,9197.608405,18755.692371,27.448764,15.611514,43.060278,2.215558,13.394293,15.609850,28.269943,13.356508,41.626451,1.399021,13.599436,14.998457,12.953664,2.606702,15.560366,35.527549,1.980373,37.507922
65599,4317.740608,9774.468651,4542.381061,6139.640880,4671.416973,9854.850365,4535.659770,6004.988467,9976.387579,26237.683528,9238.037969,22458.505204,27.520817,15.651521,43.172338,2.217373,13.442537,15.659910,28.341756,13.391732,41.733489,1.401081,13.634249,15.035330,13.014901,2.614705,15.629606,35.622050,1.986285,37.608335
65799,4326.991577,7361.309325,4543.510256,4913.885920,4680.751779,7742.568088,4537.909950,5275.968923,10016.970504,23328.169798,9274.060766,21089.538429,27.589117,15.687689,43.276806,2.219479,13.474779,15.694258,28.427667,13.424478,41.852145,1.403468,13.667485,15.070953,13.068946,2.622687,15.691633,35.737472,1.992173,37.729645
65999,4338.733855,8201.943076,4545.462060,5187.605727,4694.159014,9105.139403,4539.881001,5188.356895,10071.378956,27971.759654,9313.010965,22127.626170,27.675788,15.729524,43.405312,2.221837,13.511709,15.733545,28.502632,13.460696,41.963328,1.405758,13.704557,15.110315,13.109690,2.631281,15.740971,35.875918,1.998398,37.874316
66199,4354.822920,9664.214468,4548.192869,5449.359721,4703.653506,7836.836110,4543.386146,5700.084054,10115.768145,24764.200647,9350.505521,21723.709153,27.743798,15.766551,43.510349,2.240665,13.546126,15.786791,28.569187,13.496048,42.065235,1.414485,13.738988,15.153473,13.172664,2.639489,15.812153,35.980987,2.004497,37.985485
66399,4362.994316,7067.726620,4548.039806,4497.376039,4713.583001,8000.245565,4547.877352,6034.466473,10162.478195,25623.504672,9385.473702,20959.941527,27.816111,15.805547,43.621659,2.242270,13.582807,15.825077,28.649425,13.532528,42.181953,1.416055,13.777147,15.193203,13.200175,2.647936,15.848111,36.076846,2.010631,38.087476
66599,4376.396825,8826.029605,4550.760864,5454.152056,4723.864712,8137.392807,4553.289435,6350.101152,10208.562263,25508.473028,9425.249806,22630.916400,27.971756,15.841902,43.813657,2.244089,13.615552,15.859641,28.721657,13.564890,42.286546,1.418032,13.810137,15.228169,13.252310,2.656080,15.908390,36.187061,2.016648,38.203710
66799,4382.620136,6454.982882,4550.240857,4377.078642,4735.091162,8473.498928,4558.857007,6412.858270,10265.845073,29341.020658,9467.356205,23488.787020,28.042346,15.880471,43.922818,2.246096,13.650670,15.896766,28.812739,13.599165,42.411904,1.420135,13.845234,15.265369,13.281098,2.664189,15.945287,36.284868,2.022654,38.307523
66999,4392.886073,7821.708865,4555.314908,6250.047880,4742.165406,7104.962954,4561.550748,5461.260136,10319.238857,28152.762860,9506.972075,22738.672539,28.128689,15.919732,44.048421,2.248474,13.685654,15.934128,28.888854,13.635880,42.524735,1.422467,13.883704,15.306171,13.334702,2.672907,16.007609,36.479158,2.029002,38.508160
67199,4403.352114,7909.475768,4558.764945,5714.527297,4747.733874,6613.170770,4563.940413,5364.478435,10366.523685,26206.941056,9539.293500,20366.970873,28.198732,15.962836,44.161568,2.268226,13.719133,15.987360,28.961747,13.669499,42.631246,1.430263,13.929586,15.359849,13.376777,2.680882,16.057659,36.592005,2.034879,38.626884
67399,4416.058359,8685.356655,4561.260544,5399.781875,4754.959759,7182.857072,4564.712123,4824.006560,10409.712437,24921.133102,9568.903318,19517.802344,28.268776,16.000979,44.269755,2.269784,13.752885,16.022669,29.031452,13.704847,42.736298,1.431847,13.965146,15.396993,13.404937,2.688944,16.093881,36.697808,2.040870,38.738678
67599,4422.643161,6641.721457,4562.819261,5088.106997,4763.631836,7686.121867,4569.842400,6298.745822,10447.298066,23113.654972,9591.825359,17316.553225,28.335170,16.039132,44.374302,2.271486,13.786016,16.057503,29.099556,13.736766,42.836322,1.434054,13.997509,15.431563,13.486142,2.696964,16.183106,36.796990,2.046818,38.843808
67799,4434.845684,8559.298425,4564.909402,5271.377027,4770.679318,7152.728300,4572.581941,5498.546812,10491.978544,25593.979963,9623.418633,20301.945214,28.407984,16.077415,44.485399,2.273644,13.818511,16.092155,29.189204,13.770032,42.959236,1.436464,14.033643,15.470107,13.551777,2.705548,16.257325,36.894860,2.053150,38.948009
67999,4440.255113,6274.051666,4565.281609,4691.459803,4777.870464,7215.668771,4575.693750,5630.597042,10534.184252,24841.919383,9653.388717,19813.247137,28.495290,16.139611,44.634901,2.276170,13.856654,16.132824,29.264503,13.808095,43.072597,1.438810,14.072641,15.511451,13.619453,2.714074,16.333527,36.995060,2.059331,39.054391
68199,4447.965613,7069.535660,4566.711921,5053.018082,4782.510010,6359.955883,4578.601805,5567.340310,10575.364772,24576.741415,9685.765632,20693.916731,28.571387,16.180521,44.751909,2.295411,13.892550,16.187961,29.337363,13.844014,43.181377,1.448378,14.110258,15.558636,13.669000,2.722678,16.391678,37.132023,2.065649,39.197673
68399,4460.124238,8606.215361,4569.675554,5580.274170,4794.031014,8722.693372,4580.751466,5313.786141,10615.130314,24175.180097,9718.954972,21036.519814,28.647323,16.218827,44.866150,2.297099,13.928264,16.225362,29.411293,13.879794,43.291087,1.450028,14.148479,15.598508,13.698049,2.731331,16.429380,37.234255,2.071950,39.306205
68599,4469.958476,7833.267912,4571.021737,5031.416372,4799.109556,6535.970692,4584.947682,6020.053256,10665.343772,27838.346569,9755.984614,22420.122250,28.725219,16.259133,44.984353,2.298977,13.962866,16.261843,29.484483,13.915799,43.400282,1.452113,14.187837,15.639950,13.738839,2.740018,16.478856,37.347551,2.078336,39.425886
68799,4475.926141,6522.835074,4573.970313,5585.331970,4805.459687,6983.554839,4590.516049,6500.466082,10712.544182,26902.284833,9794.752557,23092.157043,28.817765,16.303936,45.121701,2.301330,14.000452,16.301783,29.587520,13.953633,43.541153,1.454636,14.224208,15.678844,13.778139,2.748512,16.526651,37.467654,2.084536,39.552190
68999,4484.629462,7478.572075,4574.216972,4659.067721,4808.035471,5694.105000,4592.104278,5138.455132,10748.890427,23251.998533,9822.973228,19530.884007,28.992433,16.356902,45.349336,2.303957,14.084981,16.388938,29.682947,14.008510,43.691457,1.457255,14.279945,15.737200,13.825915,2.758054,16.583968,37.617765,2.091272,39.709037
69199,4496.429910,8567.584210,4575.615900,5058.246029,4815.905258,7530.981826,4596.695401,6180.632597,10781.648070,22083.035057,9851.025704,19529.130085,29.092543,16.399017,45.491560,2.328016,14.124063,16.452079,29.760210,14.049491,43.809701,1.466368,14.319832,15.786200,13.870941,2.766979,16.637920,37.733968,2.097843,39.831810
69399,4513.167492,10304.370923,4575.643198,4585.088106,4823.325829,7390.843471,4599.817121,5679.932436,10833.402437,28740.413582,9888.682997,22918.106397,29.183463,16.449797,45.633260,2.329788,14.162440,16.492228,29.839138,14.088810,43.927949,1.468092,14.377914,15.846005,13.932248,2.775958,16.708206,37.864755,2.104367,39.969122
69599,4521.338466,7356.666528,4577.897562,5360.161849,4829.892647,7108.578349,4600.765532,4929.864106,10870.087544,23599.819529,9917.834732,20033.486805,29.255055,16.490002,45.745057,2.331584,14.197767,16.529351,29.911274,14.123252,44.034526,1.470234,14.413239,15.883473,14.018241,2.784134,16.802375,37.967827,2.110485,40.078311
69799,4531.860060,8193.374963,4580.139353,5360.282731,4836.839835,7254.461344,4599.484908,4153.827828,10904.227610,22784.970418,9945.887495,19708.248737,29.323541,16.637436,45.960977,2.333447,14.233605,16.567051,30.001616,14.157170,44.158786,1.472545,14.447676,15.920222,14.084714,2.792243,16.876957,38.065387,2.116565,40.181952
69999,4542.024077,8089.265909,4580.450237,4688.948828,4847.009981,8396.390741,4601.818557,5416.261833,10959.914992,30394.811435,9985.040898,23649.578503,29.415909,16.684367,46.100276,2.335631,14.276581,16.612212,30.183091,14.196916,44.380007,1.474961,14.491216,15.966177,14.112701,2.801037,16.913738,38.181054,2.122832,40.303886
70199,4550.670511,7576.922220,4581.904403,5090.862405,4853.693919,7193.072341,4601.004025,4315.918106,11000.125976,25073.970499,10019.869107,22209.742351,29.489491,16.728559,46.218050,2.354056,14.319641,16.673697,30.254956,14.239002,44.493958,1.485365,14.531003,16.016368,14.139164,2.808900,16.948065,38.304158,2.128548,40.432706
70399,4559.513952,7663.561878,4587.089953,6407.218228,4866.239831,9269.855051,4603.159992,5359.904368,11045.418819,26943.206625,10054.687502,22275.944102,29.562168,16.769495,46.331663,2.355621,14.356766,16.712387,30.341170,14.275068,44.616238,1.486954,14.585462,16.072416,14.166424,2.817183,16.983608,38.411576,2.134680,40.546256
70599,4571.580383,8818.963930,4588.738777,5169.124554,4879.849350,9670.399873,4605.797667,5534.259072,11090.679912,27022.584591,10088.375392,21946.512926,29.629454,16.807301,46.436755,2.357300,14.389771,16.747071,30.406226,14.307965,44.714191,1.488647,14.619491,16.108139,14.192377,2.825088,17.017465,38.508432,2.140691,40.649123
70799,4581.294722,8010.456537,4589.563924,4880.840756,4890.580602,8678.712754,4607.598374,5243.247929,11134.938041,26758.057542,10125.873945,23362.862938,29.706101,16.849696,46.555797,2.359655,14.429880,16.789535,30.490454,14.347008,44.837462,1.490671,14.657245,16.147915,14.238047,2.833699,17.071746,38.611481,2.147072,40.758553
70999,4590.707786,7922.932459,4589.044896,4405.309073,4895.360998,6587.621210,4611.276043,5913.171138,11163.252855,21186.697062,10141.980514,15843.705857,29.801421,16.900290,46.701712,2.362053,14.476115,16.838168,30.573715,14.391778,44.965494,1.493419,14.702516,16.195936,14.288931,2.842925,17.131856,38.717454,2.153823,40.871277
71199,4598.498633,7364.249234,4590.647623,5159.615784,4905.426103,8478.538194,4611.420923,4662.853104,11194.448842,22269.024333,10164.649345,18212.084641,29.871722,16.969714,46.841436,2.385457,14.516661,16.902117,30.644257,14.429921,45.074178,1.501117,14.741028,16.242145,14.315932,2.851124,17.167056,38.828108,2.159875,40.987984
71399,4609.440071,8504.591961,4593.306874,5540.000374,4912.951270,7591.910836,4611.924772,4791.295051,11229.907052,23853.029569,10191.906178,19895.338588,29.952038,17.011916,46.963954,2.387223,14.557916,16.945139,30.723732,14.483665,45.207396,1.502793,14.784207,16.287000,14.345104,2.860065,17.205169,38.933039,2.166385,41.099425
71599,4619.607818,8249.493701,4593.310281,4594.526455,4920.400914,7579.923736,4613.956749,5339.372540,11260.471330,22171.918712,10212.264948,17480.345738,30.026066,17.054377,47.080443,2.389043,14.595008,16.984051,30.803519,14.519462,45.322981,1.504878,14.821138,16.326016,14.420047,2.868162,17.288209,39.047577,2.172480,41.220057
71799,4631.007229,8711.996208,4593.173444,4544.185881,4931.556739,8925.342128,4617.105867,5744.490245,11292.443356,22738.428748,10239.801503,20097.888196,30.097018,17.115728,47.212746,2.390922,14.636240,17.027162,30.878962,14.552123,45.431085,1.507145,14.853673,16.360818,14.446856,2.875763,17.322619,39.149534,2.178229,41.327763
71999,4638.987334,7503.845134,4595.585482,5461.507150,4937.687386,7138.589508,4617.490727,4755.655240,11316.839194,20074.944804,10257.203990,16504.697055,30.194961,17.165705,47.360666,2.393435,14.684123,17.077559,30.958718,14.594061,45.552779,1.509372,14.899168,16.408540,14.475316,2.884481,17.359796,39.261122,2.184569,41.445691
72199,4647.717934,7790.734049,4598.140309,5517.877864,4943.011010,6859.515696,4619.065155,5185.859448,11346.115443,21885.565146,10283.324103,19686.564524,30.277677,17.214391,47.492068,2.415087,14.729327,17.144414,31.041197,14.639982,45.681178,1.518884,14.947753,16.466637,14.504823,2.893710,17.398533,39.379630,2.191149,41.570780
72399,4653.910060,6889.267356,4600.631620,5499.994785,4948.940242,7089.392942,4622.261884,5776.280818,11388.612639,26730.100413,10306.081523,18521.510226,30.345751,17.266934,47.612685,2.416611,14.765636,17.182247,31.222526,14.674925,45.897450,1.520420,14.981507,16.501926,14.552490,2.901579,17.454069,39.484522,2.197181,41.681702
72599,4662.134680,7639.447183,4600.636304,4602.332062,4955.320814,7265.088145,4623.774057,5171.180997,11428.005366,25688.172789,10329.857455,18936.744949,30.427227,17.420312,47.847539,2.418598,14.807809,17.226407,31.303368,14.721517,46.024884,1.522348,15.026474,16.548822,14.581417,2.910350,17.491767,39.619513,2.203602,41.823116
72799,4671.916516,8222.723115,4600.463203,4537.627441,4962.353216,7515.115079,4625.011597,5074.238282,11465.937470,25235.291083,10356.156504,19902.711347,30.512568,17.473131,47.985699,2.420769,14.856721,17.277489,31.409479,14.770918,46.180397,1.524394,15.077149,16.601544,14.610112,2.918995,17.529107,39.726639,2.209845,41.936484
72999,4677.278296,6628.965910,4602.054335,5181.226396,4969.745759,7660.631483,4627.495460,5531.621897,11497.118120,22846.874774,10379.454322,18859.859795,30.593602,17.510457,48.104059,2.422837,14.888423,17.311260,31.476361,14.803385,46.279746,1.526548,15.111058,16.637606,14.637664,2.926763,17.564427,39.829429,2.215830,42.045259
