# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
199,10852.458649,10852.458649,0.002678,0.021893,0.024571
399,9023.669117,7194.879585,0.005465,0.055169,0.060634
599,7940.259513,5773.440303,0.008444,0.102553,0.110997
799,6978.992081,4095.189788,0.011531,0.163408,0.174939
999,6584.671259,5007.387971,0.014726,0.238497,0.253224
1199,6120.195432,3797.816295,0.020373,0.331135,0.351508
1399,6050.932932,5635.357929,0.025950,0.422756,0.448707
1599,5881.774976,4697.669284,0.031616,0.514718,0.546334
1799,5766.018390,4839.965702,0.037166,0.607073,0.644239
1999,5594.438838,4050.222871,0.042676,0.698744,0.741420
2199,5593.252219,5581.386031,0.048126,0.790463,0.838589
2399,5520.631956,4721.809062,0.053653,0.882146,0.935799
2599,5401.116755,3966.934341,0.059162,0.973892,1.033054
2799,5347.705306,4653.356469,0.064711,1.065942,1.130654
2999,5358.161908,5504.554337,0.070210,1.157774,1.227984
3199,5324.751404,4823.593846,0.075687,1.249512,1.325199
3399,5347.100868,5704.692291,0.081353,1.341846,1.423199
3599,5395.633282,6220.684317,0.086867,1.433718,1.520585
3799,5319.109863,3941.688322,0.092345,1.525281,1.617626
3999,5301.682412,4970.560849,0.097909,1.617044,1.714954
4199,5293.944478,5139.185801,0.103394,1.708646,1.812040
4399,5245.236214,4222.362655,0.108874,1.800157,1.909031
4599,5210.314208,4442.030081,0.114342,1.891814,2.006156
4799,5177.013863,4411.105930,0.119800,1.983572,2.103372
4999,5200.084649,5753.783521,0.125262,2.075017,2.200279
5199,5225.534321,5861.776106,0.130725,2.166436,2.297161
5399,5207.819217,4747.226533,0.136171,2.257880,2.394051
5599,5239.597715,6097.617148,0.141658,2.349683,2.491340
5799,5250.000615,5541.281802,0.147149,2.441237,2.588386
5999,5212.718104,4131.525306,0.152645,2.532920,2.685565
6199,5170.892094,3916.111786,0.158149,2.624633,2.782783
6399,5160.382288,4834.578308,0.163642,2.716254,2.879896
6599,5177.897436,5738.382160,0.169115,2.807584,2.976698
6799,5171.877182,4973.208803,0.174592,2.899375,3.073967
6999,5159.348078,4733.358547,0.180085,2.991247,3.171332
7199,5174.081649,5689.756622,0.185555,3.082796,3.268351
7399,5175.799544,5237.643774,0.191021,3.174596,3.365617
7599,5160.400868,4590.649866,0.196522,3.266402,3.462925
7799,5159.728511,5134.178930,0.202066,3.358047,3.560113
7999,5153.907328,4926.881214,0.207539,3.449505,3.657045
8199,5148.521135,4933.073414,0.213008,3.540889,3.753897
8399,5144.450590,4977.558221,0.218525,3.632433,3.850959
8599,5115.627427,3905.054597,0.223985,3.724009,3.947994
8799,5118.123195,5225.441217,0.229460,3.815501,4.044961
8999,5128.832071,5600.022603,0.234970,3.907132,4.142102
9199,5119.382019,4694.129706,0.240460,3.999098,4.239558
