# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_abrupto3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
43199,5033.745645,5186.683817,1.163118,19.637177,20.800295
43399,5037.568527,5863.311055,1.168608,19.729196,20.897804
43599,5037.546154,5032.691245,1.174153,19.821724,20.995877
43799,5032.365167,3902.909947,1.179588,19.913849,21.093437
43999,5030.995616,4731.064117,1.185024,20.005753,21.190777
44199,5033.122326,5500.998492,1.190514,20.098149,21.288663
44399,5032.086487,4803.166015,1.195932,20.190485,21.386417
44599,5032.880549,5209.162407,1.201427,20.282953,21.484380
44799,5033.790920,5236.803504,1.206913,20.375673,21.582586
44999,5032.178979,4671.104257,1.212382,20.468171,21.680553
45199,5031.837429,4954.988671,1.217819,20.560380,21.778199
45399,5034.529695,5642.981903,1.223246,20.652530,21.875777
45599,5035.766804,5316.590534,1.228702,20.744417,21.973120
45799,5039.444568,5877.974608,1.234170,20.836195,22.070365
45999,5040.145801,5200.728162,1.239683,20.928235,22.167918
46199,5035.728830,4019.825472,1.245109,21.020140,22.265249
46399,5037.170611,5370.222157,1.250615,21.112388,22.363003
46599,5035.120586,4559.514762,1.256015,21.204163,22.460178
46799,5034.750082,4948.422614,1.261408,21.296151,22.557559
46999,5033.288047,4691.171796,1.266881,21.387949,22.654830
47199,5029.012180,4024.183543,1.272344,21.479880,22.752224
47399,5030.724239,5434.770241,1.277784,21.571625,22.849409
47599,5029.849785,4822.604021,1.283272,21.663456,22.946728
47799,5029.592025,4968.245256,1.288736,21.755451,23.044187
47999,5029.472730,5000.961216,1.294166,21.847272,23.141438
48199,5026.614413,4340.618254,1.299552,21.938925,23.238477
48399,5025.016362,4639.886003,1.304966,22.030822,23.335788
48599,5022.078985,4311.233915,1.310402,22.122628,23.433030
48799,5023.852478,5454.811318,1.315902,22.214636,23.530538
48999,5025.166922,5345.891095,1.321353,22.306385,23.627739
49199,5023.203855,4542.252613,1.326779,22.398173,23.724952
49399,5019.957637,4221.387922,1.332256,22.489930,23.822186
49599,5016.775648,4230.824267,1.337731,22.581625,23.919356
49799,5017.979885,5316.630781,1.343171,22.673439,24.016610
49999,5016.911325,4750.839918,1.348571,22.765287,24.113858
50199,5110.106756,28408.964564,1.354004,22.857328,24.211331
50399,5180.526398,22855.856490,1.359468,22.949243,24.308711
50599,5225.277996,16502.680706,1.364916,23.041063,24.405980
50799,5268.985873,16327.078684,1.370400,23.132905,24.503305
50999,5295.057490,11917.248108,1.375849,23.224572,24.600421
51199,5315.768936,10597.187655,1.381271,23.316460,24.697732
51399,5337.236863,10833.026392,1.386758,23.408316,24.795075
51599,5352.910234,9380.966447,1.392184,23.500349,24.892533
51799,5367.230896,9061.961703,1.397658,23.592180,24.989838
51999,5394.076494,12347.086293,1.403143,23.684124,25.087268
52199,5427.655292,14158.142739,1.408556,23.776106,25.184662
52399,5446.344082,10324.118392,1.414037,23.867971,25.282009
52599,5469.505541,11537.807852,1.419493,23.959873,25.379366
52799,5479.392388,8079.633125,1.424940,24.051709,25.476649
52999,5505.328274,12352.402020,1.430363,24.143468,25.573831
53199,5528.026032,11542.931955,1.435799,24.235349,25.671149
53399,5545.816169,10277.992792,1.441261,24.327152,25.768412
53599,5561.959760,9872.298418,1.446789,24.419307,25.866096
53799,5584.105030,11519.037464,1.452285,24.511319,25.963604
53999,5603.084879,10708.664333,1.457711,24.603306,26.061017
54199,5623.809070,11219.340594,1.463164,24.695222,26.158386
54399,5638.850952,9715.200988,1.468589,24.786871,26.255460
54599,5652.773019,9439.575032,1.474014,24.878712,26.352725
54799,5669.032618,10107.903370,1.479502,24.970664,26.450166
54999,5693.416036,12374.472377,1.484987,25.062710,26.547697
55199,5701.666076,7970.427152,1.490437,25.154846,26.645283
55399,5725.309030,12250.764363,1.495893,25.246917,26.742810
55599,5744.988731,11196.265816,1.501310,25.338663,26.839974
55799,5757.360000,9196.572857,1.506765,25.430341,26.937106
55999,5777.557262,11412.593335,1.512161,25.522273,27.034434
56199,5798.905251,11776.342343,1.517620,25.614552,27.132172
56399,5821.753226,12242.034085,1.523093,25.706302,27.229395
56599,5840.544547,11139.696943,1.528535,25.798094,27.326629
56799,5858.317526,10888.070693,1.533996,25.889849,27.423845
56999,5872.657496,9945.208916,1.539462,25.981648,27.521111
57199,5886.612038,9863.656458,1.544943,26.073525,27.618468
57399,5902.523023,10453.064810,1.550431,26.165440,27.715871
57599,5916.369136,9890.203515,1.555900,26.257274,27.813174
57799,5926.648427,8887.084364,1.561381,26.349205,27.910585
57999,5952.595935,13451.425635,1.566871,26.441278,28.008149
58199,5970.213225,11079.227260,1.572339,26.533364,28.105703
58399,5992.308342,12421.987527,1.577834,26.625359,28.203193
58599,6005.975029,9996.647514,1.583280,26.717310,28.300589
58799,6024.225727,11371.680432,1.588724,26.809103,28.397827
58999,6035.534542,9360.326194,1.594209,26.900876,28.495085
