# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_gradual4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
59599,2133.371657,1580.390722,1.658887,12.790810,14.449697
59799,2131.043337,1437.203964,1.661267,12.833805,14.495073
59999,2129.075647,1540.736241,1.663747,12.876813,14.540561
60199,2126.599754,1383.831897,1.672174,12.920823,14.592997
60399,2123.177432,1093.058532,1.674375,12.964304,14.638679
60599,2120.588648,1338.776023,1.676677,13.007234,14.683911
60799,2118.888893,1603.862880,1.679065,13.050174,14.729239
60999,2117.589580,1722.598440,1.681586,13.093723,14.775309
61199,2115.922780,1607.548913,1.690083,13.137130,14.827213
61399,2113.307049,1312.893451,1.692302,13.181012,14.873314
61599,2110.493825,1246.833924,1.694599,13.224186,14.918786
61799,2108.573789,1517.202798,1.696996,13.267154,14.964150
61999,2106.667148,1517.514878,1.699466,13.310138,15.009604
62199,2104.238688,1351.416139,1.707971,13.353819,15.061790
62399,2101.583936,1275.956153,1.710193,13.397683,15.107876
62599,2100.174371,1660.389911,1.712476,13.440590,15.153066
62799,2098.390390,1540.004487,1.714894,13.483701,15.198595
62999,2097.200241,1723.493362,1.717374,13.526737,15.244111
63199,2095.500280,1560.012549,1.725862,13.571097,15.296960
63399,2092.647955,1191.313328,1.728056,13.614511,15.342566
63599,2090.797195,1504.106229,1.730347,13.657365,15.387712
63799,2088.674177,1413.554588,1.732744,13.700258,15.433002
63999,2086.393484,1358.852309,1.735269,13.743515,15.478784
64199,2084.261841,1402.136144,1.770633,13.787486,15.558119
64399,2082.173371,1411.774419,1.772809,13.830795,15.603604
64599,2079.876286,1340.215115,1.775070,13.873576,15.648646
64799,2078.108948,1507.258661,1.777472,13.916447,15.693918
64999,2075.896631,1359.105919,1.779971,13.959228,15.739199
65199,2073.763974,1380.650511,1.787870,14.002995,15.790865
65399,2072.111151,1533.290901,1.790016,14.046062,15.836078
65599,2071.216726,1778.739643,1.792269,14.088845,15.881114
65799,2069.559100,1525.857692,1.794626,14.131530,15.926156
65999,2067.246467,1306.390302,1.797095,14.174624,15.971719
66199,2065.169329,1379.713889,1.805162,14.217886,16.023048
66399,2063.486395,1506.435022,1.807341,14.261233,16.068574
66599,2061.796080,1500.611567,1.809609,14.304166,16.113775
66799,2059.836112,1407.166699,1.811992,14.346961,16.158953
66999,2057.983629,1439.254397,1.814463,14.389988,16.204451
67199,2056.947232,1709.754279,1.822556,14.433208,16.255764
67399,2055.229014,1477.907630,1.824738,14.476975,16.301713
67599,2054.266429,1729.875417,1.826989,14.519892,16.346881
67799,2052.845574,1572.596713,1.829356,14.562664,16.392020
67999,2050.785379,1352.379162,1.831814,14.605403,16.437218
68199,2049.578214,1639.141981,1.840099,14.648686,16.488785
68399,2047.744998,1422.618444,1.842285,14.692258,16.534543
68599,2047.066830,1815.133489,1.844540,14.734763,16.579303
68799,2044.919014,1308.217956,1.846901,14.777392,16.624293
68999,2043.522703,1563.191601,1.849375,14.819910,16.669284
69199,2042.923469,1836.187957,1.857538,14.863089,16.720627
69399,2040.844329,1321.461793,1.859742,14.906832,16.766574
69599,2039.693918,1640.501373,1.862022,14.949701,16.811723
69799,2038.108256,1486.297815,1.864410,14.992430,16.856840
69999,2036.761318,1566.679933,1.866938,15.035763,16.902701
70199,2036.098143,1803.986846,1.875032,15.078774,16.953806
70399,2034.410816,1442.159258,1.877242,15.122270,16.999512
70599,2032.749443,1447.945943,1.879514,15.165026,17.044540
70799,2030.219909,1137.294407,1.881891,15.207712,17.089603
70999,2028.034886,1254.536713,1.884364,15.250332,17.134696
71199,2025.557713,1146.161570,1.892665,15.293540,17.186205
71399,2024.039990,1483.730463,1.894854,15.336937,17.231791
71599,2021.984950,1288.335792,1.897119,15.379556,17.276675
71799,2020.944786,1648.565989,1.899484,15.422054,17.321538
71999,2018.858208,1269.776705,1.901943,15.464926,17.366869
72199,2017.478059,1520.624456,1.910147,15.508350,17.418496
72399,2015.383022,1259.074506,1.912377,15.552262,17.464639
