# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_gradual3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,11433.285124,11433.285124,0.477457,0.048292,0.525749
399,9233.796522,7034.307920,0.955450,0.095087,1.050538
599,7946.606797,5372.227346,1.447223,0.142971,1.590195
799,7198.961056,4956.023833,1.942293,0.192001,2.134293
999,6752.604505,4967.178304,2.457849,0.241680,2.699529
1199,6282.644233,3932.842873,2.962259,0.291779,3.254038
1399,6196.805841,5681.775485,3.490646,0.342771,3.833417
1599,6022.941138,4805.888217,4.003127,0.393956,4.397083
1799,5888.986288,4817.347486,4.536725,0.445621,4.982346
1999,5672.660474,3725.728149,5.058381,0.497420,5.555801
2199,5551.306727,4337.769263,5.593598,0.549851,6.143449
2399,5394.288281,3667.085376,6.124741,0.602380,6.727121
2599,5241.421495,3407.020059,6.669617,0.655215,7.324832
2799,5140.766092,3832.245858,7.211730,0.708260,7.919990
2999,5122.784654,4871.044520,7.787978,0.761565,8.549543
3199,5018.230562,3449.919185,8.346884,0.815092,9.161976
3399,4952.944399,3908.365788,8.906149,0.868953,9.775101
3599,4943.042467,4774.709626,9.453386,0.922912,10.376298
3799,4851.973256,3212.727448,9.997888,0.976991,10.974879
3999,4811.102193,4034.552002,10.552229,1.031427,11.583655
4199,4784.709290,4256.851218,11.119833,1.085921,12.205753
4399,4739.678471,3794.031292,11.700789,1.140661,12.841449
4599,4695.132163,3715.113376,12.272004,1.195575,13.467579
4799,4643.713454,3461.083140,12.879752,1.250685,14.130437
4999,4617.329318,3984.110073,13.474124,1.306091,14.780215
5199,4608.478455,4387.206875,14.057118,1.361678,15.418795
5399,4561.742608,3346.610590,14.655742,1.417745,16.073487
5599,4583.926498,5182.891531,15.285234,1.473567,16.758801
5799,4584.044640,4587.352606,15.876162,1.529626,17.405788
5999,4541.259367,3300.486442,16.465671,1.585824,18.051495
6199,4490.472480,2966.865886,17.091646,1.642285,18.733931
6399,4465.459888,3690.069517,17.751672,1.699231,19.450904
6599,4445.290759,3799.878632,18.365191,1.756130,20.121321
6799,4405.442738,3090.458044,18.975478,1.813337,20.788815
6999,4368.034308,3096.147707,19.579432,1.870627,21.450059
7199,4339.692712,3347.736825,20.264762,1.928168,22.192930
7399,4305.561583,3076.840971,20.864830,1.985491,22.850321
7599,4281.516401,3391.844668,21.494906,2.043041,23.537947
7799,4256.111548,3290.727130,22.099609,2.100703,24.200312
7999,4245.026079,3812.692771,22.792546,2.158670,24.951216
8199,4219.587835,3202.058099,23.426655,2.216652,25.643307
8399,4188.781862,2925.736948,24.055959,2.275233,26.331192
8599,4146.714850,2379.900365,24.779004,2.333882,27.112886
8799,4118.238858,2893.771184,25.446408,2.392662,27.839071
8999,4098.608939,3234.892515,26.097326,2.451182,28.548508
9199,4068.518659,2714.456049,26.735945,2.509860,29.245805
9399,4055.136156,3439.540998,27.455804,2.569366,30.025170
9599,4034.966065,3086.971803,28.118722,2.628578,30.747299
9799,4023.589959,3477.536870,28.766287,2.687688,31.453975
9999,4010.142893,3351.236640,29.403302,2.747116,32.150417
10199,3994.029155,3188.342269,30.069319,2.806558,32.875878
10399,3978.778077,3200.973125,30.810234,2.866560,33.676794
10599,3962.226615,3101.550594,31.483415,2.926393,34.409807
10799,3934.365892,2457.747558,32.146801,2.986182,35.132983
10999,3930.480630,3720.676473,32.807248,3.046487,35.853736
11199,3920.785919,3387.576840,33.587498,3.106810,36.694308
11399,3896.469458,2534.747641,34.268341,3.167077,37.435419
11599,3884.709298,3214.380180,34.940507,3.227547,38.168054
11799,3877.718990,3472.281126,35.612561,3.287927,38.900488
11999,3867.100715,3240.622437,36.406511,3.348707,39.755218
12199,3853.311660,3025.968372,37.134740,3.409642,40.544382
12399,3844.465181,3304.829991,37.812464,3.470522,41.282985
12599,3828.847318,2860.539782,38.635352,3.531838,42.167190
12799,3817.564600,3106.753379,39.353701,3.592866,42.946567
12999,3793.117836,2228.524914,40.057290,3.654314,43.711603
13199,3778.290337,2814.502957,40.899724,3.715724,44.615447
13399,3768.886249,3148.216398,41.618233,3.777404,45.395637
13599,3767.816360,3696.133809,42.331559,3.838714,46.170272
13799,3748.179595,2412.879589,43.164059,3.900654,47.064713
13999,3727.602973,2307.816032,43.873624,3.962636,47.836260
14199,3723.586909,3442.462450,44.574113,4.024326,48.598439
14399,3718.704080,3372.023224,45.420563,4.086394,49.506957
14599,3710.105251,3090.989549,46.150135,4.148850,50.298985
14799,3695.914552,2659.993509,46.855656,4.211234,51.066891
14999,3689.420224,3208.839975,47.686907,4.273664,51.960571
15199,3688.770131,3640.013139,48.409120,4.335782,52.744901
15399,3678.214379,2875.977264,49.134712,4.398025,53.532737
15599,3678.704617,3716.452918,49.993148,4.460475,54.453622
15799,3677.476541,3581.686619,50.730847,4.523374,55.254221
15999,3668.040949,2922.629196,51.472795,4.586189,56.058984
16199,3666.043895,3506.279551,52.215307,4.648599,56.863906
16399,3658.531224,3050.004894,53.110728,4.711482,57.822210
16599,3653.978744,3280.675359,53.878563,4.774666,58.653230
16799,3644.097245,2823.932863,54.639793,4.837817,59.477610
16999,3626.920778,2184.097503,55.537315,4.900890,60.438205
17199,3614.798891,2584.438505,56.280878,4.964300,61.245178
17399,3612.062519,3376.734561,57.044300,5.027544,62.071844
17599,3612.883678,3684.324453,57.925403,5.090631,63.016034
17799,3606.726778,3064.919592,58.701611,5.154143,63.855754
17999,3596.837799,2716.718667,59.474194,5.217791,64.691985
18199,3584.889522,2509.544591,60.433217,5.282204,65.715421
18399,3570.657356,2275.530280,61.179343,5.346077,66.525420
18599,3559.694855,2551.144762,61.982898,5.410014,67.392912
18799,3551.102948,2752.055619,62.918284,5.474306,68.392590
18999,3545.808252,3048.106808,63.702678,5.538309,69.240987
19199,3537.427797,2741.284613,64.629927,5.602548,70.232474
19399,3535.039996,3305.811083,65.412014,5.666803,71.078817
19599,3524.525623,2504.631463,66.223171,5.731308,71.954479
19799,3519.404069,3017.491685,67.186693,5.796209,72.982903
19999,3513.642558,2943.252984,68.013335,5.860791,73.874126
20199,3512.931001,3441.775326,68.999791,5.925444,74.925235
20399,3504.343163,2636.971551,69.842224,5.990119,75.832343
20599,3497.947542,2845.594189,70.706331,6.055134,76.761466
20799,3488.310569,2495.702347,71.709476,6.120412,77.829888
20999,3476.554082,2253.879394,72.545303,6.185751,78.731054
21199,3462.522027,1989.156285,73.384111,6.250859,79.634969
21399,3461.540261,3357.473054,74.422618,6.316355,80.738973
21599,3453.228749,2563.896967,75.273314,6.381435,81.654749
21799,3446.980819,2772.204405,76.362365,6.447299,82.809664
21999,3435.901675,2228.274926,77.171668,6.512653,83.684321
22199,3428.913895,2660.258106,77.963051,6.577818,84.540869
22399,3419.400686,2363.434552,79.059295,6.643778,85.703073
22599,3409.724555,2325.997800,79.898474,6.709589,86.608063
22799,3404.472262,2810.963143,80.792299,6.775177,87.567476
22999,3401.260043,3035.067106,81.786847,6.840802,88.627649
23199,3399.774733,3228.964073,82.637417,6.906190,89.543607
23399,3398.212116,3216.948543,83.702717,6.972239,90.674956
23599,3397.556894,3320.895928,84.564159,7.037998,91.602157
23799,3391.877471,2721.705601,85.408633,7.103776,92.512408
23999,3386.787534,2781.084957,86.482865,7.169914,93.652779
24199,3379.245528,2474.204900,87.358317,7.236110,94.594427
24399,3375.457733,2917.134448,88.429240,7.302513,95.731752
24599,3366.937523,2327.472007,89.328218,7.368832,96.697050
24799,3362.262892,2787.283234,90.398247,7.435153,97.833400
24999,3357.208533,2730.468002,91.277160,7.501654,98.778814
25199,3351.782336,2673.507721,92.123471,7.567564,99.691035
25399,3345.296521,2528.083772,93.224440,7.633846,100.858286
25599,3340.390158,2717.282068,94.103660,7.699858,101.803518
25799,3337.852179,3012.990952,95.300323,7.766761,103.067084
25999,3332.126381,2593.498367,96.194305,7.833622,104.027928
26199,3328.667987,2879.076826,97.149835,7.900764,105.050600
26399,3324.509432,2779.738654,98.355027,7.967885,106.322912
26599,3322.187767,3015.728088,99.290970,8.034671,107.325640
26799,3316.138432,2511.576853,100.530050,8.102143,108.632193
26999,3307.067625,2091.579482,101.441953,8.169164,109.611117
27199,3304.101471,2903.670647,102.333362,8.235779,110.569141
27399,3296.636344,2281.379093,103.614536,8.303597,111.918133
27599,3287.418674,2024.597924,104.578946,8.371152,112.950099
27799,3283.993110,2811.265285,105.825241,8.439135,114.264376
27999,3279.281766,2624.404853,106.788153,8.506221,115.294374
28199,3272.716363,2353.559963,107.988154,8.574382,116.562537
28399,3267.466153,2527.186546,108.997361,8.641879,117.639240
28599,3262.074922,2496.520143,109.992114,8.709440,118.701554
28799,3257.376145,2585.451000,111.272879,8.777333,120.050212
28999,3249.707344,2145.399980,112.541010,8.845638,121.386648
29199,3246.177549,2734.357256,113.521917,8.913433,122.435350
29399,3242.446496,2697.712786,114.796554,8.981473,123.778026
29599,3233.007075,1845.412177,115.801727,9.049460,124.851187
29799,3230.328552,2833.907198,117.039999,9.117254,126.157253
29999,3226.252882,2618.978086,118.065606,9.185342,127.250948
30199,3222.128554,2603.479381,119.359642,9.253983,128.613625
30399,3219.008653,2747.903508,120.301543,9.321493,129.623036
30599,3217.198082,2941.991321,121.594692,9.389848,130.984540
30799,3209.428886,2020.741832,122.642081,9.458307,132.100388
30999,3200.025161,1751.851577,123.920730,9.527528,133.448258
31199,3193.790352,2227.394923,124.941135,9.596256,134.537391
31399,3191.809843,2882.850484,126.278432,9.664814,135.943247
31599,3189.630365,2847.452331,127.669491,9.733625,137.403116
31799,3186.594682,2706.956799,128.725533,9.801998,138.527532
31999,3183.327032,2663.770629,130.069986,9.870427,139.940413
32199,3182.531420,3055.233468,131.473950,9.939954,141.413904
32399,3178.370878,2508.523584,132.554240,10.008709,142.562949
32599,3173.091096,2317.766505,134.024214,10.078071,144.102285
32799,3165.796764,1976.820674,135.366330,10.147027,145.513357
32999,3163.692065,2818.521382,136.424749,10.215693,146.640442
33199,3161.663734,2826.989184,137.835506,10.284350,148.119856
33399,3162.147208,3242.403813,138.943484,10.353541,149.297025
33599,3161.713942,3089.358500,140.351436,10.422563,150.773999
33799,3157.169699,2393.736846,141.748783,10.491937,152.240720
33999,3154.314711,2671.821761,142.752060,10.560635,153.312695
34199,3151.328126,2643.608778,144.234368,10.630669,154.865037
34399,3145.631301,2171.474242,145.259419,10.699816,155.959236
34599,3142.727685,2643.305603,146.649809,10.769086,157.418895
34799,3142.825212,3159.697346,147.979523,10.837871,158.817394
34999,3135.945600,1938.893130,149.111016,10.907467,160.018483
35199,3133.345896,2678.397814,150.633851,10.977791,161.611642
35399,3134.255945,3294.424466,151.765692,11.047188,162.812881
35599,3131.531164,2649.244969,153.267518,11.117091,164.384609
35799,3128.481523,2585.645362,154.715172,11.186813,165.901985
35999,3128.552916,3141.332352,155.824542,11.256511,167.081053
36199,3125.069293,2498.017143,157.307926,11.326410,168.634336
36399,3120.418685,2278.658541,158.750970,11.396066,170.147036
36599,3117.745996,2631.316635,159.853407,11.465862,171.319269
36799,3113.991543,2426.926683,161.425665,11.536356,172.962021
