# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_abrupto3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,15800.573508,15800.573508,0.521905,0.042496,0.564401
399,13660.050428,11519.527348,0.525838,0.084483,0.610322
599,12774.281965,11002.745038,0.530010,0.126534,0.656544
799,11652.487429,8287.103822,0.532116,0.168472,0.700588
999,11023.007642,8505.088493,0.534321,0.210448,0.744769
1199,10320.564717,6808.350093,0.540589,0.252100,0.792689
1399,9778.235343,6524.259099,0.542733,0.296507,0.839240
1599,9547.115465,7929.276319,0.544991,0.338156,0.883147
1799,9358.014126,7845.203409,0.547390,0.379721,0.927111
1999,9146.864857,7246.521439,0.549899,0.421471,0.971371
2199,8788.276262,5202.390316,0.557260,0.463313,1.020573
2399,8512.867211,5483.367650,0.559396,0.505004,1.064400
2599,8246.842787,5054.549701,0.561655,0.546794,1.108449
2799,8122.678558,6508.543572,0.564048,0.588653,1.152701
2999,8024.799771,6654.496759,0.566545,0.630483,1.197028
3199,7805.629682,4518.078343,0.573995,0.672303,1.246297
3399,7651.122892,5179.014247,0.576149,0.713857,1.290006
3599,7572.437540,6234.786572,0.578440,0.755442,1.333882
3799,7417.161318,4622.189308,0.580796,0.797297,1.378093
3999,7293.982969,4953.594344,0.583273,0.839053,1.422326
4199,7175.138798,4798.255380,0.590532,0.880826,1.471359
