# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegRD] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegRD_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegRD],current_mse_[AXGBRegRD],training_time_[AXGBRegRD],testing_time_[AXGBRegRD],total_running_time_[AXGBRegRD]
199,15800.573508,15800.573508,0.603380,0.043414,0.646794
399,13660.050428,11519.527348,0.681431,0.087641,0.769073
599,12774.281965,11002.745038,0.759693,0.131389,0.891081
799,11652.487429,8287.103822,0.835933,0.174741,1.010674
999,11023.007642,8505.088493,0.912404,0.218529,1.130933
1199,10320.564717,6808.350093,0.992866,0.262210,1.255076
1399,9778.235343,6524.259099,1.068678,0.305730,1.374408
1599,9547.115465,7929.276319,1.145575,0.349267,1.494843
1799,9154.375579,6012.456493,1.269229,0.393028,1.662257
1999,8574.234248,3352.962268,1.346715,0.436922,1.783637
2199,8069.869999,3026.227502,1.429157,0.480774,1.909931
2399,7569.105437,2060.695266,1.548288,0.524918,2.073206
2599,7179.124420,2499.352207,1.657097,0.569144,2.226241
2799,6831.480278,2312.106439,1.734889,0.613473,2.348362
2999,6574.544998,2977.451077,1.817687,0.657617,2.475304
3199,6334.237351,2729.622648,1.937995,0.701857,2.639853
3399,6133.374728,2919.572759,2.036540,0.746035,2.782575
3599,5970.479056,3201.252632,2.115844,0.789333,2.905177
3799,5829.124427,3284.741107,2.194079,0.832763,3.026842
3999,5699.171068,3230.057239,2.271659,0.876201,3.147860
4199,5575.078420,3093.225457,2.352182,0.919866,3.272048
4399,5447.078212,2759.073847,2.429607,0.963752,3.393358
4599,5353.806076,3301.819082,2.507295,1.007702,3.514997
4799,5240.035726,2623.317683,2.585700,1.051554,3.637254
4999,5164.382182,3348.697120,2.665283,1.096275,3.761558
5199,5085.282769,3107.797444,2.750689,1.140979,3.891668
5399,5013.817832,3155.729472,2.829730,1.185524,4.015254
5599,4942.289689,3011.029833,2.910075,1.230317,4.140391
5799,4911.069868,4036.914868,2.990696,1.275563,4.266259
5999,4854.289199,3207.649796,3.071115,1.320568,4.391683
6199,4798.521402,3125.487516,3.157764,1.365488,4.523252
6399,4741.147216,2962.547439,3.238184,1.410154,4.648337
6599,4702.336803,3460.403574,3.318164,1.454956,4.773120
6799,4662.338549,3342.396181,3.398680,1.500064,4.898744
6999,4607.261773,2734.651398,3.479139,1.545029,5.024168
7199,4552.670945,2641.991944,3.566608,1.590256,5.156864
7399,4499.204347,2574.406822,3.646423,1.634909,5.281332
7599,4447.635374,2539.583379,3.726067,1.679458,5.405525
7799,4410.896945,3014.836661,3.806359,1.724230,5.530589
7999,4377.686126,3082.464185,3.887617,1.769014,5.656631
8199,4332.678100,2532.357034,3.974561,1.813996,5.788557
8399,4295.174854,2757.541798,4.053885,1.858717,5.912602
8599,4260.471414,2802.926927,4.134444,1.903675,6.038119
8799,4221.194839,2532.302084,4.215873,1.948574,6.164446
8999,4199.099943,3226.924523,4.296724,1.993543,6.290266
9199,4171.939618,2949.724995,4.383772,2.038519,6.422291
9399,4149.723766,3127.794563,4.463309,2.083186,6.546495
9599,4124.041529,2916.976412,4.544706,2.128009,6.672714
9799,4107.110908,3294.441085,4.625363,2.172814,6.798178
9999,4082.690471,2886.089057,4.705828,2.217539,6.923367
10199,4050.359537,2433.812843,4.793140,2.262694,7.055834
10399,4018.039162,2369.700060,4.874945,2.308123,7.183068
10599,4004.166829,3282.805500,4.956082,2.353440,7.309521
10799,3971.911043,2262.354393,5.037298,2.398803,7.436100
10999,3951.798982,2865.747686,5.118009,2.443724,7.561733
11199,3927.889454,2612.865427,5.206911,2.489144,7.696055
11399,3900.234096,2351.534014,5.288033,2.534506,7.822540
11599,3879.866967,2718.940652,5.368442,2.579398,7.947840
11799,3865.252597,3017.619112,5.449876,2.624718,8.074594
11999,3835.866998,2102.116659,5.531890,2.669889,8.201779
12199,3810.831698,2308.713723,5.619670,2.715128,8.334798
12399,3788.940594,2453.583214,5.700050,2.760159,8.460209
12599,3763.563027,2190.153871,5.781025,2.805559,8.586584
12799,3744.635445,2552.197811,5.862783,2.850708,8.713491
12999,3725.434753,2496.590430,5.944459,2.896179,8.840638
13199,3702.922055,2239.596730,6.035425,2.941598,8.977023
13399,3691.385518,2929.974058,6.116084,2.986515,9.102598
13599,3669.671125,2214.806806,6.197789,3.031634,9.229423
13799,3653.118907,2527.568084,6.279256,3.076868,9.356124
13999,3633.653269,2290.524243,6.360523,3.122108,9.482631
14199,3619.689276,2642.209779,6.448285,3.167182,9.615467
14399,3602.987200,2417.139804,6.530243,3.212527,9.742771
14599,3589.207990,2597.104865,6.611510,3.257865,9.869374
14799,3572.646695,2363.672134,6.692453,3.302910,9.995363
14999,3555.571921,2292.038671,6.774168,3.348348,10.122516
15199,3541.588500,2492.831905,6.863420,3.393723,10.257143
15399,3530.186859,2663.662145,6.943911,3.438700,10.382611
15599,3524.751278,3106.211511,7.025210,3.484018,10.509228
15799,3507.922283,2195.260713,7.106805,3.530661,10.637466
15999,3490.019407,2075.692145,7.189419,3.575955,10.765374
16199,3476.723326,2413.036914,7.278150,3.621485,10.899635
16399,3468.269118,2783.478262,7.358863,3.666486,11.025349
16599,3456.560920,2496.488680,7.440102,3.711768,11.151869
16799,3443.644807,2371.607379,7.522014,3.756814,11.278828
16999,3430.042420,2287.441972,7.603414,3.801940,11.405355
17199,3422.446646,2776.805864,7.692828,3.847600,11.540428
17399,3407.201833,2096.147912,7.772953,3.892203,11.665156
17599,3396.131314,2432.996139,7.854919,3.937308,11.792226
17799,3385.413665,2442.260549,7.936416,3.982432,11.918849
17999,3365.441574,1587.925484,8.063330,4.027945,12.091275
18199,3345.907919,1587.878983,8.146960,4.072628,12.219588
18399,3326.522325,1562.433202,8.229052,4.117816,12.346868
18599,3307.935811,1597.976556,8.309762,4.162558,12.472320
18799,3287.530840,1389.868585,8.442382,4.207646,12.650028
18999,3273.094208,1916.050721,8.523251,4.252677,12.775929
19199,3257.737140,1798.815721,8.611252,4.297872,12.909123
19399,3239.823673,1520.130799,8.691745,4.342854,13.034599
19599,3224.119847,1700.848806,8.772924,4.388034,13.160958
19799,3209.438713,1770.687563,8.853724,4.432943,13.286666
19999,3194.622365,1727.803933,9.001301,4.478327,13.479627
20199,3185.133851,2236.282407,9.081227,4.522907,13.604134
20399,3174.111635,2060.867792,9.165491,4.568106,13.733597
20599,3160.719854,1794.758262,9.245937,4.613021,13.858957
20799,3147.624970,1798.851911,9.327712,4.658055,13.985766
20999,3137.773932,2113.265890,9.409565,4.703386,14.112951
21199,3127.496532,2048.369590,9.490357,4.748199,14.238556
21399,3118.213724,2134.236041,9.576523,4.793148,14.369671
21599,3108.838819,2105.723988,9.657508,4.837616,14.495124
21799,3096.075620,1717.650132,9.738722,4.882583,14.621305
21999,3082.891400,1645.811452,9.873011,4.927942,14.800953
22199,3069.532894,1600.097265,9.953597,4.973107,14.926704
22399,3057.308977,1700.454109,10.041346,5.018438,15.059784
22599,3044.709072,1633.519714,10.122152,5.063569,15.185721
22799,3032.680442,1673.445279,10.203547,5.108933,15.312481
22999,3026.078334,2273.438069,10.284237,5.153729,15.437967
23199,3017.036051,1977.173506,10.424731,5.198636,15.623367
23399,3009.165322,2096.160737,10.508303,5.243316,15.751619
23599,3004.825091,2497.018054,10.589029,5.288319,15.877347
23799,2996.794221,2049.151516,10.669825,5.333306,16.003131
23999,2987.806599,1918.279605,10.751531,5.378186,16.129716
24199,2981.807977,2261.973313,10.832061,5.423056,16.255116
24399,2976.317153,2311.927496,10.918461,5.467938,16.386399
24599,2965.127349,1599.971268,10.998530,5.512623,16.511153
24799,2958.990776,2204.192220,11.080155,5.557604,16.637759
24999,2951.855092,2067.030292,11.160623,5.602226,16.762849
25199,2942.728732,1801.933824,11.242085,5.647218,16.889303
25399,2934.688942,1921.675353,11.328662,5.691850,17.020511
25599,2923.437702,1494.530213,11.410744,5.737025,17.147769
25799,2917.033475,2097.292398,11.491013,5.781593,17.272606
25999,2909.218318,1901.063081,11.571717,5.826371,17.398088
26199,2899.348681,1616.295848,11.653153,5.872017,17.525171
26399,2889.939614,1657.351882,11.741028,5.916808,17.657836
26599,2881.927310,1824.303217,11.821739,5.961801,17.783540
26799,2873.108873,1700.256740,11.902609,6.006724,17.909334
26999,2864.079610,1654.158304,11.983855,6.051662,18.035516
27199,2854.681787,1585.975730,12.121869,6.097067,18.218936
27399,2848.830125,2053.004090,12.208731,6.142007,18.350738
27599,2840.869291,1750.235029,12.289665,6.187194,18.476859
27799,2832.635092,1696.315597,12.370464,6.232128,18.602592
27999,2827.097250,2057.337280,12.452821,6.277282,18.730103
28199,2818.498527,1614.677222,12.579946,6.322482,18.902428
28399,2809.819905,1586.134315,12.663620,6.367424,19.031044
28599,2802.013366,1693.484696,12.743860,6.412234,19.156094
28799,2795.699906,1892.875135,12.825627,6.457328,19.282955
28999,2788.053998,1687.043293,12.905957,6.502010,19.407967
29199,2780.759499,1723.057097,12.986794,6.546664,19.533458
29399,2772.574587,1577.577544,13.072611,6.591110,19.663721
29599,2761.226731,1093.091915,13.153953,6.636038,19.789991
29799,2752.842746,1512.012882,13.234205,6.680727,19.914932
29999,2743.811731,1398.190453,13.314943,6.725433,20.040376
30199,2738.836594,1992.566106,13.395924,6.770168,20.166091
30399,2731.789069,1667.612765,13.484272,6.815327,20.299600
30599,2724.942904,1684.325857,13.564977,6.860278,20.425255
30799,2716.482238,1422.000323,13.645240,6.904928,20.550168
30999,2707.308979,1294.627060,13.726009,6.949860,20.675869
31199,2698.065190,1265.278008,13.808549,6.995025,20.803574
31399,2689.777860,1396.954272,13.895323,7.039813,20.935137
31599,2683.685209,1727.139091,13.975821,7.084738,21.060559
31799,2676.505965,1542.185425,14.056517,7.129739,21.186256
31999,2667.579900,1248.335480,14.138044,7.174357,21.312401
32199,2659.122949,1306.010775,14.219490,7.219324,21.438814
32399,2651.002901,1343.675149,14.306712,7.264139,21.570851
32599,2644.643847,1614.477139,14.387719,7.309280,21.697000
32799,2636.209050,1261.337157,14.469264,7.354131,21.823395
32999,2631.204894,1810.523301,14.550779,7.399204,21.949983
33199,2625.092550,1616.555751,14.632123,7.444114,22.076238
33399,2619.229724,1646.000602,14.720336,7.489431,22.209767
33599,2613.259669,1616.260502,14.801890,7.534299,22.336189
33799,2606.774571,1517.278180,14.883634,7.579672,22.463306
33999,2601.238251,1665.600188,14.964641,7.624507,22.589149
34199,2594.529875,1454.105816,15.046623,7.669724,22.716348
34399,2587.356875,1360.773874,15.136050,7.715000,22.851050
34599,2580.804299,1453.761357,15.259177,7.759866,23.019042
34799,2575.738518,1699.358338,15.339835,7.804773,23.144607
34999,2569.779896,1532.979738,15.426647,7.849873,23.276520
35199,2565.332161,1786.978432,15.508347,7.894767,23.403114
35399,2559.883192,1600.864709,15.617334,7.939956,23.557290
35599,2554.759491,1647.864387,15.698867,7.985122,23.683988
35799,2550.751005,1837.240571,15.779517,8.029652,23.809169
35999,2549.468367,2319.876195,15.864984,8.074821,23.939805
36199,2545.404741,1813.952026,15.945765,8.119484,24.065249
36399,2541.247847,1788.849963,16.026512,8.164024,24.190536
36599,2536.005945,1581.979799,16.108438,8.209314,24.317752
36799,2532.942904,1972.406391,16.190188,8.253849,24.444037
36999,2528.850947,1775.930801,16.277202,8.298894,24.576095
37199,2524.483864,1716.573617,16.358095,8.343771,24.701865
37399,2519.949846,1676.622429,16.439292,8.388728,24.828019
37599,2515.481480,1679.896995,16.521143,8.433448,24.954591
37799,2511.002764,1669.004302,16.602534,8.478161,25.080694
37999,2506.734542,1700.040541,16.689941,8.523087,25.213028
38199,2502.327272,1664.945942,16.771425,8.568166,25.339591
38399,2497.894231,1651.183482,16.854022,8.613207,25.467229
38599,2494.155232,1776.267306,16.935799,8.658353,25.594151
38799,2488.448933,1387.133212,17.017690,8.703471,25.721161
38999,2485.497783,1912.974719,17.104862,8.748392,25.853254
39199,2482.170687,1833.386942,17.186736,8.793390,25.980127
39399,2479.274055,1911.534251,17.267441,8.838052,26.105493
39599,2475.808173,1793.029478,17.348868,8.883129,26.231996
39799,2472.401575,1797.895096,17.429895,8.927898,26.357793
39999,2469.038808,1799.848160,17.518669,8.973053,26.491722
