# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,0.216178,0.216178,0.520745,0.042429,0.563174
399,0.185822,0.155466,0.524730,0.084519,0.609248
599,0.175767,0.155658,0.528990,0.126575,0.655565
799,0.165666,0.135363,0.531175,0.168304,0.699479
999,0.159673,0.135701,0.533481,0.210193,0.743674
1199,0.157843,0.148693,0.539827,0.251728,0.791555
1399,0.156924,0.151408,0.542084,0.293085,0.835169
1599,0.155795,0.147892,0.544442,0.334646,0.879088
1799,0.155061,0.149189,0.546882,0.376089,0.922971
1999,0.154990,0.154348,0.549466,0.417552,0.967018
2199,0.155607,0.161782,0.556927,0.459137,1.016063
2399,0.154662,0.144263,0.559184,0.500619,1.059802
2599,0.151834,0.117901,0.561549,0.542192,1.103741
2799,0.150644,0.135173,0.564031,0.583872,1.147903
2999,0.150123,0.142830,0.566636,0.625479,1.192115
3199,0.148286,0.120727,0.574135,0.667157,1.241292
3399,0.147838,0.140667,0.576390,0.708810,1.285201
3599,0.148339,0.156863,0.578785,0.750495,1.329280
3799,0.147825,0.138571,0.581259,0.792070,1.373329
3999,0.147962,0.150567,0.583857,0.833815,1.417672
4199,0.146402,0.115205,0.591301,0.875561,1.466862
4399,0.146040,0.138424,0.593538,0.917143,1.510681
4599,0.145717,0.138613,0.595888,0.958791,1.554679
4799,0.146032,0.153275,0.598359,1.000360,1.598719
4999,0.145950,0.143993,0.600959,1.042021,1.642981
5199,0.145077,0.123260,0.608514,1.083793,1.692307
5399,0.145582,0.158699,0.610763,1.125456,1.736218
5599,0.145291,0.137452,0.613133,1.167072,1.780205
5799,0.144971,0.135996,0.615637,1.208799,1.824436
5999,0.145122,0.149512,0.618234,1.250440,1.868673
6199,0.144492,0.125567,0.625907,1.292204,1.918111
6399,0.144652,0.149620,0.628150,1.333961,1.962110
6599,0.143439,0.104643,0.630531,1.378439,2.008970
6799,0.143633,0.150037,0.633012,1.420085,2.053097
6999,0.143491,0.138648,0.635623,1.461754,2.097377
7199,0.143110,0.129783,0.643284,1.503545,2.146828
7399,0.142480,0.119797,0.645525,1.545381,2.190906
7599,0.142288,0.135193,0.647886,1.587124,2.235010
7799,0.141785,0.122662,0.650373,1.628947,2.279319
7999,0.141214,0.118929,0.652977,1.670781,2.323758
8199,0.141396,0.148682,0.660602,1.712550,2.373152
8399,0.141069,0.127679,0.662855,1.754235,2.417090
8599,0.141863,0.175195,0.665214,1.795832,2.461046
8799,0.141646,0.132304,0.667687,1.837679,2.505366
8999,0.141997,0.157437,0.670278,1.879300,2.549578
9199,0.142004,0.142330,0.678039,1.921012,2.599051
9399,0.141653,0.125505,0.680267,1.962666,2.642933
9599,0.141294,0.124449,0.682620,2.004388,2.687007
