# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,0.258610,0.258610,0.516565,0.042436,0.559001
399,0.239203,0.219797,0.520607,0.084627,0.605235
599,0.218582,0.177341,0.524914,0.126603,0.651517
799,0.213719,0.199129,0.527146,0.168317,0.695463
999,0.207840,0.184322,0.529499,0.210144,0.739644
1199,0.200184,0.161904,0.535910,0.251788,0.787698
1399,0.194457,0.160099,0.538173,0.293258,0.831431
1599,0.195653,0.204022,0.540543,0.334817,0.875361
1799,0.190582,0.150020,0.543037,0.376405,0.919442
1999,0.188897,0.173731,0.545633,0.417987,0.963620
2199,0.186989,0.167909,0.553272,0.459565,1.012837
2399,0.183971,0.150765,0.555548,0.501013,1.056560
2599,0.183110,0.172787,0.557938,0.542507,1.100445
2799,0.180379,0.144872,0.560427,0.584061,1.144488
2999,0.178432,0.151178,0.563018,0.625620,1.188639
3199,0.177139,0.157743,0.570589,0.667269,1.237858
3399,0.175482,0.148972,0.572861,0.708975,1.281836
3599,0.175193,0.170281,0.575264,0.750647,1.325911
3799,0.173621,0.145313,0.577789,0.792334,1.370123
3999,0.173371,0.168618,0.580441,0.834268,1.414709
4199,0.171584,0.135849,0.588002,0.876002,1.464004
4399,0.170763,0.153525,0.590267,0.917636,1.507903
4599,0.171332,0.183850,0.592687,0.959477,1.552165
4799,0.171677,0.179622,0.595211,1.001199,1.596410
4999,0.170099,0.132218,0.597847,1.042898,1.640745
5199,0.169101,0.144141,0.605564,1.084614,1.690178
5399,0.168567,0.154694,0.607836,1.126193,1.734029
5599,0.167901,0.149911,0.610233,1.167808,1.778041
5799,0.167268,0.149540,0.612734,1.209536,1.822270
5999,0.166375,0.140476,0.615341,1.251207,1.866548
6199,0.166709,0.176730,0.623019,1.293041,1.916059
6399,0.166032,0.145054,0.625284,1.334652,1.959936
6599,0.166688,0.187677,0.627665,1.376261,2.003925
6799,0.165814,0.136970,0.630148,1.417927,2.048076
6999,0.165031,0.138418,0.632768,1.459893,2.092660
7199,0.165201,0.171166,0.640432,1.501611,2.142042
7399,0.164565,0.141669,0.642697,1.543295,2.185992
7599,0.164079,0.146091,0.645075,1.585007,2.230083
7799,0.163796,0.153041,0.647558,1.626792,2.274351
7999,0.163405,0.148157,0.650165,1.668592,2.318756
8199,0.164097,0.191762,0.657961,1.710624,2.368585
8399,0.163182,0.125668,0.660228,1.752558,2.412786
8599,0.163515,0.177523,0.662613,1.794612,2.457226
8799,0.163547,0.164897,0.665077,1.836616,2.501693
