# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,15800.573508,15800.573508,0.526569,0.042518,0.569087
399,13660.050428,11519.527348,0.530582,0.084805,0.615387
599,12774.281965,11002.745038,0.534815,0.127102,0.661917
799,11652.487429,8287.103822,0.536961,0.169167,0.706128
999,11023.007642,8505.088493,0.539232,0.211506,0.750738
1199,10320.564717,6808.350093,0.545531,0.253528,0.799060
1399,9778.235343,6524.259099,0.547729,0.295252,0.842981
1599,9547.115465,7929.276319,0.550006,0.336882,0.886889
1799,9358.014126,7845.203409,0.552418,0.378588,0.931006
1999,9146.864857,7246.521439,0.554947,0.420235,0.975182
2199,8788.276262,5202.390316,0.562361,0.462200,1.024562
2399,8512.867211,5483.367650,0.564584,0.504012,1.068596
2599,8246.842787,5054.549701,0.566888,0.545872,1.112761
2799,8122.678558,6508.543572,0.569323,0.587768,1.157091
2999,8024.799771,6654.496759,0.571877,0.629601,1.201478
3199,7805.629682,4518.078343,0.579333,0.671509,1.250842
3399,7651.122892,5179.014247,0.581519,0.713217,1.294737
3599,7572.437540,6234.786572,0.583821,0.755004,1.338825
3799,7417.161318,4622.189308,0.586236,0.796789,1.383024
3999,7293.982969,4953.594344,0.588784,0.838575,1.427360
4199,7175.138798,4798.255380,0.596073,0.880384,1.476457
4399,7041.286359,4230.385139,0.598261,0.922136,1.520397
4599,6939.151929,4692.194473,0.600580,0.963891,1.564471
4799,6798.563306,3565.024977,0.603009,1.005850,1.608859
4999,6699.296321,4316.888665,0.605555,1.047731,1.653287
5199,6596.164115,4017.858971,0.613073,1.089869,1.702943
5399,6493.821962,3832.925987,0.615277,1.131760,1.747037
5599,6434.594895,4835.464090,0.617605,1.173754,1.791359
5799,6367.013934,4474.747012,0.620047,1.215766,1.835813
