# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_gradual2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
199,21872.867507,21872.867507,0.033438,0.006761,0.040199
399,18293.612503,14714.357500,0.061471,0.010953,0.072424
599,15555.730850,10079.967542,0.090453,0.015083,0.105536
799,13856.405099,8758.427847,0.120715,0.019192,0.139907
999,12955.600409,9352.381651,0.151789,0.023304,0.175093
1199,12159.779700,8180.676152,0.183625,0.027404,0.211029
1399,11963.360113,10784.842589,0.216539,0.031503,0.248043
1599,11655.192187,9498.016709,0.244143,0.035615,0.279758
1799,11347.903225,8889.591526,0.256792,0.039963,0.296754
1999,10929.907349,7167.944463,0.277264,0.044368,0.321632
2199,10538.073615,6619.736280,0.296811,0.048784,0.345595
2399,10126.771937,5602.453481,0.310228,0.053248,0.363476
2599,9785.649749,5692.183495,0.337641,0.057744,0.395385
2799,9528.706894,6188.449775,0.358332,0.062307,0.420639
2999,9382.871183,7341.171231,0.372116,0.066820,0.438936
3199,9147.879191,5622.999313,0.414306,0.071298,0.485605
3399,8939.484589,5605.170956,0.439831,0.075782,0.515613
3599,8854.590882,7411.397853,0.468499,0.080296,0.548795
3799,8666.124934,5273.737882,0.482256,0.084774,0.567030
3999,8542.578577,6195.197780,0.518080,0.089391,0.607470
4199,8448.957882,6576.543981,0.547710,0.093921,0.641632
4399,8334.968887,5941.200000,0.570128,0.098458,0.668586
4599,8208.232443,5420.030674,0.583794,0.102996,0.686790
4799,8094.446422,5477.367944,0.612665,0.107555,0.720220
4999,8018.570853,6197.557194,0.667578,0.112223,0.779801
5199,7988.889155,7246.846714,0.681456,0.116817,0.798273
5399,7919.343162,6111.147338,0.723865,0.121463,0.845328
5599,7908.014093,7602.129238,0.759782,0.126115,0.885897
5799,7881.081597,7126.971711,0.779822,0.130733,0.910555
5999,7794.622354,5287.304299,0.793670,0.135359,0.929029
6199,7730.288342,5800.267972,0.815227,0.140011,0.955238
6399,7672.166466,5870.388317,0.844609,0.144626,0.989235
6599,7638.565195,6563.324535,0.858108,0.149230,1.007338
6799,7574.613385,5464.203647,0.872600,0.153964,1.026564
6999,7498.080069,4895.947303,0.900830,0.158638,1.059468
7199,7439.830664,5401.101499,0.930811,0.163289,1.094100
7399,7382.998464,5337.039276,0.958044,0.167988,1.126032
7599,7344.666627,5926.388656,0.978956,0.172666,1.151621
7799,7306.395869,5852.107065,1.019190,0.177387,1.196577
7999,7283.258190,6380.888707,1.048364,0.182093,1.230457
8199,7252.152602,6007.929092,1.077639,0.186765,1.264404
8399,7225.149981,6118.042498,1.091427,0.191384,1.282811
8599,7157.306912,4307.898031,1.106196,0.196113,1.302309
8799,7099.298940,4604.956127,1.142602,0.200860,1.343462
8999,7069.370552,5752.521497,1.171975,0.205518,1.377492
9199,7019.866859,4792.200666,1.193940,0.210169,1.404109
9399,6986.293688,5441.927812,1.207821,0.214852,1.422673
9599,6936.185384,4581.095096,1.247533,0.219532,1.467065
9799,6904.697737,5393.290684,1.269547,0.224250,1.493797
9999,6868.772298,5108.425766,1.324226,0.229077,1.553304
10199,6829.398377,4860.702347,1.337876,0.233785,1.571661
10399,6799.922106,5296.632313,1.367685,0.238524,1.606209
10599,6767.731906,5093.841468,1.396586,0.243285,1.639871
10799,6724.292879,4422.024491,1.410738,0.248017,1.658754
10999,6702.644852,5533.651381,1.425016,0.252783,1.677799
11199,6677.317341,5284.304245,1.439785,0.257551,1.697336
11399,6634.470671,4235.057102,1.505995,0.262324,1.768319
11599,6596.283765,4419.630135,1.519864,0.267036,1.786900
11799,6567.385321,4891.275612,1.548122,0.271771,1.819892
11999,6536.477120,4712.893257,1.562217,0.276522,1.838738
12199,6505.637476,4655.258830,1.606968,0.281294,1.888262
12399,6477.289759,4748.078988,1.620750,0.286119,1.906869
12599,6447.263785,4585.653415,1.635156,0.290902,1.926057
12799,6428.049700,5217.562322,1.656483,0.295697,1.952180
12999,6386.397828,3720.678053,1.699803,0.300500,2.000304
13199,6362.215237,4790.346836,1.729909,0.305293,2.035202
13399,6335.169138,4550.126602,1.743692,0.310058,2.053750
13599,6323.236110,5523.723213,1.770418,0.314821,2.085239
13799,6292.036688,4170.476012,1.792507,0.319577,2.112084
13999,6251.135917,3428.982673,1.806322,0.324335,2.130657
14199,6233.665366,5010.726791,1.820462,0.329140,2.149602
14399,6216.281622,4982.035790,1.843014,0.333999,2.177012
14599,6193.664793,4565.253151,1.873023,0.338863,2.211886
14799,6162.583407,3893.642209,1.901783,0.343718,2.245502
14999,6142.489128,4655.512455,1.953857,0.348635,2.302492
15199,6129.604110,5163.227760,1.967941,0.353459,2.321401
15399,6104.979885,4233.538798,1.989713,0.358331,2.348043
15599,6089.223123,4875.952471,2.021916,0.363191,2.385108
15799,6076.163329,5057.499384,2.057872,0.368072,2.425944
15999,6059.059759,4707.877718,2.071712,0.372917,2.444629
16199,6050.323829,5351.449445,2.086424,0.377772,2.464195
16399,6027.593342,4186.423923,2.100879,0.382616,2.483495
16599,6010.051229,4571.597967,2.130755,0.387511,2.518266
16799,5985.097339,3913.924413,2.145259,0.392364,2.537623
16999,5952.858618,3244.806047,2.174577,0.397238,2.571814
17199,5935.994274,4502.525075,2.218386,0.402135,2.620521
17399,5923.179621,4821.119475,2.254147,0.407018,2.661165
17599,5918.085500,5474.896988,2.279233,0.411891,2.691125
17799,5898.243613,4152.157520,2.293402,0.416764,2.710166
17999,5874.630491,3773.062639,2.319224,0.421643,2.740868
18199,5850.642292,3691.704427,2.360736,0.426532,2.787268
18399,5824.202267,3418.159973,2.374968,0.431424,2.806392
18599,5801.326227,3696.730564,2.434111,0.436317,2.870428
18799,5780.546761,3848.056409,2.447996,0.441196,2.889192
18999,5761.265991,3948.873602,2.469581,0.446090,2.915672
19199,5744.073803,4110.815944,2.483593,0.450942,2.934535
19399,5728.670696,4249.972406,2.513697,0.455837,2.969535
19599,5716.364468,4522.660358,2.537134,0.460736,2.997870
19799,5703.881840,4480.584327,2.559086,0.465683,3.024768
19999,5691.075669,4423.264703,2.614204,0.470703,3.084907
20199,5675.651804,4133.265352,2.659649,0.475620,3.135269
20399,5664.636830,4552.124440,2.673847,0.480539,3.154386
20599,5653.305114,4497.470032,2.687770,0.485439,3.173209
20799,5630.616485,3293.687728,2.702276,0.490344,3.192620
20999,5610.515164,3519.977793,2.731950,0.495261,3.227211
21199,5589.178350,3348.812834,2.753811,0.500191,3.254002
21399,5580.728231,4685.015663,2.782360,0.505097,3.287456
21599,5564.817182,3862.334874,2.804439,0.510035,3.314474
