# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_incremental2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,0.223571,0.223571,0.524429,0.042758,0.567187
399,0.204376,0.185181,0.528347,0.084895,0.613242
599,0.190771,0.163562,0.532509,0.126962,0.659471
799,0.186123,0.172179,0.534647,0.168907,0.703554
999,0.182939,0.170200,0.536921,0.211253,0.748175
1199,0.179676,0.163362,0.543253,0.252945,0.796198
1399,0.174195,0.141312,0.545415,0.294528,0.839944
1599,0.171598,0.153420,0.547699,0.336128,0.883827
1799,0.170790,0.164323,0.550112,0.377759,0.927871
1999,0.166422,0.127109,0.552642,0.419543,0.972185
2199,0.166920,0.171904,0.559951,0.461408,1.021359
2399,0.165703,0.152311,0.562113,0.503127,1.065239
2599,0.163098,0.131838,0.564368,0.544886,1.109254
2799,0.161829,0.145330,0.566756,0.586693,1.153449
2999,0.160999,0.149388,0.569280,0.628435,1.197715
3199,0.163191,0.196070,0.576769,0.670088,1.246857
3399,0.161466,0.133857,0.578954,0.711751,1.290704
3599,0.161492,0.161941,0.581237,0.753427,1.334665
3799,0.162116,0.173343,0.583658,0.795120,1.378777
3999,0.161927,0.158343,0.586189,0.836794,1.422983
4199,0.161211,0.146891,0.593645,0.878671,1.472317
4399,0.160539,0.146422,0.595812,0.920307,1.516119
4599,0.158781,0.120107,0.598103,0.962012,1.560115
4799,0.158958,0.163019,0.600492,1.003719,1.604212
4999,0.158488,0.147207,0.602994,1.045499,1.648493
5199,0.158012,0.146133,0.610508,1.087260,1.697768
5399,0.156516,0.117601,0.612685,1.128949,1.741635
5599,0.157201,0.175693,0.614962,1.170571,1.785533
5799,0.156633,0.140748,0.617354,1.212296,1.829650
5999,0.155553,0.124236,0.619873,1.254043,1.873917
6199,0.154765,0.131105,0.627452,1.296218,1.923670
6399,0.155016,0.162815,0.629625,1.338140,1.967766
6599,0.155070,0.156787,0.631902,1.380107,2.012009
6799,0.154766,0.144723,0.634319,1.422074,2.056393
6999,0.154610,0.149323,0.636883,1.463956,2.100839
7199,0.154083,0.135629,0.644487,1.505812,2.150298
7399,0.154638,0.174632,0.646700,1.547504,2.194204
7599,0.155014,0.168920,0.648994,1.589415,2.238409
7799,0.154470,0.133804,0.651376,1.631424,2.282800
7999,0.154048,0.137582,0.653858,1.673389,2.327248
8199,0.154286,0.163798,0.661502,1.715405,2.376906
8399,0.153919,0.138865,0.663669,1.757349,2.421018
8599,0.153660,0.142792,0.665937,1.799268,2.465206
8799,0.153589,0.150529,0.668301,1.841285,2.509587
8999,0.153166,0.134559,0.670775,1.883252,2.554028
9199,0.152820,0.137263,0.678395,1.925145,2.603540
9399,0.152831,0.153358,0.680556,1.966943,2.647500
9599,0.152357,0.130047,0.682851,2.008853,2.691704
9799,0.152189,0.144137,0.685234,2.050735,2.735968
9999,0.151968,0.141129,0.687761,2.094461,2.782221
10199,0.152509,0.179562,0.695406,2.136491,2.831897
10399,0.152173,0.135046,0.697576,2.178503,2.876079
10599,0.151996,0.142786,0.699863,2.220543,2.920406
10799,0.152086,0.156857,0.702258,2.262625,2.964883
10999,0.152050,0.150133,0.704805,2.304751,3.009556
11199,0.151977,0.147949,0.712422,2.346774,3.059196
11399,0.152418,0.177128,0.714596,2.388746,3.103342
11599,0.152819,0.175664,0.716873,2.430749,3.147622
11799,0.153189,0.174633,0.719267,2.472782,3.192049
11999,0.152933,0.137822,0.721805,2.514844,3.236648
12199,0.152954,0.154197,0.729551,2.556966,3.286517
12399,0.152644,0.133769,0.731720,2.598879,3.330599
12599,0.152327,0.132679,0.734002,2.640908,3.374910
12799,0.152102,0.137906,0.736378,2.682859,3.419236
12999,0.151696,0.125702,0.738880,2.725079,3.463959
13199,0.151800,0.158547,0.746801,2.767230,3.514030
13399,0.151624,0.140063,0.748967,2.809191,3.558157
13599,0.151819,0.164877,0.751256,2.851222,3.602479
13799,0.151757,0.147518,0.753659,2.893281,3.646940
13999,0.151851,0.158349,0.756153,2.935256,3.691409
14199,0.151442,0.122781,0.763913,2.977317,3.741230
14399,0.151409,0.149084,0.766097,3.019392,3.785489
14599,0.151479,0.156526,0.768378,3.061371,3.829748
14799,0.151363,0.142874,0.770788,3.103534,3.874322
14999,0.151470,0.159414,0.773280,3.145592,3.918872
15199,0.151000,0.115726,0.781193,3.187680,3.968874
15399,0.151510,0.190256,0.783371,3.229813,4.013184
15599,0.151026,0.113817,0.785672,3.271864,4.057536
15799,0.151101,0.156934,0.788071,3.313919,4.101990
15999,0.151114,0.152107,0.790577,3.356021,4.146598
16199,0.150793,0.125154,0.796007,3.398140,4.194148
16399,0.150181,0.100630,0.798177,3.440252,4.238429
16599,0.149911,0.127710,0.800483,3.482523,4.283006
16799,0.149839,0.143891,0.802887,3.524663,4.327550
16999,0.149497,0.120767,0.805380,3.566796,4.372177
17199,0.148948,0.102301,0.810652,3.608930,4.419582
17399,0.148645,0.122567,0.812828,3.651229,4.464057
17599,0.148674,0.151236,0.815126,3.693272,4.508397
17799,0.148581,0.140369,0.817496,3.735341,4.552838
17999,0.148478,0.139273,0.819976,3.777527,4.597503
18199,0.148047,0.109239,0.825439,3.819576,4.645015
18399,0.147777,0.123241,0.827613,3.861488,4.689101
18599,0.147826,0.152361,0.829901,3.903427,4.733328
18799,0.147549,0.121815,0.832296,3.945467,4.777763
18999,0.147538,0.146467,0.834796,3.987522,4.822318
19199,0.147362,0.130586,0.840245,4.029589,4.869834
19399,0.147255,0.137069,0.842433,4.071555,4.913988
19599,0.146978,0.120056,0.844733,4.113569,4.958302
19799,0.146877,0.137037,0.847154,4.155575,5.002728
19999,0.146860,0.145181,0.849654,4.197629,5.047283
20199,0.146775,0.138273,0.855119,4.239654,5.094772
20399,0.146725,0.141647,0.857297,4.281661,5.138959
20599,0.146460,0.119411,0.859599,4.323684,5.183283
20799,0.146495,0.150117,0.862032,4.365789,5.227821
20999,0.146461,0.142859,0.864563,4.407857,5.272420
21199,0.146193,0.118146,0.870050,4.449949,5.319998
21399,0.146123,0.138668,0.872228,4.492018,5.364246
21599,0.146005,0.133374,0.874520,4.534166,5.408686
21799,0.146310,0.179240,0.876916,4.576352,5.453267
21999,0.146414,0.157736,0.879429,4.618581,5.498010
22199,0.146517,0.157854,0.884980,4.660725,5.545704
22399,0.146448,0.138782,0.887164,4.702793,5.589957
22599,0.146615,0.165292,0.889450,4.744892,5.634342
22799,0.146581,0.142781,0.891859,4.787034,5.678893
22999,0.146548,0.142813,0.894370,4.829240,5.723611
23199,0.146475,0.138071,0.899898,4.871475,5.771373
23399,0.146463,0.145024,0.902076,4.913565,5.815641
23599,0.146708,0.175401,0.904368,4.955741,5.860109
23799,0.146476,0.119052,0.906762,4.997814,5.904576
23999,0.146364,0.133033,0.909269,5.039969,5.949238
24199,0.146383,0.148744,0.914847,5.082132,5.996979
24399,0.146223,0.126831,0.917033,5.124447,6.041480
24599,0.146302,0.155978,0.919341,5.166592,6.085933
24799,0.146157,0.128242,0.921763,5.208778,6.130541
24999,0.146079,0.136427,0.924311,5.251026,6.175338
25199,0.146058,0.143497,0.929853,5.293342,6.223195
25399,0.146302,0.176966,0.932032,5.335431,6.267463
25599,0.146146,0.126384,0.934355,5.377621,6.311976
25799,0.146097,0.139867,0.936804,5.419785,6.356589
25999,0.146047,0.139612,0.939342,5.461958,6.401300
26199,0.145850,0.120123,0.946895,5.504333,6.451228
26399,0.146144,0.184653,0.949079,5.546500,6.495579
26599,0.146071,0.136548,0.951376,5.588785,6.540161
26799,0.146395,0.189476,0.953765,5.631024,6.584789
26999,0.146338,0.138690,0.956264,5.673385,6.629649
27199,0.146473,0.164615,0.963914,5.715693,6.679606
27399,0.146280,0.120035,0.966080,5.757979,6.724059
27599,0.146397,0.162426,0.968386,5.800396,6.768782
27799,0.146623,0.177883,0.970750,5.842646,6.813396
27999,0.146581,0.140663,0.973231,5.885212,6.858442
28199,0.146683,0.160982,0.981021,5.927541,6.908562
28399,0.146428,0.110495,0.983217,5.969935,6.953152
28599,0.146444,0.148774,0.985558,6.012596,6.998154
28799,0.146400,0.140070,0.987970,6.055069,7.043039
28999,0.146273,0.127938,0.990497,6.097508,7.088004
29199,0.146282,0.147658,0.998330,6.139830,7.138161
29399,0.146419,0.166361,1.000514,6.182198,7.182713
29599,0.146438,0.149217,1.002803,6.224622,7.227425
29799,0.146715,0.187724,1.005191,6.267182,7.272373
29999,0.146648,0.136677,1.007733,6.309605,7.317338
30199,0.146811,0.171304,1.015571,6.351977,7.367549
30399,0.146911,0.162012,1.017762,6.394192,7.411954
30599,0.147244,0.197836,1.020073,6.436470,7.456542
30799,0.147156,0.133722,1.022486,6.478730,7.501216
30999,0.147162,0.148111,1.025004,6.521067,7.546071
31199,0.147300,0.168594,1.032770,6.563538,7.596308
31399,0.147330,0.152032,1.034951,6.606122,7.641073
31599,0.147373,0.154092,1.037243,6.648595,7.685837
31799,0.147472,0.163164,1.039648,6.693883,7.733531
31999,0.147394,0.134934,1.042174,6.736495,7.778669
32199,0.147502,0.164778,1.050183,6.778918,7.829101
32399,0.147569,0.158439,1.052381,6.821424,7.873805
32599,0.147538,0.142457,1.054704,6.863900,7.918605
32799,0.147611,0.159484,1.057139,6.906490,7.963629
32999,0.147671,0.157649,1.059667,6.949103,8.008770
33199,0.147700,0.152461,1.067728,6.991629,8.059357
33399,0.147663,0.141395,1.069916,7.034254,8.104170
33599,0.147702,0.154216,1.072222,7.076821,8.149043
33799,0.147612,0.132532,1.074656,7.119458,8.194114
33999,0.147607,0.146843,1.077195,7.162120,8.239315
34199,0.147728,0.168240,1.085110,7.204661,8.289771
34399,0.147771,0.155101,1.087295,7.247250,8.334545
34599,0.147882,0.166944,1.089635,7.289717,8.379352
34799,0.147909,0.152693,1.092037,7.332203,8.424240
34999,0.147952,0.155448,1.094549,7.374703,8.469252
35199,0.148060,0.166935,1.102679,7.417361,8.520041
35399,0.148071,0.150013,1.104877,7.459728,8.564605
35599,0.147977,0.131295,1.107189,7.502202,8.609391
35799,0.148080,0.166418,1.109593,7.544598,8.654191
35999,0.148283,0.184700,1.112125,7.587131,8.699256
36199,0.148508,0.188931,1.120204,7.629802,8.750006
36399,0.148669,0.177738,1.122396,7.672355,8.794751
36599,0.148881,0.187495,1.124724,7.716429,8.841152
36799,0.148902,0.152812,1.127143,7.758977,8.886120
36999,0.148890,0.146604,1.129664,7.801502,8.931166
37199,0.148932,0.156814,1.137738,7.844003,8.981741
37399,0.149046,0.170143,1.139905,7.886610,9.026514
37599,0.149126,0.164194,1.142212,7.929230,9.071442
37799,0.149232,0.169105,1.144622,7.971830,9.116451
37999,0.149233,0.149447,1.147168,8.014630,9.161798
38199,0.149268,0.155941,1.155212,8.057184,9.212396
38399,0.149537,0.200788,1.157393,8.099780,9.257173
38599,0.149652,0.171714,1.159697,8.142414,9.302112
38799,0.149882,0.194382,1.162133,8.185068,9.347201
38999,0.149986,0.170155,1.164649,8.227740,9.392389
39199,0.150010,0.154672,1.172850,8.270427,9.443278
39399,0.149877,0.123724,1.175061,8.313320,9.488381
39599,0.149874,0.149451,1.177385,8.356210,9.533595
39799,0.150030,0.180931,1.179801,8.399449,9.579249
39999,0.150081,0.160088,1.182354,8.442283,9.624636
40199,0.150134,0.160711,1.190581,8.485024,9.675605
40399,0.150179,0.159258,1.192789,8.527656,9.720445
40599,0.150107,0.135586,1.195117,8.570250,9.765367
40799,0.150243,0.177931,1.197552,8.612937,9.810489
40999,0.150223,0.145994,1.200106,8.655552,9.855658
41199,0.150119,0.128805,1.205572,8.697637,9.903209
41399,0.150087,0.143473,1.207782,8.739739,9.947522
41599,0.150071,0.146869,1.210103,8.781796,9.991898
41799,0.149957,0.126251,1.212501,8.823894,10.036395
41999,0.149856,0.128731,1.215009,8.866010,10.081019
42199,0.149798,0.137585,1.220292,8.908011,10.128304
42399,0.149701,0.129343,1.222513,8.950074,10.172588
42599,0.149714,0.152434,1.224808,8.992188,10.216997
42799,0.149643,0.134475,1.227216,9.034307,10.261523
42999,0.149614,0.143495,1.229753,9.076440,10.306194
43199,0.149570,0.140130,1.235119,9.118438,10.353556
43399,0.149540,0.142883,1.237313,9.160515,10.397828
43599,0.149409,0.121050,1.239619,9.202596,10.442215
43799,0.149275,0.120160,1.242026,9.244687,10.486713
43999,0.149250,0.143613,1.244553,9.286999,10.531552
44199,0.149124,0.121423,1.250074,9.328972,10.579046
44399,0.149016,0.125239,1.252270,9.371015,10.623285
44599,0.148926,0.128991,1.254566,9.412961,10.667528
44799,0.148948,0.153774,1.256960,9.454984,10.711944
44999,0.148864,0.130143,1.259492,9.497040,10.756532
45199,0.148621,0.093911,1.264932,9.539129,10.804060
45399,0.148540,0.130281,1.267133,9.581198,10.848330
45599,0.148497,0.138646,1.269437,9.623298,10.892735
45799,0.148467,0.141598,1.271871,9.665401,10.937272
45999,0.148486,0.152929,1.274395,9.707725,10.982120
46199,0.148257,0.095551,1.279784,9.749817,11.029601
46399,0.148239,0.143992,1.282007,9.791945,11.073952
46599,0.148085,0.112469,1.284316,9.834290,11.118606
46799,0.148064,0.143080,1.286717,9.876463,11.163180
46999,0.147959,0.123423,1.289242,9.918716,11.207957
47199,0.147958,0.147793,1.294674,9.960926,11.255600
47399,0.148008,0.159808,1.296889,10.002937,11.299825
47599,0.148112,0.172639,1.299202,10.044894,11.344097
47799,0.148067,0.137474,1.301594,10.086903,11.388497
47999,0.148045,0.142738,1.304100,10.128930,11.433029
48199,0.148004,0.138195,1.309580,10.171088,11.480668
48399,0.148081,0.166514,1.311787,10.213196,11.524983
48599,0.148038,0.137808,1.314097,10.255265,11.569362
48799,0.148039,0.148124,1.316512,10.297530,11.614042
48999,0.147874,0.107722,1.319063,10.339634,11.658697
49199,0.147888,0.151167,1.324655,10.381789,11.706444
49399,0.147844,0.137223,1.326852,10.423957,11.750809
49599,0.147782,0.132414,1.329168,10.466250,11.795418
49799,0.147740,0.137388,1.331576,10.508479,11.840055
49999,0.147594,0.111069,1.334093,10.550657,11.884750
50199,0.147534,0.132672,1.339644,10.592870,11.932514
50399,0.147534,0.147523,1.341850,10.635061,11.976911
50599,0.147673,0.182558,1.344156,10.677234,12.021390
50799,0.147609,0.131560,1.346554,10.719414,12.065968
50999,0.147642,0.156000,1.349074,10.761639,12.110712
51199,0.147641,0.147397,1.356584,10.803851,12.160435
51399,0.147568,0.128698,1.358776,10.845993,12.204769
51599,0.147573,0.148869,1.361082,10.888129,12.249211
51799,0.147561,0.144595,1.363479,10.930301,12.293780
51999,0.147573,0.150736,1.365986,10.972455,12.338441
52199,0.147733,0.189372,1.373505,11.014636,12.388141
