# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_incremental2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,0.228353,0.228353,0.039317,0.006141,0.045458
399,0.201835,0.175318,0.069238,0.010656,0.079894
599,0.188440,0.161649,0.109145,0.015148,0.124293
799,0.181202,0.159489,0.158424,0.019695,0.178119
999,0.174252,0.146453,0.196568,0.024226,0.220794
1199,0.171640,0.158579,0.242382,0.028740,0.271122
1399,0.165293,0.127212,0.300285,0.033335,0.333620
1599,0.162207,0.140604,0.345587,0.037958,0.383545
1799,0.162529,0.165105,0.392581,0.042559,0.435140
1999,0.160232,0.139561,0.440774,0.047189,0.487963
2199,0.159667,0.154019,0.516870,0.051842,0.568712
2399,0.158695,0.147993,0.567359,0.056512,0.623871
2599,0.158416,0.155067,0.625727,0.061168,0.686895
2799,0.157015,0.138805,0.678014,0.065822,0.743836
2999,0.156006,0.141885,0.749528,0.070526,0.820054
3199,0.156187,0.158900,0.813576,0.075240,0.888816
3399,0.155630,0.146713,0.875965,0.079963,0.955928
3599,0.154016,0.126587,0.932909,0.084668,1.017577
3799,0.152606,0.127231,0.991036,0.089409,1.080446
3999,0.151335,0.127178,1.065682,0.094192,1.159873
4199,0.150312,0.129859,1.126735,0.098933,1.225668
4399,0.149343,0.128977,1.189043,0.103739,1.292782
4599,0.149244,0.147084,1.263106,0.108587,1.371693
4799,0.149099,0.145768,1.348681,0.113497,1.462177
4999,0.148531,0.134881,1.411781,0.118332,1.530113
5199,0.147687,0.126589,1.476111,0.123195,1.599306
5399,0.147823,0.151360,1.562521,0.128046,1.690567
5599,0.147639,0.142668,1.636524,0.132900,1.769424
5799,0.146583,0.117015,1.722504,0.137777,1.860281
5999,0.146408,0.141329,1.789356,0.142594,1.931950
6199,0.146310,0.143375,1.858106,0.147427,2.005534
6399,0.145856,0.131791,1.927327,0.152281,2.079608
6599,0.145332,0.128548,1.995620,0.157153,2.152772
6799,0.144796,0.127119,2.076638,0.162041,2.238679
6999,0.144869,0.147363,2.154393,0.166961,2.321354
7199,0.144445,0.129607,2.231707,0.171886,2.403593
7399,0.144490,0.146104,2.334535,0.176814,2.511349
7599,0.143944,0.123730,2.413761,0.181708,2.595469
7799,0.143758,0.136710,2.493232,0.186636,2.679868
7999,0.143967,0.152094,2.571790,0.191487,2.763277
8199,0.143369,0.119478,2.651973,0.196450,2.848423
8399,0.143221,0.137114,2.725892,0.201376,2.927268
8599,0.142802,0.125237,2.805041,0.206318,3.011359
8799,0.142747,0.140366,2.888090,0.211256,3.099346
8999,0.142480,0.130714,2.972184,0.216182,3.188366
9199,0.142700,0.152604,3.046894,0.221140,3.268034
9399,0.142148,0.116762,3.122398,0.226132,3.348530
9599,0.142021,0.136074,3.199354,0.231113,3.430467
9799,0.141783,0.130340,3.348835,0.236111,3.584945
9999,0.141553,0.130287,3.426994,0.241073,3.668067
10199,0.141134,0.120181,3.532648,0.246058,3.778706
10399,0.140856,0.126669,3.635510,0.251073,3.886583
10599,0.140742,0.134815,3.714387,0.256044,3.970431
10799,0.140618,0.134061,3.804604,0.261051,4.065655
10999,0.140862,0.154052,3.916079,0.266048,4.182127
11199,0.140610,0.126738,3.992387,0.271002,4.263389
11399,0.140416,0.129524,4.071478,0.276007,4.347485
11599,0.140517,0.146328,4.150358,0.281013,4.431371
11799,0.140615,0.146251,4.239456,0.285979,4.525435
11999,0.140546,0.136481,4.318278,0.290979,4.609258
12199,0.140350,0.128589,4.404457,0.295969,4.700426
12399,0.140321,0.138572,4.485558,0.300981,4.786539
12599,0.140034,0.122233,4.571503,0.305995,4.877498
12799,0.139753,0.122069,4.663610,0.311020,4.974630
12999,0.139492,0.122775,4.753619,0.316039,5.069658
13199,0.139421,0.134772,4.835166,0.321057,5.156223
13399,0.139562,0.148898,4.925658,0.326109,5.251767
13599,0.139382,0.127315,5.025350,0.331128,5.356477
13799,0.139241,0.129668,5.125795,0.336144,5.461939
13999,0.139232,0.138593,5.238231,0.341170,5.579401
14199,0.139094,0.129470,5.329796,0.346222,5.676017
14399,0.139208,0.147298,5.413030,0.351262,5.764293
14599,0.139150,0.134976,5.510725,0.356300,5.867025
14799,0.139031,0.130301,5.640159,0.361370,6.001529
14999,0.138976,0.134894,5.722237,0.366377,6.088614
15199,0.138828,0.127787,5.805043,0.371410,6.176453
15399,0.138582,0.119862,5.896289,0.376451,6.272740
15599,0.138460,0.129036,5.997151,0.381478,6.378629
15799,0.138267,0.123268,6.079956,0.386479,6.466434
15999,0.138203,0.133121,6.164964,0.391522,6.556486
16199,0.138016,0.123052,6.261673,0.396575,6.658248
16399,0.137883,0.127117,6.347425,0.401634,6.749059
16599,0.137955,0.143883,6.452472,0.406702,6.859174
16799,0.137713,0.117629,6.539576,0.411761,6.951338
16999,0.137841,0.148602,6.623056,0.416788,7.039845
17199,0.137879,0.141094,6.726577,0.421852,7.148429
17399,0.137629,0.116103,6.836383,0.426951,7.263334
17599,0.137628,0.137524,6.969677,0.432045,7.401722
17799,0.137508,0.126952,7.059670,0.437133,7.496803
17999,0.137412,0.128923,7.171138,0.442257,7.613395
18199,0.137326,0.129541,7.257733,0.447337,7.705070
18399,0.137271,0.132234,7.358111,0.452426,7.810537
18599,0.137220,0.132551,7.464413,0.457516,7.921928
18799,0.137173,0.132857,7.566072,0.462641,8.028713
18999,0.136970,0.117815,7.655612,0.467738,8.123350
19199,0.136983,0.138270,7.744329,0.472839,8.217168
19399,0.137107,0.148972,7.834923,0.477951,8.312873
19599,0.137114,0.137783,7.965130,0.483097,8.448227
19799,0.137035,0.129338,8.053800,0.488177,8.541976
19999,0.137014,0.134934,8.161331,0.493294,8.654625
20199,0.136745,0.109869,8.259882,0.498392,8.758274
20399,0.136732,0.135418,8.355364,0.503484,8.858848
20599,0.136622,0.125335,8.464006,0.508597,8.972602
20799,0.136507,0.124659,8.554735,0.513713,9.068448
20999,0.136230,0.107420,8.650762,0.518806,9.169568
21199,0.136294,0.143027,8.755371,0.523932,9.279303
21399,0.136229,0.129323,8.855684,0.529039,9.384724
21599,0.136313,0.145352,8.952087,0.534156,9.486242
21799,0.136069,0.109712,9.042133,0.539251,9.581383
21999,0.135976,0.125790,9.155328,0.544412,9.699740
