# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
199,10852.458649,10852.458649,0.002668,0.022002,0.024671
399,9023.669117,7194.879585,0.005452,0.055127,0.060579
599,7940.259513,5773.440303,0.008356,0.102402,0.110758
799,6978.992081,4095.189788,0.011375,0.163447,0.174823
999,6584.671259,5007.387971,0.014487,0.238553,0.253041
1199,6120.195432,3797.816295,0.020004,0.331002,0.351006
1399,6050.932932,5635.357929,0.025507,0.423223,0.448730
1599,5881.774976,4697.669284,0.030908,0.514966,0.545874
1799,5766.018390,4839.965702,0.036193,0.606675,0.642868
1999,5594.438838,4050.222871,0.041506,0.698589,0.740095
2199,5593.252219,5581.386031,0.046838,0.790445,0.837282
2399,5520.631956,4721.809062,0.052244,0.882091,0.934335
2599,5401.116755,3966.934341,0.057593,0.973670,1.031263
2799,5347.705306,4653.356469,0.062941,1.065694,1.128635
2999,5358.161908,5504.554337,0.068248,1.157393,1.225640
3199,5324.751404,4823.593846,0.073585,1.249356,1.322941
3399,5347.100868,5704.692291,0.078916,1.341141,1.420057
3599,5395.633282,6220.684317,0.084298,1.433600,1.517898
3799,5319.109863,3941.688322,0.089671,1.525552,1.615223
3999,5301.682412,4970.560849,0.095055,1.617252,1.712307
4199,5293.944478,5139.185801,0.100377,1.709031,1.809408
4399,5245.236214,4222.362655,0.105651,1.800729,1.906380
4599,5210.314208,4442.030081,0.110974,1.892431,2.003405
4799,5177.013863,4411.105930,0.116350,1.984756,2.101106
4999,5200.084649,5753.783521,0.121670,2.076478,2.198147
5199,5225.534321,5861.776106,0.127018,2.168062,2.295080
5399,5207.819217,4747.226533,0.132369,2.259918,2.392287
5599,5239.597715,6097.617148,0.137704,2.351667,2.489371
5799,5250.000615,5541.281802,0.143058,2.443289,2.586347
5999,5212.718104,4131.525306,0.148359,2.534929,2.683288
6199,5170.892094,3916.111786,0.153688,2.627238,2.780926
6399,5160.382288,4834.578308,0.159003,2.718922,2.877925
6599,5177.897436,5738.382160,0.164337,2.810386,2.974723
6799,5171.877182,4973.208803,0.169697,2.902226,3.071923
6999,5159.348078,4733.358547,0.175022,2.993921,3.168943
7199,5174.081649,5689.756622,0.180369,3.085896,3.266265
7399,5175.799544,5237.643774,0.185716,3.177764,3.363480
7599,5160.400868,4590.649866,0.191067,3.268981,3.460048
7799,5159.728511,5134.178930,0.196421,3.360502,3.556924
7999,5153.907328,4926.881214,0.201768,3.452480,3.654247
8199,5148.521135,4933.073414,0.207141,3.544288,3.751429
8399,5144.450590,4977.558221,0.212518,3.635951,3.848470
8599,5115.627427,3905.054597,0.217882,3.727678,3.945559
8799,5118.123195,5225.441217,0.223220,3.819208,4.042428
8999,5128.832071,5600.022603,0.228535,3.910999,4.139534
9199,5119.382019,4694.129706,0.233865,4.002643,4.236508
9399,5141.221067,6145.817231,0.239202,4.094416,4.333618
9599,5138.058043,4989.395950,0.244568,4.185936,4.430504
9799,5131.593918,4821.315904,0.249887,4.277654,4.527541
9999,5119.902879,4547.041949,0.255217,4.369428,4.624646
10199,5138.627667,6074.867094,0.260544,4.461007,4.721551
10399,5131.950417,4791.410642,0.265876,4.552729,4.818605
10599,5132.196817,5145.009653,0.271208,4.644258,4.915466
10799,5119.745510,4459.826219,0.276575,4.736109,5.012684
10999,5114.347248,4822.841091,0.281874,4.827516,5.109390
11199,5120.906717,5481.677533,0.287206,4.919318,5.206524
11399,5106.535753,4301.761788,0.292538,5.011045,5.303583
11599,5116.698633,5695.982759,0.297957,5.102944,5.400901
11799,5119.751730,5296.831386,0.303305,5.194437,5.497742
11999,5113.270514,4730.878738,0.308643,5.285860,5.594503
12199,5116.134757,5287.989373,0.313966,5.377658,5.691624
12399,5125.374844,5689.020148,0.319378,5.469881,5.789258
12599,5129.959474,5414.206542,0.324720,5.561390,5.886110
12799,5128.573863,5041.280368,0.330079,5.653167,5.983246
12999,5109.256586,3872.950861,0.335425,5.744844,6.080269
13199,5104.813566,4816.017241,0.340733,5.836442,6.177175
13399,5101.551651,4886.265222,0.346050,5.928112,6.274162
13599,5109.920448,5670.629863,0.351387,6.019733,6.371120
13799,5101.013137,4495.315978,0.356718,6.111328,6.468047
13999,5098.480738,4923.745250,0.362105,6.202976,6.565081
14199,5099.617076,5179.160693,0.367410,6.294394,6.661804
14399,5114.541845,6174.200503,0.372700,6.385864,6.758565
14599,5117.587907,5336.904365,0.378024,6.477406,6.855430
14799,5115.579971,4969.000598,0.383370,6.569050,6.952420
14999,5117.441870,5255.222404,0.388676,6.660590,7.049266
15199,5125.567259,5734.971438,0.393983,6.752128,7.146111
15399,5122.909102,4920.889173,0.399349,6.843791,7.243140
15599,5132.489905,5870.211700,0.404686,6.935386,7.340071
15799,5136.862878,5477.954775,0.410051,7.027264,7.437315
15999,5136.168406,5081.305142,0.415379,7.119165,7.534544
16199,5133.490948,4919.294300,0.420692,7.210939,7.631631
16399,5139.034890,5588.094184,0.426026,7.302718,7.728744
16599,5136.043923,4890.784640,0.431413,7.394894,7.826307
16799,5134.559439,5011.347267,0.436732,7.486594,7.923326
16999,5122.595272,4117.605286,0.442067,7.578503,8.020570
17199,5116.841611,4627.780395,0.447388,7.670145,8.117533
17399,5121.918267,5558.510707,0.452716,7.761650,8.214365
17599,5129.708998,5807.502581,0.458059,7.853296,8.311355
17799,5125.007923,4711.313310,0.463402,7.945274,8.408677
17999,5121.118398,4774.950639,0.468739,8.036972,8.505711
18199,5113.915724,4465.675065,0.474070,8.128683,8.602753
18399,5098.326811,3679.735739,0.479423,8.220359,8.699782
18599,5087.460353,4087.746248,0.484764,8.312395,8.797160
18799,5091.383004,5456.189583,0.490089,8.403913,8.894001
18999,5094.428578,5380.712452,0.495464,8.495898,8.991361
19199,5099.943604,5623.871143,0.500832,8.587908,9.088741
19399,5101.421393,5243.289072,0.506267,8.680239,9.186506
19599,5101.263964,5085.993421,0.511598,8.772090,9.283688
19799,5101.464875,5121.154111,0.516963,8.864097,9.381060
19999,5099.535363,4908.513650,0.522300,8.956154,9.478454
20199,5096.402573,4783.123604,0.527650,9.048007,9.575657
20399,5092.707369,4719.491760,0.532994,9.139973,9.672967
20599,5087.462133,4552.448056,0.538383,9.232071,9.770454
20799,5088.740727,5220.435905,0.543718,9.323869,9.867587
20999,5078.453302,4008.561124,0.549036,9.415690,9.964726
21199,5076.513390,4872.822589,0.554446,9.507426,10.061872
21399,5087.208403,6220.879787,0.559811,9.599110,10.158921
21599,5080.726757,4387.190636,0.565168,9.691121,10.256289
21799,5081.220287,5134.521516,0.570511,9.782783,10.353294
21999,5073.247455,4204.208781,0.575849,9.874599,10.450448
22199,5076.986197,5488.247821,0.581180,9.966057,10.547236
22399,5074.410239,4788.478884,0.586546,10.058244,10.644790
22599,5068.283583,4382.098133,0.591903,10.150311,10.742213
22799,5072.550440,5554.705280,0.597231,10.242670,10.839900
22999,5076.233684,5496.123528,0.602617,10.334664,10.937281
23199,5080.108709,5525.736625,0.607937,10.426187,11.034124
23399,5084.922746,5643.350971,0.613345,10.518060,11.131405
23599,5081.392337,4668.334530,0.618668,10.609821,11.228489
23799,5077.476907,4615.456145,0.624021,10.701526,11.325547
23999,5071.599003,4372.128477,0.629374,10.793116,11.422489
24199,5067.481192,4573.343778,0.634719,10.885370,11.520089
24399,5065.851014,4868.599481,0.640065,10.977498,11.617563
24599,5058.978700,4220.556415,0.645414,11.069862,11.715276
24799,5056.505834,4752.343371,0.650737,11.161890,11.812626
24999,5050.110524,4257.092053,0.656002,11.253758,11.909760
25199,5047.252773,4690.033893,0.661310,11.345627,12.006937
25399,5047.429026,5069.636951,0.666609,11.437372,12.103982
25599,5043.380232,4529.183314,0.671903,11.529180,12.201083
25799,5041.428166,4791.563792,0.677201,11.621015,12.298216
25999,5041.189750,5010.434087,0.682529,11.712750,12.395279
26199,5036.405709,4414.480271,0.687880,11.804998,12.492878
26399,5035.132903,4868.395317,0.693218,11.896929,12.590146
26599,5035.644745,5103.207981,0.698618,11.988646,12.687264
26799,5034.144654,4834.632532,0.703948,12.080586,12.784534
26999,5030.432882,4533.055388,0.709281,12.172309,12.881590
27199,5031.456040,5169.582351,0.714600,12.263995,12.978595
27399,5031.451319,5030.809323,0.719930,12.355757,13.075687
27599,5028.115987,4571.175459,0.725272,12.447137,13.172409
27799,5027.748879,4977.088031,0.730573,12.538755,13.269328
27999,5029.408072,5260.035812,0.735886,12.630375,13.366261
28199,5025.416963,4466.661713,0.741261,12.722372,13.463633
28399,5024.620329,4912.295002,0.746636,12.814076,13.560713
28599,5027.769064,5474.889416,0.751959,12.905835,13.657794
28799,5031.617064,5581.881070,0.757352,12.997503,13.754855
28999,5031.919446,5075.462420,0.762683,13.089675,13.852359
29199,5030.045667,4758.347700,0.767995,13.181352,13.949347
29399,5032.256308,5355.009875,0.773339,13.273117,14.046456
29599,5025.279361,3999.668142,0.778700,13.365045,14.143745
29799,5031.647359,5974.111073,0.784083,13.457036,14.241118
29999,5028.555832,4567.918435,0.789512,13.549048,14.338560
30199,5030.293105,5290.883965,0.794856,13.641174,14.436030
30399,5029.788222,4953.550850,0.800216,13.732850,14.533066
30599,5039.755457,6554.775206,0.805541,13.824542,14.630083
