# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_gradual4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
199,10852.458649,10852.458649,0.003624,0.027804,0.031428
399,9023.669117,7194.879585,0.006398,0.060366,0.066763
599,7940.259513,5773.440303,0.009281,0.107087,0.116367
799,6978.992081,4095.189788,0.012330,0.167495,0.179824
999,6584.671259,5007.387971,0.015460,0.241926,0.257386
1199,6120.195432,3797.816295,0.020860,0.333584,0.354445
1399,6050.932932,5635.357929,0.026234,0.424901,0.451135
1599,5881.774976,4697.669284,0.031596,0.516180,0.547776
1799,5766.018390,4839.965702,0.036829,0.607438,0.644268
1999,5594.438838,4050.222871,0.042085,0.698773,0.740858
2199,5593.252219,5581.386031,0.047305,0.790334,0.837639
2399,5520.631956,4721.809062,0.052542,0.881749,0.934290
2599,5401.116755,3966.934341,0.057819,0.973207,1.031026
2799,5347.705306,4653.356469,0.063106,1.064488,1.127594
2999,5358.161908,5504.554337,0.068357,1.155977,1.224334
3199,5324.751404,4823.593846,0.073620,1.247243,1.320863
3399,5347.100868,5704.692291,0.078932,1.338523,1.417455
3599,5395.633282,6220.684317,0.084205,1.430025,1.514229
3799,5319.109863,3941.688322,0.089482,1.521570,1.611052
