# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_incremental3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
199,0.225729,0.225729,0.030654,0.006576,0.037230
399,0.204794,0.183859,0.044769,0.011055,0.055824
599,0.191707,0.165533,0.071953,0.015525,0.087477
799,0.179805,0.144102,0.093252,0.019985,0.113237
999,0.172553,0.143541,0.123258,0.024447,0.147705
1199,0.167691,0.143380,0.138868,0.028877,0.167744
1399,0.164862,0.147889,0.172901,0.033304,0.206205
1599,0.161229,0.135799,0.198815,0.037694,0.236510
1799,0.158191,0.133886,0.213715,0.042112,0.255827
1999,0.156668,0.142968,0.229016,0.046522,0.275538
2199,0.154840,0.136557,0.263490,0.050987,0.314477
2399,0.153015,0.132939,0.284843,0.055501,0.340344
2599,0.150900,0.125524,0.308090,0.059990,0.368080
2799,0.149603,0.132736,0.323092,0.064508,0.387600
2999,0.149135,0.142587,0.338512,0.069034,0.407546
3199,0.148191,0.134033,0.362184,0.073598,0.435782
3399,0.147119,0.129954,0.384173,0.078160,0.462333
3599,0.146737,0.140248,0.406232,0.082765,0.488998
3799,0.146250,0.137493,0.421472,0.087363,0.508835
3999,0.146092,0.143075,0.437570,0.091977,0.529547
4199,0.145684,0.137524,0.489748,0.096608,0.586356
4399,0.145684,0.145702,0.504461,0.101171,0.605632
4599,0.144405,0.116262,0.519939,0.105745,0.625684
4799,0.144171,0.138788,0.535508,0.110332,0.645840
4999,0.143803,0.134971,0.592858,0.115125,0.707983
5199,0.143049,0.124192,0.624118,0.119818,0.743936
5399,0.142959,0.140627,0.639274,0.124538,0.763812
5599,0.142563,0.131875,0.654451,0.129212,0.783663
5799,0.142124,0.129833,0.670402,0.133960,0.804362
5999,0.141549,0.124852,0.686460,0.138683,0.825144
6199,0.140279,0.102185,0.714541,0.143454,0.857995
6399,0.140727,0.154607,0.751668,0.148206,0.899874
6599,0.140653,0.138310,0.780186,0.152937,0.933123
6799,0.140083,0.121263,0.795854,0.157708,0.953563
6999,0.139449,0.117893,0.811168,0.162445,0.973613
7199,0.139149,0.128639,0.841015,0.167213,1.008228
7399,0.138260,0.106257,0.863657,0.171970,1.035627
7599,0.138012,0.128846,0.886823,0.176776,1.063599
7799,0.137785,0.129157,0.915570,0.181615,1.097185
7999,0.137869,0.141149,0.931498,0.186465,1.117964
8199,0.137782,0.134291,0.961308,0.191285,1.152593
8399,0.137483,0.125226,0.976820,0.196060,1.172879
8599,0.137266,0.128135,1.007710,0.200919,1.208629
8799,0.137239,0.136096,1.023396,0.205733,1.229129
8999,0.136920,0.122871,1.039654,0.210558,1.250212
9199,0.136720,0.127725,1.062214,0.215405,1.277618
9399,0.136505,0.126641,1.078728,0.220242,1.298970
9599,0.136335,0.128322,1.122236,0.225073,1.347310
9799,0.135903,0.115193,1.152501,0.229929,1.382430
9999,0.135468,0.114133,1.204802,0.234864,1.439666
10199,0.135588,0.141573,1.220362,0.239692,1.460054
10399,0.135525,0.132329,1.236371,0.244520,1.480891
10599,0.135009,0.108196,1.280179,0.249429,1.529608
10799,0.134659,0.116082,1.296421,0.254287,1.550708
10999,0.134474,0.124506,1.319173,0.259146,1.578319
11199,0.134001,0.107983,1.335696,0.264015,1.599711
11399,0.134179,0.144162,1.351903,0.268881,1.620784
11599,0.133848,0.114948,1.368450,0.273773,1.642223
11799,0.133715,0.125978,1.405801,0.278679,1.684480
11999,0.133343,0.111411,1.421842,0.283559,1.705401
12199,0.133330,0.132579,1.479625,0.288466,1.768091
12399,0.132802,0.100547,1.501923,0.293350,1.795273
12599,0.132706,0.126796,1.518022,0.298239,1.816261
12799,0.132093,0.093450,1.554613,0.303148,1.857761
12999,0.131868,0.117505,1.570878,0.308080,1.878958
13199,0.131476,0.105937,1.586821,0.312994,1.899815
13399,0.131321,0.121112,1.603298,0.317888,1.921186
13599,0.131137,0.118829,1.619676,0.322809,1.942486
13799,0.130907,0.115256,1.644897,0.327801,1.972698
13999,0.130797,0.123237,1.661367,0.332755,1.994122
14199,0.130511,0.110485,1.697032,0.337731,2.034763
14399,0.130335,0.117819,1.722951,0.342629,2.065580
14599,0.130149,0.116787,1.755148,0.347538,2.102685
14799,0.129919,0.113093,1.814162,0.352543,2.166706
14999,0.129711,0.114287,1.852439,0.357481,2.209920
15199,0.129677,0.127142,1.875762,0.362399,2.238161
15399,0.129609,0.124470,1.891580,0.367332,2.258912
15599,0.129578,0.127147,1.923475,0.372291,2.295766
15799,0.129446,0.119153,1.939798,0.377222,2.317020
15999,0.129353,0.122075,1.955668,0.382174,2.337842
16199,0.129313,0.126040,1.972320,0.387115,2.359435
16399,0.129552,0.148935,1.988546,0.392097,2.380644
16599,0.129795,0.149711,2.014077,0.397074,2.411151
16799,0.129925,0.140759,2.030590,0.402015,2.432605
16999,0.130196,0.152963,2.077758,0.407007,2.484765
17199,0.129992,0.112597,2.100718,0.411975,2.512693
17399,0.129877,0.120023,2.129949,0.416948,2.546896
17599,0.129742,0.117984,2.153755,0.421955,2.575710
17799,0.129463,0.104910,2.182557,0.426934,2.609491
17999,0.129364,0.120556,2.199147,0.431917,2.631064
18199,0.129262,0.120075,2.215430,0.436875,2.652304
18399,0.129291,0.131960,2.246797,0.441858,2.688655
18599,0.129297,0.129830,2.263384,0.446815,2.710199
18799,0.129207,0.120806,2.297893,0.451803,2.749696
18999,0.129065,0.115744,2.314471,0.456780,2.771251
19199,0.129114,0.133773,2.356649,0.461844,2.818494
19399,0.129074,0.125239,2.385951,0.466825,2.852776
19599,0.128842,0.106296,2.430160,0.471847,2.902007
19799,0.128774,0.122143,2.499012,0.476914,2.975926
19999,0.129002,0.151554,2.515315,0.481860,2.997175
20199,0.128928,0.121536,2.532121,0.486826,3.018946
20399,0.128903,0.126376,2.548333,0.491807,3.040140
20599,0.128720,0.110026,2.572503,0.496826,3.069329
20799,0.128743,0.131196,2.589151,0.501840,3.090990
20999,0.128424,0.095262,2.620577,0.506846,3.127422
21199,0.128524,0.138982,2.637534,0.511849,3.149383
21399,0.128587,0.135303,2.655150,0.516888,3.172037
21599,0.128452,0.113932,2.707449,0.521901,3.229350
21799,0.128355,0.117938,2.724269,0.526885,3.251155
21999,0.128288,0.120978,2.742097,0.531926,3.274023
22199,0.128302,0.129828,2.767921,0.536973,3.304894
22399,0.128325,0.130913,2.811049,0.541972,3.353021
22599,0.128346,0.130640,2.834853,0.546974,3.381826
22799,0.128325,0.125920,2.852474,0.551949,3.404424
22999,0.128282,0.123418,2.869624,0.556983,3.426606
23199,0.128256,0.125310,2.887592,0.562019,3.449611
23399,0.128221,0.124077,2.920917,0.567051,3.487968
23599,0.128118,0.116083,2.961056,0.572118,3.533174
23799,0.128039,0.118789,2.977805,0.577159,3.554963
23999,0.127791,0.098238,2.995027,0.582177,3.577205
24199,0.127990,0.151848,3.012004,0.587170,3.599175
24399,0.127841,0.109861,3.029240,0.592257,3.621498
24599,0.127811,0.124147,3.101218,0.597373,3.698591
24799,0.127674,0.110748,3.126003,0.602421,3.728424
24999,0.127575,0.115381,3.158756,0.607519,3.766275
25199,0.127533,0.122229,3.175922,0.612542,3.788464
25399,0.127466,0.119051,3.209956,0.617650,3.827606
25599,0.127456,0.126189,3.247780,0.622695,3.870476
25799,0.127197,0.094066,3.281571,0.627762,3.909333
25999,0.127079,0.111798,3.306982,0.632827,3.939809
26199,0.127083,0.127611,3.323979,0.637878,3.961857
26399,0.126915,0.104968,3.361996,0.642929,4.004926
26599,0.126725,0.101617,3.379022,0.648010,4.027033
26799,0.126619,0.112453,3.396944,0.653058,4.050002
26999,0.126672,0.133867,3.421189,0.658126,4.079315
27199,0.126580,0.114174,3.484923,0.663260,4.148183
27399,0.126478,0.112566,3.501953,0.668361,4.170314
27599,0.126285,0.099875,3.518770,0.673417,4.192187
27799,0.126262,0.123048,3.558298,0.678523,4.236821
27999,0.126160,0.111999,3.598709,0.683627,4.282336
28199,0.126175,0.128262,3.616146,0.688689,4.304835
28399,0.126138,0.120929,3.632829,0.693743,4.326572
28599,0.126042,0.112468,3.663487,0.698830,4.362317
28799,0.126112,0.136043,3.693163,0.703884,4.397047
28999,0.126095,0.123698,3.726314,0.709000,4.435314
29199,0.126173,0.137511,3.758036,0.714090,4.472126
29399,0.126118,0.117988,3.791861,0.719168,4.511029
29599,0.126097,0.123038,3.863716,0.724336,4.588052
29799,0.126006,0.112615,3.892247,0.729447,4.621694
29999,0.125881,0.107219,3.925810,0.734502,4.660312
30199,0.125822,0.116867,3.942328,0.739584,4.681912
30399,0.125860,0.131663,3.976193,0.744695,4.720888
30599,0.125873,0.127912,3.993097,0.749801,4.742898
30799,0.125931,0.134720,4.010693,0.754915,4.765608
30999,0.125936,0.126712,4.027794,0.759988,4.787782
31199,0.126009,0.137421,4.045942,0.765076,4.811019
31399,0.126008,0.125736,4.072022,0.770162,4.842184
31599,0.125925,0.112927,4.089415,0.775246,4.864661
31799,0.125843,0.112908,4.114534,0.780404,4.894938
31999,0.125832,0.124129,4.132104,0.785507,4.917611
32199,0.125872,0.132285,4.150165,0.790637,4.940802
32399,0.125691,0.096412,4.183709,0.795759,4.979467
32599,0.125660,0.120624,4.201649,0.800856,5.002505
32799,0.125638,0.122051,4.219392,0.805956,5.025348
32999,0.125741,0.142756,4.245296,0.811095,5.056391
33199,0.125663,0.112701,4.263200,0.816223,5.079423
33399,0.125588,0.113168,4.293004,0.821361,5.114366
33599,0.125584,0.124974,4.318712,0.826480,5.145192
33799,0.125378,0.090784,4.350398,0.831605,5.182003
33999,0.125265,0.106085,4.368687,0.836739,5.205425
34199,0.125224,0.118225,4.395652,0.841861,5.237512
34399,0.125314,0.140737,4.481481,0.847160,5.328641
34599,0.125217,0.108609,4.508839,0.852321,5.361160
34799,0.125159,0.115138,4.527469,0.857449,5.384918
34999,0.125130,0.119970,4.560304,0.862603,5.422907
35199,0.125128,0.124752,4.594144,0.867777,5.461921
35399,0.125099,0.120054,4.611931,0.872861,5.484792
35599,0.124945,0.097652,4.655445,0.878036,5.533481
35799,0.124841,0.106433,4.689719,0.883194,5.572913
35999,0.124783,0.114270,4.707778,0.888313,5.596091
36199,0.124607,0.092950,4.726456,0.893394,5.619850
36399,0.124524,0.109572,4.759604,0.898572,5.658176
36599,0.124484,0.117177,4.785896,0.903741,5.689637
36799,0.124560,0.138524,4.803909,0.908864,5.712773
36999,0.124454,0.104994,4.843190,0.914009,5.757199
37199,0.124377,0.109987,4.886008,0.919192,5.805199
37399,0.124235,0.097928,4.912476,0.924353,5.836829
37599,0.124107,0.100152,4.930283,0.929459,5.859742
37799,0.124023,0.108225,4.948815,0.934579,5.883394
37999,0.123915,0.103471,4.974229,0.939727,5.913956
38199,0.123870,0.115330,4.992577,0.944895,5.937471
38399,0.123881,0.126002,5.010641,0.950103,5.960744
38599,0.123839,0.115847,5.055341,0.955268,6.010609
38799,0.123934,0.142139,5.074444,0.960432,6.034876
38999,0.123899,0.117183,5.092747,0.965604,6.058351
39199,0.123778,0.100106,5.174239,0.970882,6.145120
39399,0.123802,0.128644,5.207512,0.976077,6.183589
39599,0.123826,0.128505,5.239579,0.981237,6.220816
39799,0.123735,0.105584,5.300608,0.986475,6.287083
39999,0.123563,0.089466,5.319201,0.991637,6.310838
40199,0.123515,0.113910,5.371960,0.996887,6.368847
40399,0.123532,0.127004,5.401118,1.002079,6.403197
40599,0.123501,0.117081,5.428137,1.007276,6.435412
40799,0.123458,0.114830,5.446641,1.012454,6.459095
40999,0.123377,0.106817,5.465699,1.017627,6.483326
41199,0.123410,0.130149,5.493293,1.022808,6.516100
41399,0.123348,0.110574,5.512301,1.028033,6.540335
41599,0.123331,0.119755,5.530819,1.033219,6.564038
41799,0.123293,0.115479,5.550078,1.038393,6.588471
41999,0.123393,0.144298,5.592104,1.043644,6.635749
42199,0.123372,0.118884,5.611874,1.048863,6.660737
42399,0.123413,0.132219,5.630569,1.054095,6.684664
42599,0.123311,0.101616,5.671477,1.059329,6.730806
42799,0.123338,0.129117,5.706499,1.064547,6.771046
42999,0.123416,0.139997,5.763032,1.069792,6.832824
43199,0.123497,0.140870,5.796214,1.075004,6.871217
43399,0.123493,0.122626,5.814370,1.080179,6.894549
43599,0.123513,0.127880,5.841055,1.085413,6.926468
43799,0.123424,0.104190,5.859298,1.090550,6.949849
43999,0.123385,0.114742,5.901022,1.095813,6.996835
44199,0.123342,0.113828,5.982189,1.101131,7.083319
44399,0.123255,0.104070,6.012992,1.106307,7.119299
44599,0.123250,0.122057,6.032100,1.111498,7.143598
44799,0.123287,0.131716,6.063952,1.116673,7.180625
44999,0.123248,0.114546,6.083378,1.121844,7.205222
45199,0.123282,0.130823,6.102064,1.127043,7.229108
45399,0.123302,0.127808,6.145878,1.132316,7.278194
45599,0.123227,0.106138,6.177138,1.137581,7.314719
45799,0.123234,0.124985,6.196888,1.142763,7.339651
45999,0.123108,0.094103,6.245896,1.147994,7.393890
46199,0.123118,0.125467,6.264527,1.153168,7.417694
46399,0.123055,0.108512,6.291828,1.158424,7.450252
46599,0.123046,0.121048,6.310558,1.163620,7.474177
46799,0.123017,0.116221,6.330049,1.168838,7.498887
46999,0.123075,0.136712,6.374194,1.174062,7.548256
47199,0.123013,0.108411,6.393704,1.179256,7.572961
47399,0.122945,0.106910,6.424642,1.184465,7.609107
47599,0.122980,0.131091,6.451564,1.189665,7.641228
47799,0.123033,0.135857,6.478199,1.194871,7.673070
47999,0.122995,0.113883,6.505339,1.200104,7.705443
48199,0.123028,0.130786,6.523537,1.205302,7.728839
48399,0.123067,0.132535,6.542130,1.210552,7.752682
48599,0.123134,0.139415,6.561519,1.215789,7.777308
48799,0.123094,0.113414,6.580201,1.220999,7.801200
48999,0.123052,0.112710,6.682937,1.226313,7.909250
49199,0.122944,0.096410,6.702365,1.231555,7.933920
49399,0.123000,0.136819,6.722235,1.236756,7.958991
49599,0.123045,0.134243,6.741453,1.241949,7.983402
49799,0.122967,0.103517,6.777420,1.247199,8.024619
49999,0.122864,0.097277,6.806522,1.252453,8.058976
50199,0.122823,0.112529,6.883379,1.257756,8.141136
50399,0.122776,0.111124,6.931056,1.263065,8.194121
50599,0.122757,0.117928,6.961807,1.268324,8.230131
50799,0.122761,0.123673,6.981827,1.273583,8.255410
50999,0.122734,0.115940,7.022099,1.278826,8.300925
51199,0.122699,0.113631,7.049010,1.284077,8.333088
51399,0.122653,0.110971,7.067697,1.289300,8.356996
51599,0.122625,0.115431,7.118213,1.294583,8.412795
51799,0.122568,0.107981,7.136685,1.299781,8.436466
51999,0.122472,0.097401,7.165999,1.305039,8.471038
52199,0.122492,0.127889,7.200944,1.310305,8.511250
52399,0.122542,0.135604,7.219542,1.315564,8.535106
52599,0.122556,0.126058,7.238829,1.320822,8.559651
52799,0.122568,0.125803,7.264929,1.326069,8.590998
52999,0.122517,0.109000,7.292675,1.331371,8.624046
53199,0.122551,0.131727,7.311682,1.336623,8.648304
53399,0.122537,0.118584,7.331377,1.341850,8.673228
53599,0.122522,0.118492,7.350202,1.347107,8.697309
53799,0.122486,0.112979,7.470571,1.352477,8.823047
53999,0.122432,0.107896,7.490027,1.357738,8.847765
54199,0.122410,0.116469,7.526125,1.363014,8.889139
54399,0.122452,0.133754,7.553354,1.368286,8.921640
54599,0.122336,0.090738,7.572704,1.373572,8.946276
54799,0.122337,0.122666,7.623861,1.378874,9.002735
54999,0.122312,0.115597,7.651017,1.384149,9.035166
55199,0.122285,0.114730,7.671261,1.389433,9.060694
55399,0.122162,0.088380,7.690452,1.394696,9.085149
55599,0.122146,0.117515,7.718040,1.399994,9.118034
55799,0.122177,0.130828,7.746746,1.405266,9.152012
55999,0.122160,0.117591,7.766685,1.410555,9.177240
56199,0.122118,0.110331,7.785885,1.415811,9.201697
56399,0.122165,0.135426,7.818456,1.421091,9.239547
56599,0.122199,0.131690,7.856721,1.426370,9.283090
56799,0.122152,0.108771,7.877002,1.431672,9.308675
56999,0.122196,0.134767,7.905078,1.436939,9.342017
57199,0.122203,0.124268,7.933257,1.442255,9.375512
57399,0.122175,0.114109,7.952694,1.447530,9.400224
57599,0.122242,0.141530,7.972501,1.452767,9.425267
57799,0.122252,0.124916,7.991819,1.458056,9.449875
57999,0.122153,0.093542,8.028341,1.463354,9.491695
58199,0.122135,0.117051,8.055502,1.468677,9.524180
58399,0.122137,0.122629,8.099066,1.474026,9.573091
58599,0.122183,0.135728,8.118574,1.479350,9.597924
58799,0.122150,0.112390,8.158314,1.484646,9.642961
58999,0.122129,0.116094,8.268918,1.490118,9.759036
59199,0.122166,0.132946,8.288489,1.495437,9.783926
59399,0.122116,0.107289,8.321996,1.500781,9.822777
59599,0.122078,0.110905,8.341588,1.506135,9.847722
59799,0.122035,0.109237,8.361965,1.511448,9.873413
59999,0.122039,0.123076,8.389104,1.516780,9.905884
60199,0.122059,0.128009,8.417205,1.522082,9.939287
60399,0.122056,0.121280,8.436859,1.527350,9.964209
60599,0.122011,0.108392,8.466446,1.532663,9.999109
60799,0.121987,0.114671,8.516149,1.538000,10.054149
60999,0.122005,0.127616,8.535880,1.543314,10.079194
61199,0.122085,0.146549,8.556506,1.548630,10.105135
61399,0.122063,0.115142,8.576034,1.553935,10.129969
61599,0.122017,0.107870,8.606414,1.559319,10.165733
61799,0.121923,0.093218,8.642154,1.564700,10.206854
61999,0.121890,0.111533,8.663272,1.570060,10.233332
62199,0.121891,0.122253,8.683063,1.575353,10.258415
62399,0.121861,0.112644,8.703747,1.580737,10.284484
62599,0.121840,0.115097,8.723573,1.586031,10.309605
62799,0.121758,0.096256,8.751887,1.591393,10.343280
62999,0.121692,0.100874,8.783609,1.596729,10.380338
63199,0.121645,0.106850,8.804365,1.602084,10.406449
63399,0.121644,0.121215,8.824370,1.607425,10.431794
63599,0.121592,0.105281,8.869064,1.612777,10.481841
63799,0.121532,0.102421,8.911488,1.618175,10.529663
63999,0.121477,0.103809,8.932833,1.623564,10.556397
64199,0.121438,0.108990,9.046463,1.629090,10.675554
64399,0.121430,0.118784,9.080342,1.634440,10.714782
64599,0.121408,0.114325,9.131415,1.639833,10.771248
64799,0.121358,0.105260,9.168753,1.645203,10.813955
64999,0.121348,0.118222,9.189875,1.650579,10.840454
65199,0.121352,0.122588,9.227234,1.655976,10.883210
65399,0.121304,0.105521,9.261909,1.661417,10.923325
65599,0.121253,0.104659,9.292409,1.666778,10.959187
65799,0.121147,0.086514,9.329244,1.672174,11.001417
65999,0.121148,0.121329,9.367085,1.677526,11.044611
66199,0.121160,0.125097,9.395883,1.682901,11.078784
66399,0.121141,0.115098,9.426458,1.688279,11.114737
66599,0.121146,0.122585,9.458167,1.693712,11.151879
66799,0.121125,0.114235,9.477909,1.699106,11.177015
66999,0.121061,0.099502,9.509862,1.704523,11.214385
67199,0.121037,0.113170,9.529671,1.709917,11.239588
67399,0.120990,0.105140,9.550062,1.715271,11.265334
67599,0.120912,0.094492,9.570377,1.720663,11.291040
67799,0.120983,0.145114,9.607954,1.726083,11.334038
67999,0.120922,0.100352,9.651692,1.731511,11.383203
68199,0.120866,0.101755,9.671933,1.736921,11.408854
68399,0.120860,0.118663,9.703693,1.742350,11.446042
68599,0.120831,0.111039,9.752659,1.747758,11.500418
68799,0.120798,0.109387,9.784761,1.753151,11.537913
68999,0.120760,0.107652,9.819696,1.758528,11.578224
69199,0.120744,0.115501,9.859060,1.764007,11.623068
69399,0.120741,0.119640,9.878466,1.769360,11.647825
69599,0.120792,0.138448,9.899169,1.774721,11.673891
69799,0.120763,0.110720,9.918800,1.780080,11.698880
69999,0.120737,0.111539,10.034912,1.785543,11.820455
70199,0.120700,0.107765,10.063202,1.790956,11.854158
70399,0.120720,0.127944,10.084206,1.796345,11.880551
70599,0.120704,0.114902,10.104579,1.801730,11.906309
70799,0.120762,0.141139,10.125432,1.807107,11.932538
70999,0.120735,0.111148,10.161611,1.812510,11.974122
71199,0.120729,0.118731,10.219141,1.817907,12.037048
71399,0.120708,0.113218,10.240276,1.823329,12.063604
71599,0.120726,0.127000,10.268175,1.828690,12.096865
71799,0.120707,0.114012,10.289065,1.834051,12.123116
71999,0.120674,0.108902,10.322202,1.839472,12.161674
72199,0.120657,0.114472,10.361897,1.844923,12.206820
72399,0.120694,0.134078,10.395364,1.850306,12.245670
72599,0.120684,0.117243,10.416519,1.855703,12.272222
72799,0.120672,0.116005,10.436712,1.861097,12.297809
72999,0.120650,0.112890,10.465202,1.866488,12.331690
73199,0.120612,0.106712,10.485383,1.871884,12.357267
73399,0.120536,0.092560,10.519136,1.877274,12.396410
73599,0.120498,0.106583,10.552760,1.882680,12.435440
73799,0.120548,0.139072,10.573088,1.888082,12.461170
73999,0.120514,0.107931,10.626441,1.893631,12.520071
74199,0.120456,0.098855,10.660123,1.899049,12.559172
74399,0.120409,0.103059,10.681823,1.904497,12.586320
74599,0.120382,0.110178,10.718368,1.909923,12.628291
74799,0.120398,0.126370,10.747689,1.915303,12.662992
74999,0.120412,0.125805,10.767675,1.920691,12.688366
75199,0.120375,0.106555,10.804773,1.926137,12.730911
75399,0.120312,0.096647,10.837561,1.931575,12.769137
75599,0.120286,0.110472,10.858813,1.937035,12.795848
