# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,0.242819,0.242819,0.045396,0.006179,0.051575
399,0.203964,0.165110,0.083642,0.010481,0.094123
599,0.188025,0.156148,0.116051,0.014746,0.130798
799,0.174402,0.133530,0.145705,0.019248,0.164953
999,0.167416,0.139474,0.190720,0.023737,0.214456
1199,0.164608,0.150567,0.232297,0.028259,0.260556
1399,0.160310,0.134523,0.277500,0.032836,0.310336
1599,0.159198,0.151415,0.330297,0.037409,0.367706
1799,0.155565,0.126495,0.371212,0.041979,0.413192
1999,0.155250,0.152420,0.426390,0.046551,0.472941
2199,0.153303,0.133835,0.469107,0.051157,0.520264
2399,0.151985,0.137481,0.522166,0.055844,0.578009
2599,0.150613,0.134152,0.587230,0.060516,0.647747
2799,0.148507,0.121123,0.634620,0.065127,0.699747
2999,0.148148,0.143121,0.703709,0.069782,0.773491
3199,0.147612,0.139573,0.753112,0.074450,0.827562
3399,0.145634,0.113991,0.813020,0.079178,0.892198
3599,0.144508,0.125360,0.873377,0.083915,0.957291
3799,0.143492,0.125211,0.943677,0.088586,1.032263
3999,0.143047,0.134587,1.019216,0.093319,1.112535
4199,0.142623,0.134151,1.077090,0.098063,1.175154
4399,0.142501,0.139940,1.135756,0.102788,1.238544
4599,0.142010,0.131206,1.206815,0.107526,1.314340
4799,0.140458,0.104754,1.275022,0.112295,1.387317
4999,0.140298,0.136458,1.335791,0.117153,1.452944
5199,0.139636,0.123099,1.404926,0.121983,1.526909
5399,0.139246,0.129087,1.492119,0.126852,1.618970
5599,0.138753,0.125465,1.556427,0.131667,1.688093
5799,0.138345,0.126908,1.622156,0.136478,1.758634
5999,0.138230,0.134887,1.694495,0.141390,1.835885
6199,0.137417,0.113053,1.770992,0.146287,1.917279
6399,0.136802,0.117721,1.854480,0.151239,2.005719
6599,0.137134,0.147773,1.929293,0.156107,2.085400
6799,0.137309,0.143062,1.999673,0.160954,2.160627
6999,0.137644,0.149058,2.083046,0.165849,2.248895
7199,0.137273,0.124284,2.169285,0.170754,2.340039
7399,0.137187,0.134073,2.243642,0.175593,2.419235
7599,0.136645,0.116608,2.322610,0.180510,2.503119
7799,0.135861,0.106050,2.415217,0.185504,2.600722
7999,0.135558,0.123762,2.531535,0.190523,2.722058
8199,0.135083,0.116067,2.612740,0.195399,2.808139
8399,0.134957,0.129811,2.692651,0.200308,2.892960
8599,0.134527,0.116439,2.777023,0.205248,2.982271
8799,0.134542,0.135179,2.848493,0.210128,3.058621
8999,0.134764,0.144553,2.929931,0.215014,3.144945
9199,0.134718,0.132660,3.000484,0.219885,3.220369
9399,0.134591,0.128749,3.109857,0.224825,3.334682
9599,0.134849,0.146975,3.184777,0.229771,3.414547
9799,0.134935,0.139027,3.285215,0.234730,3.519945
9999,0.134916,0.133997,3.386808,0.239761,3.626568
10199,0.134694,0.123613,3.461322,0.244694,3.706016
10399,0.134435,0.121239,3.535933,0.249592,3.785525
10599,0.133968,0.109674,3.610158,0.254556,3.864714
10799,0.133518,0.109650,3.706787,0.259538,3.966325
10999,0.133265,0.119590,3.782093,0.264450,4.046543
11199,0.133524,0.147765,3.876093,0.269424,4.145517
11399,0.133239,0.117317,3.953362,0.274369,4.227730
11599,0.132864,0.111464,4.038651,0.279338,4.317989
11799,0.132661,0.120879,4.119339,0.284388,4.403727
11999,0.132787,0.140217,4.206059,0.289389,4.495448
12199,0.132533,0.117323,4.297230,0.294405,4.591635
12399,0.132064,0.103451,4.396369,0.299452,4.695822
12599,0.131680,0.107876,4.477626,0.304456,4.782082
12799,0.131472,0.118366,4.558145,0.309469,4.867614
12999,0.131400,0.126771,4.646026,0.314503,4.960529
13199,0.131059,0.108917,4.729047,0.319542,5.048589
13399,0.130881,0.119157,4.819717,0.324610,5.144327
13599,0.130801,0.125376,4.902870,0.329665,5.232535
13799,0.130531,0.112215,4.993663,0.334723,5.328386
13999,0.130439,0.124067,5.100335,0.339776,5.440111
14199,0.130096,0.106076,5.212937,0.344846,5.557783
14399,0.130077,0.128714,5.347529,0.349965,5.697494
14599,0.130008,0.125091,5.445205,0.355014,5.800219
14799,0.130359,0.155966,5.531167,0.360048,5.891215
14999,0.130319,0.127390,5.632778,0.365099,5.997876
15199,0.130348,0.132529,5.720633,0.370158,6.090791
15399,0.129945,0.099293,5.806454,0.375214,6.181669
15599,0.129814,0.119703,5.891747,0.380265,6.272012
15799,0.129760,0.125568,5.978329,0.385335,6.363664
15999,0.129694,0.124478,6.065893,0.390413,6.456307
16199,0.129579,0.120402,6.155098,0.395528,6.550626
16399,0.129704,0.139817,6.259671,0.400639,6.660309
16599,0.129479,0.111017,6.345639,0.405713,6.751352
16799,0.129206,0.106527,6.432538,0.410797,6.843335
16999,0.128982,0.110202,6.541833,0.415894,6.957727
17199,0.129055,0.135247,6.632830,0.420974,7.053805
17399,0.128883,0.114110,6.719748,0.426055,7.145803
17599,0.128682,0.111206,6.817423,0.431194,7.248617
17799,0.128573,0.118983,6.908481,0.436319,7.344800
17999,0.128604,0.131331,7.019856,0.441460,7.461316
18199,0.128409,0.110806,7.108519,0.446558,7.555076
18399,0.128197,0.108907,7.218837,0.451711,7.670548
18599,0.128091,0.118345,7.315286,0.456811,7.772097
18799,0.127995,0.119134,7.408397,0.461937,7.870334
18999,0.127984,0.126923,7.523911,0.467070,7.990981
19199,0.127705,0.101214,7.673397,0.472226,8.145622
19399,0.127412,0.099301,7.789233,0.477365,8.266598
19599,0.127488,0.134787,7.891489,0.482508,8.373996
19799,0.127428,0.121601,7.983755,0.487616,8.471371
19999,0.127238,0.108451,8.084328,0.492762,8.577089
20199,0.127140,0.117266,8.177251,0.497884,8.675136
20399,0.127176,0.130872,8.285142,0.503024,8.788166
20599,0.127062,0.115441,8.378984,0.508137,8.887122
20799,0.126799,0.099721,8.485265,0.513288,8.998553
20999,0.126624,0.108416,8.582165,0.518468,9.100633
21199,0.126512,0.114667,8.696607,0.523643,9.220250
21399,0.126502,0.125453,8.793541,0.528803,9.322344
