# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
39399,2474.678714,1437.205200,1.258000,8.478584,9.736584
39599,2469.549147,1459.024484,1.260322,8.521551,9.781873
39799,2464.520659,1468.880029,1.262734,8.564809,9.827542
39999,2459.118849,1384.158533,1.265280,8.608418,9.873698
40199,2454.450009,1520.682038,1.273526,8.651931,9.925457
40399,2448.676538,1288.208929,1.275774,8.695936,9.971710
40599,2444.268306,1553.805424,1.278097,8.739051,10.017148
40799,2439.303787,1431.506509,1.280539,8.782813,10.063352
40999,2434.512855,1457.162602,1.283072,8.826211,10.109283
41199,2429.359780,1372.979383,1.291223,8.870066,10.161289
41399,2424.013340,1322.646684,1.293432,8.913795,10.207226
41599,2419.084777,1398.872279,1.295749,8.957120,10.252869
41799,2416.766914,1934.651415,1.298173,9.000478,10.298651
41999,2410.257711,1049.834360,1.300730,9.044448,10.345178
42199,2404.384517,1171.013644,1.309074,9.088193,10.397267
42399,2399.111594,1286.524862,1.311322,9.132437,10.443759
42599,2395.470723,1623.606032,1.313646,9.175711,10.489357
42799,2391.070626,1453.850107,1.316088,9.219042,10.535130
42999,2386.537759,1416.504264,1.318685,9.263106,10.581790
43199,2383.467935,1723.455645,1.326991,9.306789,10.633781
43399,2379.506747,1523.890254,1.329252,9.350741,10.679993
43599,2375.225363,1446.165020,1.331570,9.394086,10.725656
43799,2370.929370,1434.402940,1.334003,9.437716,10.771719
43999,2366.938782,1492.999942,1.336577,9.481630,10.818206
44199,2364.087634,1736.835076,1.344826,9.525439,10.870266
44399,2361.219910,1727.452920,1.347068,9.569217,10.916285
44599,2358.723432,1804.505257,1.349393,9.612334,10.961726
44799,2354.296122,1367.005903,1.351831,9.656062,11.007893
44999,2349.088687,1182.623282,1.354380,9.699710,11.054090
45199,2344.711345,1359.809500,1.362847,9.743467,11.106314
45399,2340.819873,1461.347271,1.365073,9.787222,11.152295
45599,2337.834466,1660.147033,1.367389,9.830591,11.197980
45799,2334.042566,1469.489263,1.369814,9.873826,11.243640
45999,2330.687258,1562.321872,1.372419,9.917915,11.290334
46199,2326.655459,1399.341518,1.380800,9.961382,11.342182
46399,2324.041180,1720.142852,1.383048,10.005426,11.388474
46599,2320.482002,1494.752541,1.385367,10.048826,11.434193
46799,2317.962333,1730.879679,1.387824,10.092232,11.480055
46999,2314.744382,1561.743708,1.390401,10.136536,11.526936
47199,2310.500294,1313.139664,1.398744,10.180222,11.578966
