# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_gradual3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,15800.573508,15800.573508,0.633643,0.043585,0.677227
399,13660.050428,11519.527348,0.713067,0.088232,0.801299
599,12774.281965,11002.745038,0.792840,0.132776,0.925616
799,11652.487429,8287.103822,0.870502,0.176736,1.047238
999,11023.007642,8505.088493,0.948403,0.221035,1.169438
1199,10320.564717,6808.350093,1.030084,0.265414,1.295498
1399,9778.235343,6524.259099,1.107322,0.309441,1.416763
1599,9404.737289,6790.250908,1.229409,0.353486,1.582894
1799,8790.183510,3873.753278,1.307183,0.397389,1.704572
1999,8230.360453,3191.952941,1.419178,0.441620,1.860799
2199,7675.558340,2127.537207,1.500631,0.485979,1.986610
2399,7206.301867,2044.480675,1.605156,0.530395,2.135551
2599,6800.645485,1932.768899,1.689171,0.575146,2.264317
2799,6447.738009,1859.940823,1.768425,0.619918,2.388343
2999,6169.592384,2275.553635,1.916055,0.664597,2.580652
3199,5963.506017,2872.210508,1.997986,0.709011,2.706998
3399,5807.394858,3309.616306,2.079227,0.753230,2.832457
3599,5673.976448,3405.863484,2.158163,0.797742,2.955906
3799,5531.026594,2957.929215,2.237419,0.842259,3.079678
3999,5394.781117,2806.117057,2.319830,0.886357,3.206187
4199,5268.738616,2747.888600,2.398304,0.930512,3.328815
4399,5146.666330,2583.148321,2.477347,0.974793,3.452141
4599,5037.045827,2625.394761,2.557732,1.018683,3.576415
4799,4929.612359,2458.642601,2.637365,1.062637,3.700002
4999,4874.325356,3547.437290,2.719952,1.106855,3.826807
5199,4818.864148,3432.333933,2.798789,1.151109,3.949898
5399,4767.121476,3421.812009,2.877433,1.195041,4.072474
5599,4718.088825,3394.207241,2.957022,1.238853,4.195875
5799,4647.818217,2680.241194,3.036381,1.283139,4.319520
5999,4581.219566,2649.858684,3.118779,1.327004,4.445783
6199,4520.194292,2689.436075,3.197335,1.370879,4.568214
6399,4445.102955,2117.271500,3.278645,1.415707,4.694352
6599,4403.029263,3056.671138,3.359688,1.460735,4.820422
6799,4357.748090,2863.469388,3.441018,1.505935,4.946952
6999,4307.088303,2584.655532,3.525257,1.550808,5.076065
7199,4249.236442,2224.421293,3.606751,1.595849,5.202600
7399,4217.024407,3057.391144,3.687392,1.640662,5.328054
7599,4173.892724,2578.020453,3.767983,1.685318,5.453301
7799,4130.503314,2481.705758,3.849165,1.730344,5.579509
7999,4083.071327,2233.223843,3.934393,1.775064,5.709458
8199,4049.617611,2711.468945,4.014569,1.819586,5.834155
8399,4014.552484,2576.882278,4.095619,1.864689,5.960308
8599,3969.593582,2081.319707,4.176772,1.909744,6.086516
8799,3938.160098,2586.520305,4.259234,1.955053,6.214287
8999,3902.041885,2312.840487,4.345830,2.000103,6.345934
9199,3866.915569,2286.231374,4.426815,2.045161,6.471975
9399,3835.362931,2383.941552,4.507410,2.089796,6.597206
9599,3808.480685,2545.015125,4.589350,2.134584,6.723934
9799,3779.392480,2383.158659,4.670880,2.179579,6.850458
9999,3745.895537,2104.545304,4.758200,2.224709,6.982909
10199,3710.988804,1965.652198,4.839397,2.269866,7.109263
10399,3682.919886,2251.405053,4.920617,2.314503,7.235120
10599,3667.628320,2872.466881,5.002299,2.359556,7.361855
10799,3641.469652,2255.060224,5.083727,2.404253,7.487980
10999,3623.424380,2648.979717,5.171613,2.449483,7.621096
11199,3610.762536,2914.361105,5.254027,2.496856,7.750884
11399,3597.255462,2840.859336,5.334955,2.541691,7.876646
11599,3579.001539,2538.527903,5.417043,2.586989,8.004031
11799,3552.711451,2027.886334,5.498723,2.631804,8.130527
11999,3529.220910,2143.279019,5.586684,2.676627,8.263311
12199,3507.233307,2187.977158,5.667845,2.721748,8.389593
12399,3494.514046,2718.639093,5.749209,2.766905,8.516114
12599,3480.426816,2607.018576,5.830889,2.812099,8.642988
12799,3465.856874,2547.950540,5.913959,2.857596,8.771555
12999,3450.848247,2490.296056,6.001582,2.902723,8.904305
13199,3433.155378,2283.118906,6.082882,2.947891,9.030773
13399,3413.849298,2139.648035,6.164521,2.993282,9.157804
13599,3400.491881,2505.544975,6.247523,3.038640,9.286163
13799,3385.737030,2382.407144,6.329484,3.083799,9.413283
13999,3367.395873,2101.856051,6.417332,3.128823,9.546155
14199,3352.230321,2290.641636,6.498800,3.174083,9.672883
14399,3338.696814,2377.817825,6.580973,3.219219,9.800192
14599,3328.846879,2619.651569,6.663011,3.264424,9.927435
14799,3313.201208,2171.067258,6.745233,3.309650,10.054883
14999,3297.466628,2133.107705,6.833546,3.354972,10.188518
15199,3288.570916,2621.392503,6.915650,3.400091,10.315741
15399,3274.079880,2172.761097,6.997549,3.445355,10.442904
15599,3261.187859,2268.502250,7.080769,3.490569,10.571337
15799,3246.602152,2108.917024,7.162890,3.535855,10.698745
15999,3233.810149,2223.241908,7.252145,3.581272,10.833417
16199,3222.100944,2285.364535,7.333576,3.626674,10.960251
16399,3207.246097,2004.003518,7.415303,3.671822,11.087125
16599,3195.643644,2244.242525,7.497292,3.717076,11.214368
16799,3187.988821,2552.638513,7.580175,3.762261,11.342436
16999,3176.535969,2214.496398,7.668762,3.807571,11.476333
17199,3166.522386,2315.367808,7.750458,3.852885,11.603343
17399,3153.450604,2029.277358,7.832700,3.898385,11.731085
17599,3144.641491,2378.248647,7.915614,3.943688,11.859302
17799,3134.619578,2252.691272,7.998116,3.989026,11.987142
17999,3122.455643,2039.865397,8.086913,4.034257,12.121170
18199,3110.587738,2042.476280,8.168533,4.079391,12.247924
18399,3099.959338,2132.774949,8.251315,4.124518,12.375833
18599,3085.619960,1766.397157,8.333604,4.169716,12.503320
18799,3077.566555,2328.599859,8.415825,4.214791,12.630615
18999,3070.515552,2407.721280,8.505064,4.260362,12.765426
19199,3057.681699,1838.465734,8.587825,4.305626,12.893452
19399,3048.316772,2149.283712,8.670373,4.351011,13.021384
19599,3037.275654,1966.287282,8.752896,4.396461,13.149357
19799,3029.135846,2231.434623,8.836000,4.441985,13.277985
19999,3022.203226,2335.873834,8.926363,4.487556,13.413920
20199,3011.358684,1926.904528,9.007871,4.532551,13.540421
20399,3004.571501,2319.065938,9.090172,4.577985,13.668157
20599,2995.735175,2094.430005,9.172320,4.623090,13.795410
20799,2984.190268,1795.064820,9.255856,4.668264,13.924120
20999,2972.370734,1743.139151,9.366675,4.713632,14.080307
21199,2962.069071,1880.394508,9.450811,4.758729,14.209540
21399,2950.119925,1683.510485,9.535643,4.803881,14.339524
21599,2938.771700,1724.511548,9.649606,4.849025,14.498630
21799,2929.521352,1930.483764,9.731033,4.894158,14.625190
21999,2917.814801,1641.800809,9.818021,4.939517,14.757539
22199,2909.064789,1946.563390,9.899600,4.984591,14.884191
22399,2901.999791,2117.785089,9.988239,5.029821,15.018060
22599,2891.051840,1664.881296,10.070039,5.075142,15.145182
22799,2881.183919,1766.108888,10.152037,5.120419,15.272456
22999,2872.600379,1894.076816,10.234606,5.168885,15.403491
23199,2862.055103,1649.348308,10.318100,5.214225,15.532325
23399,2852.393616,1731.661136,10.407215,5.259563,15.666778
23599,2845.647390,2056.338995,10.488960,5.304775,15.793735
23799,2836.907429,1805.591979,10.571549,5.350148,15.921697
23999,2829.065638,1895.892544,10.654786,5.395378,16.050165
24199,2824.235675,2244.640120,10.785766,5.440639,16.226404
24399,2826.050487,3045.642725,10.871541,5.485803,16.357344
24599,2822.800331,2426.281246,10.953233,5.531017,16.484249
24799,2826.870902,3327.551127,11.036422,5.576457,16.612879
24999,2824.939096,2585.395142,11.118226,5.621535,16.739761
25199,2824.372342,2753.528123,11.200695,5.666723,16.867418
25399,2821.488774,2458.159176,11.287246,5.712204,16.999450
25599,2822.061555,2894.804744,11.369714,5.757185,17.126900
25799,2825.449466,3259.102124,11.451057,5.802000,17.253057
25999,2822.667019,2463.731371,11.533024,5.846939,17.379963
26199,2823.065999,2874.933411,11.614953,5.891932,17.506885
26399,2820.917300,2539.437672,11.701753,5.936692,17.638445
26599,2817.393430,2352.242672,11.783117,5.981463,17.764579
26799,2812.368698,2144.079317,11.864888,6.026473,17.891360
26999,2808.841208,2336.157491,11.946576,6.071323,18.017899
27199,2808.961431,2825.191599,12.029563,6.116208,18.145770
27399,2806.547452,2478.246261,12.115647,6.161179,18.276826
27599,2803.020248,2319.793328,12.197053,6.206017,18.403070
27799,2802.375836,2713.446927,12.278382,6.250664,18.529045
27999,2796.313898,1953.704564,12.361186,6.295424,18.656610
28199,2792.914391,2316.983341,12.443529,6.340459,18.783988
28399,2789.512597,2309.859720,12.529371,6.385424,18.914795
28599,2785.386024,2199.412685,12.610659,6.430379,19.041038
28799,2782.463993,2364.613527,12.692899,6.475182,19.168081
28999,2777.630424,2081.596448,12.774870,6.520161,19.295031
29199,2773.211570,2132.477704,12.857117,6.565207,19.422324
29399,2770.775202,2415.065515,12.943086,6.610050,19.553136
29599,2766.529450,2142.403933,13.025366,6.654855,19.680221
29799,2765.440750,2604.313135,13.106737,6.699629,19.806366
29999,2761.644184,2195.955854,13.188908,6.744674,19.933583
30199,2757.466123,2130.757018,13.308013,6.789312,20.097325
30399,2752.670216,2028.488193,13.391422,6.834563,20.225985
30599,2748.560524,2123.887351,13.479689,6.880063,20.359752
30799,2741.848893,1714.969414,13.561878,6.925367,20.487245
30999,2737.889566,2128.153150,13.644525,6.970646,20.615171
31199,2734.314081,2180.113994,13.728142,7.015895,20.744038
31399,2732.621093,2468.514965,13.810903,7.061209,20.872112
31599,2729.502847,2239.938095,13.899458,7.106191,21.005649
31799,2726.457866,2245.350997,13.981482,7.151348,21.132830
31999,2722.558352,2102.535631,14.064311,7.196184,21.260495
32199,2719.838390,2284.644436,14.146602,7.241215,21.387818
32399,2714.021688,1777.532609,14.229114,7.286384,21.515498
32599,2710.047707,2066.262774,14.317625,7.331548,21.649173
32799,2705.676474,1993.165594,14.400527,7.376686,21.777213
32999,2704.884616,2575.019852,14.482657,7.421871,21.904528
33199,2703.557395,2484.565941,14.564936,7.466958,22.031894
33399,2699.140817,1965.988762,14.647627,7.512259,22.159886
33599,2696.556498,2264.975331,14.737542,7.557679,22.295221
33799,2694.002872,2264.993734,14.819334,7.602859,22.422193
33999,2690.729669,2137.558314,14.901432,7.648006,22.549438
34199,2689.872126,2544.089822,14.983778,7.693001,22.676779
34399,2685.198511,1886.010348,15.067233,7.738042,22.805274
34599,2680.842621,1931.629436,15.155827,7.783198,22.939026
34799,2677.934451,2174.821126,15.237387,7.828036,23.065422
34999,2671.958298,1632.107594,15.319608,7.873091,23.192699
35199,2667.196133,1833.817306,15.403018,7.918317,23.321335
35399,2663.853452,2075.541699,15.485731,7.963496,23.449227
35599,2659.889578,1958.283757,15.574742,8.008666,23.583408
35799,2656.705384,2089.918984,15.656653,8.053750,23.710403
35999,2654.889768,2329.894478,15.739983,8.098939,23.838922
36199,2651.524601,2045.794523,15.822314,8.144011,23.966325
36399,2646.813897,1794.176430,15.904939,8.189261,24.094200
36599,2643.103466,1967.804995,15.994391,8.234670,24.229062
36799,2638.745456,1841.229731,16.077768,8.280006,24.357774
36999,2634.907072,1928.644428,16.160065,8.325210,24.485275
37199,2632.075172,2108.173670,16.242803,8.370530,24.613333
37399,2630.067393,2256.620395,16.325537,8.415800,24.741336
37599,2626.566816,1971.958859,16.415819,8.460936,24.876756
37799,2623.815692,2106.604465,16.498034,8.506183,25.004217
37999,2622.121351,2301.890926,16.580191,8.551226,25.131417
38199,2620.630624,2337.392527,16.685398,8.595991,25.281388
38399,2614.436984,1431.451694,16.767956,8.641332,25.409288
38599,2609.678428,1696.035634,16.852938,8.686361,25.539299
38799,2603.938112,1496.057170,16.935560,8.731801,25.667361
38999,2600.818057,1995.527348,17.017582,8.776768,25.794350
39199,2596.731044,1799.763460,17.101173,8.821884,25.923056
39399,2591.267772,1520.466470,17.184009,8.866853,26.050862
39599,2586.129005,1573.791938,17.272265,8.911973,26.184238
39799,2581.502473,1665.449110,17.354531,8.956798,26.311329
39999,2576.165431,1514.094189,17.437824,9.001741,26.439565
40199,2571.905203,1719.859569,17.520139,9.046633,26.566772
40399,2568.431909,1870.299735,17.602998,9.091701,26.694700
40599,2566.074685,2089.915430,17.722043,9.137107,26.859150
40799,2566.009697,2552.817242,17.809935,9.182366,26.992301
40999,2565.467765,2454.913592,17.897708,9.227809,27.125518
41199,2562.646078,1984.200225,17.979129,9.272736,27.251865
41399,2561.163585,2255.770111,18.061201,9.317971,27.379171
41599,2559.612241,2238.483963,18.149936,9.363266,27.513202
41799,2557.393310,2095.855679,18.231745,9.408422,27.640167
41999,2553.511284,1742.167755,18.313960,9.453559,27.767519
42199,2551.015683,2026.939497,18.396134,9.498819,27.894953
42399,2550.167748,2371.253424,18.479764,9.543989,28.023753
42599,2547.280085,1935.095693,18.568832,9.589106,28.157938
42799,2545.415258,2148.206983,18.650508,9.634035,28.284543
42999,2541.890743,1787.644586,18.732571,9.679208,28.411779
43199,2540.557321,2253.871644,18.850336,9.724366,28.574702
43399,2538.869632,2174.328724,18.932199,9.769383,28.701582
43599,2538.514685,2461.491163,19.016966,9.814417,28.831382
43799,2537.944077,2413.551483,19.098581,9.859366,28.957947
43999,2535.173226,1928.356879,19.181264,9.904224,29.085488
44199,2535.080132,2514.599513,19.263189,9.949322,29.212512
44399,2534.123618,2322.734005,19.345108,9.994048,29.339156
44599,2533.542262,2404.481341,19.430898,10.039025,29.469923
44799,2531.486590,2073.071633,19.512671,10.083568,29.596239
44999,2526.932404,1506.794830,19.594250,10.128572,29.722823
45199,2527.121110,2569.579951,19.676329,10.173617,29.849946
45399,2524.106701,1842.850105,19.758343,10.218535,29.976878
45599,2522.278305,2107.232583,19.845565,10.263790,30.109354
45799,2520.025106,2006.295731,19.927230,10.308892,30.236121
45999,2516.993161,1822.677737,20.009375,10.354041,30.363416
46199,2515.051158,2068.390544,20.091310,10.398962,30.490272
46399,2515.439403,2605.123853,20.174493,10.444026,30.618519
46599,2512.449887,1818.882161,20.262538,10.489069,30.751608
46799,2511.748975,2348.436639,20.343804,10.534084,30.877888
46999,2510.184394,2144.072437,20.425454,10.579193,31.004647
47199,2507.011923,1761.481018,20.508126,10.624178,31.132304
47399,2505.535259,2157.042673,20.589910,10.669085,31.258995
47599,2502.675148,1824.828931,20.678053,10.714137,31.392189
47799,2500.179095,1906.118489,20.759263,10.759039,31.518302
47999,2497.659277,1895.422602,20.841742,10.803893,31.645635
48199,2495.391136,1951.037356,20.923566,10.848815,31.772381
48399,2492.814557,1871.858996,21.005768,10.893904,31.899673
48599,2489.464218,1678.682159,21.094420,10.939049,32.033469
48799,2487.026065,1894.555056,21.176621,10.983771,32.160392
48999,2485.420117,2093.568694,21.258656,11.029098,32.287754
49199,2484.553192,2272.156526,21.340357,11.073950,32.414306
49399,2482.899458,2076.080836,21.422589,11.118991,32.541580
49599,2480.316844,1842.411161,21.512011,11.164096,32.676108
49799,2478.238785,1962.880182,21.593606,11.208977,32.802582
49999,2476.484841,2039.752838,21.675270,11.253998,32.929268
50199,2475.445929,2215.717850,21.758007,11.299511,33.057518
50399,2473.161967,1899.887720,21.841271,11.344557,33.185829
50599,2472.506297,2307.277351,21.930102,11.389769,33.319871
50799,2469.925832,1817.068149,22.011894,11.434782,33.446675
50999,2469.296550,2309.458884,22.093605,11.479952,33.573558
51199,2466.673186,1797.715514,22.176858,11.525196,33.702054
51399,2464.368562,1874.384630,22.259212,11.570357,33.829569
51599,2462.123945,1885.257397,22.347801,11.615432,33.963233
51799,2459.356843,1745.444659,22.429139,11.660300,34.089439
51999,2456.778631,1789.021644,22.512195,11.705440,34.217636
52199,2455.049786,2005.550097,22.594148,11.750449,34.344597
52399,2452.693989,1837.831068,22.676311,11.795385,34.471696
52599,2449.572103,1631.637798,22.764982,11.840421,34.605404
52799,2447.177490,1817.394442,22.848187,11.885531,34.733719
52999,2445.250629,1936.559280,22.930212,11.930518,34.860730
53199,2443.739162,2043.200424,23.012188,11.975493,34.987681
53399,2443.587275,2403.185389,23.094524,12.020401,35.114924
53599,2439.338268,1304.853288,23.184440,12.065592,35.250031
53799,2437.709942,2001.318685,23.266156,12.110568,35.376724
53999,2435.550058,1854.541090,23.348427,12.155473,35.503900
54199,2431.705328,1393.628289,23.430399,12.200342,35.630741
54399,2430.468994,2095.422628,23.513917,12.245348,35.759264
54599,2427.563302,1637.215036,23.602781,12.290314,35.893095
54799,2426.036637,2009.257028,23.685056,12.335394,36.020449
54999,2424.608173,2033.209013,23.766784,12.380244,36.147028
55199,2421.861520,1666.531868,23.849834,12.425196,36.275030
55399,2418.904441,1602.750699,23.931923,12.470059,36.401982
55599,2417.969552,2159.005440,24.021270,12.515237,36.536506
55799,2415.427642,1708.776567,24.103128,12.560178,36.663306
55999,2413.505710,1877.286576,24.186247,12.605333,36.791580
56199,2412.489278,2127.888304,24.268334,12.650264,36.918598
56399,2409.037894,1439.199017,24.350483,12.695160,37.045643
56599,2405.975342,1542.335695,24.440019,12.740399,37.180417
56799,2404.834168,2081.882013,24.546336,12.784919,37.331255
56999,2403.185041,1934.832921,24.631018,12.829900,37.460918
57199,2401.123205,1813.499989,24.712754,12.874842,37.587596
57399,2399.319870,1883.566160,24.795134,12.920023,37.715157
57599,2396.668647,1635.767517,24.881040,12.964914,37.845954
57799,2394.689887,1824.806890,24.962743,13.009731,37.972474
57999,2392.154660,1659.474253,25.044816,13.054851,38.099667
58199,2390.741126,1980.816240,25.127035,13.099607,38.226642
58399,2388.607489,1767.719134,25.210922,13.144686,38.355608
58599,2386.276349,1705.583399,25.297629,13.189962,38.487591
58799,2385.288842,2095.949245,25.379199,13.234526,38.613724
58999,2383.222742,1775.789454,25.460808,13.279182,38.739990
59199,2381.764174,1951.486542,25.544152,13.324175,38.868327
59399,2379.235989,1630.893361,25.626393,13.369011,38.995404
59599,2377.460400,1850.110260,25.712648,13.414111,39.126759
59799,2375.454302,1777.637044,25.794369,13.458930,39.253299
59999,2373.487218,1785.329256,25.912925,13.504262,39.417187
60199,2372.892602,2194.507891,26.000310,13.549421,39.549732
60399,2370.675245,1703.250600,26.082213,13.594378,39.676591
60599,2368.091341,1587.752407,26.170491,13.639654,39.810145
60799,2367.803948,2280.723831,26.253401,13.684637,39.938038
60999,2367.589271,2302.327420,26.335620,13.729750,40.065371
61199,2366.175449,1934.959809,26.418219,13.775183,40.193402
61399,2364.916735,1979.750381,26.500756,13.820214,40.320970
61599,2363.811078,2024.374322,26.590974,13.865307,40.456281
