# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
199,10852.458649,10852.458649,0.002726,0.021923,0.024649
399,9023.669117,7194.879585,0.005587,0.055164,0.060751
599,7940.259513,5773.440303,0.008558,0.102368,0.110926
799,6978.992081,4095.189788,0.011615,0.163230,0.174845
999,6584.671259,5007.387971,0.014845,0.238374,0.253219
1199,6120.195432,3797.816295,0.020377,0.330569,0.350946
1399,6050.932932,5635.357929,0.025919,0.422853,0.448772
1599,5881.774976,4697.669284,0.031420,0.514851,0.546271
1799,5766.018390,4839.965702,0.036920,0.607102,0.644022
1999,5594.438838,4050.222871,0.042388,0.698985,0.741373
2199,5593.252219,5581.386031,0.047830,0.791100,0.838930
2399,5520.631956,4721.809062,0.053278,0.882823,0.936101
2599,5401.116755,3966.934341,0.058756,0.974426,1.033182
2799,5347.705306,4653.356469,0.064208,1.066285,1.130493
2999,5358.161908,5504.554337,0.069664,1.157915,1.227579
3199,5324.751404,4823.593846,0.075099,1.249846,1.324945
3399,5347.100868,5704.692291,0.080530,1.341577,1.422107
3599,5395.633282,6220.684317,0.085995,1.433375,1.519369
3799,5319.109863,3941.688322,0.091429,1.525207,1.616636
3999,5301.682412,4970.560849,0.096919,1.617047,1.713966
4199,5293.944478,5139.185801,0.102359,1.708769,1.811127
4399,5245.236214,4222.362655,0.107752,1.800202,1.907953
4599,5210.314208,4442.030081,0.113229,1.892161,2.005390
4799,5177.013863,4411.105930,0.118694,1.984266,2.102960
4999,5200.084649,5753.783521,0.124203,2.076153,2.200357
5199,5225.534321,5861.776106,0.129726,2.167938,2.297664
5399,5207.819217,4747.226533,0.135289,2.259830,2.395119
5599,5239.597715,6097.617148,0.140768,2.351679,2.492447
5799,5250.000615,5541.281802,0.146265,2.443455,2.589720
5999,5212.718104,4131.525306,0.151734,2.535244,2.686978
6199,5170.892094,3916.111786,0.157190,2.626806,2.783996
6399,5160.382288,4834.578308,0.162708,2.718487,2.881195
6599,5177.897436,5738.382160,0.168195,2.810240,2.978434
6799,5171.877182,4973.208803,0.173653,2.902016,3.075669
6999,5159.348078,4733.358547,0.179047,2.994009,3.173056
7199,5174.081649,5689.756622,0.184620,3.086030,3.270650
7399,5175.799544,5237.643774,0.190065,3.178246,3.368311
7599,5160.400868,4590.649866,0.195534,3.269964,3.465498
7799,5159.728511,5134.178930,0.201043,3.361939,3.562982
7999,5153.907328,4926.881214,0.206580,3.453936,3.660517
8199,5148.521135,4933.073414,0.212124,3.545711,3.757835
8399,5144.450590,4977.558221,0.217599,3.637614,3.855213
8599,5115.627427,3905.054597,0.223079,3.729469,3.952548
8799,5118.123195,5225.441217,0.228545,3.821177,4.049722
8999,5128.832071,5600.022603,0.234056,3.912997,4.147053
9199,5119.382019,4694.129706,0.239535,4.005291,4.244826
9399,5141.221067,6145.817231,0.245028,4.097202,4.342231
9599,5138.058043,4989.395950,0.250509,4.189330,4.439838
9799,5131.593918,4821.315904,0.255984,4.281326,4.537310
9999,5119.902879,4547.041949,0.261447,4.373217,4.634664
10199,5138.627667,6074.867094,0.266909,4.464983,4.731892
10399,5131.950417,4791.410642,0.272335,4.556455,4.828790
10599,5132.196817,5145.009653,0.277811,4.648046,4.925857
10799,5119.745510,4459.826219,0.283345,4.740017,5.023362
10999,5114.347248,4822.841091,0.288850,4.831770,5.120621
11199,5120.906717,5481.677533,0.294329,4.923672,5.218001
11399,5106.535753,4301.761788,0.299820,5.015586,5.315406
11599,5116.698633,5695.982759,0.305294,5.107270,5.412564
11799,5119.751730,5296.831386,0.310805,5.198998,5.509803
11999,5113.270514,4730.878738,0.316265,5.290933,5.607198
12199,5116.134757,5287.989373,0.321738,5.382670,5.704408
12399,5125.374844,5689.020148,0.327212,5.474252,5.801464
12599,5129.959474,5414.206542,0.332701,5.565944,5.898645
12799,5128.573863,5041.280368,0.338185,5.657584,5.995769
12999,5109.256586,3872.950861,0.343654,5.749423,6.093077
13199,5104.813566,4816.017241,0.349063,5.841040,6.190102
13399,5101.551651,4886.265222,0.354541,5.932921,6.287462
13599,5109.920448,5670.629863,0.359979,6.024545,6.384523
13799,5101.013137,4495.315978,0.365439,6.116326,6.481765
13999,5098.480738,4923.745250,0.370880,6.207993,6.578873
14199,5099.617076,5179.160693,0.376374,6.299769,6.676143
14399,5114.541845,6174.200503,0.381861,6.391672,6.773533
14599,5117.587907,5336.904365,0.387328,6.483283,6.870611
14799,5115.579971,4969.000598,0.392793,6.575072,6.967866
14999,5117.441870,5255.222404,0.398268,6.666963,7.065231
15199,5125.567259,5734.971438,0.403801,6.759268,7.163069
15399,5122.909102,4920.889173,0.409330,6.851513,7.260843
15599,5132.489905,5870.211700,0.414774,6.943657,7.358431
15799,5136.862878,5477.954775,0.420264,7.035566,7.455830
15999,5136.168406,5081.305142,0.425813,7.127823,7.553636
16199,5133.490948,4919.294300,0.431295,7.219775,7.651070
16399,5139.034890,5588.094184,0.436735,7.311684,7.748418
16599,5136.043923,4890.784640,0.442217,7.403901,7.846118
16799,5134.559439,5011.347267,0.447693,7.496001,7.943694
16999,5122.595272,4117.605286,0.453197,7.588417,8.041614
17199,5116.841611,4627.780395,0.458719,7.680529,8.139248
17399,5121.918267,5558.510707,0.464183,7.772399,8.236581
17599,5129.708998,5807.502581,0.469708,7.864729,8.334437
17799,5125.007923,4711.313310,0.475179,7.956903,8.432082
17999,5121.118398,4774.950639,0.480692,8.049184,8.529876
18199,5113.915724,4465.675065,0.486182,8.141017,8.627198
18399,5098.326811,3679.735739,0.491635,8.232632,8.724267
18599,5087.460353,4087.746248,0.497057,8.324753,8.821810
18799,5091.383004,5456.189583,0.502528,8.416941,8.919469
18999,5094.428578,5380.712452,0.508026,8.509104,9.017129
19199,5099.943604,5623.871143,0.513536,8.601190,9.114725
19399,5101.421393,5243.289072,0.519058,8.693425,9.212484
19599,5101.263964,5085.993421,0.524540,8.785650,9.310189
19799,5101.464875,5121.154111,0.530045,8.878103,9.408149
19999,5099.535363,4908.513650,0.535552,8.970229,9.505781
20199,5096.402573,4783.123604,0.541008,9.062351,9.603359
20399,5092.707369,4719.491760,0.546506,9.154517,9.701023
20599,5087.462133,4552.448056,0.552026,9.246917,9.798944
20799,5088.740727,5220.435905,0.557554,9.338817,9.896371
20999,5078.453302,4008.561124,0.563069,9.430884,9.993953
21199,5076.513390,4872.822589,0.568574,9.522869,10.091443
21399,5087.208403,6220.879787,0.574056,9.614724,10.188780
21599,5080.726757,4387.190636,0.579558,9.706973,10.286531
21799,5081.220287,5134.521516,0.585081,9.798595,10.383676
21999,5073.247455,4204.208781,0.590618,9.890692,10.481310
22199,5076.986197,5488.247821,0.596133,9.982587,10.578720
22399,5074.410239,4788.478884,0.601612,10.074514,10.676125
22599,5068.283583,4382.098133,0.607179,10.166750,10.773928
