# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
151999,0.157243,0.136470,0.153666,0.137183,0.165777,0.114828,0.153991,0.135386,0.123913,0.115755,0.123910,0.115771,58.623238,36.489125,95.112364,5.250076,31.228274,36.478350,61.673813,30.740007,92.413820,3.334112,31.037811,34.371923,29.132731,5.701253,34.833984,122.303034,4.692215,126.995249
152199,0.157260,0.170084,0.153644,0.137085,0.165728,0.128041,0.153952,0.124914,0.123905,0.117941,0.123902,0.117919,58.708919,36.544744,95.253664,5.252478,31.280634,36.533112,61.759993,30.793015,92.553008,3.349420,31.093523,34.442943,29.160767,5.710277,34.871044,122.477199,4.699396,127.176595
152399,0.157274,0.167901,0.153627,0.140785,0.165721,0.160521,0.153974,0.170013,0.123916,0.132648,0.123913,0.132653,58.806687,36.596481,95.403167,5.277988,31.328327,36.606315,61.844274,30.841335,92.685609,3.351029,31.141760,34.492789,29.192289,5.719058,34.911348,122.664088,4.706542,127.370630
152599,0.157258,0.145137,0.153618,0.146671,0.165677,0.132512,0.153944,0.131161,0.123918,0.125436,0.123915,0.125434,58.887884,36.644175,95.532060,5.279684,31.370750,36.650433,61.923911,30.883264,92.807175,3.352778,31.185762,34.538540,29.244995,5.728040,34.973035,122.884967,4.714019,127.598986
152799,0.157224,0.131434,0.153570,0.116860,0.165597,0.104213,0.153912,0.129799,0.123885,0.098396,0.123882,0.098400,58.973706,36.697741,95.671447,5.281448,31.421443,36.702892,62.018401,30.935569,92.953971,3.354689,31.237352,34.592040,29.287875,5.736873,35.024748,123.094833,4.721257,127.816091
152999,0.157222,0.155672,0.153610,0.184811,0.165562,0.139083,0.153949,0.182515,0.123880,0.119937,0.123877,0.119930,59.054943,36.746882,95.801826,5.283325,31.465427,36.748752,62.096568,30.978423,93.074991,3.356693,31.280493,34.637186,29.359757,5.745192,35.104949,123.328681,4.728252,128.056933
153199,0.157202,0.141606,0.153596,0.142584,0.165539,0.148109,0.153923,0.133769,0.123854,0.104348,0.123851,0.104346,59.142711,36.802745,95.945456,5.285682,31.518921,36.804603,62.181693,31.027980,93.209672,3.374222,31.331048,34.705269,29.421598,5.754060,35.175658,123.551428,4.735545,128.286974
153399,0.157252,0.195429,0.153643,0.189360,0.165567,0.186853,0.153959,0.181481,0.123872,0.137235,0.123869,0.137231,59.245935,36.854321,96.100257,5.311587,31.569748,36.881336,62.270301,31.076775,93.347076,3.375783,31.379348,34.755131,29.452153,5.763066,35.215219,123.745351,4.742916,128.488268
153599,0.157216,0.129768,0.153637,0.149356,0.165521,0.130243,0.153923,0.126631,0.123841,0.100008,0.123838,0.099999,59.340933,36.908924,96.249857,5.313321,31.618818,36.932140,62.797007,31.127407,93.924414,3.377839,31.427886,34.805726,29.486055,5.771865,35.257920,123.931060,4.750052,128.681112
153799,0.157234,0.171232,0.153643,0.158305,0.165511,0.157466,0.153953,0.176663,0.123864,0.141770,0.123861,0.141749,59.414171,36.951226,96.365398,5.314998,31.658172,36.973170,62.880411,31.166232,94.046643,3.379827,31.466525,34.846352,29.515120,5.780052,35.295172,124.127346,4.756969,128.884315
153999,0.157250,0.169768,0.153628,0.141977,0.165481,0.142570,0.153940,0.143876,0.123847,0.111139,0.123844,0.111152,59.493590,37.006676,96.500266,5.316999,31.706604,37.023603,62.957935,31.213733,94.171668,3.382031,31.510902,34.892934,29.580227,5.788327,35.368554,124.331260,4.763683,129.094944
154199,0.157247,0.154698,0.153595,0.128319,0.165449,0.140584,0.153945,0.157526,0.123833,0.112815,0.123830,0.112817,59.564670,37.054437,96.619108,5.318969,31.748035,37.067004,63.029394,31.255200,94.284595,3.396010,31.551062,34.947072,29.647564,5.796214,35.443778,124.546332,4.770302,129.316634
154399,0.157254,0.162423,0.153586,0.146356,0.165408,0.134235,0.153918,0.133391,0.123808,0.104616,0.123805,0.104605,59.656585,37.099498,96.756083,5.343562,31.790677,37.134238,63.108126,31.296453,94.404579,3.397565,31.591906,34.989471,29.677772,5.805008,35.482781,124.734262,4.777554,129.511816
154599,0.157274,0.172761,0.153540,0.117799,0.165383,0.146259,0.153913,0.150421,0.123777,0.099542,0.123774,0.099537,59.730614,37.146043,96.876657,5.345130,31.833222,37.178353,63.184483,31.337518,94.522001,3.399362,31.632723,35.032085,29.719358,5.813047,35.532405,124.928273,4.784297,129.712570
154799,0.157313,0.188001,0.153561,0.169957,0.165404,0.181649,0.153964,0.193139,0.123815,0.153254,0.123812,0.153253,59.803978,37.190289,96.994267,5.347000,31.875030,37.222030,63.275075,31.377847,94.652922,3.401247,31.673149,35.074395,29.759444,5.821497,35.580941,125.127723,4.791300,129.919022
154999,0.157341,0.178712,0.153602,0.185300,0.165380,0.146480,0.154009,0.188476,0.123840,0.143479,0.123837,0.143488,59.879181,37.236963,97.116144,5.348882,31.917664,37.266546,63.349112,31.420140,94.769252,3.403244,31.713411,35.116655,29.804742,5.829872,35.634615,125.334160,4.798254,130.132413
155199,0.157354,0.167517,0.153591,0.145442,0.165381,0.166487,0.154015,0.158849,0.123843,0.125722,0.123840,0.125729,59.951384,37.280008,97.231392,5.350889,31.956465,37.307353,63.421317,31.458305,94.879622,3.419072,31.750872,35.169944,29.865216,5.838066,35.703281,125.558080,4.805167,130.363247
155399,0.157352,0.155774,0.153616,0.172662,0.165361,0.149353,0.154001,0.143415,0.123848,0.127954,0.123845,0.127959,60.043040,37.324010,97.367050,5.375421,31.996055,37.371476,63.494010,31.496632,94.990642,3.420555,31.789360,35.209915,29.905820,5.846269,35.752089,125.756104,4.812040,130.568144
155599,0.157365,0.167690,0.153598,0.139803,0.165331,0.141780,0.154012,0.162140,0.123836,0.114282,0.123833,0.114274,60.120534,37.371246,97.491780,5.377018,32.040600,37.417618,63.573586,31.541461,95.115047,3.422323,31.837900,35.260223,29.936017,5.854792,35.790809,125.944054,4.819062,130.763116
155799,0.157383,0.170969,0.153615,0.166887,0.165320,0.157330,0.154050,0.183897,0.123850,0.135391,0.123848,0.135373,60.191699,37.415680,97.607379,5.378927,32.081074,37.460001,63.661295,31.583911,95.245206,3.424116,31.879042,35.303158,29.965651,5.862646,35.828297,126.125648,4.825705,130.951353
155999,0.157405,0.174434,0.153644,0.175987,0.165327,0.170858,0.154053,0.156563,0.123849,0.122719,0.123846,0.122735,60.261393,37.455994,97.717387,5.380730,32.120142,37.500871,63.731840,31.620690,95.352530,3.426024,31.917377,35.343401,29.995631,5.871068,35.866699,126.325071,4.832750,131.157820
156199,0.157421,0.170317,0.153662,0.167591,0.165303,0.146567,0.154074,0.170411,0.123861,0.132990,0.123858,0.132997,60.333062,37.497917,97.830978,5.382804,32.157958,37.540762,63.803190,31.657783,95.460973,3.443342,31.955553,35.398895,30.035622,5.879187,35.914808,126.517257,4.839564,131.356821
156399,0.157469,0.194856,0.153668,0.158935,0.165295,0.158746,0.154086,0.163342,0.123854,0.118778,0.123851,0.118777,60.419955,37.540423,97.960378,5.408570,32.196251,37.604822,63.872376,31.694975,95.567350,3.444771,31.992927,35.437698,30.064509,5.886973,35.951482,126.695992,4.846193,131.542186
156599,0.157465,0.154018,0.153680,0.163065,0.165266,0.142246,0.154112,0.174316,0.123836,0.109871,0.123834,0.109886,60.491217,37.584148,98.075365,5.410122,32.235826,37.645948,63.944543,31.733168,95.677711,3.446784,32.035660,35.482444,30.105202,5.895110,36.000312,126.891965,4.853046,131.745011
156799,0.157467,0.159464,0.153690,0.161055,0.165251,0.153533,0.154131,0.169011,0.123835,0.122679,0.123832,0.122684,60.565540,37.626574,98.192115,5.413062,32.274213,37.687275,64.032413,31.771398,95.803811,3.448731,32.074906,35.523637,30.147125,5.903664,36.050789,127.107204,4.860261,131.967465
156999,0.157483,0.169670,0.153681,0.146613,0.165233,0.151395,0.154133,0.155842,0.123816,0.108899,0.123813,0.108895,60.639049,37.671094,98.310142,5.414920,32.314400,37.729319,64.105295,31.811932,95.917227,3.450668,32.114657,35.565325,30.177067,5.911911,36.088978,127.299741,4.867226,132.166967
157199,0.157521,0.187628,0.153698,0.167172,0.165240,0.171106,0.154159,0.174129,0.123812,0.120815,0.123809,0.120826,60.709577,37.713014,98.422591,5.416837,32.352765,37.769602,64.176996,31.849617,96.026613,3.468376,32.152036,35.620411,30.223762,5.920017,36.143779,127.513315,4.874112,132.387426
157399,0.157540,0.172423,0.153691,0.148193,0.165258,0.178900,0.154168,0.161942,0.123806,0.119080,0.123803,0.119086,60.798735,37.756450,98.555185,5.443506,32.392556,37.836062,64.252563,31.888583,96.141146,3.469862,32.190596,35.660458,30.253441,5.928375,36.181816,127.713154,4.881181,132.594335
157599,0.157560,0.173515,0.153705,0.165118,0.165233,0.145858,0.154176,0.160339,0.123806,0.123598,0.123803,0.123628,60.873859,37.799400,98.673259,5.445097,32.432979,37.878076,64.328637,31.927487,96.256125,3.471827,32.229607,35.701434,30.331105,5.936736,36.267841,127.953889,4.888261,132.842151
157799,0.157566,0.161654,0.153705,0.153598,0.165216,0.151676,0.154182,0.158999,0.123782,0.105447,0.123780,0.105443,60.953160,37.845207,98.798366,5.446907,32.474986,37.921893,64.417497,31.968504,96.386001,3.474276,32.273773,35.748049,30.374040,5.945634,36.319674,128.166860,4.895644,133.062504
157999,0.157586,0.173940,0.153687,0.139005,0.165172,0.130561,0.154159,0.135824,0.123774,0.117028,0.123771,0.117037,61.028785,37.888089,98.916874,5.448830,32.514498,37.963328,64.491951,32.007095,96.499046,3.476308,32.313784,35.790092,30.405143,5.954149,36.359292,128.364365,4.902797,133.267162
158199,0.157614,0.179405,0.153693,0.158624,0.165160,0.155869,0.154187,0.176546,0.123772,0.122260,0.123769,0.122278,61.107144,37.934240,99.041384,5.450825,32.555121,38.005947,64.570052,32.047300,96.617352,3.491978,32.354136,35.846114,30.445571,5.962452,36.408023,128.557706,4.909741,133.467448
158399,0.157614,0.157869,0.153674,0.138712,0.165128,0.139597,0.154191,0.156884,0.123743,0.100566,0.123740,0.100563,61.281904,37.988827,99.270731,5.479819,32.603433,38.083253,64.657577,32.096437,96.754015,3.493684,32.404801,35.898485,30.489259,5.971785,36.461044,128.761141,4.917265,133.678406
158599,0.157648,0.184355,0.153687,0.164368,0.165142,0.176143,0.154260,0.209291,0.123752,0.131298,0.123750,0.131302,61.370320,38.037039,99.407359,5.481683,32.648673,38.130357,64.752460,32.142881,96.895340,3.496088,32.452552,35.948639,30.542204,5.981242,36.523445,128.986710,4.924882,133.911591
158799,0.157667,0.172963,0.153694,0.158946,0.165113,0.142330,0.154331,0.210519,0.123747,0.119466,0.123744,0.119459,61.445666,38.081115,99.526781,5.483596,32.689402,38.172998,64.844111,32.183872,97.027983,3.497992,32.491708,35.989700,30.584078,5.989928,36.574007,129.196205,4.932190,134.128395
158999,0.157673,0.162313,0.153698,0.156628,0.165109,0.161620,0.154328,0.151820,0.123737,0.116133,0.123735,0.116132,61.525439,38.135766,99.661205,5.485431,32.775643,38.261074,64.917718,32.227615,97.145333,3.499891,32.535317,36.035208,30.634841,5.998437,36.633278,129.405341,4.939168,134.344509
159199,0.157651,0.140421,0.153674,0.135111,0.165099,0.157481,0.154340,0.163767,0.123731,0.118639,0.123728,0.118638,61.597962,38.177912,99.775875,5.487434,32.814400,38.301834,64.990587,32.265629,97.256216,3.516773,32.573610,36.090382,30.665088,6.006806,36.671894,129.599506,4.946219,134.545726
159399,0.157670,0.172434,0.153670,0.150206,0.165089,0.157211,0.154391,0.194901,0.123749,0.138360,0.123747,0.138356,61.690345,38.222936,99.913281,5.512797,32.858269,38.371066,65.065239,32.308242,97.373481,3.518269,32.615683,36.133952,30.693930,6.014952,36.708882,129.778753,4.953026,134.731778
159599,0.157692,0.175559,0.153699,0.177016,0.165131,0.198228,0.154463,0.212001,0.123753,0.126903,0.123751,0.126901,61.770040,38.272149,100.042188,5.514466,32.903489,38.417955,65.149398,32.348861,97.498259,3.520087,32.657955,36.178042,30.748746,6.023857,36.772603,129.993541,4.960347,134.953888
159799,0.157694,0.159331,0.153703,0.156290,0.165143,0.174683,0.154477,0.165872,0.123742,0.115039,0.123740,0.115053,61.843977,38.315709,100.159686,5.516250,32.942788,38.459039,65.240587,32.387382,97.627969,3.522109,32.697479,36.219588,30.779020,6.032415,36.811435,130.187487,4.967510,135.154997
159999,0.157647,0.119895,0.153699,0.150806,0.165096,0.127652,0.154474,0.151549,0.123704,0.093204,0.123701,0.093198,61.918452,38.358485,100.276938,5.518224,32.981859,38.500084,65.314979,32.428657,97.743636,3.524163,32.736344,36.260507,30.851912,6.040796,36.892708,130.422576,4.974534,135.397110
160199,0.157595,0.115654,0.153659,0.122037,0.165073,0.146538,0.154452,0.136824,0.123656,0.084901,0.123653,0.084914,61.993740,38.403528,100.397267,5.520288,33.023974,38.544262,65.389825,32.470527,97.860352,3.543875,32.778625,36.322499,30.881114,6.049248,36.930362,130.607626,4.981456,135.589082
160399,0.157595,0.157931,0.153641,0.138873,0.165051,0.147406,0.154433,0.139952,0.123649,0.118409,0.123646,0.118397,62.078733,38.446297,100.525030,5.625735,33.061621,38.687356,65.461836,32.508427,97.970262,3.545372,32.816556,36.361929,30.930939,6.057485,36.988424,130.820959,4.988408,135.809367
160599,0.157607,0.166836,0.153631,0.145944,0.165025,0.144401,0.154477,0.189030,0.123637,0.113990,0.123634,0.113986,62.148163,38.489012,100.637174,5.627247,33.099350,38.726597,65.533667,32.545792,98.079460,3.547195,32.853729,36.400923,30.960309,6.065657,37.025966,131.017551,4.995316,136.012867
160799,0.157605,0.156157,0.153618,0.143061,0.165047,0.182852,0.154506,0.178518,0.123630,0.117844,0.123627,0.117859,62.221738,38.530768,100.752507,5.629065,33.137773,38.766838,65.626772,32.583589,98.210361,3.549088,32.892849,36.441937,31.012177,6.073950,37.086127,131.224207,5.002257,136.226464
160999,0.157597,0.151429,0.153621,0.156202,0.165036,0.156224,0.154559,0.196675,0.123643,0.134159,0.123640,0.134157,62.298779,38.575948,100.874727,5.631002,33.177602,38.808604,65.701411,32.622628,98.324039,3.551229,32.932993,36.484222,31.053741,6.082561,37.136302,131.437398,5.009466,136.446863
161199,0.157596,0.156354,0.153622,0.154064,0.164998,0.134293,0.154555,0.151152,0.123633,0.115860,0.123631,0.115879,62.373658,38.618916,100.992574,5.632954,33.217719,38.850673,65.774340,32.662091,98.436431,3.570651,32.971698,36.542348,31.083142,6.090615,37.173757,131.625694,5.016297,136.641990
161399,0.157599,0.160003,0.153612,0.145351,0.164986,0.155525,0.154580,0.174985,0.123649,0.136262,0.123646,0.136267,62.458228,38.660782,101.119010,5.648572,33.256774,38.905346,65.845024,32.701398,98.546422,3.572058,33.010933,36.582991,31.111336,6.098620,37.209956,131.803822,5.023038,136.826860
161599,0.157627,0.180892,0.153639,0.175418,0.164989,0.167276,0.154587,0.160242,0.123655,0.128586,0.123652,0.128580,62.531914,38.703087,101.235001,5.650195,33.294806,38.945001,65.920018,32.738784,98.658802,3.573843,33.048695,36.622538,31.142686,6.106891,37.249577,132.001886,5.030048,137.031935
161799,0.157620,0.151234,0.153663,0.172960,0.164966,0.145921,0.154572,0.142094,0.123651,0.120392,0.123648,0.120386,62.603077,38.744489,101.347567,5.651841,33.333239,38.985080,66.009396,32.776794,98.786189,3.575729,33.086120,36.661849,31.203882,6.115001,37.318883,132.233551,5.036945,137.270496
161999,0.157584,0.129249,0.153626,0.124209,0.164924,0.130911,0.154571,0.154100,0.123635,0.110877,0.123633,0.110884,62.678446,38.789610,101.468056,5.653793,33.374716,39.028509,66.086670,32.819690,98.906360,3.577779,33.128604,36.706383,31.277488,6.123525,37.401013,133.002579,5.044023,138.046602
162199,0.157607,0.175459,0.153620,0.148858,0.164914,0.157086,0.154558,0.144473,0.123635,0.123317,0.123632,0.123308,62.754018,38.836135,101.590154,5.655994,33.415906,39.071900,66.161238,32.859302,99.020539,3.596070,33.168662,36.764732,31.308280,6.131998,37.440279,133.196059,5.051094,138.247153
162399,0.157566,0.124743,0.153614,0.148133,0.164882,0.139095,0.154560,0.155610,0.123603,0.097500,0.123600,0.097497,62.844726,38.879535,101.724261,5.677495,33.455984,39.133479,66.237789,32.899157,99.136946,3.597633,33.208022,36.805654,31.355801,6.140615,37.496416,133.411934,5.058330,138.470264
162599,0.157524,0.123022,0.153585,0.130386,0.164844,0.133530,0.154564,0.157955,0.123572,0.098803,0.123570,0.098785,62.918538,38.921543,101.840082,5.678989,33.494816,39.173805,66.309024,32.937721,99.246745,3.599413,33.248038,36.847451,31.404057,6.148899,37.552957,133.625582,5.065328,138.690911
162799,0.157521,0.155506,0.153600,0.165890,0.164851,0.171145,0.154566,0.156076,0.123557,0.110957,0.123554,0.110948,62.992862,38.965358,101.958220,5.680717,33.534283,39.215000,66.402012,32.976528,99.378540,3.601342,33.286550,36.887892,31.446226,6.157329,37.603556,133.826722,5.072399,138.899121
162999,0.157520,0.156295,0.153602,0.155085,0.164848,0.162581,0.154596,0.179250,0.123535,0.105853,0.123532,0.105858,63.070445,39.011129,102.081574,5.682689,33.576337,39.259025,66.478848,33.018113,99.496961,3.603450,33.327321,36.930771,31.487912,6.166009,37.653921,134.028402,5.079645,139.108047
163199,0.157513,0.152248,0.153569,0.126768,0.164818,0.139915,0.154611,0.167039,0.123523,0.113966,0.123521,0.113988,63.139921,39.054080,102.194001,5.684810,33.614947,39.299757,66.549937,33.056219,99.606156,3.623137,33.365225,36.988362,31.515954,6.174019,37.689972,134.212049,5.086333,139.298382
163399,0.157562,0.197601,0.153586,0.167703,0.164823,0.169129,0.154671,0.203166,0.123513,0.115248,0.123511,0.115237,63.238367,39.102913,102.341280,5.704322,33.663411,39.367733,66.635022,33.101736,99.736758,3.624759,33.412413,37.037172,31.558072,6.183125,37.741197,134.418647,5.093755,139.512402
163599,0.157539,0.138678,0.153591,0.156971,0.164845,0.182407,0.154673,0.156260,0.123501,0.113656,0.123498,0.113657,63.315979,39.151104,102.467083,5.705744,33.712000,39.417744,66.709758,33.151818,99.861576,3.626492,33.462453,37.088945,31.599226,6.191410,37.790636,134.598803,5.100450,139.699253
163799,0.157575,0.187033,0.153606,0.166391,0.164869,0.184632,0.154706,0.181983,0.123504,0.126036,0.123502,0.126051,63.409191,39.231244,102.640435,5.707764,33.779345,39.487109,66.831842,33.214096,100.045938,3.628526,33.519232,37.147758,31.628030,6.201386,37.829416,134.761542,5.107972,139.869514
163999,0.157558,0.143659,0.153599,0.147626,0.164855,0.153801,0.154723,0.168366,0.123470,0.095272,0.123467,0.095274,63.484388,39.279680,102.764067,5.709554,33.825853,39.535407,66.907853,33.258020,100.165873,3.632126,33.563470,37.195596,31.683947,6.209899,37.893847,134.971527,5.114943,140.086471
164199,0.157563,0.161495,0.153578,0.136666,0.164862,0.170464,0.154725,0.156256,0.123465,0.119867,0.123463,0.119872,63.564985,39.329288,102.894273,5.712359,33.869617,39.581976,66.989061,33.303236,100.292297,3.674619,33.605601,37.280220,31.713763,6.218434,37.932197,135.155946,5.121960,140.277907
164399,0.157562,0.156622,0.153584,0.157930,0.164859,0.162012,0.154783,0.203130,0.123463,0.121482,0.123460,0.121481,63.657669,39.375533,103.033201,5.733303,33.913212,39.646515,67.064707,33.345156,100.409863,3.676122,33.649087,37.325208,31.781291,6.227126,38.008417,135.383628,5.129070,140.512699
164599,0.157554,0.150971,0.153555,0.130137,0.164847,0.155549,0.154801,0.169523,0.123462,0.123041,0.123460,0.123042,63.729823,39.416500,103.146324,5.734889,33.951628,39.686517,67.136743,33.383211,100.519953,3.678001,33.687312,37.365313,31.811634,6.235366,38.047000,135.584774,5.135989,140.720763
164799,0.157576,0.175682,0.153564,0.161171,0.164872,0.184847,0.154890,0.228158,0.123476,0.134546,0.123473,0.134509,63.804524,39.459811,103.264335,5.736615,33.990723,39.727338,67.233031,33.425768,100.658798,3.679981,33.726547,37.406528,31.862405,6.243632,38.106038,135.796380,5.142935,140.939316
164999,0.157596,0.174538,0.153566,0.154633,0.164862,0.157093,0.154923,0.181513,0.123458,0.108976,0.123456,0.108976,63.878196,39.502969,103.381165,5.738557,34.029895,39.768453,67.307992,33.464988,100.772980,3.682067,33.765214,37.447281,31.892205,6.252055,38.144260,135.993701,5.150049,141.143749
165199,0.157596,0.157322,0.153576,0.162457,0.164876,0.176319,0.154975,0.198307,0.123467,0.130274,0.123464,0.130269,63.951138,39.546029,103.497167,5.740542,34.068536,39.809078,67.379713,33.502942,100.882655,3.701423,33.803291,37.504714,31.938493,6.260349,38.198842,136.205708,5.157036,141.362744
165399,0.157639,0.193165,0.153557,0.137411,0.164838,0.133071,0.155005,0.179853,0.123454,0.112904,0.123451,0.112902,64.042266,39.590535,103.632801,5.759735,34.110348,39.870082,67.455224,33.548551,101.003775,3.702941,33.843248,37.546189,31.968298,6.268614,38.236912,136.394765,5.163980,141.558745
165599,0.157636,0.155360,0.153544,0.142571,0.164865,0.187720,0.155023,0.169701,0.123436,0.108608,0.123433,0.108630,64.115100,39.634795,103.749895,5.761281,34.149881,39.911162,67.529559,33.588056,101.117615,3.705235,33.882677,37.587912,32.009060,6.276753,38.285813,136.594655,5.170865,141.765520
165799,0.157626,0.149308,0.153509,0.124692,0.164869,0.168139,0.155039,0.168562,0.123405,0.097533,0.123402,0.097539,64.186900,39.677213,103.864113,5.762970,34.188189,39.951159,67.623599,33.624923,101.248523,3.707139,33.919702,37.626841,32.037833,6.284716,38.322549,136.779871,5.177560,141.957431
165999,0.157641,0.170191,0.153516,0.159457,0.164853,0.151444,0.155071,0.181505,0.123396,0.116620,0.123394,0.116637,64.258182,39.720080,103.978262,5.764716,34.228086,39.992802,67.695674,33.663019,101.358693,3.709057,33.958800,37.667858,32.077177,6.292607,38.369783,136.985636,5.184275,142.169911
166199,0.157651,0.165290,0.153497,0.138188,0.164832,0.147014,0.155027,0.118709,0.123362,0.095107,0.123360,0.095090,64.334875,39.764820,104.099695,5.766839,34.269027,40.035866,67.769129,33.708420,101.477549,3.716443,34.001254,37.717696,32.105441,6.300732,38.406173,137.168997,5.191065,142.360062
