# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_gradual5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,10055.399688,10055.399688,0.485720,0.049512,0.535232
399,8539.246306,7023.092924,0.975479,0.097431,1.072910
599,7592.245839,5698.244904,1.476441,0.146404,1.622845
799,7072.214801,5512.121687,1.981601,0.195914,2.177515
999,6797.185476,5697.068179,2.495062,0.246395,2.741458
1199,6444.608670,4681.724638,3.013864,0.297041,3.310905
1399,6389.121784,6056.200469,3.533455,0.348762,3.882217
1599,6228.047000,5100.523507,4.065780,0.400917,4.466697
1799,6103.693295,5108.863659,4.607644,0.453481,5.061125
1999,5891.325216,3980.012510,5.136683,0.505912,5.642595
2199,5741.530330,4243.581464,5.674456,0.558946,6.233403
2399,5613.353638,4203.410023,6.224942,0.612452,6.837394
2599,5473.802656,3799.190882,6.781605,0.666100,7.447705
2799,5385.766822,4241.300976,7.330734,0.719808,8.050542
2999,5362.023375,5029.615121,7.882643,0.773954,8.656598
3199,5258.102829,3699.294627,8.488229,0.828587,9.316816
3399,5209.116228,4425.330617,9.061161,0.883440,9.944601
3599,5182.071395,4722.309240,9.630454,0.938261,10.568715
3799,5077.593793,3196.996954,10.203283,0.993315,11.196598
3999,5031.653068,4158.779298,10.760031,1.048445,11.808476
4199,4985.420144,4060.761660,11.350264,1.103843,12.454107
4399,4930.343993,3773.744823,11.932277,1.159527,13.091805
4599,4871.470605,3576.256073,12.519500,1.215653,13.735153
4799,4815.950633,3538.991271,13.138390,1.271824,14.410214
4999,4795.299282,4299.666867,13.731780,1.327937,15.059717
5199,4780.935978,4421.853366,14.325409,1.384370,15.709779
5399,4744.727226,3803.299676,14.913960,1.441009,16.354969
5599,4766.294081,5348.599159,15.560707,1.497952,17.058659
5799,4755.595988,4456.049397,16.167758,1.555311,17.723069
5999,4708.646611,3347.114670,16.765813,1.612513,18.378326
6199,4660.966733,3230.570389,17.372751,1.670007,19.042758
6399,4624.298155,3487.572228,18.034909,1.727889,19.762799
6599,4605.308691,3997.645862,18.654929,1.785666,20.440595
6799,4569.775382,3397.176179,19.271320,1.843717,21.115037
6999,4539.194871,3499.457506,19.929082,1.902154,21.831236
7199,4511.414701,3539.108737,20.624212,1.961037,22.585249
7399,4478.164115,3281.143038,21.249945,2.019517,23.269462
7599,4451.866707,3478.862581,21.882365,2.078342,23.960706
7799,4423.621446,3350.301529,22.580680,2.137525,24.718206
7999,4402.729746,3587.953459,23.219784,2.196151,25.415935
8199,4380.891902,3507.378148,23.876925,2.255189,26.132115
8399,4347.269729,2968.760635,24.513012,2.314574,26.827586
8599,4295.005506,2099.908151,25.245834,2.374636,27.620470
8799,4263.320526,2900.866389,25.872354,2.434122,28.306476
8999,4248.391929,3591.533630,26.516628,2.493821,29.010448
9199,4218.749486,2884.839585,27.211143,2.553700,29.764843
9399,4201.624789,3413.888730,27.942326,2.614374,30.556700
9599,4181.918844,3255.739419,28.598001,2.674454,31.272454
9799,4170.379709,3616.501210,29.275595,2.734647,32.010242
9999,4153.784461,3340.617298,29.921624,2.795164,32.716787
10199,4130.327392,2957.473946,30.705056,2.856283,33.561339
10399,4113.554528,3258.138463,31.350513,2.916987,34.267499
10599,4100.551312,3424.384110,32.019531,2.977912,34.997444
10799,4075.186048,2730.827062,32.698206,3.038911,35.737117
10999,4074.680070,4047.357217,33.376115,3.099986,36.476101
11199,4061.480141,3335.484080,34.164082,3.161137,37.325219
11399,4034.496931,2523.437172,34.855371,3.222294,38.077665
11599,4018.396596,3100.677490,35.521605,3.283588,38.805193
11799,4001.796790,3039.008048,36.305444,3.345560,39.651004
11999,3992.226661,3427.589019,37.005870,3.407442,40.413311
12199,3980.214064,3259.458280,37.712995,3.469047,41.182043
12399,3969.160864,3294.915618,38.397736,3.530820,41.928556
12599,3947.579083,2609.508679,39.195998,3.593015,42.789013
12799,3929.568338,2794.891385,39.885959,3.655084,43.541043
12999,3906.927614,2457.921323,40.577125,3.717379,44.294505
13199,3891.500719,2888.752509,41.306921,3.779979,45.086900
13399,3879.094903,3060.311086,42.115269,3.843141,45.958410
13599,3882.063163,4080.936565,42.837187,3.905401,46.742588
13799,3861.148839,2438.974794,43.548199,3.967455,47.515654
13999,3839.461972,2343.068184,44.373769,4.030929,48.404699
14199,3837.566520,3704.884887,45.109864,4.093612,49.203476
14399,3831.387061,3392.645435,45.830514,4.156338,49.986852
14599,3818.277244,2874.370410,46.655283,4.219600,50.874882
14799,3805.720928,2889.109840,47.412570,4.283058,51.695628
