# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_abrupto2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,15800.573508,15800.573508,0.581024,0.043717,0.624741
399,13660.050428,11519.527348,0.659610,0.088116,0.747726
599,12774.281965,11002.745038,0.738299,0.134377,0.872677
799,11652.487429,8287.103822,0.815041,0.178186,0.993227
999,11023.007642,8505.088493,0.892035,0.222285,1.114320
1199,10320.564717,6808.350093,0.973161,0.266439,1.239599
1399,9778.235343,6524.259099,1.049670,0.310382,1.360051
1599,9404.737289,6790.250908,1.171017,0.354439,1.525456
1799,8790.183510,3873.753278,1.248451,0.398451,1.646903
1999,8230.360453,3191.952941,1.360150,0.442695,1.802845
2199,7675.558340,2127.537207,1.441334,0.487431,1.928765
2399,7206.301867,2044.480675,1.546255,0.532144,2.078399
2599,6800.645485,1932.768899,1.629084,0.576563,2.205647
2799,6447.738009,1859.940823,1.707409,0.621331,2.328740
2999,6169.592384,2275.553635,1.854537,0.666099,2.520636
3199,5963.506017,2872.210508,1.935314,0.710165,2.645480
3399,5807.394858,3309.616306,2.016088,0.754632,2.770719
3599,5673.976448,3405.863484,2.094199,0.799138,2.893337
3799,5531.026594,2957.929215,2.172332,0.843545,3.015877
3999,5394.781117,2806.117057,2.255601,0.887896,3.143497
4199,5268.738616,2747.888600,2.333940,0.932230,3.266170
4399,5146.666330,2583.148321,2.412157,0.976506,3.388663
4599,5037.045827,2625.394761,2.490769,1.020926,3.511696
4799,4929.612359,2458.642601,2.570256,1.065354,3.635610
4999,4874.325356,3547.437290,2.652516,1.109787,3.762303
5199,4818.864148,3432.333933,2.730407,1.154039,3.884446
5399,4767.121476,3421.812009,2.809360,1.198534,4.007894
5599,4718.088825,3394.207241,2.888527,1.242719,4.131246
5799,4647.818217,2680.241194,2.967601,1.287201,4.254802
5999,4581.219566,2649.858684,3.049804,1.331396,4.381199
6199,4520.194292,2689.436075,3.128405,1.375798,4.504203
6399,4445.102955,2117.271500,3.207673,1.419909,4.627582
6599,4403.029263,3056.671138,3.286234,1.463863,4.750097
6799,4357.748090,2863.469388,3.365001,1.508011,4.873012
6999,4307.088303,2584.655532,3.447089,1.552110,4.999199
7199,4249.236442,2224.421293,3.526485,1.596584,5.123069
7399,4217.024407,3057.391144,3.605161,1.640819,5.245980
7599,4173.892724,2578.020453,3.685202,1.685817,5.371019
7799,4130.503314,2481.705758,3.765880,1.731021,5.496900
7999,4083.071327,2233.223843,3.850638,1.776238,5.626876
8199,4049.617611,2711.468945,3.930617,1.821301,5.751918
8399,4014.552484,2576.882278,4.011163,1.866525,5.877688
8599,3969.593582,2081.319707,4.092587,1.912026,6.004613
8799,3938.160098,2586.520305,4.173942,1.957056,6.130999
8999,3902.041885,2312.840487,4.260731,2.002437,6.263167
9199,3866.915569,2286.231374,4.342048,2.047947,6.389994
9399,3835.362931,2383.941552,4.422246,2.092942,6.515188
9599,3808.480685,2545.015125,4.504122,2.138187,6.642309
9799,3779.392480,2383.158659,4.584984,2.183264,6.768249
9999,3745.895537,2104.545304,4.672487,2.228789,6.901275
10199,3710.988804,1965.652198,4.753412,2.274081,7.027493
10399,3682.919886,2251.405053,4.834954,2.319172,7.154126
10599,3667.628320,2872.466881,4.916623,2.364649,7.281271
10799,3641.469652,2255.060224,4.997874,2.409897,7.407771
10999,3623.424380,2648.979717,5.085394,2.455336,7.540730
11199,3610.200176,2882.868926,5.203750,2.500150,7.703900
11399,3602.587162,3176.258381,5.287766,2.545863,7.833629
11599,3580.084453,2297.430072,5.368745,2.591363,7.960107
11799,3555.198892,2111.836317,5.450282,2.636851,8.087133
11999,3532.826450,2212.852381,5.538033,2.682369,8.220402
12199,3511.675789,2242.636173,5.619449,2.728118,8.347567
12399,3499.392378,2750.104313,5.700321,2.773470,8.473791
12599,3489.939142,2903.838489,5.781773,2.818918,8.600691
12799,3478.340684,2747.637846,5.864647,2.864538,8.729185
12999,3468.321381,2827.085945,5.953224,2.910175,8.863399
13199,3453.427959,2485.355571,6.034582,2.955743,8.990324
13399,3435.114069,2226.397330,6.116362,3.001477,9.117839
13599,3423.091667,2617.590724,6.198640,3.046785,9.245424
13799,3411.472757,2621.386893,6.280953,3.092552,9.373505
13999,3392.518852,2084.699353,6.369244,3.138074,9.507318
14199,3375.836202,2208.050735,6.450481,3.183374,9.633854
14399,3364.038683,2526.414860,6.532928,3.229029,9.761956
14599,3357.135906,2860.135921,6.614155,3.274266,9.888421
14799,3345.082457,2465.180716,6.697024,3.319531,10.016554
14999,3328.827649,2125.971795,6.782107,3.364938,10.147045
15199,3309.111100,1830.369942,6.863666,3.410010,10.273676
15399,3289.384067,1790.129591,6.944616,3.454964,10.399580
15599,3268.690116,1675.255896,7.026268,3.500218,10.526486
15799,3255.609570,2235.326944,7.108652,3.545786,10.654438
15999,3239.001225,1926.942010,7.194363,3.590919,10.785282
16199,3220.865011,1769.967878,7.275502,3.636107,10.911609
16399,3203.727943,1815.625396,7.356946,3.681298,11.038244
16599,3187.183767,1830.561345,7.438428,3.726501,11.164929
16799,3172.708652,1971.274100,7.521044,3.771654,11.292698
16999,3161.247384,2198.500907,7.606477,3.816923,11.423399
17199,3145.445629,1802.296397,7.687600,3.862127,11.549727
17399,3131.497187,1931.931224,7.768688,3.907175,11.675864
17599,3117.285702,1880.886496,7.850819,3.952269,11.803088
17799,3103.113306,1855.942436,7.969448,3.997884,11.967332
17999,3087.023611,1655.040827,8.083704,4.043449,12.127153
18199,3074.783296,1973.154918,8.174737,4.088807,12.263544
18399,3060.531940,1763.658566,8.262465,4.134372,12.396836
18599,3052.317930,2296.628989,8.343552,4.179853,12.523405
18799,3040.543611,1945.531945,8.425000,4.225276,12.650276
18999,3027.979666,1846.968797,8.512765,4.270837,12.783602
19199,3023.535301,2601.320618,8.594677,4.316204,12.910881
19399,3014.106614,2108.952663,8.675884,4.361499,13.037383
19599,3002.103153,1837.767429,8.757472,4.406918,13.164390
19799,2991.884641,1990.470499,8.839871,4.452606,13.292477
19999,2984.255114,2228.931946,8.929184,4.497956,13.427140
20199,2975.359609,2085.809085,9.009853,4.543127,13.552980
20399,2964.740967,1892.258153,9.091247,4.588642,13.679889
20599,2956.841455,2151.091267,9.204009,4.633891,13.837900
20799,2957.179566,2992.004930,9.285782,4.679280,13.965061
20999,2953.983708,2621.614474,9.369823,4.724463,14.094286
21199,2947.840621,2302.816477,9.450512,4.769647,14.220159
21399,2945.558804,2703.686208,9.531558,4.814755,14.346313
21599,2942.109691,2573.054668,9.613610,4.859940,14.473551
21799,2934.390166,2100.681444,9.695150,4.905258,14.600407
21999,2928.243380,2258.243702,9.780675,4.950565,14.731240
22199,2924.719344,2537.075326,9.862042,4.996087,14.858129
22399,2922.439892,2669.420731,9.943769,5.041272,14.985041
22599,2914.447270,2019.273662,10.024794,5.086382,15.111176
22799,2913.657954,2824.465246,10.105808,5.131216,15.237024
22999,2915.110615,3080.713981,10.192841,5.176311,15.369152
23199,2913.001905,2670.500170,10.274395,5.221413,15.495807
23399,2906.030296,2097.323659,10.355288,5.266387,15.621675
23599,2901.069936,2320.707867,10.437043,5.311654,15.748698
23799,2896.392890,2344.501419,10.518174,5.356656,15.874830
23999,2892.839505,2469.986776,10.606607,5.401752,16.008358
24199,2886.376134,2110.771566,10.687321,5.446944,16.134265
24399,2882.854011,2456.677171,10.768153,5.492150,16.260303
24599,2878.398979,2334.885070,10.849078,5.537295,16.386373
24799,2873.762282,2303.448485,10.940082,5.582628,16.522710
24999,2870.297286,2440.637830,11.027820,5.627708,16.655527
25199,2865.550173,2272.161009,11.108632,5.672741,16.781373
25399,2862.601403,2491.056376,11.189827,5.717971,16.907798
25599,2862.572616,2858.916659,11.271953,5.763035,17.034987
25799,2857.290956,2181.238482,11.353260,5.808083,17.161344
25999,2851.849755,2149.934804,11.441233,5.853281,17.294514
26199,2848.568669,2422.027586,11.521796,5.898207,17.420003
26399,2844.067738,2254.445770,11.604036,5.943535,17.547570
26599,2840.255636,2337.058136,11.685790,5.988958,17.674748
26799,2834.285815,2040.299680,11.766937,6.033998,17.800934
26999,2829.361229,2169.466649,11.855027,6.079319,17.934346
27199,2821.116464,1708.073179,11.937253,6.124594,18.061846
27399,2819.057545,2539.044531,12.018323,6.169756,18.188079
27599,2814.432324,2180.777112,12.100547,6.215183,18.315730
27799,2809.904058,2185.003306,12.182074,6.260379,18.442453
27999,2810.196528,2850.849806,12.271419,6.305635,18.577054
28199,2804.972740,2073.642472,12.352629,6.350768,18.703397
28399,2801.608326,2327.225974,12.433301,6.395683,18.828984
28599,2796.682559,2097.223576,12.514355,6.440760,18.955115
28799,2790.136831,1854.097844,12.596577,6.485833,19.082410
28999,2786.763067,2300.940994,12.684288,6.530863,19.215151
29199,2780.516481,1874.761479,12.765483,6.575937,19.341420
29399,2778.360601,2463.602135,12.846614,6.621082,19.467696
29599,2772.358639,1890.070206,12.928963,6.666204,19.595167
29799,2768.933536,2262.018362,13.010499,6.711356,19.721855
29999,2764.250629,2066.497380,13.098791,6.756573,19.855364
30199,2762.259619,2463.608117,13.180115,6.801872,19.981987
30399,2758.507005,2191.862411,13.262043,6.846915,20.108958
30599,2753.909098,2055.027135,13.343584,6.892463,20.236047
30799,2747.377545,1748.049996,13.425202,6.937854,20.363056
30999,2742.407456,1977.013804,13.513815,6.983112,20.496928
31199,2734.669490,1535.284693,13.595896,7.028186,20.624082
31399,2729.896399,1985.294243,13.677074,7.073238,20.750312
31599,2726.172821,2141.571034,13.758395,7.118327,20.876722
31799,2722.337815,2116.406953,13.839938,7.163454,21.003391
31999,2719.037271,2194.250746,13.929209,7.208498,21.137707
32199,2716.689726,2341.082402,14.010453,7.253603,21.264056
32399,2712.115334,1975.638231,14.091479,7.298826,21.390305
32599,2705.864465,1693.223747,14.172409,7.343872,21.516281
32799,2702.993306,2234.994412,14.254978,7.389053,21.644031
32999,2699.405274,2110.968005,14.343353,7.434278,21.777632
33199,2698.040879,2472.915779,14.424755,7.479618,21.904372
33399,2694.023438,2027.128222,14.506266,7.524949,22.031215
33599,2690.964958,2180.198741,14.588558,7.570066,22.158624
33799,2689.003290,2359.443026,14.670405,7.615388,22.285793
33999,2685.168830,2037.145110,14.759021,7.660590,22.419611
34199,2681.285572,2021.131694,14.840358,7.705698,22.546056
34399,2678.686632,2234.267859,14.922538,7.750798,22.673335
34599,2675.638303,2151.325800,15.003773,7.795807,22.799580
34799,2673.430232,2291.433883,15.085582,7.840866,22.926448
34999,2669.087569,1913.464269,15.174544,7.886269,23.060814
35199,2663.640962,1710.484745,15.256509,7.931349,23.187858
35399,2659.354095,1904.865522,15.337858,7.976394,23.314252
35599,2657.067616,2252.360821,15.419294,8.021509,23.440803
35799,2653.474638,2013.924494,15.501208,8.066694,23.567903
35999,2651.227022,2248.903841,15.591533,8.112113,23.703646
36199,2648.560535,2168.592737,15.673211,8.157536,23.830747
36399,2642.357959,1519.691842,15.782020,8.203322,23.985342
36599,2635.166139,1326.254858,15.866020,8.248485,24.114506
36799,2629.492417,1591.201292,15.982643,8.293470,24.276113
36999,2623.825038,1581.027347,16.069105,8.338894,24.407999
37199,2620.979867,2094.623207,16.150225,8.384121,24.534346
37399,2614.985486,1500.030630,16.231466,8.429373,24.660839
37599,2608.384459,1373.992442,16.319406,8.474653,24.794058
37799,2603.570553,1698.556115,16.400178,8.519719,24.919897
37999,2598.705717,1679.251736,16.481404,8.564858,25.046263
38199,2593.450228,1594.907421,16.563063,8.609975,25.173038
38399,2588.869173,1713.887541,16.645577,8.655020,25.300596
38599,2588.696671,2555.576317,16.783823,8.700256,25.484078
38799,2589.371643,2719.641216,16.864611,8.745228,25.609839
38999,2593.404000,3375.681193,16.945810,8.790410,25.736219
39199,2591.958074,2310.002692,17.027916,8.835270,25.863186
39399,2589.986852,2203.627297,17.109445,8.880240,25.989685
39599,2590.132902,2618.904680,17.194310,8.925139,26.119449
39799,2591.699410,2901.868028,17.275141,8.970010,26.245151
39999,2588.101359,1872.089264,17.357343,9.015100,26.372444
40199,2586.908356,2348.307673,17.438480,9.059912,26.498393
40399,2587.541259,2714.754834,17.520271,9.104858,26.625129
40599,2587.284107,2535.339440,17.604800,9.149815,26.754615
40799,2588.292991,2793.096340,17.686384,9.194811,26.881195
40999,2586.721315,2266.099513,17.767340,9.240205,27.007545
41199,2586.300676,2500.069544,17.848130,9.285405,27.133535
41399,2584.769526,2269.352614,17.929235,9.330217,27.259453
41599,2584.924386,2616.980376,18.015111,9.375362,27.390473
41799,2582.782824,2137.337939,18.096453,9.420644,27.517097
41999,2580.704327,2146.298498,18.177290,9.465419,27.642710
42199,2578.103723,2031.976956,18.258779,9.510798,27.769577
42399,2578.346219,2629.512890,18.341582,9.556011,27.897593
42599,2576.635746,2214.015414,18.426727,9.601236,28.027962
