# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
16799,6188.865737,3913.924906,2.126368,0.390973,2.517341
16999,6154.229747,3244.806550,2.155341,0.395845,2.551187
17199,6135.023862,4502.523606,2.198273,0.400706,2.598979
17399,6119.921508,4821.119140,2.233561,0.405603,2.639164
17599,6112.591686,5474.897107,2.258313,0.410449,2.668763
17799,6090.564337,4152.157676,2.272565,0.415326,2.687891
17999,6064.814319,3773.062722,2.298026,0.420197,2.718223
18199,6038.736186,3691.704207,2.338744,0.425070,2.763814
18399,6010.251663,3418.160043,2.353038,0.429954,2.782992
18599,5985.375093,3696.730670,2.411047,0.434848,2.845895
18799,5962.637662,3848.056549,2.424965,0.439705,2.864670
18999,5941.440146,3948.873686,2.446341,0.444584,2.890925
19199,5922.371131,4110.814728,2.460406,0.449451,2.909858
19399,5905.129902,4249.971855,2.489984,0.454352,2.944336
19599,5891.023077,4522.661025,2.513398,0.459238,2.972636
19799,5876.776218,4480.584036,2.535147,0.464161,2.999309
19999,5862.241103,4423.264736,2.590331,0.469193,3.059523
20199,5845.122541,4133.266325,2.634823,0.474119,3.108942
20399,5832.446093,4552.124893,2.649102,0.479055,3.128157
20599,5819.485163,4497.470299,2.663071,0.483945,3.147016
20799,5795.198652,3293.688034,2.677615,0.488819,3.166434
20999,5773.529889,3519.978535,2.707052,0.493721,3.200774
21199,5750.655197,3348.812486,2.728694,0.498652,3.227346
21399,5740.695957,4685.016585,2.756784,0.503561,3.260345
21599,5723.303724,3862.334777,2.778639,0.508493,3.287132
21799,5705.436811,3775.810147,2.793115,0.513410,3.306525
21999,5686.671171,3641.216455,2.816061,0.518314,3.334375
22199,5671.071720,3955.132061,2.830839,0.523246,3.354085
22399,5649.957548,3306.284466,2.845636,0.528189,3.373825
22599,5629.609372,3350.613746,2.860879,0.533161,3.394041
22799,5613.659123,3811.280978,2.875772,0.538118,3.413890
22999,5602.016773,4274.788888,2.941805,0.543116,3.484921
23199,5588.677463,4054.656809,2.971422,0.548061,3.519484
23399,5575.861934,4089.260511,2.998499,0.553011,3.551509
23599,5565.403127,4341.722730,3.067388,0.558021,3.625409
23799,5549.015901,3615.323278,3.081041,0.562945,3.643985
23999,5536.342463,4028.203316,3.112075,0.567865,3.679940
24199,5528.081862,4536.809714,3.126097,0.572821,3.698918
24399,5513.476796,3746.263781,3.140779,0.577773,3.718552
24599,5496.720544,3452.457879,3.155305,0.582714,3.738018
24799,5485.863251,4150.416116,3.207734,0.587746,3.795481
24999,5472.889678,3864.166679,3.222757,0.592680,3.815437
25199,5460.531869,3915.805742,3.238131,0.597650,3.835781
25399,5445.907303,3603.211989,3.267060,0.602618,3.869677
25599,5434.510119,3987.067755,3.316039,0.607585,3.923624
25799,5419.983163,3560.532760,3.330556,0.612531,3.943087
25999,5403.980986,3339.700170,3.352299,0.617484,3.969782
26199,5394.070285,4105.679124,3.382174,0.622451,4.004625
26399,5383.767893,4034.154564,3.411715,0.627394,4.039110
26599,5374.783831,4188.887679,3.442334,0.632364,4.074698
26799,5358.648095,3212.595253,3.456883,0.637309,4.094192
26999,5340.814176,2951.068908,3.500069,0.642267,4.142336
27199,5331.123053,4022.821519,3.543772,0.647229,4.191000
27399,5318.290904,3573.118659,3.573648,0.652207,4.225855
27599,5301.705234,3029.468347,3.588875,0.657151,4.246026
27799,5290.619325,3760.764001,3.610752,0.662109,4.272861
27999,5280.920060,3932.722162,3.626238,0.667064,4.293303
28199,5268.335208,3506.455987,3.641401,0.672020,4.313421
28399,5256.093213,3529.971799,3.678609,0.677010,4.355620
28599,5244.379416,3581.020286,3.693715,0.681980,4.375696
28799,5233.228862,3638.699614,3.747631,0.686955,4.434586
28999,5219.908189,3301.731379,3.762403,0.691916,4.454320
29199,5211.064249,3928.692948,3.777920,0.696863,4.474783
29399,5200.445162,3650.058355,3.815677,0.701828,4.517506
29599,5185.358972,2967.689064,3.837782,0.706809,4.544590
29799,5181.276513,4577.072643,3.895212,0.711852,4.607064
29999,5168.813565,3311.834255,3.910528,0.716851,4.627379
30199,5158.387129,3594.421733,3.952458,0.721873,4.674331
30399,5151.890610,4170.916211,3.980362,0.726882,4.707244
30599,5147.820668,4529.189536,3.995577,0.731901,4.727478
30799,5137.060624,3490.773959,4.010410,0.736894,4.747304
30999,5123.264727,2998.696474,4.025435,0.741907,4.767342
31199,5111.533956,3293.264492,4.057865,0.746958,4.804823
31399,5099.958826,3294.238523,4.080417,0.751986,4.832403
31599,5095.213644,4350.220040,4.116712,0.757003,4.873715
31799,5085.126004,3491.278992,4.145646,0.762009,4.907655
31999,5076.824341,3756.859904,4.186608,0.767057,4.953665
32199,5070.354327,4035.152116,4.215619,0.772084,4.987703
32399,5060.023023,3396.683076,4.230867,0.777085,5.007952
32599,5049.405548,3329.374507,4.258021,0.782097,5.040118
32799,5036.602566,2949.716564,4.272942,0.787085,5.060027
32999,5026.210895,3321.976757,4.288733,0.792091,5.080824
33199,5016.360695,3391.077772,4.311001,0.797101,5.108102
33399,5009.806726,3921.847888,4.358028,0.802153,5.160182
33599,5005.690424,4318.267924,4.380075,0.807188,5.187263
33799,4999.763412,4004.025521,4.395323,0.812212,5.207535
33999,4990.733029,3464.598226,4.410265,0.817238,5.227504
34199,4982.508434,3584.327266,4.438182,0.822290,5.260472
34399,4970.403833,2900.517095,4.473777,0.827342,5.301119
34599,4959.428895,3071.739616,4.488760,0.832394,5.321155
34799,4954.291036,4065.441350,4.572076,0.837502,5.409578
34999,4943.217485,3016.419660,4.594379,0.842564,5.436942
35199,4933.984203,3318.159795,4.620101,0.847629,5.467730
35399,4932.103430,4601.087392,4.635019,0.852664,5.487683
35599,4924.817372,3635.185125,4.650614,0.857679,5.508293
35799,4918.021451,3708.347478,4.691864,0.862744,5.554607
35999,4912.164650,3863.797304,4.735609,0.867811,5.603420
36199,4903.519068,3347.314298,4.750513,0.872846,5.623359
36399,4892.824527,2957.112676,4.765265,0.877881,5.643146
36599,4883.191386,3129.959597,4.780970,0.882921,5.663891
36799,4875.974180,3555.225518,4.796286,0.887976,5.684262
36999,4870.983445,3952.688287,4.827544,0.893039,5.720583
37199,4865.852241,3916.579459,4.857243,0.898111,5.755354
37399,4861.265148,4008.065777,4.889791,0.903227,5.793019
37599,4855.561795,3789.034784,4.916135,0.908299,5.824434
37799,4848.289355,3481.070660,4.947322,0.913397,5.860720
37999,4841.072886,3477.160285,4.962397,0.918455,5.880852
38199,4830.900025,2898.056329,4.978359,0.923516,5.901874
38399,4822.924223,3299.546068,5.002049,0.928585,5.930635
38599,4815.248510,3341.511640,5.024750,0.933648,5.958398
38799,4807.095852,3233.632978,5.041080,0.938740,5.979820
38999,4806.053171,4603.772954,5.064187,0.943828,6.008015
39199,4798.034761,3234.444857,5.087765,0.948928,6.036693
39399,4791.418127,3494.557752,5.103378,0.953993,6.057371
39599,4783.630939,3249.554979,5.169134,0.959167,6.128301
39799,4776.844270,3433.083721,5.185375,0.964256,6.149630
39999,4768.131244,3034.239174,5.202046,0.969319,6.171365
40199,4762.543677,3645.030331,5.218303,0.974384,6.192687
40399,4757.676077,3779.288506,5.268377,0.979485,6.247862
40599,4747.920615,2777.317225,5.306632,0.984583,6.291215
40799,4740.748692,3284.848304,5.322378,0.989642,6.312019
40999,4733.999772,3357.219988,5.339057,0.994738,6.333795
41199,4726.240176,3135.523032,5.354977,0.999825,6.354802
41399,4719.173503,3263.439027,5.379865,1.004928,6.384792
41599,4714.297778,3705.022687,5.410619,1.010052,6.420672
41799,4707.302536,3252.292157,5.427475,1.015172,6.442647
41999,4697.891485,2730.981747,5.443576,1.020277,6.463853
42199,4691.223545,3290.956090,5.460688,1.025434,6.486122
42399,4686.325537,3652.846026,5.501035,1.030560,6.531594
42599,4675.733494,2430.220290,5.518016,1.035680,6.553696
42799,4667.444594,2901.908827,5.534484,1.040770,6.575255
42999,4659.919653,3049.582343,5.551406,1.045879,6.597284
43199,4651.829197,2912.381188,5.596986,1.051004,6.647990
43399,4646.227055,3436.164315,5.640292,1.056144,6.696436
43599,4636.750959,2580.438199,5.673046,1.061286,6.734332
43799,4627.742440,2663.885157,5.689651,1.066386,6.756037
43999,4621.188568,3185.890730,5.720053,1.071540,6.791593
44199,4617.743746,3859.882779,5.746093,1.076640,6.822732
44399,4612.008875,3344.602598,5.832234,1.081869,6.914103
