# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegRD] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegRD_incremental3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegRD],current_mse_[AXGBRegRD],training_time_[AXGBRegRD],testing_time_[AXGBRegRD],total_running_time_[AXGBRegRD]
199,0.213540,0.213540,0.597557,0.043667,0.641224
399,0.196166,0.178792,0.676059,0.088057,0.764116
599,0.186889,0.168334,0.754812,0.132092,0.886904
799,0.173945,0.135113,0.831690,0.175954,1.007643
999,0.171154,0.159990,0.908651,0.220065,1.128716
1199,0.162275,0.117884,0.989811,0.264046,1.253858
1399,0.163358,0.169853,1.066609,0.308112,1.374721
1599,0.162406,0.155739,1.144313,0.352205,1.496518
1799,0.162393,0.162292,1.221659,0.396225,1.617884
1999,0.161084,0.149304,1.299129,0.440193,1.739322
2199,0.161533,0.166020,1.381751,0.484068,1.865819
2399,0.160873,0.153610,1.459444,0.527929,1.987373
2599,0.160908,0.161329,1.537085,0.572106,2.109192
2799,0.160365,0.153311,1.614883,0.616359,2.231242
2999,0.161698,0.180365,1.692661,0.660318,2.352978
3199,0.159524,0.126913,1.776251,0.704154,2.480405
3399,0.158164,0.136406,1.853365,0.747916,2.601281
3599,0.159361,0.179711,1.931250,0.791967,2.723217
3799,0.159082,0.154059,2.009166,0.836118,2.845283
3999,0.157986,0.137153,2.087961,0.880226,2.968186
4199,0.158251,0.163564,2.171666,0.924389,3.096056
4399,0.157137,0.133733,2.249240,0.968400,3.217640
4599,0.156860,0.150756,2.327086,1.012648,3.339734
4799,0.156672,0.152362,2.405929,1.056728,3.462657
4999,0.155753,0.133699,2.485678,1.100979,3.586658
5199,0.155447,0.147799,2.569354,1.145104,3.714458
5399,0.154822,0.138555,2.647003,1.189043,3.836046
5599,0.154387,0.142645,2.726183,1.233141,3.959324
5799,0.154236,0.150021,2.804175,1.277144,4.081319
5999,0.154477,0.161473,2.882817,1.321184,4.204002
6199,0.154822,0.165165,2.967191,1.365553,4.332744
6399,0.154373,0.140446,3.047299,1.410548,4.457846
6599,0.153618,0.129470,3.127101,1.455764,4.582865
6799,0.153511,0.149975,3.206610,1.500772,4.707381
6999,0.153448,0.151307,3.286648,1.545743,4.832391
7199,0.153131,0.142016,3.372971,1.590468,4.963439
7399,0.153042,0.149833,3.451917,1.635163,5.087080
7599,0.152964,0.150099,3.531356,1.679982,5.211338
7799,0.153325,0.167053,3.610565,1.724486,5.335051
7999,0.154026,0.181364,3.690629,1.769027,5.459656
8199,0.153814,0.145314,3.776606,1.814018,5.590625
8399,0.154010,0.162041,3.858507,1.859158,5.717665
8599,0.154018,0.154375,3.938240,1.904429,5.842670
8799,0.153626,0.136741,4.018798,1.949263,5.968061
8999,0.153335,0.140548,4.099024,1.994260,6.093284
9199,0.153381,0.155470,4.185338,2.039350,6.224688
9399,0.153523,0.160056,4.264723,2.084117,6.348839
9599,0.153550,0.154788,4.345294,2.128990,6.474284
9799,0.152677,0.110767,4.425115,2.173751,6.598866
9999,0.152467,0.142173,4.505792,2.218957,6.724749
10199,0.152687,0.163727,4.591960,2.263997,6.855957
10399,0.152630,0.149681,4.672192,2.308755,6.980947
10599,0.151969,0.117646,4.752123,2.353750,7.105873
10799,0.152232,0.166122,4.832029,2.398552,7.230580
10999,0.152229,0.152108,4.911892,2.443298,7.355190
11199,0.152171,0.148991,4.998936,2.488161,7.487098
11399,0.152510,0.171475,5.078417,2.532927,7.611344
11599,0.151975,0.121501,5.158061,2.577679,7.735740
11799,0.151815,0.142491,5.238264,2.622544,7.860808
11999,0.151542,0.135472,5.319191,2.667292,7.986482
12199,0.151434,0.144960,5.405568,2.712257,8.117825
12399,0.151353,0.146365,5.485342,2.757154,8.242496
12599,0.151322,0.149437,5.565052,2.802032,8.367083
12799,0.151522,0.164124,5.645934,2.846785,8.492719
12999,0.151848,0.172700,5.726464,2.891787,8.618251
13199,0.151157,0.106265,5.812792,2.936730,8.749523
13399,0.151054,0.144220,5.892621,2.981501,8.874122
13599,0.151000,0.147394,5.973641,3.026570,9.000211
13799,0.151018,0.152205,6.054326,3.071776,9.126102
13999,0.150660,0.126000,6.134881,3.116843,9.251724
14199,0.150977,0.173125,6.221588,3.161918,9.383507
14399,0.150811,0.139079,6.302429,3.206885,9.509314
14599,0.150808,0.150558,6.382658,3.252004,9.634662
14799,0.150618,0.136741,6.463297,3.297215,9.760512
14999,0.151070,0.184512,6.544146,3.342569,9.886715
15199,0.151389,0.175345,6.631566,3.387486,10.019052
15399,0.151117,0.130437,6.711327,3.432267,10.143594
15599,0.150968,0.139482,6.793024,3.477049,10.270073
15799,0.150714,0.130914,6.873478,3.521970,10.395447
15999,0.150782,0.156130,6.954763,3.566752,10.521515
16199,0.150650,0.140098,7.071552,3.611843,10.683395
16399,0.150473,0.136129,7.151918,3.656870,10.808788
16599,0.150145,0.123304,7.232002,3.701780,10.933782
16799,0.150157,0.151116,7.313278,3.746701,11.059979
16999,0.150126,0.147509,7.393970,3.791689,11.185659
17199,0.150283,0.163639,7.480478,3.836848,11.317326
17399,0.150180,0.141313,7.560773,3.881837,11.442610
17599,0.149921,0.127448,7.642138,3.926841,11.568979
17799,0.149685,0.128893,7.723032,3.971934,11.694966
17999,0.149550,0.137519,7.804077,4.017004,11.821081
18199,0.149471,0.142379,7.891545,4.062391,11.953936
18399,0.149548,0.156549,7.973577,4.107597,12.081174
18599,0.149478,0.143046,8.054324,4.152876,12.207200
18799,0.149807,0.180405,8.134946,4.197938,12.332884
18999,0.149565,0.126804,8.216222,4.243253,12.459475
19199,0.149478,0.141170,8.304217,4.288379,12.592596
19399,0.149453,0.147059,8.384529,4.333288,12.717817
19599,0.149807,0.184156,8.465558,4.378657,12.844216
19799,0.149866,0.155636,8.546183,4.423892,12.970075
19999,0.149763,0.139589,8.628081,4.468811,13.096892
20199,0.149793,0.152771,8.715422,4.514033,13.229455
20399,0.149595,0.129635,8.796102,4.559131,13.355233
20599,0.149427,0.132273,8.876837,4.604396,13.481233
20799,0.149418,0.148548,8.958034,4.649372,13.607406
20999,0.149291,0.136028,9.038806,4.694586,13.733392
21199,0.149262,0.146259,9.125792,4.739772,13.865565
21399,0.149270,0.150109,9.206449,4.784889,13.991339
21599,0.149165,0.137909,9.287781,4.829991,14.117772
21799,0.149325,0.166626,9.368260,4.875207,14.243467
21999,0.149597,0.179169,9.449044,4.920323,14.369367
22199,0.149905,0.183791,9.536779,4.965824,14.502603
22399,0.149682,0.125004,9.618507,5.011102,14.629608
22599,0.149563,0.136179,9.700004,5.056658,14.756662
22799,0.149435,0.135003,9.781049,5.102103,14.883152
22999,0.149612,0.169765,9.862268,5.147523,15.009791
23199,0.149456,0.131528,9.950988,5.193038,15.144026
23399,0.149619,0.168528,10.031524,5.238213,15.269738
23599,0.149594,0.146678,10.112522,5.283575,15.396097
23799,0.149869,0.182290,10.193553,5.328922,15.522475
23999,0.150112,0.178997,10.275610,5.373922,15.649532
24199,0.150380,0.182579,10.363323,5.419212,15.782535
24399,0.150514,0.166711,10.444037,5.464315,15.908351
24599,0.150371,0.132929,10.525060,5.509634,16.034693
24799,0.150275,0.138524,10.606797,5.554887,16.161684
24999,0.150246,0.146683,10.687809,5.600040,16.287849
25199,0.150318,0.159304,10.790138,5.653321,16.443459
25399,0.150344,0.153532,10.869147,5.697699,16.566846
25599,0.150293,0.143890,10.949161,5.741869,16.691030
25799,0.149910,0.100869,11.028039,5.786123,16.814162
25999,0.150026,0.164930,11.107280,5.830190,16.937470
26199,0.149673,0.103892,11.192921,5.874236,17.067157
26399,0.149617,0.142162,11.272938,5.918502,17.191440
26599,0.149679,0.157978,11.352777,5.963191,17.315968
26799,0.149737,0.157415,11.433291,6.008097,17.441388
26999,0.149759,0.152674,11.513798,6.052911,17.566710
27199,0.149726,0.145318,11.602231,6.097953,17.700183
27399,0.149795,0.159157,11.682395,6.142741,17.825136
27599,0.149690,0.135315,11.763042,6.188012,17.951054
27799,0.149714,0.152949,11.843797,6.233169,18.076966
27999,0.150042,0.195645,11.925784,6.278241,18.204025
28199,0.149994,0.143313,12.013700,6.323587,18.337288
28399,0.149982,0.148288,12.094332,6.368472,18.462804
28599,0.149950,0.145424,12.174967,6.413357,18.588325
28799,0.149908,0.143855,12.256518,6.458334,18.714852
28999,0.149785,0.132082,12.337049,6.503105,18.840155
29199,0.149827,0.155891,12.424734,6.548118,18.972851
29399,0.149915,0.162848,12.504813,6.592895,19.097708
29599,0.149746,0.124926,12.586275,6.637751,19.224026
29799,0.149644,0.134444,12.667080,6.682786,19.349865
29999,0.149567,0.138210,12.747528,6.727455,19.474983
30199,0.149543,0.145881,12.835104,6.772376,19.607480
30399,0.149733,0.178420,12.916625,6.817456,19.734081
30599,0.149800,0.159955,12.997205,6.862506,19.859711
30799,0.149940,0.171328,13.078260,6.907756,19.986016
30999,0.150023,0.162854,13.159327,6.952866,20.112193
31199,0.150104,0.162731,13.248529,6.998124,20.246653
31399,0.150295,0.179997,13.329203,7.043336,20.372539
31599,0.150398,0.166677,13.409837,7.088445,20.498283
31799,0.150296,0.134026,13.490872,7.133555,20.624426
31999,0.150394,0.165988,13.572883,7.178713,20.751596
32199,0.150271,0.130633,13.690237,7.223778,20.914015
32399,0.150132,0.127818,13.770673,7.268659,21.039332
32599,0.150074,0.140589,13.850746,7.313329,21.164075
32799,0.150139,0.160843,13.932445,7.358111,21.290557
32999,0.150166,0.154601,14.012968,7.402922,21.415891
33199,0.150105,0.140015,14.099024,7.447833,21.546856
33399,0.150136,0.155251,14.178776,7.492493,21.671269
33599,0.150002,0.127649,14.259604,7.537037,21.796641
33799,0.149947,0.140752,14.339801,7.581699,21.921499
33999,0.149748,0.116100,14.420093,7.626229,22.046322
34199,0.149878,0.171865,14.507104,7.671093,22.178197
34399,0.149861,0.147075,14.588086,7.715827,22.303913
34599,0.149667,0.116140,14.668203,7.760451,22.428654
34799,0.149579,0.134356,14.748951,7.805144,22.554095
34999,0.149618,0.156440,14.829289,7.849893,22.679181
35199,0.149708,0.165507,14.916917,7.894611,22.811529
35399,0.149661,0.141411,14.997132,7.939430,22.936562
35599,0.149525,0.125350,15.077239,7.984078,23.061317
35799,0.149479,0.141415,15.158062,8.028891,23.186953
35999,0.149245,0.107314,15.239491,8.073580,23.313071
36199,0.149218,0.144415,15.326806,8.118632,23.445437
36399,0.149129,0.133000,15.406902,8.163318,23.570220
36599,0.149063,0.137083,15.488040,8.208309,23.696349
36799,0.149189,0.172234,15.569697,8.253047,23.822744
36999,0.149237,0.157948,15.650431,8.297909,23.948340
37199,0.149198,0.142127,15.738056,8.343111,24.081167
37399,0.149164,0.142694,15.818219,8.387926,24.206146
37599,0.149075,0.132550,15.899808,8.433051,24.332859
37799,0.148950,0.125457,15.980320,8.477790,24.458110
37999,0.148993,0.157009,16.061218,8.522621,24.583839
38199,0.148865,0.124590,16.148171,8.567505,24.715676
38399,0.148954,0.165972,16.229543,8.612357,24.841900
38599,0.148831,0.125212,16.310430,8.657684,24.968114
38799,0.149141,0.208976,16.391412,8.702543,25.093955
38999,0.149308,0.181673,16.472290,8.747331,25.219621
39199,0.149441,0.175429,16.560696,8.792137,25.352833
39399,0.149564,0.173623,16.641118,8.836902,25.478020
39599,0.149578,0.152412,16.721627,8.881545,25.603172
39799,0.149435,0.121004,16.802577,8.926495,25.729072
39999,0.149464,0.155279,16.884907,8.971491,25.856398
40199,0.149535,0.163693,16.972732,9.016513,25.989245
40399,0.149618,0.166452,17.053351,9.061376,26.114727
40599,0.149536,0.132916,17.133752,9.106081,26.239833
40799,0.149558,0.153930,17.215626,9.150844,26.366470
40999,0.149630,0.164337,17.296537,9.195636,26.492173
41199,0.149694,0.162775,17.383921,9.240594,26.624516
41399,0.149751,0.161470,17.464118,9.285418,26.749536
41599,0.149767,0.153151,17.545125,9.330194,26.875319
41799,0.149721,0.140219,17.625993,9.375296,27.001289
41999,0.149737,0.153114,17.707059,9.420269,27.127328
42199,0.149702,0.142361,17.795230,9.465801,27.261031
42399,0.149568,0.121203,17.876344,9.510701,27.387045
42599,0.149599,0.156201,17.956787,9.555653,27.512440
42799,0.149612,0.152456,18.037414,9.600510,27.637923
42999,0.149615,0.150209,18.118792,9.645797,27.764589
43199,0.149650,0.157103,18.207130,9.690759,27.897889
43399,0.149788,0.179656,18.287563,9.735705,28.023269
43599,0.149748,0.141056,18.368335,9.780854,28.149188
43799,0.149758,0.151841,18.449111,9.825832,28.274943
43999,0.149780,0.154596,18.530848,9.870669,28.401517
44199,0.149926,0.182202,18.618410,9.915697,28.534106
44399,0.149907,0.145703,18.698766,9.960468,28.659234
44599,0.149853,0.137895,18.779458,10.005489,28.784947
44799,0.149905,0.161488,18.861445,10.050461,28.911906
44999,0.149834,0.133880,18.942328,10.095219,29.037546
45199,0.149778,0.137135,19.030030,10.140268,29.170298
45399,0.149936,0.185628,19.110073,10.185005,29.295077
45599,0.149906,0.143089,19.191254,10.229761,29.421015
45799,0.149988,0.168605,19.271835,10.274617,29.546452
45999,0.149943,0.139639,19.352779,10.319468,29.672248
46199,0.149971,0.156581,19.440780,10.364491,29.805271
46399,0.150055,0.169461,19.522325,10.409486,29.931811
46599,0.150111,0.163118,19.602962,10.454266,30.057228
46799,0.150186,0.167619,19.683579,10.506751,30.190330
46999,0.150228,0.160028,19.764587,10.551498,30.316085
47199,0.150259,0.157599,19.853620,10.596435,30.450055
47399,0.150209,0.138452,19.933938,10.641096,30.575034
47599,0.150346,0.182798,20.014947,10.686200,30.701147
47799,0.150443,0.173454,20.095958,10.731086,30.827044
47999,0.150400,0.140203,20.177938,10.775858,30.953795
48199,0.150533,0.182250,20.295998,10.820863,31.116860
48399,0.150497,0.141837,20.376668,10.865925,31.242593
48599,0.150464,0.142595,20.457387,10.910769,31.368156
48799,0.150434,0.143191,20.539718,10.955856,31.495574
48999,0.150324,0.123379,20.621068,11.000873,31.621941
49199,0.150268,0.136654,20.707980,11.045632,31.753612
49399,0.150306,0.159545,20.787886,11.090155,31.878041
49599,0.150361,0.164009,20.869000,11.134703,32.003703
49799,0.150409,0.162364,20.949521,11.179384,32.128905
49999,0.150277,0.117352,21.030384,11.224072,32.254456
50199,0.150221,0.136095,21.117287,11.268670,32.385957
50399,0.150253,0.158476,21.198294,11.313231,32.511525
50599,0.150300,0.162124,21.278785,11.357983,32.636767
50799,0.150169,0.116943,21.359890,11.402867,32.762757
50999,0.150190,0.155427,21.440661,11.447456,32.888117
51199,0.150260,0.168155,21.528829,11.492178,33.021006
51399,0.150139,0.119305,21.608869,11.536812,33.145681
51599,0.150109,0.142390,21.689200,11.581562,33.270763
51799,0.150153,0.161356,21.769871,11.626280,33.396152
51999,0.150111,0.139277,21.852170,11.671291,33.523461
52199,0.150023,0.127223,21.939587,11.716320,33.655907
52399,0.150010,0.146464,22.019857,11.760945,33.780802
52599,0.150059,0.163097,22.100804,11.805915,33.906718
52799,0.149967,0.125575,22.182774,11.850755,34.033529
52999,0.150005,0.160059,22.263950,11.895468,34.159418
53199,0.149978,0.142940,22.352266,11.940552,34.292818
53399,0.149876,0.122615,22.432745,11.985489,34.418234
53599,0.149792,0.127588,22.514313,12.030369,34.544683
53799,0.149815,0.155938,22.595278,12.075314,34.670592
53999,0.149800,0.145714,22.676494,12.120458,34.796952
54199,0.149853,0.164014,22.764139,12.165389,34.929528
54399,0.149762,0.125342,22.845432,12.209986,35.055418
54599,0.149729,0.140532,22.926200,12.254742,35.180942
54799,0.149652,0.128634,23.006937,12.299501,35.306438
54999,0.149657,0.151037,23.087823,12.344194,35.432017
55199,0.149669,0.153003,23.176834,12.389210,35.566044
55399,0.149737,0.168636,23.257573,12.434189,35.691763
55599,0.149733,0.148402,23.338615,12.479235,35.817849
55799,0.149725,0.147582,23.419678,12.524241,35.943919
55999,0.149700,0.142785,23.501673,12.568960,36.070632
56199,0.149726,0.156947,23.589395,12.613775,36.203170
56399,0.149728,0.150439,23.669949,12.658462,36.328411
56599,0.149723,0.148315,23.751193,12.703440,36.454633
56799,0.149617,0.119568,23.833222,12.748148,36.581370
56999,0.149635,0.154578,23.914436,12.792930,36.707366
57199,0.149550,0.125458,24.002627,12.837828,36.840455
