# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,15800.573508,15800.573508,0.535202,0.042248,0.577450
399,13660.050428,11519.527348,0.539120,0.084076,0.623196
599,12774.281965,11002.745038,0.543247,0.125997,0.669244
799,11652.487429,8287.103822,0.545330,0.167674,0.713003
999,11023.007642,8505.088493,0.547529,0.209308,0.756837
1199,10320.564717,6808.350093,0.553779,0.250926,0.804705
1399,9778.235343,6524.259099,0.555916,0.292459,0.848375
1599,9547.115465,7929.276319,0.558146,0.333889,0.892035
1799,9358.014126,7845.203409,0.560488,0.375291,0.935779
1999,9146.864857,7246.521439,0.562959,0.416763,0.979722
2199,8788.276262,5202.390316,0.570269,0.458400,1.028669
2399,8512.867211,5483.367650,0.572425,0.499882,1.072307
2599,8246.842787,5054.549701,0.574656,0.541375,1.116031
2799,8122.678558,6508.543572,0.577005,0.582903,1.159908
2999,8024.799771,6654.496759,0.579453,0.624576,1.204029
3199,7805.629682,4518.078343,0.586918,0.666439,1.253357
3399,7651.122892,5179.014247,0.589056,0.707927,1.296983
3599,7572.437540,6234.786572,0.591303,0.749412,1.340714
3799,7417.161318,4622.189308,0.593662,0.791066,1.384728
3999,7293.982969,4953.594344,0.596147,0.832544,1.428691
4199,7175.138798,4798.255380,0.603430,0.874047,1.477477
4399,7041.286359,4230.385139,0.605554,0.915460,1.521013
4599,6939.151929,4692.194473,0.607797,0.956916,1.564713
4799,6798.563306,3565.024977,0.610143,0.998475,1.608618
4999,6699.296321,4316.888665,0.612605,1.040025,1.652630
5199,6596.164115,4017.858971,0.620072,1.081890,1.701962
5399,6493.821962,3832.925987,0.622221,1.123839,1.746060
5599,6434.594895,4835.464090,0.624502,1.165806,1.790308
5799,6367.013934,4474.747012,0.626861,1.207708,1.834569
5999,6277.404336,3678.725998,0.629347,1.249646,1.878993
6199,6184.536973,3398.516088,0.636802,1.291378,1.928180
6399,6095.810579,3345.292361,0.638919,1.332945,1.971864
6599,6006.069402,3134.351740,0.641172,1.374541,2.015713
6799,5923.010026,3182.050609,0.643576,1.416517,2.060093
6999,5852.569240,3457.582520,0.646049,1.458231,2.104279
7199,5772.002240,2952.157260,0.653702,1.499988,2.153689
7399,5706.735060,3357.116578,0.655842,1.541468,2.197309
7599,5644.443671,3339.662269,0.658107,1.583098,2.241205
7799,5580.819239,3163.090829,0.660475,1.624770,2.285245
7999,5534.119695,3712.837491,0.662955,1.666534,2.329489
8199,5468.420431,2840.449856,0.670567,1.708292,2.378859
8399,5408.545365,2953.667639,0.672689,1.749751,2.422441
8599,5339.326231,2432.122622,0.674946,1.791384,2.466329
8799,5287.341566,3052.000967,0.677308,1.833103,2.510411
8999,5236.879845,3016.564118,0.679777,1.874725,2.554502
9199,5172.470721,2274.060141,0.687441,1.916610,2.604051
9399,5123.518969,2871.738382,0.689573,1.958628,2.648201
9599,5069.222208,2517.274428,0.691838,2.000633,2.692471
9799,5038.603634,3568.912096,0.694213,2.043970,2.738183
9999,4989.280271,2572.435500,0.696704,2.086073,2.782777
10199,4943.686545,2664.000230,0.704233,2.127830,2.832063
10399,4903.024433,2829.256731,0.706364,2.169450,2.875814
10599,4857.585201,2494.745119,0.708604,2.211086,2.919690
10799,4807.818526,2170.184771,0.711009,2.252836,2.963845
10999,4769.882080,2721.313954,0.713508,2.294549,3.008056
11199,4732.447497,2673.545468,0.721210,2.336147,3.057357
11399,4685.773836,2072.048822,0.723354,2.377894,3.101248
11599,4655.550127,2932.798686,0.725587,2.419507,3.145094
11799,4616.475790,2350.164271,0.727946,2.461106,3.189052
11999,4581.258328,2503.428049,0.730459,2.503239,3.233699
12199,4541.829090,2176.074831,0.738420,2.545613,3.284033
12399,4509.447535,2534.172638,0.740599,2.588059,3.328658
12599,4476.224628,2416.404420,0.742881,2.630454,3.373335
12799,4445.118580,2485.437578,0.745288,2.672735,3.418023
12999,4413.181482,2369.207169,0.747809,2.715100,3.462909
13199,4380.225866,2238.110836,0.755766,2.757592,3.513358
13399,4348.129513,2229.770245,0.757945,2.800051,3.557997
13599,4321.141849,2512.968361,0.760218,2.842460,3.602678
13799,4289.601183,2144.835867,0.762636,2.885044,3.647680
13999,4257.832234,2065.774747,0.765174,2.927749,3.692923
14199,4227.172309,2080.977574,0.773121,2.970376,3.743497
14399,4194.950234,1907.182888,0.775342,3.013499,3.788841
14599,4168.709749,2279.394836,0.777629,3.056099,3.833729
14799,4137.828354,1883.486566,0.780027,3.098571,3.878599
14999,4110.050142,2054.462431,0.782555,3.141121,3.923676
15199,4084.513199,2169.242501,0.790608,3.184003,3.974611
15399,4056.508590,1928.158236,0.792813,3.227164,4.019977
15599,4030.838518,2054.243031,0.795093,3.269821,4.064914
15799,4005.422521,2022.974734,0.797488,3.312480,4.109968
15999,3986.148855,2463.529271,0.800012,3.355124,4.155135
16199,3952.998390,1300.961143,0.834406,3.398945,4.233351
16399,3921.890653,1402.164008,0.836589,3.441989,4.278578
16599,3890.601263,1324.871265,0.838875,3.484624,4.323499
16799,3862.175874,1502.868604,0.841276,3.527189,4.368465
16999,3834.704097,1527.074766,0.843783,3.569870,4.413653
17199,3808.752577,1602.873402,0.851505,3.613085,4.464590
17399,3781.092206,1402.300270,0.853713,3.656586,4.510299
17599,3753.780652,1377.675530,0.855984,3.699458,4.555442
17799,3727.262030,1393.623273,0.858393,3.742586,4.600979
17999,3703.715437,1608.068606,0.860880,3.785416,4.646295
18199,3674.451351,1040.683601,0.868592,3.828339,4.696931
18399,3648.763767,1311.193619,0.870771,3.871123,4.741894
18599,3623.076604,1259.857690,0.873071,3.914257,4.787328
18799,3597.377279,1207.340062,0.875450,3.957101,4.832551
18999,3577.293738,1689.440798,0.877938,3.999911,4.877849
19199,3555.490766,1484.208491,0.885966,4.043545,4.929511
19399,3535.745507,1640.200640,0.888160,4.086560,4.974721
19599,3512.097504,1218.241147,0.890458,4.129300,5.019758
19799,3492.796949,1601.342554,0.892843,4.172158,5.065001
19999,3471.279234,1341.025452,0.895347,4.215010,5.110357
20199,3448.530877,1173.695196,0.903225,4.258389,5.161614
20399,3427.285304,1281.482470,0.905415,4.301576,5.206992
20599,3407.084038,1346.554898,0.907701,4.344352,5.252053
20799,3389.520321,1580.457423,0.910068,4.387155,5.297223
20999,3369.263180,1262.520516,0.912543,4.430252,5.342794
21199,3351.791075,1517.220114,0.920578,4.473386,5.393963
21399,3333.394549,1383.362797,0.922790,4.517096,5.439886
21599,3313.813593,1218.651276,0.925075,4.560164,5.485239
21799,3297.018993,1483.202221,0.927501,4.603275,5.530776
21999,3277.524175,1152.589038,0.930031,4.646237,5.576267
22199,3262.308644,1588.600235,0.938050,4.689426,5.627476
22399,3245.173567,1343.180003,0.940244,4.732737,5.672981
22599,3228.795025,1394.398325,0.942551,4.775647,5.718197
22799,3211.742529,1284.810429,0.944974,4.818736,5.763709
22999,3194.662629,1247.554017,0.947513,4.861789,5.809302
23199,3181.604153,1679.879483,0.955486,4.904867,5.860353
23399,3167.345845,1513.382084,0.957694,4.948371,5.906065
