# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
30999,3206.001507,1955.200496,123.709423,9.743496,133.452919
31199,3200.673306,2374.802084,125.039736,9.813817,134.853553
31399,3196.183932,2495.841637,126.304530,9.883486,136.188017
31599,3194.680190,2958.592663,127.321908,9.953347,137.275255
31799,3191.046187,2616.873656,128.625931,10.023236,138.649166
31999,3187.656431,2648.685229,129.981854,10.093144,140.074999
32199,3186.587987,3015.637044,130.857098,10.163032,141.020130
32399,3182.690582,2555.208283,132.209181,10.233231,142.442411
32599,3178.058675,2427.689804,133.238500,10.303492,143.541992
32799,3171.674079,2130.984842,134.432481,10.373638,144.806119
32999,3169.528989,2817.734321,135.804811,10.444133,146.248945
33199,3165.449044,2492.258065,136.832483,10.513967,147.346450
33399,3165.944736,3248.229562,138.110349,10.584036,148.694385
33599,3165.552309,3100.017109,139.134068,10.654505,149.788573
33799,3159.762541,2187.081449,140.475491,10.724748,151.200239
33999,3157.554617,2784.415526,141.462483,10.794945,152.257427
34199,3155.203403,2755.497066,142.791234,10.865903,153.657138
34399,3149.976930,2256.250021,144.130500,10.936784,155.067284
34599,3145.284595,2338.202837,145.232676,11.007491,156.240167
34799,3146.582266,3371.079430,146.594964,11.078082,157.673046
34999,3139.240750,1861.817057,147.665620,11.148933,158.814554
35199,3136.542289,2664.311499,149.047911,11.219883,160.267793
35399,3136.410341,3113.187516,150.423000,11.290604,161.713604
35599,3133.172104,2560.004157,151.419018,11.360929,162.779947
35799,3131.963547,2916.840480,152.785878,11.431814,164.217692
35999,3131.819990,3106.123183,153.779599,11.502334,165.281933
36199,3129.005447,2622.387662,155.191954,11.573364,166.765318
36399,3122.317726,1911.840328,156.208863,11.643999,167.852862
36599,3120.569786,2802.444764,157.633600,11.715175,169.348775
36799,3116.619777,2393.768060,159.100704,11.786516,170.887220
36999,3115.830989,2970.694029,160.181748,11.857526,172.039274
37199,3114.609428,2888.620565,161.695842,11.928910,173.624752
37399,3114.346389,3065.421164,163.116611,12.000123,175.116733
37599,3111.128456,2509.375016,164.188498,12.071615,176.260113
37799,3108.957912,2700.895678,165.672513,12.143328,177.815841
37999,3106.788177,2696.708244,167.033805,12.215016,179.248821
