# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,15800.573508,15800.573508,0.541912,0.043013,0.584926
399,13660.050428,11519.527348,0.545876,0.085444,0.631320
599,12774.281965,11002.745038,0.550061,0.127840,0.677902
799,11652.487429,8287.103822,0.552173,0.170043,0.722216
999,11023.007642,8505.088493,0.554400,0.212285,0.766686
1199,10320.564717,6808.350093,0.560718,0.254539,0.815257
1399,9778.235343,6524.259099,0.562867,0.296599,0.859466
1599,9547.115465,7929.276319,0.565134,0.338669,0.903804
1799,9358.014126,7845.203409,0.567524,0.380796,0.948320
1999,9146.864857,7246.521439,0.570050,0.422862,0.992912
2199,8788.276262,5202.390316,0.577518,0.464984,1.042502
2399,8512.867211,5483.367650,0.579673,0.507130,1.086803
2599,8246.842787,5054.549701,0.581919,0.549233,1.131152
2799,8122.678558,6508.543572,0.584270,0.591374,1.175645
2999,8024.799771,6654.496759,0.586791,0.633581,1.220372
3199,7805.629682,4518.078343,0.594263,0.675803,1.270067
3399,7651.122892,5179.014247,0.596418,0.717835,1.314253
3599,7572.437540,6234.786572,0.598677,0.760146,1.358823
3799,7417.161318,4622.189308,0.601043,0.802270,1.403313
3999,7293.982969,4953.594344,0.603575,0.844417,1.447992
4199,7175.138798,4798.255380,0.610952,0.886675,1.497628
4399,7041.286359,4230.385139,0.613141,0.928876,1.542017
4599,6939.151929,4692.194473,0.615407,0.971012,1.586419
4799,6798.563306,3565.024977,0.617769,1.013238,1.631008
