# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_gradual3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,15800.573508,15800.573508,0.533175,0.042480,0.575655
399,13660.050428,11519.527348,0.537089,0.084534,0.621622
599,12774.281965,11002.745038,0.541215,0.126393,0.667608
799,11652.487429,8287.103822,0.543284,0.168098,0.711382
999,11023.007642,8505.088493,0.545493,0.209948,0.755441
1199,10320.564717,6808.350093,0.551816,0.251583,0.803399
1399,9778.235343,6524.259099,0.553948,0.293068,0.847016
1599,9547.115465,7929.276319,0.556210,0.335034,0.891244
1799,9358.014126,7845.203409,0.558554,0.376776,0.935331
1999,9146.864857,7246.521439,0.561023,0.418389,0.979412
2199,8788.276262,5202.390316,0.568325,0.460089,1.028414
2399,8512.867211,5483.367650,0.570474,0.501766,1.072240
2599,8246.842787,5054.549701,0.572726,0.543349,1.116075
2799,8122.678558,6508.543572,0.575096,0.584973,1.160069
2999,8024.799771,6654.496759,0.577570,0.626686,1.204256
3199,7805.629682,4518.078343,0.584929,0.671320,1.256249
3399,7651.122892,5179.014247,0.587059,0.712944,1.300004
3599,7572.437540,6234.786572,0.589306,0.754646,1.343952
3799,7417.161318,4622.189308,0.591677,0.796609,1.388285
3999,7293.982969,4953.594344,0.594160,0.838372,1.432531
4199,7175.138798,4798.255380,0.601406,0.880152,1.481558
4399,7041.286359,4230.385139,0.603530,0.921648,1.525178
4599,6939.151929,4692.194473,0.605774,0.963161,1.568934
4799,6798.563306,3565.024977,0.608144,1.004860,1.613003
4999,6699.296321,4316.888665,0.610617,1.046440,1.657057
5199,6596.164115,4017.858971,0.618099,1.088013,1.706113
5399,6493.821962,3832.925987,0.620238,1.129760,1.749998
5599,6434.594895,4835.464090,0.622487,1.171339,1.793826
5799,6367.013934,4474.747012,0.624828,1.212881,1.837708
5999,6277.404336,3678.725998,0.627292,1.254537,1.881829
6199,6184.536973,3398.516088,0.634669,1.296461,1.931129
6399,6095.810579,3345.292361,0.636811,1.338124,1.974935
6599,6006.069402,3134.351740,0.639066,1.379882,2.018949
6799,5923.010026,3182.050609,0.641440,1.421745,2.063184
6999,5852.569240,3457.582520,0.643913,1.463416,2.107329
7199,5772.002240,2952.157260,0.651459,1.505274,2.156733
7399,5706.735060,3357.116578,0.653607,1.547333,2.200940
