# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_abrupto2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,15800.573508,15800.573508,0.510405,0.042426,0.552830
399,13660.050428,11519.527348,0.514326,0.084744,0.599069
599,12774.281965,11002.745038,0.518458,0.126818,0.645276
799,11652.487429,8287.103822,0.520566,0.168581,0.689147
999,11023.007642,8505.088493,0.522767,0.210407,0.733174
1199,10320.564717,6808.350093,0.529017,0.252264,0.781281
1399,9778.235343,6524.259099,0.531158,0.294137,0.825295
1599,9547.115465,7929.276319,0.533392,0.336040,0.869432
1799,9358.014126,7845.203409,0.535752,0.377919,0.913671
1999,9146.864857,7246.521439,0.538243,0.419788,0.958031
2199,8788.276262,5202.390316,0.545581,0.461591,1.007172
2399,8512.867211,5483.367650,0.547714,0.503239,1.050953
2599,8246.842787,5054.549701,0.549965,0.544884,1.094849
2799,8122.678558,6508.543572,0.552330,0.586716,1.139046
2999,8024.799771,6654.496759,0.554801,0.628423,1.183224
3199,7805.629682,4518.078343,0.562206,0.670562,1.232767
3399,7651.122892,5179.014247,0.564339,0.712595,1.276933
3599,7572.437540,6234.786572,0.566584,0.754597,1.321180
3799,7417.161318,4622.189308,0.568944,0.796648,1.365592
3999,7293.982969,4953.594344,0.571427,0.838796,1.410223
4199,7175.138798,4798.255380,0.578624,0.880828,1.459453
4399,7041.286359,4230.385139,0.580761,0.922552,1.503313
4599,6939.151929,4692.194473,0.583020,0.964353,1.547373
4799,6798.563306,3565.024977,0.585416,1.006232,1.591648
4999,6699.296321,4316.888665,0.587911,1.048261,1.636172
5199,6596.164115,4017.858971,0.595415,1.090224,1.685639
5399,6493.821962,3832.925987,0.597545,1.132114,1.729659
5599,6434.594895,4835.464090,0.599797,1.173998,1.773794
5799,6367.013934,4474.747012,0.602156,1.215957,1.818113
5999,6277.404336,3678.725998,0.604633,1.257859,1.862492
6199,6184.536973,3398.516088,0.612024,1.299775,1.911799
6399,6095.810579,3345.292361,0.614157,1.341572,1.955729
6599,6006.069402,3134.351740,0.616412,1.383416,1.999829
6799,5923.010026,3182.050609,0.618805,1.425447,2.044252
6999,5852.569240,3457.582520,0.621289,1.467219,2.088508
7199,5772.002240,2952.157260,0.628895,1.509587,2.138481
7399,5706.735060,3357.116578,0.631034,1.551665,2.182699
7599,5644.443671,3339.662269,0.633305,1.593817,2.227122
7799,5580.819239,3163.090829,0.635694,1.636021,2.271715
7999,5534.119695,3712.837491,0.638183,1.678243,2.316425
8199,5468.420431,2840.449856,0.645767,1.720215,2.365982
8399,5408.545365,2953.667639,0.647886,1.762074,2.409960
8599,5339.326231,2432.122622,0.650154,1.804078,2.454232
