# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,15800.573508,15800.573508,0.509878,0.042731,0.552609
399,13660.050428,11519.527348,0.513821,0.084888,0.598709
599,12774.281965,11002.745038,0.517985,0.126968,0.644953
799,11652.487429,8287.103822,0.520083,0.168868,0.688952
999,11023.007642,8505.088493,0.522303,0.210833,0.733135
1199,10320.564717,6808.350093,0.528634,0.252714,0.781348
1399,9778.235343,6524.259099,0.530773,0.294447,0.825220
1599,9547.115465,7929.276319,0.533023,0.336182,0.869205
1799,9358.014126,7845.203409,0.535397,0.377964,0.913361
1999,9146.864857,7246.521439,0.537877,0.419775,0.957652
2199,8788.276262,5202.390316,0.545289,0.461844,1.007133
2399,8512.867211,5483.367650,0.547470,0.503919,1.051389
2599,8246.842787,5054.549701,0.549733,0.545893,1.095626
2799,8122.678558,6508.543572,0.552107,0.587856,1.139964
2999,8024.799771,6654.496759,0.554617,0.629842,1.184459
3199,7805.629682,4518.078343,0.562067,0.672054,1.234121
3399,7651.122892,5179.014247,0.564225,0.713854,1.278079
3599,7572.437540,6234.786572,0.566470,0.755744,1.322215
3799,7417.161318,4622.189308,0.568815,0.797557,1.366372
3999,7293.982969,4953.594344,0.571326,0.839686,1.411012
4199,7175.138798,4798.255380,0.578616,0.881631,1.460247
4399,7041.286359,4230.385139,0.580764,0.923387,1.504150
4599,6939.151929,4692.194473,0.583032,0.967993,1.551025
4799,6798.563306,3565.024977,0.585391,1.009863,1.595253
4999,6699.296321,4316.888665,0.587862,1.051750,1.639612
5199,6596.164115,4017.858971,0.595417,1.093733,1.689150
5399,6493.821962,3832.925987,0.597587,1.135631,1.733218
5599,6434.594895,4835.464090,0.599847,1.177476,1.777323
5799,6367.013934,4474.747012,0.602216,1.219672,1.821888
5999,6277.404336,3678.725998,0.604703,1.261576,1.866279
6199,6184.536973,3398.516088,0.612118,1.303602,1.915720
6399,6095.810579,3345.292361,0.614275,1.345476,1.959751
6599,6006.069402,3134.351740,0.616553,1.387451,2.004004
6799,5923.010026,3182.050609,0.618940,1.429365,2.048304
