# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_incremental2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,0.195085,0.195085,0.525536,0.047756,0.573292
399,0.172133,0.149181,1.056242,0.094090,1.150331
599,0.167847,0.159276,1.597842,0.141287,1.739129
799,0.159527,0.134568,2.154621,0.189398,2.344019
999,0.151515,0.119464,2.713183,0.238601,2.951784
1199,0.152222,0.155757,3.274908,0.288178,3.563086
1399,0.149739,0.134844,3.838161,0.338237,4.176397
1599,0.147956,0.135477,4.409398,0.388712,4.798110
1799,0.145533,0.126142,4.995103,0.439499,5.434602
1999,0.144644,0.136643,5.572974,0.490806,6.063780
2199,0.145857,0.157996,6.158632,0.542186,6.700818
2399,0.144844,0.133691,6.754929,0.594884,7.349813
2599,0.146033,0.160300,7.342125,0.647601,7.989726
2799,0.144126,0.119340,7.936671,0.699839,8.636511
2999,0.141695,0.107657,8.533566,0.752063,9.285629
3199,0.142115,0.148423,9.179611,0.805036,9.984647
3399,0.140785,0.119506,9.765857,0.857952,10.623809
3599,0.140438,0.134541,10.375001,0.911314,11.286315
3799,0.140152,0.135004,11.001147,0.964692,11.965839
3999,0.140324,0.143576,11.603368,1.018296,12.621664
4199,0.139456,0.122114,12.226053,1.071816,13.297869
4399,0.138432,0.116924,12.855317,1.125514,13.980831
4599,0.137591,0.119075,13.483368,1.179473,14.662840
4799,0.137299,0.130597,14.153930,1.234125,15.388055
4999,0.136496,0.117220,14.806266,1.288660,16.094926
5199,0.135403,0.108086,15.432169,1.343013,16.775183
5399,0.134551,0.112378,16.057265,1.397890,17.455155
5599,0.134022,0.119755,16.681531,1.452609,18.134140
5799,0.133802,0.127626,17.373729,1.507911,18.881640
5999,0.132455,0.093417,18.003294,1.563079,19.566373
6199,0.132369,0.129781,18.651297,1.618746,20.270043
6399,0.131634,0.108839,19.303702,1.674228,20.977930
6599,0.131307,0.120859,20.007053,1.730335,21.737388
6799,0.131301,0.131097,20.669812,1.786022,22.455834
6999,0.131317,0.131870,21.319463,1.842082,23.161545
7199,0.130800,0.112706,22.000528,1.898363,23.898892
7399,0.130534,0.120957,22.713244,1.954899,24.668143
7599,0.130090,0.113658,23.391445,2.011263,25.402707
7799,0.130252,0.136382,24.065515,2.067993,26.133509
7999,0.130195,0.128005,24.731000,2.124559,26.855559
8199,0.129616,0.106443,25.497853,2.181808,27.679661
8399,0.129117,0.108645,26.156027,2.238665,28.394692
8599,0.128188,0.089191,26.840761,2.295803,29.136564
8799,0.128063,0.122681,27.517983,2.353202,29.871186
8999,0.127691,0.111317,28.267982,2.410785,30.678768
9199,0.127229,0.106449,28.950777,2.468439,31.419216
9399,0.126733,0.103909,29.652431,2.526068,32.178499
9599,0.126194,0.100838,30.360401,2.583827,32.944227
9799,0.125694,0.101716,31.146208,2.642078,33.788286
9999,0.126093,0.145633,31.839985,2.700035,34.540020
10199,0.125928,0.117700,32.546874,2.757912,35.304786
10399,0.125666,0.112275,33.251184,2.816099,36.067284
10599,0.125922,0.139254,34.049001,2.874787,36.923788
10799,0.125824,0.120623,34.770801,2.933553,37.704353
10999,0.125612,0.114144,35.512446,2.992242,38.504688
11199,0.125468,0.117577,36.221742,3.051060,39.272801
11399,0.125539,0.129489,36.933316,3.109869,40.043185
11599,0.125410,0.118073,37.756272,3.169241,40.925513
11799,0.125062,0.104882,38.445268,3.228137,41.673405
11999,0.125254,0.136594,39.162952,3.287539,42.450490
12199,0.124932,0.105611,39.886571,3.346777,43.233348
12399,0.124798,0.116641,40.715028,3.406552,44.121580
12599,0.124552,0.109262,41.426766,3.466021,44.892787
12799,0.124343,0.111199,42.183859,3.525789,45.709648
12999,0.124225,0.116644,42.903700,3.585132,46.488831
13199,0.123920,0.104108,43.764374,3.645647,47.410022
13399,0.123842,0.118697,44.504302,3.705702,48.210003
13599,0.123909,0.128428,45.230176,3.765535,48.995711
13799,0.123735,0.111892,46.087647,3.826039,49.913686
13999,0.123489,0.106466,46.799251,3.886071,50.685322
14199,0.123510,0.124996,47.580994,3.946487,51.527481
14399,0.123301,0.108453,48.366970,4.007033,52.374003
14599,0.123334,0.125745,49.229224,4.067688,53.296912
14799,0.123325,0.122686,49.989868,4.128299,54.118167
14999,0.123184,0.112756,50.716265,4.188894,54.905159
15199,0.123103,0.117014,51.587968,4.250097,55.838065
15399,0.123531,0.156054,52.379319,4.311139,56.690458
15599,0.123466,0.118431,53.156642,4.372103,57.528745
15799,0.123661,0.138885,53.958897,4.433256,58.392153
