# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,15800.573508,15800.573508,0.583431,0.043365,0.626796
399,13660.050428,11519.527348,0.662207,0.087736,0.749942
599,12774.281965,11002.745038,0.741525,0.132039,0.873563
799,11652.487429,8287.103822,0.817961,0.175549,0.993510
999,11023.007642,8505.088493,0.894887,0.219485,1.114372
1199,10320.564717,6808.350093,0.976211,0.263455,1.239666
1399,9778.235343,6524.259099,1.053054,0.307401,1.360455
1599,9404.737289,6790.250908,1.174656,0.351407,1.526063
1799,8790.183510,3873.753278,1.252133,0.395321,1.647454
1999,8230.360453,3191.952941,1.364004,0.439653,1.803657
2199,7675.558340,2127.537207,1.445117,0.483825,1.928942
2399,7206.301867,2044.480675,1.549204,0.528184,2.077389
2599,6800.645485,1932.768899,1.632383,0.572481,2.204864
2799,6447.738009,1859.940823,1.710726,0.616920,2.327646
2999,6169.592384,2275.553635,1.857552,0.661142,2.518694
3199,5963.506017,2872.210508,1.938218,0.704848,2.643066
3399,5807.394858,3309.616306,2.018342,0.748568,2.766910
3599,5673.976448,3405.863484,2.095717,0.792257,2.887974
3799,5531.026594,2957.929215,2.174069,0.836450,3.010519
3999,5394.781117,2806.117057,2.255183,0.879877,3.135060
4199,5268.738616,2747.888600,2.332537,0.923335,3.255872
4399,5146.666330,2583.148321,2.409917,0.966721,3.376638
4599,5037.045827,2625.394761,2.487737,1.010798,3.498535
4799,4929.612359,2458.642601,2.566503,1.054389,3.620892
4999,4874.325356,3547.437290,2.648124,1.098233,3.746357
5199,4818.864148,3432.333933,2.725819,1.141912,3.867730
5399,4767.121476,3421.812009,2.803858,1.185542,3.989400
5599,4718.088825,3394.207241,2.883052,1.229318,4.112369
5799,4647.818217,2680.241194,2.962317,1.273469,4.235786
5999,4581.219566,2649.858684,3.044317,1.317285,4.361602
6199,4520.194292,2689.436075,3.122184,1.360834,4.483018
6399,4445.102955,2117.271500,3.201076,1.404494,4.605570
6599,4403.029263,3056.671138,3.279825,1.448214,4.728039
6799,4357.748090,2863.469388,3.358328,1.491910,4.850238
6999,4307.088303,2584.655532,3.440036,1.535491,4.975527
7199,4249.236442,2224.421293,3.519140,1.579413,5.098554
7399,4217.024407,3057.391144,3.597289,1.622937,5.220226
7599,4173.892724,2578.020453,3.675741,1.666641,5.342382
7799,4130.503314,2481.705758,3.755898,1.711311,5.467209
7999,4083.071327,2233.223843,3.840479,1.755833,5.596312
8199,4049.617611,2711.468945,3.920061,1.800273,5.720334
8399,4014.552484,2576.882278,4.000099,1.844686,5.844785
8599,3969.593582,2081.319707,4.081034,1.889618,5.970652
8799,3938.160098,2586.520305,4.162779,1.934485,6.097264
8999,3902.041885,2312.840487,4.249990,1.979906,6.229895
9199,3866.915569,2286.231374,4.330601,2.025014,6.355615
9399,3835.362931,2383.941552,4.411472,2.070105,6.481577
9599,3808.480685,2545.015125,4.492948,2.114728,6.607676
9799,3779.392480,2383.158659,4.573905,2.159524,6.733429
9999,3745.895537,2104.545304,4.661277,2.204631,6.865908
10199,3710.988804,1965.652198,4.742464,2.249666,6.992130
10399,3682.919886,2251.405053,4.824282,2.294606,7.118887
10599,3667.628320,2872.466881,4.906405,2.339943,7.246349
10799,3641.469652,2255.060224,4.987912,2.385008,7.372921
10999,3623.424380,2648.979717,5.075885,2.433545,7.509430
11199,3610.762536,2914.361105,5.157781,2.478551,7.636331
11399,3597.255462,2840.859336,5.238629,2.523280,7.761909
11599,3579.001539,2538.527903,5.320332,2.568284,7.888616
11799,3552.711451,2027.886334,5.401594,2.612882,8.014476
11999,3529.220910,2143.279019,5.489807,2.657989,8.147797
12199,3507.233307,2187.977158,5.570294,2.702889,8.273184
12399,3494.514046,2718.639093,5.651092,2.747819,8.398912
12599,3480.426816,2607.018576,5.732708,2.793648,8.526356
12799,3465.856874,2547.950540,5.814794,2.838383,8.653177
12999,3450.848247,2490.296056,5.902720,2.883691,8.786411
13199,3433.155378,2283.118906,5.983752,2.928706,8.912458
13399,3413.849298,2139.648035,6.065237,2.973809,9.039046
13599,3400.491881,2505.544975,6.148007,3.018625,9.166632
13799,3385.737030,2382.407144,6.230207,3.063908,9.294115
13999,3367.395873,2101.856051,6.317584,3.108858,9.426442
14199,3352.230321,2290.641636,6.398852,3.153912,9.552764
14399,3338.696814,2377.817825,6.480766,3.198714,9.679480
14599,3328.846879,2619.651569,6.561745,3.243415,9.805159
14799,3313.201208,2171.067258,6.643862,3.289754,9.933617
14999,3297.466628,2133.107705,6.731608,3.334804,10.066411
15199,3288.570916,2621.392503,6.814024,3.380181,10.194205
15399,3274.079880,2172.761097,6.895387,3.425426,10.320813
15599,3261.187859,2268.502250,6.976822,3.470439,10.447261
15799,3246.602152,2108.917024,7.058271,3.515259,10.573530
15999,3233.810149,2223.241908,7.146812,3.560207,10.707019
16199,3222.100944,2285.364535,7.228227,3.605443,10.833670
16399,3207.246097,2004.003518,7.309553,3.650595,10.960149
16599,3195.643644,2244.242525,7.391693,3.695976,11.087670
16799,3187.988821,2552.638513,7.474202,3.741023,11.215225
16999,3176.535969,2214.496398,7.562245,3.786060,11.348305
17199,3166.522386,2315.367808,7.643792,3.831302,11.475094
17399,3153.450604,2029.277358,7.725339,3.876386,11.601725
17599,3144.641491,2378.248647,7.808233,3.921673,11.729906
17799,3134.619578,2252.691272,7.890080,3.966900,11.856980
17999,3122.455643,2039.865397,7.978623,4.012060,11.990683
18199,3110.587738,2042.476280,8.060175,4.057323,12.117499
18399,3099.959338,2132.774949,8.142472,4.102393,12.244866
18599,3085.619960,1766.397157,8.224331,4.147653,12.371984
18799,3077.566555,2328.599859,8.306477,4.192921,12.499397
18999,3070.515552,2407.721280,8.394743,4.238075,12.632819
19199,3057.681699,1838.465734,8.477499,4.283299,12.760797
19399,3048.316772,2149.283712,8.559076,4.328208,12.887284
19599,3037.275654,1966.287282,8.640624,4.373111,13.013735
19799,3029.135846,2231.434623,8.722675,4.418246,13.140922
19999,3022.203226,2335.873834,8.812734,4.463539,13.276273
20199,3011.358684,1926.904528,8.894007,4.508480,13.402487
20399,3004.571501,2319.065938,8.975664,4.553430,13.529094
20599,2995.735175,2094.430005,9.058153,4.598932,13.657085
20799,2984.190268,1795.064820,9.140966,4.643824,13.784790
20999,2972.370734,1743.139151,9.251285,4.689013,13.940298
21199,2962.069071,1880.394508,9.334721,4.733809,14.068530
