# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_incremental4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,0.224345,0.224345,0.529823,0.042393,0.572216
399,0.199464,0.174582,0.533767,0.084250,0.618016
599,0.191402,0.175277,0.537984,0.126018,0.664002
799,0.183633,0.160327,0.540136,0.167520,0.707656
999,0.181082,0.170878,0.542400,0.209185,0.751585
1199,0.176122,0.151325,0.548656,0.250617,0.799273
1399,0.172131,0.148182,0.550831,0.291948,0.842778
1599,0.168922,0.146456,0.553114,0.333315,0.886429
1799,0.167557,0.156645,0.555545,0.374766,0.930311
1999,0.164494,0.136919,0.558079,0.416206,0.974284
2199,0.162886,0.146808,0.565584,0.457597,1.023181
2399,0.164031,0.176626,0.567768,0.498822,1.066590
2599,0.164139,0.165430,0.570072,0.540160,1.110231
2799,0.163706,0.158082,0.572501,0.581541,1.154042
2999,0.162187,0.140919,0.575042,0.622959,1.198000
3199,0.162038,0.159815,0.582456,0.664426,1.246882
3399,0.161263,0.148856,0.584648,0.705856,1.290505
3599,0.161173,0.159651,0.586937,0.747261,1.334198
3799,0.161481,0.167015,0.589324,0.788685,1.378009
3999,0.162393,0.179713,0.591857,0.830221,1.422079
4199,0.160514,0.122936,0.599370,0.871814,1.471184
4399,0.160423,0.158512,0.601553,0.913152,1.514706
4599,0.159808,0.146275,0.603857,0.954545,1.558403
4799,0.158604,0.130926,0.606285,0.995938,1.602223
4999,0.158340,0.152005,0.608810,1.037415,1.646225
5199,0.157145,0.127267,0.616327,1.078873,1.695201
5399,0.156889,0.150241,0.618522,1.120231,1.738753
5599,0.157116,0.163235,0.620835,1.161626,1.782461
5799,0.156117,0.128136,0.623263,1.203067,1.826330
5999,0.155327,0.132435,0.625804,1.244614,1.870418
6199,0.154618,0.133352,0.633361,1.286473,1.919834
6399,0.153978,0.134123,0.635560,1.328069,1.963630
6599,0.154135,0.159162,0.637886,1.372402,2.010288
6799,0.153706,0.139537,0.640292,1.414039,2.054331
6999,0.153840,0.158399,0.642817,1.455642,2.098458
7199,0.153726,0.149754,0.650388,1.497159,2.147547
7399,0.153418,0.142337,0.652592,1.538745,2.191337
7599,0.153113,0.141824,0.654887,1.580116,2.235003
7799,0.153850,0.181863,0.657283,1.621544,2.278827
7999,0.153638,0.145354,0.659793,1.663022,2.322815
8199,0.153241,0.137339,0.667501,1.704608,2.372109
8399,0.152854,0.137015,0.669685,1.746027,2.415711
8599,0.152073,0.119266,0.671995,1.787531,2.459526
8799,0.152240,0.159434,0.674414,1.829055,2.503469
8999,0.152101,0.145947,0.676940,1.870534,2.547474
9199,0.151507,0.124802,0.684605,1.912169,2.596774
9399,0.151145,0.134465,0.686801,1.953657,2.640458
9599,0.150698,0.129722,0.689112,1.995243,2.684355
9799,0.150530,0.142459,0.691525,2.036833,2.728358
9999,0.150302,0.139104,0.694039,2.078409,2.772449
10199,0.150318,0.151165,0.701670,2.119950,2.821620
10399,0.150374,0.153191,0.703872,2.161556,2.865428
10599,0.150596,0.162154,0.706174,2.203139,2.909314
10799,0.150585,0.150023,0.708619,2.244688,2.953307
10999,0.150144,0.126299,0.711188,2.286376,2.997564
11199,0.149959,0.139770,0.718924,2.327976,3.046901
11399,0.149578,0.128242,0.721108,2.369461,3.090568
11599,0.149712,0.157398,0.723423,2.411018,3.134441
11799,0.149373,0.129690,0.725840,2.454238,3.180078
11999,0.149310,0.145597,0.728364,2.495874,3.224238
12199,0.148996,0.130133,0.736181,2.537397,3.273578
12399,0.148849,0.139876,0.738388,2.579058,3.317446
12599,0.149050,0.161540,0.740694,2.620684,3.361378
12799,0.148660,0.124053,0.743129,2.662294,3.405423
12999,0.148654,0.148272,0.745645,2.704006,3.449651
13199,0.148574,0.143393,0.753363,2.745591,3.498954
13399,0.148498,0.143498,0.755554,2.787246,3.542800
13599,0.148812,0.169876,0.757853,2.828877,3.586729
