# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
32399,0.131301,0.134200,0.841818,14.427765,15.269583
32599,0.131482,0.160800,0.847068,14.518190,15.365258
32799,0.131506,0.135400,0.852327,14.608574,15.460901
32999,0.131567,0.141600,0.857574,14.699057,15.556631
33199,0.131672,0.149000,0.862853,14.789351,15.652203
33399,0.131673,0.131800,0.868114,14.879660,15.747774
33599,0.131686,0.133800,0.873352,14.969958,15.843310
33799,0.131880,0.164600,0.878567,15.060177,15.938744
33999,0.131896,0.134600,0.883795,15.150478,16.034273
34199,0.131832,0.120800,0.889059,15.240847,16.129906
34399,0.131730,0.114400,0.894293,15.331210,16.225503
34599,0.131743,0.134000,0.899552,15.421658,16.321210
34799,0.131682,0.121000,0.904788,15.511970,16.416758
34999,0.131773,0.147600,0.910039,15.602185,16.512224
35199,0.131741,0.126200,0.915293,15.692424,16.607717
35399,0.131670,0.119200,0.920581,15.782734,16.703315
35599,0.131631,0.124800,0.925818,15.872908,16.798726
35799,0.131584,0.123200,0.931049,15.963073,16.894122
35999,0.131529,0.121600,0.936306,16.053460,16.989766
36199,0.131466,0.120200,0.941578,16.143669,17.085247
36399,0.131654,0.165600,0.946821,16.234025,17.180846
36599,0.131570,0.116400,0.952054,16.324191,17.276245
36799,0.131588,0.134800,0.957279,16.414626,17.371905
36999,0.131605,0.134800,0.962531,16.505101,17.467631
37199,0.131582,0.127200,0.967863,16.597066,17.564929
37399,0.131558,0.127200,0.973125,16.687991,17.661116
37599,0.131490,0.118800,0.978406,16.778669,17.757074
37799,0.131374,0.109400,0.983665,16.869076,17.852741
37999,0.131368,0.130400,0.988935,16.959653,17.948588
38199,0.131293,0.117000,0.994223,17.050168,18.044391
38399,0.131207,0.114800,0.999538,17.140661,18.140199
38599,0.131203,0.130400,1.004797,17.231535,18.236332
38799,0.131118,0.114600,1.010039,17.322028,18.332067
38999,0.131156,0.138600,1.015307,17.412767,18.428074
39199,0.131100,0.120200,1.020608,17.503589,18.524197
39399,0.131012,0.113800,1.025865,17.594019,18.619885
39599,0.131024,0.133400,1.031148,17.684506,18.715654
39799,0.131009,0.128000,1.036427,17.775093,18.811520
39999,0.131035,0.136200,1.041682,17.865500,18.907181
40199,0.131128,0.149800,1.046944,17.955872,19.002816
40399,0.131113,0.128000,1.052196,18.046222,19.098417
40599,0.131106,0.129800,1.057440,18.136753,19.194193
40799,0.131008,0.111000,1.062725,18.227255,19.289980
40999,0.130950,0.119200,1.068009,18.317528,19.385537
41199,0.130931,0.127000,1.073282,18.408128,19.481409
