# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
199,23555.159998,23555.159998,0.025586,0.004170,0.029756
399,19361.547461,15167.934924,0.053069,0.008366,0.061436
599,16240.528284,9998.489929,0.081544,0.012559,0.094103
799,14376.759455,8785.452969,0.110769,0.016766,0.127536
999,13375.192208,9368.923221,0.141779,0.021014,0.162794
1199,12509.002619,8178.054672,0.173244,0.025172,0.198416
1399,12262.932578,10786.512330,0.205686,0.029308,0.234994
1599,11917.315802,9497.998371,0.233227,0.033445,0.266673
1799,11580.903710,8889.606974,0.245859,0.037823,0.283683
1999,11139.609576,7167.962370,0.266063,0.042279,0.308343
2199,10728.704366,6619.652271,0.285504,0.046789,0.332294
2399,10301.516316,5602.447762,0.298908,0.051287,0.350195
2599,9946.953987,5692.206042,0.326117,0.055805,0.381922
2799,9678.490069,6188.459133,0.346723,0.060326,0.407050
2999,9522.668635,7341.168553,0.360435,0.064894,0.425329
3199,9278.938977,5622.994111,0.402135,0.069436,0.471572
3399,9062.834426,5605.161604,0.427605,0.073958,0.501564
3599,8971.088180,7411.401999,0.456246,0.078528,0.534774
3799,8776.490556,5273.733332,0.470044,0.083097,0.553141
3999,8647.426167,6195.202775,0.505399,0.087746,0.593145
4199,8548.812636,6576.542011,0.534600,0.092347,0.626947
4399,8430.284532,5941.194349,0.556531,0.096963,0.653495
4599,8299.403962,5420.031435,0.570199,0.101530,0.671730
