# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_incremental3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,0.222133,0.222133,0.648194,0.043412,0.691606
399,0.204994,0.187856,0.727362,0.087733,0.815095
599,0.196200,0.178610,0.807291,0.134540,0.941831
799,0.195796,0.194585,0.884604,0.178174,1.062777
999,0.191418,0.173907,0.961910,0.221961,1.183871
1199,0.185360,0.155072,1.042782,0.265471,1.308253
1399,0.181538,0.158607,1.119848,0.309305,1.429152
1599,0.178864,0.160147,1.197170,0.352701,1.549871
1799,0.175197,0.145857,1.274452,0.396339,1.670791
1999,0.171010,0.133324,1.352033,0.439891,1.791924
2199,0.167499,0.132393,1.434727,0.483222,1.917948
2399,0.165207,0.139998,1.512585,0.526525,2.039109
2599,0.164859,0.160674,1.589929,0.570078,2.160007
2799,0.163211,0.141789,1.667443,0.613593,2.281035
2999,0.163613,0.169250,1.745040,0.656914,2.401954
3199,0.163760,0.165952,1.828335,0.700156,2.528491
3399,0.162551,0.143215,1.905608,0.743530,2.649138
3599,0.161504,0.143709,2.029093,0.786958,2.816051
3799,0.160128,0.135364,2.107275,0.830854,2.938129
3999,0.158409,0.125736,2.186581,0.874909,3.061490
4199,0.158351,0.157199,2.272441,0.918840,3.191281
4399,0.158417,0.159803,2.351730,0.962921,3.314651
4599,0.159058,0.173160,2.430614,1.006904,3.437518
4799,0.158335,0.141701,2.509795,1.050346,3.560141
4999,0.157291,0.132241,2.588902,1.093950,3.682852
5199,0.155812,0.118842,2.674316,1.137730,3.812046
5399,0.154955,0.132663,2.753135,1.181417,3.934552
5599,0.154776,0.149929,2.833423,1.225371,4.058795
5799,0.154602,0.149740,2.912542,1.269024,4.181565
5999,0.154188,0.142195,2.991966,1.312819,4.304784
6199,0.153792,0.141912,3.078726,1.357347,4.436073
6399,0.154876,0.188459,3.159406,1.401749,4.561155
6599,0.154551,0.144150,3.239619,1.446129,4.685749
6799,0.154747,0.161242,3.320928,1.491005,4.811932
6999,0.155108,0.167355,3.401881,1.535750,4.937631
7199,0.154351,0.127882,3.486993,1.580272,5.067265
7399,0.154396,0.156012,3.567999,1.625093,5.193092
7599,0.154667,0.164673,3.648718,1.669659,5.318377
7799,0.153766,0.119534,3.729873,1.714416,5.444290
7999,0.153184,0.130504,3.811539,1.758903,5.570442
8199,0.152229,0.114021,3.896105,1.803367,5.699472
8399,0.151180,0.108153,3.977004,1.848156,5.825161
8599,0.150348,0.115430,4.057755,1.892518,5.950273
8799,0.149459,0.111231,4.139541,1.936977,6.076519
8999,0.149193,0.137483,4.220837,1.981524,6.202361
9199,0.148879,0.134757,4.305442,2.026031,6.331473
9399,0.148522,0.132079,4.385814,2.070316,6.456130
9599,0.148254,0.135648,4.467670,2.114866,6.582536
9799,0.147510,0.111799,4.582235,2.159582,6.741818
9999,0.147488,0.146441,4.663331,2.204367,6.867698
10199,0.147543,0.150289,4.749955,2.249265,6.999219
10399,0.147783,0.159995,4.831560,2.293847,7.125407
10599,0.147725,0.144746,4.912653,2.338490,7.251143
10799,0.147548,0.138143,4.994254,2.383380,7.377634
10999,0.147388,0.138767,5.075654,2.428118,7.503772
11199,0.148258,0.196095,5.164346,2.473205,7.637552
11399,0.148022,0.134777,5.245935,2.518270,7.764205
11599,0.147920,0.142119,5.327576,2.563225,7.890801
11799,0.147939,0.149042,5.409828,2.608505,8.018333
11999,0.147595,0.127315,5.492551,2.653734,8.146285
12199,0.148007,0.172702,5.580744,2.698831,8.279576
12399,0.147882,0.140293,5.662135,2.743913,8.406049
12599,0.147534,0.125926,5.743786,2.788913,8.532699
12799,0.147957,0.174595,5.826449,2.833821,8.660270
12999,0.147352,0.108674,5.908348,2.878923,8.787271
13199,0.147516,0.158179,5.996328,2.923896,8.920224
13399,0.147047,0.116109,6.077227,2.968606,9.045833
13599,0.147054,0.147511,6.159261,3.013750,9.173011
13799,0.147074,0.148389,6.240602,3.058382,9.298983
13999,0.146780,0.126504,6.322152,3.103142,9.425294
14199,0.147278,0.182171,6.410354,3.148129,9.558483
14399,0.147161,0.138860,6.492414,3.193148,9.685562
14599,0.147039,0.138215,6.574463,3.238266,9.812728
14799,0.147200,0.159003,6.656110,3.283155,9.939264
14999,0.147163,0.144360,6.738105,3.328262,10.066367
15199,0.147346,0.161064,6.827689,3.373598,10.201286
15399,0.147063,0.125587,6.910614,3.418610,10.329225
15599,0.146872,0.132165,6.992692,3.463753,10.456445
15799,0.147051,0.160988,7.074844,3.508843,10.583687
15999,0.146685,0.117833,7.158254,3.554193,10.712447
16199,0.146632,0.142336,7.246710,3.599296,10.846005
16399,0.146732,0.154856,7.328403,3.644474,10.972877
16599,0.146834,0.155173,7.409966,3.689407,11.099373
16799,0.146766,0.141180,7.492815,3.734408,11.227223
16999,0.146893,0.157538,7.574847,3.779371,11.354218
17199,0.146861,0.144101,7.663469,3.824536,11.488004
17399,0.147186,0.175129,7.745044,3.869395,11.614439
17599,0.147373,0.163704,7.827700,3.914278,11.741979
17799,0.147391,0.148985,7.909811,3.959248,11.869058
17999,0.147242,0.133982,7.991997,4.004169,11.996166
18199,0.146989,0.124196,8.080574,4.049065,12.129639
18399,0.147213,0.167552,8.162534,4.093697,12.256231
18599,0.147171,0.143327,8.244463,4.138635,12.383097
18799,0.147175,0.147561,8.326055,4.183194,12.509248
18999,0.146920,0.122982,8.407928,4.227811,12.635739
19199,0.146966,0.151315,8.497289,4.272459,12.769748
19399,0.147224,0.171937,8.578615,4.317124,12.895739
19599,0.147375,0.162099,8.660580,4.362020,13.022600
19799,0.147178,0.127843,8.742099,4.406502,13.148601
19999,0.147323,0.161685,8.825131,4.451314,13.276445
20199,0.147288,0.143735,8.913990,4.496229,13.410219
20399,0.147388,0.157491,8.995782,4.541179,13.536961
20599,0.147359,0.144433,9.077509,4.586097,13.663607
20799,0.147349,0.146359,9.160806,4.631139,13.791945
20999,0.147372,0.149731,9.243284,4.676164,13.919448
21199,0.147717,0.183891,9.332624,4.721293,14.053917
21399,0.147479,0.122313,9.414948,4.766366,14.181315
21599,0.147270,0.124864,9.497813,4.811199,14.309013
21799,0.147436,0.165396,9.580116,4.856222,14.436338
21999,0.147551,0.160100,9.662432,4.900965,14.563397
22199,0.147761,0.170818,9.751541,4.945969,14.697510
22399,0.147835,0.156088,9.834062,4.990732,14.824794
22599,0.147779,0.141498,9.915979,5.035645,14.951624
22799,0.147923,0.164213,9.998147,5.080551,15.078698
22999,0.148015,0.158482,10.080549,5.125428,15.205976
