# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_incremental2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
199,0.190789,0.190789,0.035144,0.006621,0.041764
399,0.171056,0.151322,0.064782,0.010910,0.075692
599,0.165495,0.154372,0.098022,0.015129,0.113152
799,0.164474,0.161413,0.132433,0.019358,0.151791
999,0.163930,0.161753,0.164875,0.023482,0.188358
1199,0.165457,0.173092,0.198469,0.027570,0.226040
1399,0.163992,0.155204,0.233331,0.031691,0.265023
1599,0.163273,0.158241,0.262586,0.035794,0.298380
1799,0.163312,0.163622,0.276709,0.040126,0.316835
1999,0.163069,0.160885,0.298537,0.044484,0.343021
2199,0.161833,0.149466,0.319708,0.048875,0.368583
2399,0.159482,0.133628,0.334559,0.053296,0.387855
2599,0.157872,0.138551,0.363386,0.057773,0.421160
2799,0.157441,0.151835,0.384897,0.062250,0.447146
2999,0.155411,0.126999,0.400073,0.066727,0.466800
3199,0.154465,0.140271,0.435425,0.071231,0.506656
3399,0.153070,0.130743,0.464399,0.075705,0.540104
3599,0.151955,0.133006,0.479783,0.080181,0.559964
3799,0.151118,0.136046,0.502453,0.084727,0.587180
3999,0.150136,0.131480,0.546376,0.089247,0.635622
4199,0.149505,0.136888,0.561384,0.093730,0.655114
4399,0.148153,0.119750,0.583791,0.098246,0.682037
4599,0.147300,0.128547,0.614643,0.102821,0.717464
4799,0.147278,0.146763,0.644169,0.107327,0.751496
4999,0.147470,0.152077,0.693031,0.111934,0.804965
5199,0.147054,0.136669,0.708639,0.116523,0.825162
5399,0.146681,0.136967,0.739038,0.121079,0.860117
5599,0.146362,0.137759,0.761822,0.125696,0.887518
5799,0.145999,0.135830,0.786207,0.130313,0.916520
5999,0.145737,0.138143,0.816197,0.134865,0.951062
6199,0.145189,0.128762,0.842861,0.139451,0.982311
6399,0.145082,0.141752,0.871780,0.144031,1.015811
6599,0.144937,0.140299,0.902434,0.148605,1.051039
6799,0.145036,0.148301,0.918447,0.153238,1.071685
6999,0.144733,0.134446,0.941348,0.157863,1.099211
7199,0.143976,0.117464,0.972879,0.162519,1.135398
7399,0.143682,0.133115,0.988727,0.167104,1.155831
7599,0.143713,0.144838,1.017464,0.171775,1.189239
7799,0.143327,0.128679,1.065803,0.176451,1.242254
7999,0.143103,0.134370,1.080731,0.181112,1.261843
8199,0.142510,0.118754,1.110354,0.185782,1.296136
8399,0.141853,0.114922,1.125483,0.190456,1.315939
8599,0.141692,0.134964,1.156606,0.195148,1.351754
8799,0.141239,0.121734,1.172280,0.199843,1.372123
8999,0.140961,0.128746,1.188065,0.204516,1.392581
9199,0.140945,0.140216,1.220240,0.209235,1.429475
9399,0.140764,0.132456,1.250347,0.213933,1.464280
9599,0.140181,0.112772,1.273743,0.218622,1.492366
9799,0.139408,0.102280,1.296187,0.223294,1.519480
9999,0.139192,0.128611,1.356431,0.228149,1.584580
10199,0.139062,0.132573,1.384484,0.232926,1.617410
10399,0.139408,0.157071,1.400831,0.237722,1.638552
10599,0.139480,0.143192,1.423247,0.242503,1.665750
10799,0.139311,0.130341,1.438976,0.247304,1.686280
10999,0.139219,0.134258,1.455498,0.252126,1.707625
11199,0.139450,0.152179,1.478681,0.257003,1.735684
