# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegS] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegS_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegS],current_mse_[AXGBRegS],training_time_[AXGBRegS],testing_time_[AXGBRegS],total_running_time_[AXGBRegS]
199,15800.573508,15800.573508,0.583426,0.042232,0.625657
399,13660.050428,11519.527348,0.587363,0.084015,0.671379
599,12774.281965,11002.745038,0.591508,0.125847,0.717356
799,11652.487429,8287.103822,0.593612,0.167478,0.761090
999,11023.007642,8505.088493,0.595820,0.209030,0.804850
1199,10320.564717,6808.350093,0.602136,0.250592,0.852728
1399,9778.235343,6524.259099,0.604315,0.292004,0.896319
1599,9547.115465,7929.276319,0.606571,0.333460,0.940032
1799,9358.014126,7845.203409,0.608954,0.374886,0.983840
1999,9146.864857,7246.521439,0.611450,0.416442,1.027892
2199,8788.276262,5202.390316,0.618872,0.458064,1.076936
2399,8512.867211,5483.367650,0.621068,0.499591,1.120660
2599,8246.842787,5054.549701,0.623360,0.541174,1.164534
2799,8122.678558,6508.543572,0.625770,0.582675,1.208445
2999,8024.799771,6654.496759,0.628264,0.624209,1.252472
3199,7805.629682,4518.078343,0.635736,0.665791,1.301527
3399,7651.122892,5179.014247,0.637925,0.707053,1.344977
3599,7572.437540,6234.786572,0.640230,0.748411,1.388641
3799,7417.161318,4622.189308,0.642654,0.789757,1.432411
3999,7293.982969,4953.594344,0.645181,0.831207,1.476387
4199,7175.138798,4798.255380,0.652463,0.872688,1.525151
4399,7041.286359,4230.385139,0.654635,0.914013,1.568648
4599,6939.151929,4692.194473,0.656929,0.955402,1.612330
4799,6798.563306,3565.024977,0.659335,0.996781,1.656116
4999,6699.296321,4316.888665,0.661855,1.038185,1.700040
5199,6596.164115,4017.858971,0.669394,1.080028,1.749422
5399,6493.821962,3832.925987,0.671570,1.121864,1.793434
5599,6434.594895,4835.464090,0.673887,1.163966,1.837853
5799,6367.013934,4474.747012,0.676308,1.205914,1.882221
5999,6277.404336,3678.725998,0.678852,1.247975,1.926828
6199,6184.536973,3398.516088,0.686275,1.289571,1.975847
6399,6095.810579,3345.292361,0.688446,1.331173,2.019619
6599,6006.069402,3134.351740,0.690740,1.372680,2.063420
6799,5923.010026,3182.050609,0.693168,1.414143,2.107311
6999,5852.569240,3457.582520,0.695680,1.455692,2.151372
7199,5772.002240,2952.157260,0.703275,1.497427,2.200702
7399,5706.735060,3357.116578,0.705461,1.539066,2.244527
7599,5644.443671,3339.662269,0.707810,1.580641,2.288451
7799,5580.819239,3163.090829,0.710219,1.622295,2.332514
7999,5534.119695,3712.837491,0.712751,1.663974,2.376725
8199,5468.420431,2840.449856,0.720361,1.705546,2.425907
8399,5408.545365,2953.667639,0.722542,1.747112,2.469653
8599,5339.326231,2432.122622,0.724832,1.788545,2.513377
8799,5287.341566,3052.000967,0.727245,1.830084,2.557329
8999,5236.879845,3016.564118,0.729767,1.871693,2.601460
9199,5172.470721,2274.060141,0.737619,1.913364,2.650983
9399,5123.518969,2871.738382,0.739790,1.954841,2.694630
9599,5069.222208,2517.274428,0.742097,1.996407,2.738504
9799,5038.603634,3568.912096,0.744504,2.037923,2.782427
9999,4989.280271,2572.435500,0.747025,2.079466,2.826490
10199,4943.686545,2664.000230,0.754563,2.121129,2.875692
10399,4903.024433,2829.256731,0.756752,2.162709,2.919460
10599,4857.585201,2494.745119,0.759056,2.205480,2.964537
10799,4807.818526,2170.184771,0.761464,2.247117,3.008581
10999,4769.882080,2721.313954,0.764011,2.288836,3.052847
11199,4732.447497,2673.545468,0.771642,2.330689,3.102331
11399,4685.773836,2072.048822,0.773808,2.372441,3.146249
11599,4655.550127,2932.798686,0.776103,2.414141,3.190244
11799,4616.475790,2350.164271,0.778511,2.455847,3.234357
11999,4581.258328,2503.428049,0.781033,2.497853,3.278886
12199,4541.829090,2176.074831,0.788856,2.539725,3.328581
12399,4509.447535,2534.172638,0.791033,2.581272,3.372305
12599,4476.224628,2416.404420,0.793292,2.622846,3.416138
12799,4445.118580,2485.437578,0.795690,2.664462,3.460152
12999,4413.181482,2369.207169,0.798208,2.706127,3.504336
13199,4380.225866,2238.110836,0.805958,2.747939,3.553897
