# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_incremental4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,0.244251,0.244251,0.581894,0.043321,0.625215
399,0.233589,0.222926,0.660672,0.087699,0.748371
599,0.230058,0.222998,0.739744,0.132026,0.871770
799,0.220051,0.190030,0.816890,0.175877,0.992767
999,0.209068,0.165134,0.893681,0.219696,1.113377
1199,0.204127,0.179423,0.974006,0.263060,1.237067
1399,0.197668,0.158912,1.050643,0.306853,1.357497
1599,0.195197,0.177901,1.127670,0.350355,1.478025
1799,0.192174,0.167990,1.204802,0.394207,1.599009
1999,0.189853,0.168967,1.282282,0.438050,1.720333
2199,0.186513,0.153108,1.394050,0.481858,1.875907
2399,0.184788,0.165810,1.476441,0.525363,2.001804
2599,0.180738,0.132142,1.558990,0.569049,2.128039
2799,0.179039,0.156959,1.637188,0.612869,2.250056
2999,0.180898,0.206919,1.714486,0.656274,2.370760
3199,0.180638,0.176741,1.798359,0.699748,2.498107
3399,0.179182,0.155876,1.876010,0.743224,2.619235
3599,0.177950,0.157008,1.954595,0.787210,2.741804
3799,0.176797,0.156039,2.032723,0.830612,2.863335
3999,0.174703,0.134921,2.111701,0.875386,2.987087
4199,0.175503,0.191518,2.196416,0.919132,3.115548
4399,0.174340,0.149901,2.274821,0.962745,3.237566
4599,0.172500,0.132034,2.353026,1.006357,3.359383
4799,0.171128,0.139565,2.431947,1.049686,3.481634
4999,0.171627,0.183597,2.510220,1.093084,3.603304
5199,0.171199,0.160501,2.596506,1.137529,3.734035
5399,0.171039,0.166884,2.676125,1.181803,3.857928
5599,0.172017,0.198413,2.756580,1.225967,3.982547
5799,0.172997,0.200443,2.836511,1.270317,4.106828
5999,0.172969,0.172167,2.916758,1.314619,4.231377
6199,0.171480,0.126817,3.004079,1.359576,4.363654
6399,0.171350,0.167308,3.084702,1.404018,4.488720
6599,0.169996,0.126654,3.164641,1.448484,4.613125
6799,0.170574,0.189669,3.244990,1.493053,4.738043
6999,0.170514,0.168446,3.325625,1.537670,4.863295
7199,0.170125,0.156533,3.410158,1.582179,4.992337
7399,0.168633,0.114920,3.490662,1.626917,5.117579
7599,0.167622,0.130217,3.571749,1.671873,5.243622
7799,0.167587,0.166270,3.652312,1.716411,5.368723
7999,0.166628,0.129204,3.733736,1.760924,5.494660
8199,0.166342,0.154923,3.835103,1.806056,5.641159
8399,0.167296,0.206414,3.918321,1.850943,5.769264
8599,0.167912,0.193772,4.003387,1.895876,5.899263
8799,0.167976,0.170724,4.084837,1.940764,6.025601
8999,0.168230,0.179400,4.165922,1.985731,6.151653
9199,0.168303,0.171591,4.251749,2.030455,6.282204
9399,0.168618,0.183096,4.332364,2.075335,6.407699
9599,0.169102,0.191875,4.413706,2.120136,6.533842
9799,0.169283,0.177947,4.495146,2.165352,6.660498
9999,0.169486,0.179449,4.576485,2.210357,6.786842
10199,0.169416,0.165906,4.663809,2.255318,6.919127
10399,0.169420,0.169640,4.745678,2.302819,7.048496
10599,0.169764,0.187615,4.826813,2.347771,7.174584
10799,0.169998,0.182406,4.907863,2.392738,7.300601
10999,0.170609,0.203613,4.989872,2.437899,7.427771
11199,0.171480,0.219366,5.078369,2.482798,7.561167
11399,0.171581,0.177264,5.159337,2.527747,7.687084
11599,0.171893,0.189685,5.240054,2.572484,7.812538
11799,0.172410,0.202390,5.320673,2.617162,7.937835
11999,0.172647,0.186654,5.402231,2.661685,8.063917
12199,0.172885,0.187109,5.490560,2.706964,8.197525
12399,0.172777,0.166214,5.571330,2.751694,8.323024
12599,0.173535,0.220549,5.651938,2.796160,8.448098
12799,0.173296,0.158236,5.733387,2.840676,8.574063
12999,0.173433,0.182176,5.814546,2.885309,8.699855
13199,0.173185,0.157067,5.902353,2.930181,8.832534
13399,0.173938,0.223676,5.983669,2.975206,8.958875
13599,0.174005,0.178480,6.065526,3.019964,9.085490
13799,0.174170,0.185381,6.146855,3.064873,9.211728
13999,0.174106,0.169681,6.228637,3.109876,9.338513
14199,0.173906,0.159916,6.316887,3.154894,9.471780
14399,0.173758,0.163224,6.399110,3.199889,9.599000
14599,0.173953,0.187992,6.480256,3.244528,9.724785
14799,0.174372,0.204992,6.561593,3.289390,9.850983
14999,0.174586,0.190441,6.643458,3.334317,9.977776
15199,0.174582,0.174253,6.732781,3.379356,10.112138
15399,0.174762,0.188408,6.813764,3.424936,10.238700
15599,0.174611,0.163021,6.895454,3.470089,10.365544
15799,0.174823,0.191384,6.976868,3.515091,10.491959
15999,0.174537,0.151943,7.059440,3.560174,10.619614
16199,0.174817,0.197176,7.147848,3.605275,10.753123
16399,0.174694,0.164715,7.229260,3.650262,10.879523
16599,0.174439,0.153585,7.311088,3.695347,11.006436
16799,0.174398,0.170976,7.393859,3.740615,11.134474
16999,0.175057,0.230404,7.475737,3.785650,11.261386
17199,0.175201,0.187415,7.564485,3.830728,11.395213
17399,0.175352,0.188403,7.646194,3.875742,11.521936
17599,0.175490,0.187484,7.728920,3.920871,11.649791
17799,0.175112,0.141839,7.811026,3.965963,11.776989
17999,0.175347,0.196279,7.893223,4.011075,11.904298
18199,0.175392,0.179408,7.982108,4.056015,12.038123
18399,0.175370,0.173364,8.064648,4.101185,12.165833
18599,0.175620,0.198631,8.146732,4.146326,12.293058
18799,0.176115,0.222165,8.228572,4.191244,12.419816
18999,0.176195,0.183703,8.311100,4.236412,12.547512
19199,0.176132,0.170155,8.400573,4.281347,12.681920
19399,0.175946,0.158023,8.481928,4.326169,12.808097
19599,0.175928,0.174202,8.563828,4.371072,12.934900
19799,0.176044,0.187486,8.645489,4.415862,13.061351
19999,0.176313,0.202921,8.728133,4.460724,13.188856
20199,0.176460,0.191182,8.816585,4.505734,13.322319
20399,0.176461,0.176482,8.897868,4.550628,13.448496
20599,0.176630,0.193931,8.979674,4.595699,13.575373
20799,0.176818,0.196109,9.062399,4.640684,13.703083
20999,0.177171,0.213958,9.144476,4.685896,13.830372
21199,0.177430,0.204568,9.233591,4.731032,13.964623
21399,0.177744,0.211051,9.314898,4.775943,14.090842
21599,0.177699,0.172916,9.397792,4.821031,14.218823
21799,0.177971,0.207360,9.479862,4.866232,14.346094
21999,0.177935,0.173990,9.561668,4.911337,14.473005
22199,0.178162,0.203057,9.650809,4.956582,14.607391
22399,0.178581,0.225105,9.733283,5.001596,14.734879
22599,0.178543,0.174355,9.814720,5.046519,14.861238
22799,0.178896,0.218765,9.896429,5.091372,14.987802
22999,0.179010,0.192000,9.978071,5.136147,15.114218
23199,0.178840,0.159240,10.064518,5.181426,15.245943
23399,0.178442,0.132347,10.145682,5.226058,15.371740
23599,0.178098,0.137876,10.227302,5.270757,15.498059
