# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,10435.109847,10435.109847,0.474151,0.047141,0.521292
399,9090.493365,7745.876882,0.963640,0.095778,1.059418
599,8157.478366,6291.448367,1.459507,0.144867,1.604374
799,7528.863586,5643.019246,1.970817,0.195059,2.165876
999,7032.428343,5046.687370,2.482164,0.245899,2.728063
1199,6658.739133,4790.293086,3.003588,0.297039,3.300628
1399,6623.842970,6414.465990,3.531056,0.349322,3.880378
1599,6491.168543,5562.447559,4.059198,0.401757,4.460955
1799,6395.572568,5630.804765,4.594950,0.454539,5.049489
1999,6205.130672,4491.153609,5.133714,0.507559,5.641273
2199,6076.827181,4793.792271,5.677907,0.560980,6.238887
2399,5915.728234,4143.639819,6.218930,0.614706,6.833635
2599,5774.230472,4076.257320,6.774358,0.668619,7.442977
2799,5657.381531,4138.345306,7.331220,0.722714,8.053933
2999,5642.666798,5436.660537,7.913896,0.777188,8.691084
3199,5537.691613,3963.063827,8.475766,0.831864,9.307630
3399,5486.314735,4664.284691,9.045336,0.886858,9.932193
3599,5462.169355,5051.697896,9.602202,0.941812,10.544014
3799,5351.583163,3361.031701,10.172384,0.997114,11.169498
3999,5292.996773,4179.855376,10.755463,1.052566,11.808029
4199,5254.436941,4483.240286,11.343869,1.108307,12.452176
4399,5203.551320,4134.953281,11.915577,1.164093,13.079669
4599,5143.021328,3811.361515,12.544453,1.220373,13.764826
4799,5072.204513,3443.417770,13.129836,1.276672,14.406508
4999,5049.842244,4513.147781,13.728993,1.332974,15.061967
5199,5041.103545,4822.636069,14.316827,1.389519,15.706345
5399,5010.708677,4220.442104,14.922956,1.446506,16.369463
5599,5026.442315,5451.250557,15.567530,1.503362,17.070892
5799,5020.277565,4847.664544,16.184696,1.560613,17.745309
5999,4963.072925,3304.138379,16.789536,1.618060,18.407597
6199,4927.009449,3845.105175,17.388391,1.675631,19.064022
6399,4886.563990,3632.754767,18.049088,1.733714,19.782802
6599,4863.925728,4139.501315,18.663922,1.791483,20.455405
6799,4820.401037,3384.086266,19.278184,1.849578,21.127762
6999,4780.252102,3415.188308,19.903587,1.908073,21.811661
7199,4749.804368,3684.133680,20.585554,1.966729,22.552282
7399,4714.906439,3458.580992,21.209359,2.025309,23.234668
7599,4677.405756,3289.880485,21.831156,2.083833,23.914989
7799,4646.720685,3480.687978,22.526938,2.142950,24.669888
7999,4631.942969,4055.612058,23.162692,2.201667,25.364359
8199,4601.098746,3367.329798,23.809283,2.260648,26.069931
8399,4572.130865,3384.447757,24.470744,2.320299,26.791043
8599,4521.914663,2412.834162,25.197723,2.380285,27.578008
8799,4497.437661,3444.926587,25.853871,2.439906,28.293777
8999,4480.128591,3718.529508,26.506208,2.499550,29.005757
9199,4447.475360,2978.079953,27.152975,2.559241,29.712215
9399,4431.377473,3690.874688,27.927588,2.619795,30.547384
9599,4409.603957,3386.248731,28.597851,2.680280,31.278130
9799,4396.530370,3768.998155,29.259310,2.740580,31.999890
9999,4382.886368,3714.330280,29.912506,2.801245,32.713751
10199,4366.419976,3543.100376,30.691203,2.862081,33.553285
10399,4350.123554,3519.006034,31.424213,2.923117,34.347330
10599,4335.795409,3590.731882,32.074261,2.983767,35.058028
10799,4313.038725,3106.934461,32.757991,3.044549,35.802540
10999,4306.228452,3938.473694,33.424961,3.105819,36.530780
11199,4292.107961,3515.480956,34.203230,3.167296,37.370526
11399,4267.075182,2865.239565,34.889284,3.228616,38.117900
11599,4252.174205,3402.818513,35.557000,3.289934,38.846934
11799,4234.800888,3227.148508,36.371125,3.351644,39.722770
11999,4223.151000,3535.807604,37.074222,3.413419,40.487640
12199,4207.546403,3271.270611,37.779103,3.475288,41.254391
12399,4194.906946,3423.900055,38.573669,3.537202,42.110871
12599,4172.741659,2798.493864,39.256750,3.599275,42.856024
12799,4151.900817,2838.927799,39.994780,3.661431,43.656211
12999,4131.231163,2808.373273,40.850688,3.724292,44.574980
13199,4115.451012,3089.741205,41.573425,3.786829,45.360254
13399,4099.195584,3026.337348,42.289464,3.849566,46.139031
13599,4099.220731,4100.905573,43.009835,3.912084,46.921919
13799,4082.788855,2965.421264,43.864578,3.975112,47.839690
13999,4060.837471,2546.192022,44.570853,4.038294,48.609147
14199,4055.941320,3713.210708,45.308101,4.101220,49.409321
14399,4045.414834,3298.034366,46.132998,4.164212,50.297210
14599,4031.965626,3063.622588,46.881285,4.227604,51.108890
14799,4017.362108,2951.305293,47.633865,4.291082,51.924947
14999,4006.641354,3213.305584,48.483804,4.354701,52.838506
15199,4005.811928,3943.605026,49.234384,4.418229,53.652613
15399,3994.583222,3141.201561,50.006563,4.481798,54.488361
15599,3991.270159,3736.164266,50.891072,4.545511,55.436583
15799,3988.187221,3747.718058,51.633285,4.609307,56.242591
15999,3975.696000,2988.889558,52.363228,4.672568,57.035796
16199,3965.478572,3148.084296,53.277995,4.736460,58.014455
16399,3957.013315,3271.327556,54.062815,4.800831,58.863646
16599,3951.116359,3467.565901,54.831794,4.865045,59.696839
16799,3940.802957,3084.790619,55.612038,4.929143,60.541180
16999,3919.961671,2169.293667,56.479834,4.993315,61.473149
17199,3910.554000,3110.901957,57.295964,5.057814,62.353778
17399,3907.508854,3645.626272,58.075329,5.122035,63.197364
17599,3904.871647,3675.434649,59.023433,5.186417,64.209850
17799,3898.194296,3310.587409,59.775757,5.250610,65.026367
17999,3885.868504,2788.873000,60.589448,5.315414,65.904862
18199,3876.024317,2990.047527,61.501374,5.380521,66.881895
18399,3860.081585,2409.292969,62.297558,5.445429,67.742987
18599,3846.376885,2585.544503,63.258229,5.510634,68.768862
18799,3834.687470,2747.571825,64.094608,5.575903,69.670511
18999,3826.576089,3064.106270,64.942687,5.640937,70.583625
19199,3821.480102,3337.361358,65.928452,5.706621,71.635073
19399,3817.568618,3442.066206,66.766385,5.771848,72.538233
19599,3809.637778,3040.346297,67.625048,5.837799,73.462848
19799,3806.588588,3507.767892,68.622992,5.903572,74.526564
19999,3798.640544,3011.784258,69.470429,5.969160,75.439588
20199,3795.390978,3470.434328,70.476177,6.034996,76.511172
20399,3786.867334,2925.979330,71.312479,6.100549,77.413029
20599,3778.387738,2913.468917,72.104204,6.166120,78.270323
20799,3764.503100,2334.385390,73.073999,6.232354,79.306354
20999,3750.404595,2284.160097,73.886937,6.298436,80.185373
21199,3737.862441,2420.936227,74.965160,6.365175,81.330335
21399,3736.017754,3540.481001,75.783620,6.431051,82.214671
21599,3726.078023,2662.526709,76.583651,6.497011,83.080662
21799,3717.901077,2834.790964,77.636598,6.563756,84.200354
21999,3708.144023,2644.625169,78.522637,6.630096,85.152732
22199,3700.494523,2859.049522,79.314740,6.695983,86.010722
22399,3690.663207,2599.387085,80.365533,6.762443,87.127976
22599,3680.925359,2590.286389,81.226459,6.829445,88.055904
22799,3676.274178,3150.690748,82.299850,6.896253,89.196103
22999,3671.577235,3136.125697,83.157171,6.962791,90.119962
23199,3669.091180,3383.194890,84.260326,7.029847,91.290173
23399,3665.439715,3241.869735,85.067406,7.096196,92.163602
23599,3666.864955,3833.618101,85.953938,7.162874,93.116812
23799,3659.512553,2791.929104,87.063241,7.230143,94.293384
23999,3651.561661,2705.405433,87.939312,7.296977,95.236289
24199,3644.542641,2802.260272,89.043285,7.364269,96.407554
24399,3640.141545,3107.608961,89.940233,7.431462,97.371696
24599,3632.742878,2730.105434,90.973567,7.498745,98.472312
24799,3625.630951,2750.863922,91.870059,7.565984,99.436042
24999,3619.115481,2811.197257,92.731594,7.633063,100.364657
25199,3614.214572,3001.600978,93.880661,7.700477,101.581138
25399,3605.793573,2544.747619,95.054096,7.768158,102.822254
25599,3600.485169,2926.317932,95.944429,7.835113,103.779542
25799,3600.673686,3624.803819,97.084492,7.902777,104.987270
25999,3593.737076,2698.914447,98.052594,7.970852,106.023446
26199,3589.324978,3015.752184,99.156002,8.038622,107.194624
26399,3586.116703,3165.832756,100.088598,8.106203,108.194801
26599,3586.187718,3595.561663,100.931555,8.173537,109.105092
26799,3577.339584,2400.537782,102.111207,8.241855,110.353062
26999,3568.181765,2341.034027,103.314791,8.310089,111.624880
27199,3563.070318,2873.024883,104.181914,8.377681,112.559595
27399,3555.703148,2553.768087,105.366369,8.446418,113.812787
27599,3544.420919,1998.755463,106.229796,8.514193,114.743989
27799,3539.126682,2808.522050,107.347584,8.582740,115.930324
27999,3534.956769,2955.338905,108.331349,8.650985,116.982334
28199,3528.823789,2670.206571,109.500447,8.719402,118.219849
28399,3523.746730,2807.881369,110.470837,8.787704,119.258541
28599,3516.678691,2513.017086,111.643276,8.855975,120.499251
28799,3513.728947,3091.915558,112.590995,8.924692,121.515687
28999,3505.841543,2370.055475,113.839043,8.993830,122.832873
29199,3502.658775,3041.157299,114.799996,9.062423,123.862420
29399,3500.449729,3177.929035,116.049207,9.131472,125.180679
29599,3492.759241,2362.257555,117.039863,9.200179,126.240042
29799,3490.634872,3176.228314,118.323942,9.268974,127.592915
29999,3485.944108,2787.020267,119.270661,9.337848,128.608509
30199,3479.978988,2585.210982,120.448286,9.406498,129.854784
30399,3475.011498,2724.920458,121.446628,9.475246,130.921874
30599,3472.264050,3054.652012,122.635242,9.544359,132.179601
30799,3465.060753,2362.956205,123.972432,9.613547,133.585979
30999,3455.382484,1964.929119,124.880530,9.682787,134.563317
31199,3449.373251,2517.942121,126.129697,9.752242,135.881939
31399,3445.279281,2806.620033,127.164044,9.821451,136.985495
31599,3442.067184,2937.767957,128.446406,9.890828,138.337233
