# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,0.193555,0.193555,0.519263,0.047858,0.567121
399,0.174129,0.154704,1.043534,0.093811,1.137345
599,0.177148,0.183184,1.577599,0.140639,1.718238
799,0.170654,0.151173,2.114234,0.188415,2.302648
999,0.164644,0.140604,2.666869,0.236701,2.903571
1199,0.162642,0.152634,3.224225,0.285506,3.509731
1399,0.156662,0.120780,3.784379,0.335059,4.119438
1599,0.153580,0.132005,4.347867,0.385280,4.733147
1799,0.151628,0.136010,4.922505,0.435826,5.358330
1999,0.146814,0.103495,5.499575,0.486557,5.986132
2199,0.146081,0.138748,6.074968,0.537409,6.612378
2399,0.144932,0.132287,6.651538,0.588638,7.240175
2599,0.143559,0.127092,7.232336,0.640151,7.872487
2799,0.142074,0.122769,7.813889,0.691843,8.505732
2999,0.142498,0.148426,8.443998,0.744087,9.188085
3199,0.140989,0.118356,9.052095,0.796447,9.848542
3399,0.139665,0.118476,9.650949,0.848997,10.499947
3599,0.138216,0.113598,10.250950,0.901682,11.152632
3799,0.138905,0.151296,10.849834,0.954366,11.804199
3999,0.140322,0.167252,11.451573,1.007330,12.458903
4199,0.140430,0.142591,12.061029,1.060403,13.121432
4399,0.140786,0.148250,12.685788,1.114028,13.799816
4599,0.140483,0.133823,13.299469,1.167621,14.467090
4799,0.140287,0.135772,13.957529,1.221461,15.178990
4999,0.140004,0.133223,14.559423,1.275274,15.834697
5199,0.140093,0.142313,15.197102,1.329363,16.526465
5399,0.139571,0.125992,15.827776,1.383688,17.211464
5599,0.138731,0.116050,16.513557,1.438459,17.952016
