# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,14593.180649,14593.180649,0.033370,0.004186,0.037556
399,12874.221545,11155.262442,0.069060,0.008368,0.077428
599,11554.641790,8915.482278,0.106063,0.012551,0.118614
799,10792.434862,8505.814080,0.144292,0.016678,0.160969
999,10480.620812,9233.364610,0.183892,0.020846,0.204738
1199,10090.337703,8138.922159,0.224167,0.024994,0.249160
1399,10187.524357,10770.644282,0.265671,0.029156,0.294828
1599,10100.735120,9493.210459,0.302757,0.033298,0.336055
1799,9966.005153,8888.165414,0.329870,0.037649,0.367519
1999,9686.119581,7167.149439,0.367255,0.042038,0.409293
2199,9407.326896,6619.400039,0.408445,0.046500,0.454945
2399,9090.240957,5602.295631,0.445778,0.050950,0.496728
2599,8828.845677,5692.102321,0.497509,0.055434,0.552942
2799,8640.237978,6188.337893,0.543149,0.059915,0.603065
2999,8553.627601,7341.082315,0.583091,0.064416,0.647506
3199,8370.456336,5622.887371,0.652323,0.068922,0.721245
3399,8207.788392,5605.101277,0.704571,0.073387,0.777958
3599,8163.541187,7411.338703,0.761076,0.077896,0.838972
3799,8011.443858,5273.691936,0.801762,0.082380,0.884142
3999,7920.629534,6195.157389,0.867550,0.086944,0.954494
4199,7856.624007,6576.513459,0.925916,0.091489,1.017406
4399,7769.558343,5941.179394,0.976878,0.096019,1.072897
4599,7667.404272,5420.014721,1.019725,0.100527,1.120253
4799,7576.152457,5477.360703,1.080042,0.105072,1.185113
4999,7521.007577,6197.530458,1.166267,0.109661,1.275928
5199,7510.462246,7246.828983,1.211247,0.114241,1.325488
5399,7458.634959,6111.125475,1.285195,0.118836,1.404032
5599,7463.759354,7602.118043,1.352413,0.123432,1.475845
5799,7452.145629,7126.961329,1.404215,0.127982,1.532197
5999,7379.984052,5287.298293,1.451599,0.132577,1.584176
6199,7329.025365,5800.264763,1.506868,0.137214,1.644082
6399,7283.442807,5870.383513,1.574067,0.141848,1.715915
6599,7261.620916,6563.320410,1.622675,0.146447,1.769122
6799,7208.755444,5464.194868,1.674089,0.151046,1.825135
6999,7142.675128,4895.944382,1.738444,0.155670,1.894114
7199,7094.298019,5401.099192,1.805942,0.160272,1.966214
7399,7046.804591,5337.041190,1.869401,0.164855,2.034257
7599,7017.319899,5926.386309,1.928372,0.169485,2.097856
7799,6987.442576,5852.104294,2.005889,0.174142,2.180031
7999,6972.278634,6380.884877,2.075163,0.178759,2.253923
8199,6948.757909,6007.928923,2.141987,0.183363,2.325351
8399,6928.978946,6118.041479,2.193630,0.187931,2.381561
8599,6868.023518,4307.895540,2.249008,0.192571,2.441579
8799,6816.590195,4604.957292,2.325028,0.197234,2.522262
8999,6792.944238,5752.522139,2.391796,0.201814,2.593609
9199,6749.449816,4792.200841,2.453767,0.206462,2.660230
9399,6721.630121,5441.924116,2.507534,0.211120,2.718654
9599,6677.035618,4581.094006,2.587676,0.215761,2.803438
9799,6650.836691,5393.288200,2.650706,0.220500,2.871206
9999,6619.988449,5108.424569,2.748754,0.225256,2.974010
10199,6585.492621,4860.701233,2.805969,0.229984,3.035953
10399,6560.706878,5296.633977,2.880610,0.234717,3.115327
10599,6533.030158,5093.840723,2.953084,0.239425,3.192509
10799,6493.937481,4422.025594,3.010159,0.244083,3.254243
10999,6476.477686,5533.648773,3.068216,0.248815,3.317031
11199,6455.188868,5284.303885,3.127425,0.253514,3.380939
11399,6416.239166,4235.055850,3.237464,0.258268,3.495732
11599,6381.814869,4419.629898,3.295934,0.262972,3.558906
11799,6356.551509,4891.276652,3.367972,0.267678,3.635650
11999,6329.157187,4712.892193,3.426234,0.272404,3.698638
12199,6301.716240,4655.259412,3.516732,0.277149,3.793881
12399,6276.657609,4748.081124,3.576380,0.281865,3.858245
12599,6249.816237,4585.651155,3.637411,0.286629,3.924040
12799,6233.687255,5217.561372,3.706762,0.291453,3.998215
12999,6195.025564,3720.677400,3.796963,0.296290,4.093252
13199,6173.742547,4790.346386,3.876194,0.301070,4.177263
13399,6149.509482,4550.127248,3.938042,0.305801,4.243843
13599,6140.306742,5523.723131,4.013497,0.310541,4.324037
13799,6111.758457,4170.475073,4.084301,0.315322,4.399622
13999,6073.433095,3428.983144,4.149334,0.320099,4.469433
14199,6058.465423,5010.728355,4.213351,0.324897,4.538248
14399,6043.515002,4982.035119,4.287966,0.329772,4.617737
14599,6023.264814,4565.251249,4.370878,0.334613,4.705491
14799,5994.486144,3893.643281,4.451732,0.339451,4.791182
14999,5976.633167,4655.512837,4.558084,0.344309,4.902393
15199,5965.930459,5163.227346,4.625651,0.349133,4.974783
15399,5943.431869,4233.539018,4.700911,0.353977,5.054888
15599,5929.746242,4875.952966,4.787047,0.358823,5.145870
15799,5918.705136,5057.498894,4.877571,0.363690,5.241261
15999,5903.569775,4707.876294,4.945118,0.368518,5.313636
16199,5896.753475,5351.449440,5.014388,0.373349,5.387737
16399,5875.895799,4186.424080,5.083038,0.378201,5.461239
16599,5860.181361,4571.597380,5.167349,0.383058,5.550407
16799,5837.011639,3913.924746,5.238083,0.387892,5.625975
16999,5806.515106,3244.806359,5.320277,0.392726,5.713002
17199,5791.352418,4502.523881,5.419419,0.397636,5.817055
17399,5780.200318,4821.119739,5.510080,0.402491,5.912570
17599,5776.730966,5474.897365,5.589676,0.407348,5.997024
17799,5758.477333,4152.157572,5.659599,0.412206,6.071805
17999,5736.417171,3773.062807,5.740913,0.417041,6.157954
18199,5713.947798,3691.704231,5.838169,0.421909,6.260078
18399,5688.993579,3418.159671,5.909763,0.426786,6.336548
18599,5667.571400,3696.730872,6.025118,0.431680,6.456799
18799,5648.214859,3848.056532,6.095393,0.436559,6.531952
18999,5630.327062,3948.874204,6.175466,0.441469,6.616935
19199,5614.498821,4110.815910,6.247540,0.446344,6.693884
19399,5600.431532,4249.971774,6.336486,0.451240,6.787725
19599,5589.433869,4522.660582,6.416071,0.456125,6.872197
19799,5578.233367,4480.584182,6.531923,0.461076,6.992999
19999,5566.683680,4423.264679,6.613753,0.465989,7.079742
20199,5552.491426,4133.265989,6.719069,0.470906,7.189975
