# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,24977.480403,24977.480403,0.041634,0.006073,0.047707
399,19286.296797,13595.113190,0.076657,0.010160,0.086817
599,15967.558532,9330.082001,0.112915,0.014241,0.127155
799,14117.744220,8568.301287,0.150498,0.018283,0.168780
999,13146.839928,9263.222759,0.189893,0.022399,0.212292
1199,12312.942096,8143.452933,0.230106,0.026526,0.256632
1399,12092.877228,10772.488022,0.271452,0.030600,0.302052
1599,11768.113558,9494.767869,0.308240,0.034673,0.342914
1799,11448.140827,8888.358980,0.334710,0.038955,0.373665
1999,11020.061614,7167.348697,0.371391,0.043294,0.414685
2199,10620.020988,6619.614730,0.411699,0.047703,0.459402
2399,10201.884115,5602.378508,0.448091,0.052071,0.500162
2599,9854.979604,5692.125478,0.499008,0.056476,0.555484
2799,9593.080027,6188.385523,0.543925,0.060926,0.604851
2999,9442.951593,7341.153514,0.582880,0.065321,0.648201
3199,9204.201500,5622.950106,0.650971,0.069740,0.720711
3399,8992.491178,5605.126022,0.702228,0.074135,0.776363
3599,8904.651400,7411.375181,0.757690,0.078518,0.836208
3799,8713.549434,5273.714049,0.797307,0.082879,0.880186
3999,8587.631161,6195.183969,0.862354,0.087401,0.949754
4199,8491.864681,6576.535081,0.919595,0.091803,1.011398
4399,8375.925125,5941.194446,0.969704,0.096212,1.065917
4599,8247.407836,5420.027480,1.011713,0.100615,1.112328
4799,8131.989389,5477.365109,1.070796,0.105046,1.175842
4999,8054.611390,6197.539419,1.155649,0.109497,1.265146
5199,8023.543137,7246.836808,1.199436,0.113951,1.313388
5399,7952.713145,6111.133364,1.272132,0.118417,1.390549
5599,7940.192167,7602.125738,1.338281,0.122893,1.461175
5799,7912.149925,7126.967168,1.389231,0.127359,1.516590
5999,7824.655081,5287.304605,1.435496,0.131789,1.567286
6199,7759.352183,5800.265230,1.489990,0.136337,1.626327
6399,7700.321891,5870.382850,1.555971,0.140845,1.696816
6599,7665.867485,6563.326483,1.603511,0.145337,1.748848
6799,7601.112552,5464.199757,1.653857,0.149903,1.803760
6999,7523.822118,4895.947383,1.716993,0.154402,1.871395
7199,7464.857694,5401.102845,1.783356,0.158945,1.942301
7399,7407.349192,5337.043124,1.845675,0.163472,2.009147
7599,7368.376596,5926.390534,1.902926,0.167963,2.070890
7799,7329.497859,5852.105852,1.978997,0.172465,2.151462
7999,7305.782580,6380.886710,2.046934,0.176971,2.223905
8199,7274.127638,6007.929937,2.112429,0.181486,2.293915
8399,7246.601819,6118.043264,2.163056,0.186014,2.349071
8599,7178.259830,4307.896301,2.217605,0.190577,2.408182
8799,7119.775667,4604.956658,2.292614,0.195142,2.487757
8999,7089.392250,5752.521893,2.358631,0.199714,2.558345
9199,7039.453294,4792.200260,2.419416,0.204323,2.623739
9399,7005.463349,5441.925860,2.472229,0.208912,2.681141
9599,6954.955650,4581.093822,2.551409,0.213512,2.764921
9799,6923.084914,5393.289587,2.613439,0.218094,2.831532
9999,6886.791706,5108.424493,2.710143,0.222754,2.932897
10199,6847.064441,4860.701195,2.765892,0.227363,2.993255
10399,6817.248480,5296.634495,2.838652,0.231974,3.070626
10599,6784.731339,5093.839991,2.909862,0.236586,3.146448
10799,6740.977508,4422.024473,2.965668,0.241199,3.206866
10999,6719.026112,5533.650712,3.022378,0.245819,3.268197
11199,6693.406087,5284.304708,3.080271,0.250438,3.330709
11399,6650.277137,4235.055972,3.189087,0.255092,3.444179
11599,6611.817715,4419.630643,3.246114,0.259744,3.505858
11799,6582.655974,4891.275019,3.316859,0.264350,3.581209
11999,6551.493254,4712.892781,3.373898,0.268948,3.642846
12199,6520.407462,4655.259921,3.463649,0.273629,3.737278
12399,6491.821525,4748.079376,3.522221,0.278256,3.800477
12599,6461.564875,4585.652557,3.582156,0.282915,3.865071
12799,6442.127329,5217.561917,3.650217,0.287583,3.937800
12999,6400.258870,3720.677502,3.739331,0.292327,4.031658
13199,6375.866279,4790.347844,3.817371,0.297032,4.114403
13399,6348.616435,4550.126770,3.878182,0.301723,4.179905
13599,6336.485664,5523.724016,3.952435,0.306419,4.258853
13799,6305.094214,4170.475619,4.021979,0.311132,4.333111
13999,6264.006907,3428.982708,4.086024,0.315826,4.401850
14199,6246.355090,5010.727881,4.148861,0.320522,4.469383
14399,6228.795092,4982.035264,4.221800,0.325233,4.547033
14599,6206.006824,4565.251491,4.303061,0.329953,4.633014
14799,6174.758665,3893.643082,4.382771,0.334703,4.717474
14999,6154.502060,4655.513255,4.487812,0.339487,4.827299
15199,6141.458973,5163.227504,4.553708,0.344213,4.897921
15399,6116.680789,4233.538763,4.627328,0.348969,4.976297
15599,6100.774025,4875.953224,4.712158,0.353749,5.065906
15799,6087.568019,5057.499533,4.801330,0.358518,5.159847
15999,6070.321888,4707.877543,4.867513,0.363271,5.230784
16199,6061.446910,5351.448669,4.935228,0.368019,5.303247
16399,6038.580771,4186.423505,5.002153,0.372765,5.374918
16599,6020.906277,4571.597793,5.084878,0.377533,5.462411
16799,5995.823161,3913.924488,5.154208,0.382288,5.536496
16999,5963.458260,3244.806574,5.235003,0.387040,5.622043
17199,5946.470649,4502.523714,5.333261,0.391858,5.725119
17399,5933.535575,4821.119247,5.422546,0.396633,5.819179
17599,5928.323768,5474.896522,5.500696,0.401383,5.902079
17799,5908.366844,4152.157559,5.569152,0.406147,5.975299
17999,5884.641243,3773.062735,5.648998,0.410919,6.059917
18199,5860.543032,3691.704097,5.744856,0.415696,6.160552
18399,5833.995390,3418.159958,5.814848,0.420491,6.235339
18599,5811.014050,3696.730714,5.928660,0.425308,6.353968
18799,5790.131518,3848.056112,5.997332,0.430090,6.427422
18999,5770.749854,3948.873402,6.076081,0.434896,6.510977
19199,5753.458869,4110.815329,6.146388,0.439663,6.586050
19399,5737.959006,4249.972106,6.234066,0.444468,6.678534
19599,5725.558001,4522.660498,6.312381,0.449262,6.761643
19799,5712.982506,4480.584062,6.426586,0.454131,6.880717
19999,5700.085328,4423.264703,6.506612,0.458935,6.965547
20199,5684.572265,4133.265983,6.610458,0.463756,7.074214
20399,5673.469834,4552.124293,6.685192,0.468618,7.153810
20599,5662.052362,4497.470165,6.759067,0.473466,7.232534
20799,5639.279626,3293.687788,6.833837,0.478307,7.312144
20999,5619.095801,3519.978036,6.920432,0.483112,7.403544
21199,5597.678039,3348.813037,7.001715,0.487951,7.489667
21399,5589.148489,4685.016189,7.088973,0.492769,7.581742
21599,5573.159471,3862.334581,7.170423,0.497598,7.668021
21799,5556.670021,3775.809410,7.244447,0.502413,7.746860
21999,5539.256805,3641.216256,7.328018,0.507300,7.835318
22199,5524.985408,3955.131692,7.402531,0.512157,7.914688
22399,5505.175579,3306.284641,7.479045,0.517008,7.996052
22599,5486.108657,3350.613389,7.555259,0.521849,8.077108
22799,5471.417185,3811.280798,7.630805,0.526698,8.157503
22999,5461.011725,4274.789324,7.759142,0.531579,8.290721
23199,5448.887976,4054.656809,7.849260,0.536423,8.385682
23399,5437.267223,4089.259926,7.938983,0.541278,8.480261
23599,5427.982955,4341.723563,8.070342,0.546158,8.616500
23799,5412.750519,3615.323093,8.146818,0.551006,8.697823
23999,5401.212622,4028.202864,8.237402,0.555857,8.793259
24199,5394.068799,4536.810020,8.315469,0.560722,8.876191
24399,5380.562199,3746.263632,8.393240,0.565582,8.958821
24599,5364.886552,3452.457551,8.466495,0.570407,9.036902
24799,5355.092434,4150.415946,8.581698,0.575296,9.156993
24999,5343.165027,3864.166562,8.657832,0.580131,9.237963
25199,5331.836770,3915.804675,8.737759,0.585023,9.322783
25399,5318.225553,3603.212187,8.827097,0.589898,9.416995
25599,5307.825884,3987.067965,8.939163,0.594773,9.533935
25799,5294.280975,3560.532600,9.017529,0.599652,9.617181
25999,5279.245736,3339.699907,9.100995,0.604537,9.705532
26199,5270.287209,4105.678736,9.192729,0.609403,9.802132
26399,5260.922566,4034.154255,9.288342,0.614266,9.902608
26599,5252.862148,4188.887010,9.381651,0.619147,10.000798
26799,5237.636277,3212.595378,9.459402,0.624005,10.083406
26999,5220.698739,2951.068626,9.566907,0.628885,10.195791
27199,5211.890818,4022.821511,9.674921,0.633751,10.308672
27399,5199.928978,3573.118701,9.768377,0.638613,10.406989
27599,5184.201000,3029.468116,9.847696,0.643467,10.491163
27799,5173.960446,3760.763887,9.932792,0.648345,10.581137
27999,5165.094458,3932.722132,10.010826,0.653211,10.664037
28199,5153.331063,3506.455818,10.090010,0.658076,10.748087
28399,5141.898954,3529.971622,10.191371,0.662969,10.854340
28599,5130.983715,3581.019717,10.270214,0.667853,10.938067
28799,5120.620628,3638.699259,10.389279,0.672774,11.062053
28999,5108.076564,3301.731351,10.470279,0.677676,11.147955
29199,5099.998595,3928.693058,10.549346,0.682555,11.231900
29399,5090.135053,3650.057903,10.651223,0.687444,11.338667
29599,5075.794198,2967.688512,10.738043,0.692308,11.430352
29799,5072.447072,4577.072402,10.858672,0.697202,11.555873
