# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_abrupto3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,26710.654712,26710.654712,0.032484,0.004091,0.036575
399,20353.628930,13996.603148,0.067366,0.008180,0.075546
599,16830.085422,9782.998405,0.103364,0.012207,0.115571
799,14803.675177,8724.444442,0.140888,0.016230,0.157118
999,13708.374771,9327.173148,0.179841,0.020270,0.200110
1199,12783.410242,8158.587593,0.219750,0.024289,0.244039
1399,12497.492120,10781.983389,0.261094,0.028357,0.289451
1599,12122.291262,9495.885259,0.297885,0.032392,0.330276
1799,11763.035594,8888.990249,0.324436,0.036660,0.361096
1999,11303.510281,7167.782467,0.360958,0.040918,0.401876
2199,10877.704735,6619.649276,0.401478,0.045260,0.446738
2399,10438.094799,5602.385500,0.437698,0.049626,0.487324
2599,10073.024259,5692.177779,0.488505,0.054043,0.542548
2799,9795.553361,6188.431682,0.533151,0.058411,0.591561
2999,9631.929551,7341.196207,0.572261,0.062780,0.635042
3199,9381.370185,5622.979704,0.640142,0.067140,0.707282
3399,9159.237413,5605.113053,0.691381,0.071516,0.762897
3599,9062.134497,7411.384923,0.746837,0.076020,0.822857
3799,8862.744780,5273.729881,0.786540,0.080391,0.866931
3999,8729.367093,6195.191037,0.850351,0.084819,0.935170
4199,8626.851767,6576.545250,0.907797,0.089259,0.997056
4399,8504.776124,5941.187627,0.957812,0.093665,1.051478
4599,8370.656869,5420.033265,0.999801,0.098079,1.097880
4799,8250.103320,5477.371684,1.058925,0.102491,1.161416
4999,8168.000905,6197.542951,1.143557,0.106980,1.250538
5199,8132.571576,7246.838334,1.187445,0.111437,1.298882
5399,8057.703660,6111.137842,1.259926,0.115964,1.375890
5599,8041.433112,7602.128336,1.325573,0.120415,1.445988
5799,8009.900008,7126.973098,1.376488,0.124853,1.501341
5999,7919.146902,5287.306821,1.422610,0.129331,1.551941
6199,7850.796027,5800.269782,1.476697,0.133813,1.610510
6399,7788.908256,5870.387342,1.542361,0.138308,1.680668
6599,7751.769461,6563.328013,1.589861,0.142818,1.732679
6799,7684.487894,5464.196185,1.640109,0.147308,1.787417
6999,7604.815340,4895.948516,1.702714,0.151821,1.854535
7199,7543.601069,5401.101576,1.768773,0.156311,1.925084
7399,7483.964335,5337.041914,1.830691,0.160805,1.991496
7599,7442.975608,5926.392721,1.888239,0.165341,2.053580
