# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_incremental2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
199,0.188800,0.188800,0.003686,0.027971,0.031657
399,0.175200,0.161600,0.006491,0.060660,0.067151
599,0.158533,0.125200,0.009396,0.107308,0.116704
799,0.153900,0.140000,0.012370,0.167891,0.180261
999,0.152680,0.147800,0.015491,0.242084,0.257576
1199,0.148867,0.129800,0.020945,0.333779,0.354724
1399,0.149029,0.150000,0.026354,0.425014,0.451367
1599,0.147450,0.136400,0.031698,0.516264,0.547963
1799,0.146689,0.140600,0.036998,0.607168,0.644166
1999,0.146140,0.141200,0.042289,0.698417,0.740705
2199,0.146418,0.149200,0.047575,0.789704,0.837278
2399,0.144267,0.120600,0.052846,0.880658,0.933504
2599,0.143754,0.137600,0.058161,0.971479,1.029640
2799,0.145414,0.167000,0.063462,1.062456,1.125919
2999,0.146280,0.158400,0.068751,1.153344,1.222095
3199,0.145738,0.137600,0.074009,1.244075,1.318084
3399,0.144200,0.119600,0.079282,1.334735,1.414017
3599,0.144344,0.146800,0.084548,1.425546,1.510094
3799,0.144168,0.141000,0.089823,1.516498,1.606321
3999,0.143250,0.125800,0.095107,1.607598,1.702705
4199,0.142638,0.130400,0.100374,1.698382,1.798756
4399,0.141800,0.124200,0.105641,1.789284,1.894926
4599,0.142383,0.155200,0.110883,1.879941,1.990824
4799,0.142067,0.134800,0.116122,1.970625,2.086747
4999,0.142336,0.148800,0.121416,2.061525,2.182941
5199,0.141577,0.122600,0.126683,2.152276,2.278959
5399,0.141496,0.139400,0.131929,2.242949,2.374878
5599,0.140814,0.122400,0.137258,2.333848,2.471106
5799,0.140117,0.120600,0.142583,2.424955,2.567538
5999,0.139667,0.126600,0.147858,2.515656,2.663514
6199,0.140219,0.156800,0.153091,2.606263,2.759354
6399,0.138981,0.100600,0.158345,2.696920,2.855265
6599,0.138624,0.127200,0.163610,2.787563,2.951173
6799,0.138594,0.137600,0.168885,2.878280,3.047165
6999,0.138571,0.137800,0.174138,2.968890,3.143029
7199,0.138678,0.142400,0.179373,3.059459,3.238831
7399,0.138508,0.132400,0.184616,3.150030,3.334647
7599,0.138647,0.143800,0.189861,3.240488,3.430349
7799,0.138200,0.121200,0.195122,3.331418,3.526540
7999,0.138560,0.152600,0.200360,3.422257,3.622618
8199,0.138351,0.130000,0.205616,3.512915,3.718530
8399,0.138357,0.138600,0.210868,3.603513,3.814382
8599,0.138335,0.137400,0.216090,3.694014,3.910104
8799,0.138477,0.144600,0.221362,3.784829,4.006191
8999,0.138916,0.158200,0.226634,3.875477,4.102111
9199,0.138974,0.141600,0.231929,3.966132,4.198061
9399,0.138774,0.129600,0.237187,4.056647,4.293835
9599,0.138987,0.149000,0.242446,4.147260,4.389706
9799,0.139253,0.152000,0.247688,4.237979,4.485667
9999,0.139272,0.140200,0.252962,4.328756,4.581719
10199,0.139404,0.146000,0.258221,4.419329,4.677550
10399,0.139538,0.146400,0.263488,4.509763,4.773251
10599,0.139528,0.139000,0.268779,4.600545,4.869324
10799,0.139270,0.125600,0.274063,4.691546,4.965610
10999,0.139564,0.155400,0.279346,4.782235,5.061581
11199,0.139829,0.154400,0.284592,4.872748,5.157340
11399,0.140056,0.152800,0.289848,4.963382,5.253229
11599,0.139552,0.110800,0.295105,5.054223,5.349328
11799,0.139831,0.156000,0.300388,5.144696,5.445084
11999,0.139647,0.128800,0.305657,5.235263,5.540920
12199,0.139351,0.121600,0.310929,5.325912,5.636842
12399,0.138913,0.112200,0.316171,5.416434,5.732605
12599,0.138689,0.124800,0.321439,5.507202,5.828642
12799,0.138550,0.129800,0.326720,5.597749,5.924469
12999,0.138523,0.136800,0.331978,5.688208,6.020186
13199,0.138552,0.140400,0.337231,5.778759,6.115990
13399,0.138424,0.130000,0.342461,5.869243,6.211705
13599,0.138203,0.123400,0.347745,5.959910,6.307655
13799,0.137925,0.119000,0.352999,6.050629,6.403628
13999,0.137589,0.114400,0.358256,6.141049,6.499305
14199,0.137299,0.117000,0.363515,6.231607,6.595121
14399,0.137594,0.158600,0.368763,6.322235,6.690998
14599,0.137885,0.158800,0.374040,6.412886,6.786925
14799,0.137746,0.127600,0.379317,6.503541,6.882858
14999,0.137872,0.147200,0.384581,6.594170,6.978751
15199,0.137937,0.142800,0.389848,6.684704,7.074552
15399,0.137675,0.117800,0.395116,6.775245,7.170361
15599,0.137515,0.125200,0.400404,6.865892,7.266295
15799,0.137172,0.110400,0.405683,6.956563,7.362246
15999,0.137327,0.149600,0.410935,7.047212,7.458148
16199,0.137188,0.126000,0.416191,7.137785,7.553976
16399,0.137232,0.140800,0.421418,7.228338,7.649755
16599,0.137027,0.120200,0.426645,7.318796,7.745441
16799,0.137171,0.149200,0.431939,7.409657,7.841596
16999,0.137024,0.124600,0.437172,7.500294,7.937466
17199,0.137049,0.139200,0.442408,7.590824,8.033232
17399,0.137159,0.146600,0.447655,7.681401,8.129055
17599,0.136984,0.121800,0.452914,7.771816,8.224731
17799,0.137106,0.147800,0.458173,7.862285,8.320458
17999,0.137129,0.139200,0.463442,7.952746,8.416188
18199,0.137046,0.129600,0.468690,8.043377,8.512067
18399,0.136926,0.126000,0.473911,8.134005,8.607916
18599,0.136918,0.136200,0.479145,8.224422,8.703568
18799,0.136885,0.133800,0.484403,8.314977,8.799380
18999,0.136787,0.127600,0.489654,8.405551,8.895205
19199,0.136712,0.129600,0.494920,8.496506,8.991426
19399,0.136652,0.130800,0.500174,8.587028,9.087201
19599,0.136529,0.124600,0.505418,8.677468,9.182885
19799,0.136481,0.131800,0.510713,8.768068,9.278781
19999,0.136408,0.129200,0.515982,8.858739,9.374721
20199,0.136133,0.108600,0.521252,8.949300,9.470552
20399,0.136027,0.125400,0.526512,9.039800,9.566312
20599,0.136054,0.138800,0.531767,9.130506,9.662272
20799,0.136017,0.132200,0.536998,9.221137,9.758135
20999,0.135928,0.126600,0.542263,9.311778,9.854041
21199,0.135777,0.120000,0.547542,9.402325,9.949866
21399,0.135768,0.134800,0.552795,9.492796,10.045591
21599,0.135707,0.129200,0.558081,9.583478,10.141559
21799,0.135739,0.139200,0.563349,9.674100,10.237449
21999,0.135476,0.106800,0.568606,9.764798,10.333404
22199,0.135288,0.114600,0.573877,9.855478,10.429355
22399,0.135420,0.150000,0.579103,9.946090,10.525193
22599,0.135515,0.146200,0.584381,10.036802,10.621183
22799,0.135539,0.138200,0.589666,10.127602,10.717268
22999,0.135555,0.137400,0.594927,10.218268,10.813195
23199,0.135550,0.135000,0.600190,10.309079,10.909269
