# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_gradual2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,15800.573508,15800.573508,0.592803,0.043084,0.635887
399,13660.050428,11519.527348,0.670349,0.086852,0.757200
599,12774.281965,11002.745038,0.748038,0.130310,0.878348
799,11652.487429,8287.103822,0.823934,0.173621,0.997555
999,11023.007642,8505.088493,0.899575,0.216845,1.116420
1199,10320.564717,6808.350093,0.979953,0.260398,1.240351
1399,9778.235343,6524.259099,1.055502,0.303637,1.359139
1599,9404.737289,6790.250908,1.175937,0.347133,1.523070
1799,8790.183510,3873.753278,1.252606,0.390701,1.643307
1999,8230.360453,3191.952941,1.363269,0.434425,1.797693
2199,7675.558340,2127.537207,1.443051,0.478230,1.921282
2399,7206.301867,2044.480675,1.546250,0.522339,2.068590
2599,6800.645485,1932.768899,1.628498,0.566293,2.194791
2799,6447.738009,1859.940823,1.705940,0.610072,2.316012
2999,6169.592384,2275.553635,1.851918,0.654088,2.506006
3199,5963.506017,2872.210508,1.932395,0.697869,2.630264
3399,5807.394858,3309.616306,2.012193,0.741579,2.753772
3599,5673.976448,3405.863484,2.089440,0.785221,2.874661
3799,5531.026594,2957.929215,2.166995,0.828969,2.995964
3999,5394.781117,2806.117057,2.250158,0.872964,3.123122
4199,5268.738616,2747.888600,2.327449,0.916745,3.244194
4399,5146.666330,2583.148321,2.404875,0.960381,3.365257
4599,5037.045827,2625.394761,2.482535,1.003995,3.486530
4799,4929.612359,2458.642601,2.561201,1.047738,3.608939
4999,4874.325356,3547.437290,2.643583,1.091868,3.735451
5199,4818.864148,3432.333933,2.722088,1.136099,3.858187
5399,4767.121476,3421.812009,2.800985,1.180303,3.981289
5599,4718.088825,3394.207241,2.880733,1.224352,4.105085
5799,4647.818217,2680.241194,2.960368,1.268818,4.229186
