# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_gradual5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,15800.573508,15800.573508,0.533721,0.042513,0.576234
399,13660.050428,11519.527348,0.537671,0.084764,0.622434
599,12774.281965,11002.745038,0.541810,0.126866,0.668676
799,11652.487429,8287.103822,0.543914,0.168843,0.712757
999,11023.007642,8505.088493,0.546131,0.210999,0.757130
1199,10320.564717,6808.350093,0.552447,0.252703,0.805150
1399,9778.235343,6524.259099,0.554638,0.294343,0.848981
1599,9547.115465,7929.276319,0.556897,0.335965,0.892862
1799,9358.014126,7845.203409,0.559284,0.377826,0.937110
1999,9146.864857,7246.521439,0.561787,0.419759,0.981546
2199,8788.276262,5202.390316,0.569181,0.461635,1.030816
2399,8512.867211,5483.367650,0.571333,0.503369,1.074702
2599,8246.842787,5054.549701,0.573561,0.545029,1.118590
2799,8122.678558,6508.543572,0.575900,0.586847,1.162747
2999,8024.799771,6654.496759,0.578378,0.628519,1.206897
3199,7805.629682,4518.078343,0.585777,0.670214,1.255991
3399,7651.122892,5179.014247,0.587929,0.711778,1.299707
3599,7572.437540,6234.786572,0.590176,0.753538,1.343714
3799,7417.161318,4622.189308,0.592514,0.795188,1.387703
3999,7293.982969,4953.594344,0.595021,0.836880,1.431901
4199,7175.138798,4798.255380,0.602258,0.878743,1.481001
4399,7041.286359,4230.385139,0.604454,0.920503,1.524957
4599,6939.151929,4692.194473,0.606706,0.962318,1.569024
4799,6798.563306,3565.024977,0.609050,1.004104,1.613154
4999,6699.296321,4316.888665,0.611559,1.045936,1.657495
5199,6596.164115,4017.858971,0.619074,1.087687,1.706761
5399,6493.821962,3832.925987,0.621234,1.129444,1.750678
5599,6434.594895,4835.464090,0.623517,1.171157,1.794674
5799,6367.013934,4474.747012,0.625897,1.212925,1.838821
5999,6277.404336,3678.725998,0.628392,1.254733,1.883125
6199,6184.536973,3398.516088,0.635743,1.296662,1.932405
6399,6095.810579,3345.292361,0.637895,1.338452,1.976347
6599,6006.069402,3134.351740,0.640172,1.380442,2.020615
6799,5923.010026,3182.050609,0.642554,1.422300,2.064854
6999,5852.569240,3457.582520,0.645039,1.464169,2.109209
7199,5772.002240,2952.157260,0.652645,1.506214,2.158858
7399,5706.735060,3357.116578,0.654802,1.548144,2.202946
7599,5644.443671,3339.662269,0.657083,1.589927,2.247010
7799,5580.819239,3163.090829,0.659466,1.631753,2.291219
7999,5534.119695,3712.837491,0.661974,1.673667,2.335641
8199,5468.420431,2840.449856,0.669562,1.715650,2.385212
8399,5408.545365,2953.667639,0.671732,1.757405,2.429137
8599,5339.326231,2432.122622,0.673997,1.799316,2.473314
8799,5287.341566,3052.000967,0.676377,1.841083,2.517460
8999,5236.879845,3016.564118,0.678874,1.882888,2.561761
9199,5172.470721,2274.060141,0.686534,1.925006,2.611541
9399,5123.518969,2871.738382,0.688685,1.966899,2.655585
9599,5069.222208,2517.274428,0.690988,2.009494,2.700482
9799,5038.603634,3568.912096,0.693403,2.052107,2.745510
9999,4989.280271,2572.435500,0.695965,2.097590,2.793554
10199,4943.686545,2664.000230,0.703714,2.140355,2.844070
10399,4903.024433,2829.256731,0.705938,2.183121,2.889058
10599,4857.585201,2494.745119,0.708251,2.226473,2.934724
