# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegRD] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegRD_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegRD],current_mse_[AXGBRegRD],training_time_[AXGBRegRD],testing_time_[AXGBRegRD],total_running_time_[AXGBRegRD]
199,15800.573508,15800.573508,0.587079,0.043899,0.630977
399,13660.050428,11519.527348,0.665526,0.088394,0.753920
599,12774.281965,11002.745038,0.744757,0.132936,0.877693
799,11652.487429,8287.103822,0.821696,0.177212,0.998908
999,11023.007642,8505.088493,0.898525,0.221390,1.119915
1199,10320.564717,6808.350093,0.980013,0.265993,1.246006
1399,9778.235343,6524.259099,1.056949,0.310531,1.367480
1599,9547.115465,7929.276319,1.134585,0.354963,1.489548
1799,9154.375579,6012.456493,1.258788,0.399412,1.658200
1999,8574.234248,3352.962268,1.336658,0.443778,1.780436
2199,8069.869999,3026.227502,1.420226,0.488509,1.908735
2399,7569.105437,2060.695266,1.540076,0.533261,2.073337
2599,7179.124420,2499.352207,1.650007,0.578340,2.228347
2799,6831.480278,2312.106439,1.728203,0.623001,2.351204
2999,6574.544998,2977.451077,1.811918,0.667805,2.479723
3199,6334.237351,2729.622648,1.933657,0.713023,2.646679
3399,6133.374728,2919.572759,2.033163,0.759305,2.792467
3599,5970.479056,3201.252632,2.114152,0.803979,2.918132
3799,5829.124427,3284.741107,2.192411,0.848809,3.041220
3999,5699.171068,3230.057239,2.271416,0.893261,3.164677
4199,5575.078420,3093.225457,2.353246,0.937848,3.291093
4399,5447.078212,2759.073847,2.431489,0.982419,3.413908
4599,5353.806076,3301.819082,2.509810,1.026859,3.536669
4799,5240.035726,2623.317683,2.588997,1.071297,3.660294
4999,5164.382182,3348.697120,2.668140,1.115962,3.784101
5199,5085.282769,3107.797444,2.752763,1.160705,3.913468
5399,5013.817832,3155.729472,2.831165,1.205215,4.036380
5599,4942.289689,3011.029833,2.910829,1.249905,4.160735
5799,4911.069868,4036.914868,2.989732,1.294423,4.284154
5999,4854.289199,3207.649796,3.069125,1.339035,4.408160
6199,4798.521402,3125.487516,3.154492,1.383694,4.538186
6399,4741.147216,2962.547439,3.233970,1.428182,4.662152
6599,4702.336803,3460.403574,3.312837,1.472574,4.785411
6799,4662.338549,3342.396181,3.392143,1.517115,4.909259
6999,4607.261773,2734.651398,3.471328,1.561685,5.033013
7199,4552.670945,2641.991944,3.557860,1.606485,5.164345
7399,4499.204347,2574.406822,3.637948,1.651722,5.289669
7599,4447.635374,2539.583379,3.718790,1.697231,5.416021
7799,4410.896945,3014.836661,3.799554,1.742615,5.542169
7999,4377.686126,3082.464185,3.882157,1.788636,5.670792
8199,4332.678100,2532.357034,3.970251,1.834587,5.804838
8399,4295.174854,2757.541798,4.051045,1.880156,5.931201
8599,4260.471414,2802.926927,4.135424,1.926430,6.061853
8799,4221.194839,2532.302084,4.217496,1.971975,6.189471
8999,4199.099943,3226.924523,4.299120,2.017688,6.316808
9199,4171.939618,2949.724995,4.387495,2.063515,6.451010
9399,4149.723766,3127.794563,4.468968,2.109402,6.578370
9599,4124.041529,2916.976412,4.553526,2.155177,6.708703
9799,4107.110908,3294.441085,4.635366,2.200969,6.836335
9999,4082.690471,2886.089057,4.717365,2.246884,6.964250
10199,4050.359537,2433.812843,4.806067,2.292971,7.099038
10399,4018.039162,2369.700060,4.888109,2.338925,7.227034
10599,4004.166829,3282.805500,4.970147,2.384928,7.355075
10799,3971.911043,2262.354393,5.052111,2.430968,7.483079
10999,3951.798982,2865.747686,5.134052,2.476926,7.610978
11199,3927.889454,2612.865427,5.223758,2.523068,7.746826
11399,3900.234096,2351.534014,5.305371,2.568991,7.874362
11599,3879.866967,2718.940652,5.387449,2.615113,8.002562
11799,3865.252597,3017.619112,5.469488,2.661051,8.130540
11999,3835.866998,2102.116659,5.551846,2.706974,8.258819
12199,3810.831698,2308.713723,5.640598,2.752959,8.393556
12399,3788.940594,2453.583214,5.722030,2.798900,8.520930
12599,3763.563027,2190.153871,5.804620,2.845448,8.650068
12799,3744.635445,2552.197811,5.887420,2.891416,8.778836
12999,3725.434753,2496.590430,5.969033,2.937233,8.906266
13199,3702.922055,2239.596730,6.058277,2.983572,9.041849
13399,3691.385518,2929.974058,6.139611,3.029416,9.169027
13599,3669.671125,2214.806806,6.222574,3.075602,9.298175
13799,3653.118907,2527.568084,6.304923,3.121871,9.426794
13999,3633.653269,2290.524243,6.386844,3.167906,9.554750
14199,3619.689276,2642.209779,6.475952,3.214276,9.690228
14399,3602.987200,2417.139804,6.557935,3.260076,9.818011
14599,3589.207990,2597.104865,6.641752,3.306480,9.948232
14799,3572.646695,2363.672134,6.723426,3.352285,10.075711
14999,3555.571921,2292.038671,6.805859,3.398520,10.204379
15199,3541.588500,2492.831905,6.896583,3.445012,10.341595
15399,3530.186859,2663.662145,6.978099,3.490871,10.468969
15599,3524.751278,3106.211511,7.060355,3.537070,10.597425
15799,3507.922283,2195.260713,7.143060,3.583413,10.726473
15999,3490.019407,2075.692145,7.225889,3.629321,10.855210
16199,3476.723326,2413.036914,7.315430,3.675556,10.990987
16399,3468.269118,2783.478262,7.396775,3.721248,11.118022
16599,3456.560920,2496.488680,7.478850,3.767272,11.246122
16799,3443.644807,2371.607379,7.562148,3.813371,11.375519
16999,3430.042420,2287.441972,7.645003,3.859700,11.504703
17199,3422.446646,2776.805864,7.734609,3.905853,11.640462
17399,3407.201833,2096.147912,7.816010,3.951493,11.767503
17599,3396.131314,2432.996139,7.899076,3.997476,11.896551
17799,3385.413665,2442.260549,7.981210,4.043304,12.024514
17999,3365.441574,1587.925484,8.109016,4.089294,12.198310
18199,3345.907919,1587.878983,8.193918,4.135137,12.329055
18399,3326.522325,1562.433202,8.276072,4.180779,12.456851
18599,3307.935811,1597.976556,8.357918,4.232641,12.590559
18799,3287.530840,1389.868585,8.490937,4.278543,12.769481
18999,3273.094208,1916.050721,8.572813,4.324500,12.897313
19199,3257.737140,1798.815721,8.661389,4.370237,13.031626
19399,3239.823673,1520.130799,8.743375,4.416413,13.159788
19599,3224.119847,1700.848806,8.825486,4.462409,13.287895
19799,3209.438713,1770.687563,8.907592,4.508399,13.415991
19999,3194.622365,1727.803933,9.055792,4.554542,13.610334
20199,3185.133851,2236.282407,9.137250,4.600421,13.737671
20399,3174.111635,2060.867792,9.221661,4.646184,13.867845
20599,3160.719854,1794.758262,9.302865,4.692007,13.994871
20799,3147.624970,1798.851911,9.385398,4.737880,14.123278
20999,3137.773932,2113.265890,9.467732,4.784060,14.251793
21199,3127.496532,2048.369590,9.549674,4.829888,14.379562
21399,3118.213724,2134.236041,9.637166,4.875693,14.512860
21599,3108.838819,2105.723988,9.719545,4.921466,14.641011
21799,3096.075620,1717.650132,9.801228,4.966900,14.768128
21999,3082.891400,1645.811452,9.937059,5.013175,14.950234
22199,3069.532894,1600.097265,10.018555,5.058885,15.077440
22399,3057.308977,1700.454109,10.106335,5.104476,15.210811
22599,3044.709072,1633.519714,10.188419,5.150966,15.339386
22799,3032.680442,1673.445279,10.270096,5.196618,15.466715
22999,3026.078334,2273.438069,10.351973,5.242256,15.594229
23199,3017.036051,1977.173506,10.493632,5.288165,15.781797
23399,3009.165322,2096.160737,10.578065,5.333789,15.911854
23599,3004.825091,2497.018054,10.659465,5.379337,16.038801
23799,2996.794221,2049.151516,10.740667,5.424807,16.165475
23999,2987.806599,1918.279605,10.823501,5.470383,16.293884
24199,2981.807977,2261.973313,10.905387,5.516094,16.421481
24399,2976.317153,2311.927496,10.992113,5.561546,16.553659
24599,2965.127349,1599.971268,11.073607,5.607176,16.680784
24799,2958.990776,2204.192220,11.155486,5.652328,16.807815
24999,2951.855092,2067.030292,11.237457,5.698125,16.935581
25199,2942.728732,1801.933824,11.319007,5.743510,17.062517
25399,2934.688942,1921.675353,11.407212,5.789240,17.196453
25599,2923.437702,1494.530213,11.489031,5.834514,17.323545
25799,2917.033475,2097.292398,11.570747,5.880077,17.450824
25999,2909.218318,1901.063081,11.652237,5.925387,17.577624
26199,2899.348681,1616.295848,11.734168,5.971009,17.705177
26399,2889.939614,1657.351882,11.823205,6.016854,17.840060
26599,2881.927310,1824.303217,11.904747,6.062476,17.967222
26799,2873.108873,1700.256740,11.986927,6.108322,18.095249
26999,2864.079610,1654.158304,12.068738,6.153879,18.222617
27199,2854.681787,1585.975730,12.207066,6.199852,18.406918
27399,2848.830125,2053.004090,12.294602,6.245435,18.540037
27599,2840.869291,1750.235029,12.376010,6.291330,18.667340
27799,2832.635092,1696.315597,12.457415,6.336885,18.794300
27999,2827.097250,2057.337280,12.540404,6.382715,18.923119
28199,2818.498527,1614.677222,12.668119,6.428610,19.096730
28399,2809.819905,1586.134315,12.752507,6.474205,19.226711
28599,2802.013366,1693.484696,12.833208,6.519712,19.352920
28799,2795.699906,1892.875135,12.915635,6.565486,19.481120
28999,2788.053998,1687.043293,12.996934,6.611042,19.607976
29199,2780.759499,1723.057097,13.078539,6.656502,19.735040
29399,2772.574587,1577.577544,13.165488,6.701905,19.867393
29599,2761.226731,1093.091915,13.247593,6.747502,19.995095
29799,2752.842746,1512.012882,13.328416,6.792672,20.121089
29999,2743.811731,1398.190453,13.409888,6.838230,20.248119
30199,2738.836594,1992.566106,13.491953,6.883874,20.375827
30399,2731.789069,1667.612765,13.580256,6.929236,20.509492
30599,2724.942904,1684.325857,13.660914,6.974481,20.635396
30799,2716.482238,1422.000323,13.741444,7.019554,20.760999
30999,2707.308979,1294.627060,13.823318,7.065233,20.888551
31199,2698.065190,1265.278008,13.905861,7.110716,21.016577
31399,2689.777860,1396.954272,13.993771,7.156337,21.150107
31599,2683.685209,1727.139091,14.074885,7.201802,21.276687
31799,2676.505965,1542.185425,14.155788,7.246991,21.402779
31999,2667.579900,1248.335480,14.238525,7.292767,21.531293
32199,2659.122949,1306.010775,14.321198,7.338869,21.660067
32399,2651.002901,1343.675149,14.409112,7.384581,21.793693
32599,2644.643847,1614.477139,14.490403,7.430186,21.920588
32799,2636.209050,1261.337157,14.573235,7.476015,22.049251
32999,2631.204894,1810.523301,14.654692,7.521490,22.176182
33199,2625.092550,1616.555751,14.736440,7.567060,22.303499
33399,2619.229724,1646.000602,14.824155,7.612536,22.436691
