# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,0.239859,0.239859,0.597635,0.043430,0.641066
399,0.209462,0.179065,0.676339,0.087775,0.764114
599,0.192066,0.157274,0.755236,0.131558,0.886794
799,0.189059,0.180037,0.832035,0.175054,1.007089
999,0.184224,0.164886,0.908511,0.218525,1.127036
1199,0.181584,0.168385,0.989077,0.262013,1.251090
1399,0.178490,0.159925,1.065496,0.305592,1.371088
1599,0.181096,0.199338,1.142954,0.349236,1.492190
1799,0.178949,0.161777,1.220047,0.392965,1.613011
1999,0.178852,0.177979,1.297381,0.436600,1.733981
2199,0.178761,0.177848,1.380028,0.480249,1.860277
2399,0.179130,0.183192,1.457580,0.523774,1.981354
2599,0.177681,0.160284,1.534798,0.567435,2.102233
2799,0.175467,0.146686,1.612120,0.611059,2.223178
2999,0.176487,0.190768,1.689660,0.654757,2.344418
3199,0.174132,0.138802,1.773166,0.698308,2.471474
3399,0.171872,0.135712,1.850152,0.741817,2.591969
3599,0.171312,0.161801,1.927532,0.785386,2.712919
3799,0.170737,0.160380,2.004869,0.828983,2.833852
3999,0.170454,0.165089,2.083376,0.872560,2.955936
4199,0.169797,0.156648,2.166590,0.916078,3.082667
4399,0.168946,0.151079,2.243918,0.959575,3.203493
4599,0.167503,0.135758,2.321874,1.004980,3.326854
4799,0.166042,0.132435,2.400551,1.048761,3.449312
4999,0.165139,0.143463,2.478635,1.092426,3.571061
5199,0.163905,0.133064,2.565029,1.136218,3.701247
5399,0.163145,0.143370,2.642821,1.180280,3.823102
5599,0.161984,0.130654,2.721824,1.224553,3.946378
5799,0.161472,0.147123,2.800072,1.268699,4.068771
5999,0.160540,0.133510,2.878717,1.312963,4.191679
6199,0.159434,0.126259,2.962306,1.356788,4.319094
6399,0.158946,0.143816,3.041432,1.400898,4.442330
6599,0.158813,0.154549,3.121043,1.445601,4.566645
