# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegRD] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegRD_abrupto3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegRD],current_mse_[AXGBRegRD],training_time_[AXGBRegRD],testing_time_[AXGBRegRD],total_running_time_[AXGBRegRD]
199,15800.573508,15800.573508,0.575891,0.043582,0.619474
399,13660.050428,11519.527348,0.654660,0.088368,0.743028
599,12774.281965,11002.745038,0.733465,0.132694,0.866158
799,11652.487429,8287.103822,0.810443,0.176893,0.987336
999,11023.007642,8505.088493,0.887052,0.220983,1.108035
1199,10320.564717,6808.350093,0.968319,0.265197,1.233516
1399,9778.235343,6524.259099,1.044696,0.309298,1.353994
1599,9547.115465,7929.276319,1.122164,0.353608,1.475772
1799,9154.375579,6012.456493,1.246302,0.397990,1.644292
1999,8574.234248,3352.962268,1.323894,0.442023,1.765916
2199,8069.869999,3026.227502,1.407381,0.486479,1.893860
2399,7569.105437,2060.695266,1.527176,0.530988,2.058163
2599,7179.124420,2499.352207,1.636510,0.575728,2.212238
2799,6831.480278,2312.106439,1.714575,0.620166,2.334741
2999,6574.544998,2977.451077,1.797836,0.664733,2.462568
3199,6334.237351,2729.622648,1.918931,0.709475,2.628405
3399,6133.374728,2919.572759,2.017907,0.754032,2.771939
3599,5970.479056,3201.252632,2.098454,0.798275,2.896730
3799,5829.124427,3284.741107,2.176430,0.842723,3.019153
3999,5699.171068,3230.057239,2.255020,0.886928,3.141948
4199,5575.078420,3093.225457,2.336318,0.932683,3.269001
4399,5447.078212,2759.073847,2.414434,0.977066,3.391500
4599,5353.806076,3301.819082,2.492745,1.021522,3.514267
4799,5240.035726,2623.317683,2.571931,1.065974,3.637905
4999,5164.382182,3348.697120,2.650397,1.110233,3.760630
5199,5085.282769,3107.797444,2.734539,1.154597,3.889136
5399,5013.817832,3155.729472,2.812708,1.198937,4.011645
5599,4942.289689,3011.029833,2.891748,1.243187,4.134935
5799,4911.069868,4036.914868,2.970256,1.287356,4.257612
5999,4854.289199,3207.649796,3.049010,1.331504,4.380514
6199,4798.521402,3125.487516,3.134232,1.375897,4.510130
6399,4741.147216,2962.547439,3.213477,1.420275,4.633752
6599,4702.336803,3460.403574,3.292482,1.464763,4.757246
6799,4662.338549,3342.396181,3.371278,1.509122,4.880400
6999,4607.261773,2734.651398,3.450427,1.553735,5.004162
7199,4552.670945,2641.991944,3.536340,1.598373,5.134713
7399,4499.204347,2574.406822,3.614759,1.642759,5.257517
7599,4447.635374,2539.583379,3.693587,1.687241,5.380828
7799,4410.896945,3014.836661,3.772408,1.731509,5.503917
7999,4377.686126,3082.464185,3.852351,1.775897,5.628248
8199,4332.678100,2532.357034,3.937726,1.820271,5.757998
8399,4295.174854,2757.541798,4.016477,1.864866,5.881343
8599,4260.471414,2802.926927,4.095867,1.909554,6.005421
8799,4221.194839,2532.302084,4.175822,1.953929,6.129751
8999,4199.099943,3226.924523,4.255096,1.998505,6.253602
9199,4171.939618,2949.724995,4.340879,2.043199,6.384078
9399,4149.723766,3127.794563,4.421545,2.088802,6.510347
9599,4124.041529,2916.976412,4.503474,2.134386,6.637860
9799,4107.110908,3294.441085,4.584617,2.180011,6.764628
9999,4082.690471,2886.089057,4.666154,2.225641,6.891795
10199,4050.359537,2433.812843,4.753626,2.271098,7.024723
10399,4018.039162,2369.700060,4.834790,2.316249,7.151039
10599,4004.166829,3282.805500,4.915795,2.361448,7.277242
10799,3971.911043,2262.354393,4.996965,2.406910,7.403875
10999,3951.798982,2865.747686,5.077953,2.452251,7.530204
11199,3927.889454,2612.865427,5.166425,2.497440,7.663865
11399,3900.234096,2351.534014,5.247409,2.542950,7.790360
11599,3879.866967,2718.940652,5.328391,2.588268,7.916660
