# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_abrupto4.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
199,10718.640017,10718.640017,0.463546,0.046725,0.510271
399,9062.153956,7405.667895,0.939437,0.094656,1.034094
599,8442.890515,7204.363632,1.437716,0.143723,1.581439
799,7822.134311,5959.865699,1.937936,0.193709,2.131644
999,7352.480114,5473.863329,2.444116,0.244447,2.688563
1199,6892.487474,4592.524270,2.957315,0.295559,3.252874
1399,6831.172878,6463.285303,3.469813,0.347494,3.817307
1599,6636.217919,5271.533205,3.998588,0.399886,4.398474
1799,6475.412287,5188.967234,4.538316,0.452711,4.991027
1999,6310.942877,4830.718187,5.066004,0.505508,5.571512
2199,6150.949802,4551.019050,5.610113,0.558914,6.169027
2399,6016.131043,4533.124693,6.146007,0.612580,6.758587
2599,5858.049525,3961.071305,6.705152,0.666661,7.371813
2799,5757.402447,4448.990438,7.254975,0.720974,7.975950
2999,5736.855304,5449.195304,7.808686,0.775415,8.584101
3199,5642.513095,4227.379958,8.394390,0.830368,9.224759
3399,5581.571641,4606.508373,8.955527,0.885454,9.840981
3599,5541.738375,4864.572861,9.515096,0.940478,10.455574
3799,5429.082145,3401.270010,10.070651,0.996023,11.066674
3999,5357.602143,3999.482092,10.638632,1.051773,11.690406
4199,5301.819561,4186.167916,11.211609,1.107247,12.318856
4399,5246.501682,4084.826223,11.801826,1.163235,12.965061
4599,5184.608807,3822.965567,12.368725,1.219465,13.588189
4799,5132.906474,3943.752804,12.982692,1.275553,14.258245
4999,5107.339323,4493.727714,13.563787,1.331926,14.895713
5199,5090.908435,4680.136231,14.154615,1.388543,15.543157
5399,5053.077318,4069.468283,14.750093,1.445554,16.195647
5599,5061.585510,5291.306689,15.386814,1.502454,16.889269
5799,5047.608079,4656.240023,16.007319,1.559852,17.567171
5999,4987.509088,3244.638324,16.611401,1.617396,18.228797
6199,4938.350578,3463.595275,17.218476,1.675170,18.893646
6399,4908.882922,3995.385605,17.887399,1.733191,19.620590
6599,4878.058499,3891.676958,18.489387,1.791056,20.280443
6799,4836.467107,3463.951171,19.106076,1.849677,20.955753
6999,4798.285210,3500.100715,19.704643,1.908002,21.612645
7199,4766.096238,3639.482201,20.394742,1.966817,22.361560
7399,4729.933557,3428.077061,21.015846,2.025273,23.041119
7599,4705.170804,3788.948945,21.654386,2.083853,23.738239
7799,4674.644349,3514.639070,22.268866,2.142433,24.411299
7999,4665.688739,4316.419938,22.991222,2.201727,25.192948
8199,4643.163336,3742.147187,23.630880,2.261041,25.891921
8399,4610.676810,3278.729249,24.277403,2.320431,26.597833
8599,4560.762010,2464.340417,24.999357,2.380140,27.379497
8799,4530.031491,3208.619163,25.624296,2.439657,28.063952
8999,4509.053548,3586.024067,26.246743,2.499311,28.746054
9199,4485.873171,3442.756227,26.910350,2.558974,29.469324
9399,4467.850303,3638.798383,27.649588,2.619305,30.268893
9599,4442.884939,3269.512808,28.288202,2.679533,30.967735
9799,4430.215928,3822.103418,28.941918,2.739962,31.681880
9999,4412.127214,3525.780213,29.610339,2.800749,32.411089
10199,4400.625192,3825.524104,30.273845,2.861311,33.135156
10399,4387.487073,3717.443001,31.015690,2.922429,33.938119
10599,4371.036136,3515.587418,31.704052,2.983571,34.687623
10799,4342.527191,2831.553106,32.352126,3.044485,35.396611
10999,4341.710037,4297.583724,33.022129,3.105805,36.127934
11199,4328.404281,3596.587696,33.808567,3.167316,36.975883
11399,4299.285688,2668.644440,34.471684,3.228493,37.700177
11599,4286.050927,3531.669590,35.149071,3.289901,38.438972
11799,4266.871542,3154.467194,35.803641,3.351055,39.154696
11999,4256.699544,3656.551660,36.571419,3.413091,39.984510
12199,4246.041979,3606.588085,37.245325,3.475201,40.720526
12399,4237.888576,3740.531022,37.945725,3.537242,41.482968
12599,4216.674353,2901.392522,38.736449,3.599486,42.335935
12799,4197.757251,3005.979780,39.421656,3.661557,43.083213
12999,4176.207400,2797.016974,40.137260,3.724390,43.861650
13199,4164.519317,3404.793881,40.957054,3.787122,44.744176
13399,4152.652872,3369.467515,41.683258,3.849672,45.532930
13599,4152.181644,4120.609412,42.394672,3.912004,46.306676
13799,4132.681655,2806.682381,43.104170,3.974456,47.078626
13999,4110.919923,2609.360411,43.952715,4.037808,47.990523
14199,4107.898729,3896.415136,44.657154,4.100888,48.758042
14399,4098.702081,3445.740086,45.417160,4.163791,49.580951
14599,4087.699060,3295.481526,46.255422,4.227449,50.482871
14799,4070.841824,2840.263598,47.005902,4.290986,51.296888
14999,4060.874712,3323.308417,47.747767,4.354488,52.102254
15199,4056.279829,3711.663643,48.478977,4.417892,52.896868
15399,4042.990534,3033.004133,49.329624,4.481717,53.811341
15599,4039.513731,3771.799897,50.100536,4.545443,54.645979
15799,4034.937864,3678.020224,50.854577,4.609418,55.463995
15999,4025.850855,3307.977099,51.753741,4.673223,56.426964
16199,4018.257200,3410.764828,52.491889,4.736597,57.228486
16399,4007.669953,3150.102958,53.252752,4.800545,58.053297
16599,3999.942577,3366.297738,54.140277,4.865014,59.005290
16799,3987.552113,2959.143611,54.897657,4.929323,59.826980
16999,3964.406197,2020.149221,55.693350,4.993384,60.686734
17199,3954.641286,3124.623827,56.568638,5.058118,61.626756
17399,3951.256053,3660.126083,57.332843,5.122361,62.455205
17599,3954.827538,4265.546686,58.101818,5.186000,63.287818
17799,3948.915487,3428.655005,59.017146,5.250802,64.267948
17999,3936.654309,2845.409465,59.744526,5.315227,65.059753
18199,3925.225315,2896.615828,60.538835,5.380112,65.918947
18399,3908.160429,2355.255845,61.546024,5.445929,66.991953
18599,3898.413798,3001.723709,62.308496,5.510966,67.819462
18799,3886.314117,2761.043800,63.069219,5.575801,68.645020
18999,3879.372676,3226.877219,64.067588,5.641275,69.708863
19199,3873.757109,3340.278231,64.921479,5.706844,70.628323
19399,3867.310130,3248.400194,65.902841,5.772370,71.675211
19599,3856.826304,2839.895214,66.699871,5.838079,72.537950
19799,3855.907742,3765.888621,67.669057,5.903727,73.572783
19999,3848.186119,3083.745460,68.459296,5.969106,74.428402
20199,3845.373671,3564.128814,69.283011,6.034319,75.317330
20399,3834.873868,2774.393815,70.122779,6.100135,76.222914
20599,3825.682339,2888.146364,71.171668,6.166354,77.338021
20799,3812.339854,2438.063929,71.988636,6.232355,78.220990
20999,3799.607743,2475.468176,72.974238,6.298676,79.272914
21199,3787.007836,2464.017601,73.811471,6.364933,80.176404
21399,3785.188934,3592.385365,74.806945,6.431184,81.238129
21599,3775.463725,2734.866337,75.680907,6.497509,82.178416
21799,3766.771982,2828.063682,76.542002,6.564197,83.106199
21999,3756.235881,2607.800875,77.557706,6.630937,84.188643
22199,3749.784301,3040.110530,78.417784,6.697357,85.115142
22399,3738.737135,2512.501663,79.502664,6.764029,86.266692
22599,3729.303611,2672.748968,80.379870,6.831240,87.211110
22799,3724.520220,3183.997050,81.280361,6.898006,88.178367
22999,3719.554599,3153.473836,82.264987,6.964455,89.229442
23199,3716.308017,3342.951092,83.095535,7.030759,90.126294
23399,3714.648689,3522.166570,83.943497,7.097264,91.040761
23599,3714.426394,3688.417878,84.995904,7.163943,92.159848
23799,3707.541793,2895.158909,85.898877,7.231320,93.130197
23999,3699.886305,2788.883199,86.941209,7.298750,94.239960
24199,3690.347501,2545.691043,87.819516,7.365852,95.185368
24399,3687.770007,3375.893232,88.917053,7.433318,96.350371
24599,3680.995719,2854.532639,89.750710,7.500281,97.250991
24799,3673.314119,2728.477332,90.614641,7.567608,98.182248
24999,3668.983129,3131.940306,91.709802,7.635336,99.345138
25199,3662.101182,2801.857871,92.621019,7.702643,100.323662
25399,3655.641356,2841.703211,93.726956,7.769945,101.496901
25599,3652.077467,3199.463591,94.857906,7.837597,102.695503
25799,3650.767172,3483.049336,95.785141,7.904999,103.690141
25999,3643.599098,2718.917592,96.948555,7.973111,104.921666
26199,3639.510873,3108.041599,97.899479,8.041147,105.940626
26399,3637.282699,3345.391895,99.088230,8.109221,107.197451
26599,3635.094246,3346.218460,99.991090,8.176933,108.168023
26799,3625.884208,2400.949258,100.938719,8.245168,109.183887
26999,3615.433916,2215.094741,102.067009,8.313247,110.380255
27199,3611.078860,3023.146235,102.983424,8.381388,111.364812
27399,3602.247377,2401.165752,104.181044,8.449789,112.630833
27599,3592.471303,2253.149093,105.103719,8.518256,113.621976
27799,3587.386639,2885.703130,106.294479,8.587332,114.881812
27999,3582.401111,2889.412604,107.249988,8.655754,115.905742
28199,3573.882802,2381.319585,108.468834,8.724616,117.193450
28399,3567.427647,2657.250748,109.395265,8.793021,118.188286
28599,3560.798356,2619.439126,110.564390,8.861424,119.425814
28799,3556.569768,2951.881643,111.564969,8.930411,120.495381
28999,3548.869552,2440.038505,112.772625,8.999522,121.772148
29199,3544.671492,2935.952720,113.698070,9.068295,122.766365
29399,3539.409999,2771.232077,114.928894,9.137437,124.066331
29599,3530.678711,2247.179310,115.902189,9.206098,125.108287
29799,3529.326679,3329.225950,117.100051,9.274828,126.374879
29999,3524.758702,2844.130172,118.029059,9.343422,127.372481
30199,3517.497630,2428.336872,119.247202,9.412549,128.659751
30399,3512.208219,2713.507107,120.241362,9.481314,129.722676
30599,3510.710352,3283.034535,121.487064,9.550820,131.037885
30799,3504.573242,2565.595467,122.759734,9.620387,132.380120
30999,3496.086619,2189.146705,123.755727,9.689724,133.445451
31199,3489.763635,2509.701097,125.050101,9.759766,134.809867
31399,3484.051176,2592.907541,126.300376,9.829009,136.129384
31599,3480.959193,2995.517896,127.278657,9.898369,137.177026
31799,3477.333668,2904.500611,128.538051,9.967727,138.505779
