# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegSD] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegSD_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegSD],current_mse_[AXGBRegSD],training_time_[AXGBRegSD],testing_time_[AXGBRegSD],total_running_time_[AXGBRegSD]
199,15800.573508,15800.573508,0.567098,0.043307,0.610406
399,13660.050428,11519.527348,0.646119,0.087591,0.733710
599,12774.281965,11002.745038,0.724692,0.131304,0.855995
799,11652.487429,8287.103822,0.801152,0.174784,0.975936
999,11023.007642,8505.088493,0.877940,0.218504,1.096445
1199,10320.564717,6808.350093,0.959288,0.262359,1.221648
1399,9778.235343,6524.259099,1.035642,0.305652,1.341294
1599,9404.737289,6790.250908,1.157274,0.349411,1.506685
1799,8790.183510,3873.753278,1.234854,0.393131,1.627985
1999,8230.360453,3191.952941,1.346741,0.437232,1.783974
2199,7675.558340,2127.537207,1.427730,0.481305,1.909035
2399,7206.301867,2044.480675,1.531847,0.525134,2.056981
2599,6800.645485,1932.768899,1.614540,0.569194,2.183734
2799,6447.738009,1859.940823,1.692458,0.613208,2.305667
2999,6169.592384,2275.553635,1.839382,0.657366,2.496748
3199,5963.506017,2872.210508,1.922478,0.701376,2.623853
3399,5807.394858,3309.616306,2.002831,0.745215,2.748046
3599,5673.976448,3405.863484,2.080553,0.789044,2.869596
3799,5531.026594,2957.929215,2.158844,0.833161,2.992005
3999,5394.781117,2806.117057,2.240658,0.878383,3.119041
4199,5268.738616,2747.888600,2.318105,0.921814,3.239918
4399,5146.666330,2583.148321,2.396286,0.965604,3.361890
4599,5037.045827,2625.394761,2.474000,1.008906,3.482906
4799,4929.612359,2458.642601,2.553403,1.052837,3.606240
4999,4874.325356,3547.437290,2.635249,1.096572,3.731821
5199,4818.864148,3432.333933,2.713091,1.140139,3.853230
5399,4767.121476,3421.812009,2.791704,1.184092,3.975795
5599,4718.088825,3394.207241,2.870544,1.227615,4.098158
5799,4647.818217,2680.241194,2.949500,1.271461,4.220960
5999,4581.219566,2649.858684,3.031589,1.315272,4.346862
6199,4520.194292,2689.436075,3.110237,1.359102,4.469339
6399,4445.102955,2117.271500,3.190195,1.403229,4.593424
6599,4403.029263,3056.671138,3.268584,1.446635,4.715219
6799,4357.748090,2863.469388,3.347269,1.490357,4.837625
6999,4307.088303,2584.655532,3.429399,1.534270,4.963669
7199,4249.236442,2224.421293,3.508792,1.578288,5.087080
7399,4217.024407,3057.391144,3.587546,1.622220,5.209766
7599,4173.892724,2578.020453,3.665683,1.665658,5.331341
7799,4130.503314,2481.705758,3.744616,1.709475,5.454092
7999,4083.071327,2233.223843,3.828003,1.753294,5.581297
8199,4049.617611,2711.468945,3.906642,1.797221,5.703863
8399,4014.552484,2576.882278,3.985269,1.841078,5.826348
8599,3969.593582,2081.319707,4.064269,1.884945,5.949215
8799,3938.160098,2586.520305,4.144290,1.928806,6.073095
8999,3902.041885,2312.840487,4.228562,1.972682,6.201243
9199,3866.915569,2286.231374,4.307196,2.016495,6.323691
9399,3835.362931,2383.941552,4.385661,2.060050,6.445711
9599,3808.480685,2545.015125,4.465354,2.103899,6.569253
