# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTRA_gradual2.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTRA],current_mse_[HTRA],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199,18788.560299,18788.560299,0.041402,0.006087,0.047489
399,15579.621818,12370.683338,0.076343,0.010283,0.086626
599,13390.049746,9010.905601,0.112455,0.014443,0.126897
799,12161.203903,8474.666374,0.149761,0.018590,0.168351
999,11573.327168,9221.820227,0.188798,0.022750,0.211548
1199,11001.650632,8143.267953,0.228818,0.026926,0.255744
1399,10968.440741,10769.181396,0.269778,0.031135,0.300913
1599,10784.168975,9494.266611,0.306399,0.035310,0.341709
1799,10573.470176,8887.879781,0.333201,0.039658,0.372859
1999,10232.842589,7167.194314,0.370029,0.044069,0.414098
2199,9904.338886,6619.301855,0.410427,0.048545,0.458973
2399,9545.841125,5602.365744,0.447304,0.053054,0.500358
2599,9249.401997,5692.132462,0.498283,0.057559,0.555843
2799,9030.756745,6188.368469,0.543359,0.062053,0.605413
2999,8918.111462,7341.077502,0.583175,0.066600,0.649775
3199,8712.160325,5622.893274,0.651445,0.071121,0.722566
3399,8529.392713,5605.110923,0.703311,0.075644,0.778955
3599,8467.278522,7411.337278,0.758914,0.080144,0.839058
3799,8299.195527,5273.701605,0.799337,0.084647,0.883984
3999,8193.994538,6195.175748,0.863580,0.089216,0.952796
4199,8116.972250,6576.526505,0.921223,0.093800,1.015024
4399,8018.072765,5941.183580,0.971891,0.098369,1.070260
4599,7905.113719,5420.014688,1.014551,0.102921,1.117472
4799,7803.957429,5477.362778,1.074156,0.107484,1.181640
4999,7739.700527,6197.534868,1.159708,0.112092,1.271800
5199,7720.743972,7246.830111,1.204082,0.116646,1.320729
5399,7661.128529,6111.126991,1.276613,0.121239,1.397853
5599,7659.021131,7602.121390,1.342663,0.125825,1.468488
5799,7640.674278,7126.962407,1.394010,0.130384,1.524395
5999,7562.228216,5287.292419,1.441639,0.135017,1.576657
6199,7505.390674,5800.264392,1.496245,0.139646,1.635891
6399,7454.296801,5870.386754,1.562469,0.144282,1.706751
6599,7427.297464,6563.318686,1.610933,0.148884,1.759816
6799,7369.559188,5464.196060,1.662051,0.153525,1.815576
6999,7298.884486,4895.944621,1.725483,0.158146,1.883629
7199,7246.168250,5401.099976,1.792159,0.162836,1.954995
7399,7194.570321,5337.044895,1.854600,0.167448,2.022048
7599,7161.197001,5926.384162,1.912872,0.172113,2.084985
7799,7127.630577,5852.106453,1.989335,0.176768,2.166103
7999,7108.961909,6380.883883,2.057798,0.181395,2.239194
8199,7082.107411,6007.927481,2.124064,0.186067,2.310131
8399,7059.153477,6118.042159,2.175425,0.190752,2.366177
8599,6995.170752,4307.896316,2.230445,0.195409,2.425853
8799,6940.847703,4604.956614,2.305164,0.200106,2.505270
8999,6914.440420,5752.519948,2.371343,0.204773,2.576116
9199,6868.304791,4792.201490,2.432402,0.209472,2.641875
9399,6837.956309,5441.926117,2.485720,0.214103,2.699823
9599,6790.938336,4581.093641,2.564596,0.218803,2.783400
9799,6762.414919,5393.290895,2.626889,0.223498,2.850388
9999,6729.335121,5108.424989,2.723715,0.228239,2.951954
10199,6692.695246,4860.701535,2.780135,0.232941,3.013076
10399,6665.847895,5296.632995,2.853039,0.237686,3.090725
10599,6636.187388,5093.841020,2.924302,0.242428,3.166730
10799,6595.184361,4422.023924,2.980853,0.247118,3.227971
10999,6575.883752,5533.650885,3.038452,0.251860,3.290312
11199,6552.819843,5284.304811,3.097086,0.256554,3.353639
11399,6512.157300,4235.054883,3.204956,0.261329,3.466284
11599,6476.079240,4419.629826,3.262685,0.266053,3.528738
11799,6449.218143,4891.274551,3.333737,0.270778,3.604515
11999,6420.279372,4712.891877,3.391504,0.275487,3.666991
12199,6391.344619,4655.259400,3.480500,0.280268,3.760768
12399,6364.840320,4748.078104,3.539691,0.284994,3.824685
12599,6336.599231,4585.651720,3.600246,0.289756,3.890002
12799,6319.114263,5217.561275,3.668869,0.294534,3.963404
12999,6279.138297,3720.676470,3.757653,0.299349,4.057001
13199,6256.580843,4790.346340,3.835893,0.304158,4.140051
13399,6231.111372,4550.126257,3.897356,0.308952,4.206308
13599,6220.708604,5523.723169,3.972057,0.313743,4.285800
13799,6190.995062,4170.474218,4.042146,0.318571,4.360717
13999,6151.537745,3428.982842,4.107035,0.323389,4.430425
14199,6135.470006,5010.728302,4.170593,0.328184,4.498777
14399,6119.450070,4982.034576,4.244230,0.333020,4.577251
14599,6098.159680,4565.251637,4.325819,0.337857,4.663676
14799,6068.368908,3893.642554,4.405662,0.342738,4.748400
14999,6049.530834,4655.513317,4.511411,0.347639,4.859050
15199,6037.868953,5163.227886,4.578204,0.352479,4.930683
15399,6014.436087,4233.538270,4.652478,0.357327,5.009805
15599,5999.840149,4875.952971,4.737481,0.362199,5.099681
15799,5987.911770,5057.498162,4.827195,0.367104,5.194299
15999,5971.911332,4707.876782,4.894338,0.371985,5.266323
16199,5964.251313,5351.449797,4.963013,0.376836,5.339849
16399,5942.570484,4186.423322,5.030865,0.381695,5.412560
16599,5926.052726,4571.596545,5.114044,0.386579,5.500622
16799,5902.098822,3913.924824,5.184117,0.391422,5.575539
16999,5870.836550,3244.805641,5.265712,0.396285,5.661997
17199,5854.925941,4502.524200,5.363287,0.401175,5.764462
17399,5843.043100,4821.118812,5.452849,0.406057,5.858905
