# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegRD] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegRD_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegRD],current_mse_[AXGBRegRD],training_time_[AXGBRegRD],testing_time_[AXGBRegRD],total_running_time_[AXGBRegRD]
199,0.185448,0.185448,0.591790,0.043338,0.635128
399,0.164767,0.144086,0.669863,0.087192,0.757056
599,0.155165,0.135962,0.748809,0.131021,0.879830
799,0.146183,0.119234,0.826231,0.174922,1.001153
999,0.143212,0.131327,0.903468,0.218868,1.122336
1199,0.143354,0.144068,0.984257,0.262351,1.246608
1399,0.142575,0.137896,1.060717,0.305996,1.366713
1599,0.140634,0.127048,1.137616,0.349208,1.486824
1799,0.141291,0.146553,1.214726,0.392816,1.607542
1999,0.137904,0.107416,1.291892,0.436236,1.728128
2199,0.134596,0.101519,1.374559,0.479953,1.854512
2399,0.131885,0.102067,1.451979,0.523279,1.975259
2599,0.131184,0.122771,1.529176,0.566872,2.096048
2799,0.131037,0.129121,1.606761,0.610747,2.217508
2999,0.130423,0.121829,1.684179,0.654305,2.338484
3199,0.129216,0.111118,1.767886,0.698039,2.465925
3399,0.129467,0.133469,1.844946,0.741636,2.586582
3599,0.128644,0.114662,1.922627,0.785310,2.707936
3799,0.127868,0.113902,2.000222,0.830257,2.830479
3999,0.127451,0.119517,2.079335,0.874063,2.953398
4199,0.126775,0.113261,2.162504,0.917481,3.079985
4399,0.125564,0.100142,2.239684,0.960807,3.200491
4599,0.125659,0.127732,2.317004,1.004047,3.321051
4799,0.124451,0.096674,2.395405,1.047486,3.442891
4999,0.124451,0.124459,2.473637,1.091068,3.564705
5199,0.123776,0.106895,2.556933,1.134609,3.691541
5399,0.122724,0.095380,2.634572,1.178179,3.812751
5599,0.121973,0.101694,2.713233,1.221986,3.935219
5799,0.122339,0.132590,2.791918,1.265974,4.057891
5999,0.122305,0.121313,2.871635,1.310427,4.182062
6199,0.121879,0.109112,2.957010,1.354934,4.311944
6399,0.121344,0.104758,3.037375,1.399597,4.436972
6599,0.120969,0.108960,3.116755,1.444003,4.560758
6799,0.120530,0.106034,3.196396,1.488442,4.684838
6999,0.120218,0.109602,3.276103,1.532887,4.808990
7199,0.120360,0.125337,3.361936,1.577001,4.938936
7399,0.120932,0.141531,3.441257,1.621517,5.062774
7599,0.120908,0.120028,3.520378,1.665800,5.186178
7799,0.121047,0.126305,3.599642,1.710082,5.309724
7999,0.120966,0.117827,3.679885,1.754217,5.434103
8199,0.120639,0.107543,3.765435,1.798703,5.564138
8399,0.120026,0.094903,3.844999,1.843341,5.688340
8599,0.120216,0.128178,3.924635,1.887680,5.812315
8799,0.121303,0.168064,4.005503,1.932319,5.937822
8999,0.120998,0.107595,4.085067,1.976683,6.061750
9199,0.121391,0.139042,4.170867,2.021089,6.191956
9399,0.120906,0.098597,4.250178,2.065414,6.315592
9599,0.121057,0.128179,4.330520,2.109782,6.440302
9799,0.121222,0.129154,4.410400,2.154311,6.564711
9999,0.121190,0.119611,4.490393,2.198770,6.689163
10199,0.121126,0.117910,4.576352,2.243337,6.819689
10399,0.120399,0.083302,4.656781,2.287981,6.944763
10599,0.120054,0.102124,4.736441,2.332524,7.068965
10799,0.120113,0.123254,4.816391,2.377114,7.193504
10999,0.120300,0.130376,4.896508,2.421598,7.318106
11199,0.120199,0.114664,4.983131,2.466149,7.449280
11399,0.119998,0.108770,5.062976,2.510851,7.573827
11599,0.120710,0.161268,5.142210,2.555094,7.697304
11799,0.120595,0.113902,5.222189,2.599661,7.821851
11999,0.120875,0.137430,5.303404,2.644350,7.947754
12199,0.121006,0.128874,5.389582,2.688732,8.078314
12399,0.120745,0.104800,5.469462,2.733421,8.202883
12599,0.120558,0.108979,5.548831,2.777865,8.326696
12799,0.120933,0.144521,5.629872,2.822531,8.452404
12999,0.120740,0.108437,5.710045,2.867002,8.577047
13199,0.120649,0.114713,5.796057,2.911415,8.707472
13399,0.120504,0.110911,5.876325,2.956077,8.832402
13599,0.120538,0.122841,5.956879,3.000572,8.957451
13799,0.120398,0.110853,6.036998,3.045103,9.082101
13999,0.120380,0.119141,6.117408,3.089740,9.207148
14199,0.120589,0.135241,6.204041,3.134436,9.338476
14399,0.121083,0.156179,6.284800,3.178931,9.463731
14599,0.120864,0.105043,6.365132,3.223630,9.588762
14799,0.120765,0.113559,6.445460,3.268408,9.713868
14999,0.120801,0.123445,6.525973,3.313039,9.839012
15199,0.121046,0.139461,6.613278,3.357693,9.970971
15399,0.120678,0.092670,6.693089,3.402243,10.095333
15599,0.120580,0.113082,6.773130,3.447028,10.220157
15799,0.120408,0.106936,6.853437,3.491631,10.345068
15999,0.120673,0.141648,6.934801,3.536130,10.470931
16199,0.120904,0.139367,7.051521,3.580889,10.632411
16399,0.120887,0.119535,7.131682,3.625334,10.757016
16599,0.120834,0.116455,7.211794,3.669926,10.881720
16799,0.120940,0.129774,7.293186,3.714618,11.007804
16999,0.121163,0.139864,7.373995,3.759454,11.133449
17199,0.121163,0.121220,7.460487,3.804115,11.264602
17399,0.121423,0.143705,7.541066,3.849055,11.390121
17599,0.121290,0.109778,7.622272,3.893790,11.516062
17799,0.121158,0.109546,7.702761,3.938401,11.641162
17999,0.120656,0.075930,7.783536,3.983030,11.766566
18199,0.120433,0.100391,7.870426,4.027601,11.898027
18399,0.120668,0.142002,7.952021,4.072461,12.024481
18599,0.120674,0.121317,8.032181,4.117079,12.149259
18799,0.120569,0.110723,8.113093,4.161953,12.275046
18999,0.120335,0.098368,8.194057,4.206702,12.400759
19199,0.120454,0.131814,8.282024,4.251480,12.533504
19399,0.120514,0.126229,8.362528,4.296115,12.658643
19599,0.120906,0.158903,8.443162,4.340940,12.784102
19799,0.121016,0.131803,8.523732,4.385759,12.909491
19999,0.121111,0.130563,8.605230,4.430223,13.035454
20199,0.121159,0.125966,8.692567,4.475172,13.167739
20399,0.121158,0.121034,8.772766,4.519697,13.292464
20599,0.121302,0.135937,8.852809,4.564272,13.417081
20799,0.121252,0.116175,8.933912,4.608864,13.542775
20999,0.121409,0.137657,9.014160,4.653451,13.667611
21199,0.121839,0.167040,9.101183,4.698299,13.799482
21399,0.121932,0.131824,9.181348,4.743001,13.924349
21599,0.121954,0.124219,9.262736,4.787773,14.050509
21799,0.121662,0.090126,9.343246,4.832578,14.175825
21999,0.121509,0.104918,9.423948,4.877250,14.301198
22199,0.121587,0.130127,9.511249,4.921965,14.433214
22399,0.121744,0.139222,9.592464,4.966573,14.559037
22599,0.121762,0.123681,9.673150,5.011265,14.684414
22799,0.121913,0.138976,9.753928,5.056155,14.810083
22999,0.121989,0.130688,9.834904,5.100998,14.935903
23199,0.121886,0.110005,9.922612,5.145588,15.068200
23399,0.122044,0.140371,10.003227,5.190225,15.193452
23599,0.122094,0.127996,10.083560,5.234831,15.318391
23799,0.122241,0.139532,10.164279,5.279479,15.443758
23999,0.122299,0.129204,10.245530,5.323813,15.569343
24199,0.122448,0.140357,10.332606,5.368583,15.701190
24399,0.122743,0.158429,10.413409,5.413378,15.826787
24599,0.122769,0.125944,10.493681,5.457876,15.951558
24799,0.122773,0.123299,10.574793,5.502555,16.077348
24999,0.122949,0.144776,10.655079,5.547090,16.202168
25199,0.122884,0.114734,10.741944,5.591771,16.333715
