# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
199,0.219933,0.219933,0.531986,0.043178,0.575163
399,0.197020,0.174107,0.535901,0.085843,0.621744
599,0.187819,0.169418,0.540155,0.128432,0.668588
799,0.182869,0.168017,0.542324,0.170791,0.713115
999,0.181294,0.174996,0.544629,0.213235,0.757864
1199,0.175455,0.146257,0.551035,0.255617,0.806652
1399,0.171236,0.145923,0.553268,0.298034,0.851302
1599,0.168175,0.146751,0.555604,0.340672,0.896276
1799,0.164469,0.134821,0.558091,0.383112,0.941204
1999,0.161087,0.130648,0.560712,0.425616,0.986328
2199,0.158109,0.128332,0.568250,0.467935,1.036185
2399,0.157130,0.146357,0.570465,0.510037,1.080502
2599,0.154621,0.124512,0.572821,0.552319,1.125140
2799,0.153507,0.139025,0.575304,0.594799,1.170103
2999,0.155017,0.176159,0.577923,0.637241,1.215164
3199,0.155306,0.159639,0.585354,0.679703,1.265057
3399,0.154052,0.133985,0.587580,0.721818,1.309398
3599,0.151849,0.114392,0.589914,0.763944,1.353858
3799,0.151022,0.136153,0.592364,0.806187,1.398552
3999,0.150380,0.138175,0.594969,0.848524,1.443493
4199,0.149240,0.126443,0.602544,0.890941,1.493485
4399,0.148150,0.125252,0.604773,0.933182,1.537955
4599,0.148369,0.153196,0.607128,0.975568,1.582696
4799,0.148170,0.143577,0.609603,1.018089,1.627692
4999,0.147680,0.135930,0.612222,1.060661,1.672883
5199,0.147848,0.152034,0.619867,1.103001,1.722869
5399,0.146231,0.104190,0.622098,1.145333,1.767431
5599,0.146017,0.140251,0.624446,1.187772,1.812218
5799,0.145307,0.125424,0.626917,1.230228,1.857145
5999,0.144451,0.119617,0.629525,1.272573,1.902097
6199,0.143771,0.123392,0.637158,1.315003,1.952161
6399,0.143835,0.145808,0.639369,1.357375,1.996744
6599,0.143507,0.133022,0.641716,1.399794,2.041511
6799,0.143328,0.137420,0.644187,1.442217,2.086405
6999,0.143485,0.148803,0.646810,1.484691,2.131501
7199,0.143881,0.157746,0.654534,1.527255,2.181789
7399,0.144033,0.149504,0.656785,1.569816,2.226601
7599,0.143759,0.133645,0.659136,1.612606,2.271743
7799,0.143572,0.136463,0.661586,1.655251,2.316837
7999,0.143415,0.137281,0.664166,1.697783,2.361949
8199,0.143317,0.139413,0.671959,1.740380,2.412339
8399,0.143590,0.154778,0.674183,1.782765,2.456948
8599,0.143162,0.125170,0.676541,1.825251,2.501792
8799,0.143020,0.136901,0.678982,1.867699,2.546681
8999,0.143022,0.143126,0.681565,1.910300,2.591865
9199,0.142615,0.124281,0.689409,1.952798,2.642206
9399,0.142446,0.134686,0.691640,1.995223,2.686863
9599,0.142803,0.159569,0.693964,2.037627,2.731591
9799,0.142602,0.132950,0.696433,2.080258,2.776691
9999,0.142243,0.124682,0.699032,2.122709,2.821742
10199,0.142199,0.139978,0.706813,2.165221,2.872034
10399,0.142491,0.157383,0.709049,2.207550,2.916599
10599,0.142114,0.122497,0.711390,2.250015,2.961405
10799,0.141689,0.119192,0.713851,2.293810,3.007660
10999,0.141395,0.125524,0.716420,2.336337,3.052756
11199,0.142077,0.179553,0.724331,2.378840,3.103171
11399,0.142144,0.145944,0.726555,2.421287,3.147842
11599,0.141843,0.124652,0.728904,2.463752,3.192656
11799,0.141665,0.131360,0.731361,2.506309,3.237669
11999,0.141851,0.152823,0.733949,2.548818,3.282767
12199,0.142187,0.162370,0.741846,2.591437,3.333283
12399,0.142286,0.148318,0.744090,2.633768,3.377858
12599,0.142430,0.151350,0.746448,2.676226,3.422674
12799,0.142332,0.136115,0.748914,2.718762,3.467677
12999,0.142175,0.132166,0.751507,2.761214,3.512721
13199,0.141732,0.112903,0.759308,2.803657,3.562965
13399,0.141627,0.134703,0.761535,2.846177,3.607712
13599,0.141756,0.150453,0.763890,2.888808,3.652698
13799,0.141754,0.141581,0.766379,2.931356,3.697735
13999,0.141637,0.133570,0.768975,2.974046,3.743021
14199,0.141357,0.121761,0.776859,3.016696,3.793555
14399,0.141220,0.131457,0.779086,3.059253,3.838339
14599,0.140811,0.111392,0.781449,3.101874,3.883323
14799,0.140747,0.136098,0.783947,3.144403,3.928351
14999,0.140683,0.135950,0.786547,3.187204,3.973751
15199,0.140932,0.159545,0.794734,3.229739,4.024472
15399,0.140782,0.129434,0.796965,3.272377,4.069342
15599,0.141229,0.175607,0.799307,3.315071,4.114379
15799,0.141483,0.161356,0.801736,3.357807,4.159543
15999,0.141323,0.128680,0.804309,3.400598,4.204907
16199,0.141199,0.131260,0.838382,3.443458,4.281839
16399,0.141388,0.156690,0.840622,3.486448,4.327070
16599,0.141440,0.145693,0.842953,3.529335,4.372288
16799,0.141380,0.136372,0.845427,3.572274,4.417701
16999,0.141273,0.132358,0.848038,3.615187,4.463225
17199,0.141396,0.151806,0.855795,3.658088,4.513883
17399,0.141291,0.132233,0.858012,3.700775,4.558787
17599,0.141272,0.139632,0.860356,3.743793,4.604149
17799,0.141290,0.142923,0.862827,3.786578,4.649405
17999,0.140748,0.092474,0.865436,3.829525,4.694961
18199,0.140628,0.129851,0.873384,3.872554,4.745939
18399,0.140477,0.126692,0.875608,3.915378,4.790986
18599,0.140661,0.157592,0.877947,3.958388,4.836335
18799,0.140727,0.146878,0.880443,4.001429,4.881872
18999,0.140731,0.141085,0.883040,4.044290,4.927331
19199,0.140549,0.123295,0.890966,4.087115,4.978081
19399,0.140416,0.127685,0.893175,4.129935,5.023110
19599,0.140419,0.140706,0.895501,4.172970,5.068470
19799,0.140225,0.121147,0.897928,4.216211,5.114140
19999,0.139935,0.111249,0.900528,4.259364,5.159892
20199,0.140055,0.152092,0.908541,4.302302,5.210843
20399,0.139854,0.119482,0.910761,4.345207,5.255968
20599,0.140021,0.157104,0.913126,4.388187,5.301313
20799,0.139911,0.128593,0.915558,4.431100,5.346658
20999,0.139959,0.144983,0.918159,4.474126,5.392285
21199,0.139938,0.137717,0.926306,4.517061,5.443366
21399,0.139744,0.119193,0.928533,4.560040,5.488573
21599,0.139683,0.133147,0.930889,4.603011,5.533900
21799,0.139641,0.135083,0.933358,4.645920,5.579278
21999,0.139707,0.146888,0.935956,4.688911,5.624867
22199,0.139629,0.131033,0.943876,4.731778,5.675654
22399,0.139518,0.127260,0.946123,4.774747,5.720870
22599,0.139427,0.129193,0.948464,4.817650,5.766114
22799,0.139383,0.134448,0.950914,4.860573,5.811487
22999,0.139431,0.144853,0.953494,4.903616,5.857110
23199,0.139464,0.143243,0.961600,4.946609,5.908209
23399,0.139316,0.122169,0.963828,4.989552,5.953380
23599,0.139201,0.125750,0.966184,5.032558,5.998742
23799,0.139128,0.130489,0.968616,5.075565,6.044181
23999,0.139211,0.149073,0.971158,5.118625,6.089784
24199,0.139179,0.135400,0.979408,5.161663,6.141072
24399,0.139346,0.159567,0.981639,5.204708,6.186346
24599,0.139470,0.154531,0.983973,5.247684,6.231657
24799,0.139627,0.158953,0.986429,5.290766,6.277195
24999,0.139652,0.142810,0.988988,5.333873,6.322861
25199,0.139606,0.133796,0.997274,5.377015,6.374290
25399,0.139336,0.105292,0.999496,5.420149,6.419645
25599,0.139307,0.135700,1.001835,5.463341,6.465176
25799,0.139204,0.125929,1.004252,5.506578,6.510831
25999,0.139206,0.139551,1.006787,5.549846,6.556633
26199,0.139534,0.182098,1.015031,5.592846,6.607877
26399,0.139567,0.143918,1.017267,5.635840,6.653106
26599,0.139565,0.139267,1.019613,5.678669,6.698282
26799,0.139658,0.152029,1.022069,5.721615,6.743685
26999,0.139796,0.158288,1.024660,5.764554,6.789215
27199,0.139778,0.137339,1.032972,5.807510,6.840482
27399,0.139814,0.144761,1.035202,5.850522,6.885724
27599,0.140097,0.178928,1.037546,5.893671,6.931217
27799,0.139976,0.123229,1.040006,5.936713,6.976720
27999,0.140317,0.187640,1.042576,5.979936,7.022511
28199,0.140324,0.141407,1.050791,6.023101,7.073893
28399,0.140215,0.124788,1.053035,6.066188,7.119223
28599,0.140195,0.137306,1.055418,6.109210,7.164628
28799,0.140305,0.156118,1.057907,6.154926,7.212833
28999,0.140221,0.128133,1.060513,6.197954,7.258466
29199,0.140231,0.141672,1.068844,6.241062,7.309905
29399,0.140334,0.155335,1.071069,6.284219,7.355288
29599,0.140100,0.105796,1.073420,6.327379,7.400799
29799,0.140173,0.150953,1.075853,6.370638,7.446491
29999,0.140325,0.162989,1.078389,6.413993,7.492382
30199,0.140429,0.155896,1.086832,6.457040,7.543871
30399,0.140497,0.150815,1.089080,6.500265,7.589344
30599,0.140496,0.140379,1.091439,6.543595,7.635035
30799,0.140591,0.155043,1.093898,6.586713,7.680611
30999,0.140799,0.172845,1.096474,6.629950,7.726425
31199,0.140787,0.139055,1.104951,6.673116,7.778067
31399,0.140667,0.121847,1.107205,6.716470,7.823676
31599,0.140760,0.155465,1.109564,6.759707,7.869271
31799,0.140759,0.140459,1.112009,6.802982,7.914991
31999,0.140791,0.145927,1.114555,6.846169,7.960724
32199,0.140892,0.157051,1.149230,6.889414,8.038644
32399,0.140771,0.121310,1.151442,6.932340,8.083782
32599,0.140677,0.125372,1.153789,6.975390,8.129179
32799,0.140645,0.135456,1.156255,7.018283,8.174538
32999,0.140720,0.153035,1.158842,7.061349,8.220190
33199,0.140886,0.168347,1.166708,7.104351,8.271059
33399,0.140659,0.102903,1.168944,7.147530,8.316474
33599,0.140601,0.130946,1.171285,7.190530,8.361816
33799,0.140659,0.150490,1.173731,7.233827,8.407559
33999,0.140610,0.132183,1.176320,7.277210,8.453530
34199,0.140502,0.122198,1.184215,7.320173,8.504388
34399,0.140412,0.124953,1.186416,7.363239,8.549655
34599,0.140338,0.127688,1.188717,7.406209,8.594926
34799,0.140403,0.151648,1.191133,7.449255,8.640388
34999,0.140406,0.140989,1.193654,7.492252,8.685906
35199,0.140296,0.121062,1.201789,7.535113,8.736902
35399,0.140246,0.131324,1.204020,7.577942,8.781963
35599,0.140255,0.141939,1.206363,7.622294,8.828657
35799,0.140160,0.123242,1.208825,7.665143,8.873968
35999,0.140306,0.166451,1.211425,7.707943,8.919368
36199,0.140218,0.124408,1.219453,7.750697,8.970150
36399,0.140404,0.173902,1.221672,7.793532,9.015204
36599,0.140373,0.134889,1.224002,7.836381,9.060382
36799,0.140367,0.139203,1.226482,7.879344,9.105826
36999,0.140297,0.127499,1.229055,7.922219,9.151274
37199,0.140337,0.147691,1.237162,7.965062,9.202223
37399,0.140402,0.152367,1.239373,8.007908,9.247281
37599,0.140411,0.142113,1.241715,8.050796,9.292511
37799,0.140467,0.150977,1.244181,8.093742,9.337923
37999,0.140350,0.118360,1.246768,8.136725,9.383493
38199,0.140311,0.132948,1.254970,8.179558,9.434528
38399,0.140284,0.135077,1.257198,8.222522,9.479720
38599,0.140384,0.159626,1.259549,8.265401,9.524951
38799,0.140371,0.137781,1.262034,8.308406,9.570441
38999,0.140436,0.153141,1.264646,8.351739,9.616385
39199,0.140564,0.165372,1.272880,8.394722,9.667601
39399,0.140582,0.144207,1.275081,8.437543,9.712624
39599,0.140569,0.137875,1.277445,8.480484,9.757928
39799,0.140406,0.108154,1.279939,8.523428,9.803367
39999,0.140263,0.111915,1.282521,8.566394,9.848916
40199,0.140270,0.141574,1.290730,8.609286,9.900016
40399,0.140212,0.128634,1.292949,8.652155,9.945105
40599,0.140356,0.169502,1.295284,8.695106,9.990390
40799,0.140355,0.140008,1.297749,8.738045,10.035794
40999,0.140336,0.136432,1.300331,8.780980,10.081311
41199,0.140331,0.139390,1.308557,8.823986,10.132543
41399,0.140371,0.148529,1.310786,8.867111,10.177897
41599,0.140431,0.153046,1.313137,8.910213,10.223350
41799,0.140341,0.121415,1.315604,8.953208,10.268812
