# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D_SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D_SEM_RESET],current_mse_[D_SEM_RESET],training_time_[D_SEM_RESET],testing_time_[D_SEM_RESET],total_running_time_[D_SEM_RESET]
161999,3232.392346,4901.100415,3.615660,43.682517,47.298176
162199,3234.837789,5215.646198,3.633971,43.739500,47.373470
162399,3237.417942,5329.922331,3.635374,43.793812,47.429186
162599,3238.354328,3998.699608,3.637738,43.847897,47.485635
162799,3240.947595,5349.274110,3.639980,43.895189,47.535169
162999,3242.121007,4197.278366,3.642227,43.945035,47.587261
163199,3243.725144,4551.096620,3.658164,43.984451,47.642615
163399,3246.208196,5272.378388,3.660021,44.033659,47.693680
163599,3248.541189,5154.596908,3.661838,44.084619,47.746457
163799,3250.363418,4740.946472,3.663518,44.127566,47.791084
163999,3253.006384,5417.595443,3.665106,44.169742,47.834848
164199,3254.831651,4751.550177,3.681891,44.214111,47.896002
164399,3256.407447,4550.136587,3.683287,44.269733,47.953020
164599,3259.458745,5767.625631,3.685600,44.322195,48.007795
164799,3262.187614,5508.046762,3.687504,44.364886,48.052390
164999,3264.999767,5582.214032,3.689806,44.414628,48.104434
165199,3266.860732,4802.156273,3.705690,44.450023,48.155713
165399,3269.365102,5337.975318,3.707756,44.517891,48.225647
165599,3271.484725,5024.412695,3.710091,44.568951,48.279042
165799,3274.544185,5807.776792,3.712649,44.625991,48.338640
165999,3275.468340,4041.592763,3.714218,44.674846,48.389065
166199,3277.789197,5204.101104,3.725367,44.725918,48.451285
166399,3279.972586,5094.368249,3.727308,44.776058,48.503366
166599,3283.930703,6577.084561,3.729562,44.820585,48.550148
166799,3287.523940,6280.690295,3.731971,44.870499,48.602471
166999,3291.038409,6222.105741,3.734090,44.958818,48.692907
167199,3293.685108,5503.678521,3.755309,45.091355,48.846664
167399,3298.561054,7374.851428,3.756805,45.151060,48.907865
167599,3302.062209,6232.529733,3.758706,45.231634,48.990341
167799,3307.330565,7722.212342,3.760614,45.295769,49.056383
167999,3310.510521,5978.494047,3.763636,45.389184,49.152819
168199,3313.565078,5879.392513,3.777242,45.465092,49.242334
168399,3316.984438,6192.666677,3.778976,45.537500,49.316476
168599,3320.304852,6116.092825,3.781372,45.600982,49.382355
168799,3323.686845,6174.707442,3.783928,45.667547,49.451475
168999,3327.221365,6310.355925,3.786557,45.752594,49.539151
169199,3331.992015,7363.191433,3.794626,45.824879,49.619504
169399,3335.400514,6218.990320,3.796721,45.902086,49.698807
169599,3337.922220,5473.807621,3.798490,45.958005,49.756495
169799,3341.157686,6084.833119,3.799941,45.988875,49.788816
169999,3345.299037,6861.305249,3.802107,46.032388,49.834495
170199,3347.745500,5427.239736,3.810708,46.075931,49.886640
170399,3349.189558,4578.082764,3.812294,46.120601,49.932895
170599,3352.127517,5855.268667,3.814595,46.168757,49.983352
170799,3355.379642,6129.442158,3.816690,46.220389,50.037079
170999,3356.926444,4677.895578,3.818785,46.261435,50.080219
171199,3359.584433,5632.164962,3.826412,46.315692,50.142104
171399,3362.996151,6283.426074,3.827917,46.353591,50.181508
171599,3364.338465,4514.702228,3.830179,46.406018,50.236197
171799,3365.972683,4768.131548,3.832341,46.456605,50.288945
171999,3368.726181,5733.980822,3.834223,46.528430,50.362654
172199,3371.770600,5989.970801,3.843873,46.572241,50.416114
172399,3374.657489,5860.269075,3.845395,46.609766,50.455160
172599,3377.229323,5594.150410,3.847679,46.660578,50.508257
172799,3379.239404,5113.939007,3.849558,46.702567,50.552125
172999,3381.416192,5262.161046,3.851838,46.747229,50.599067
173199,3385.037223,6517.229531,3.864994,46.797503,50.662497
173399,3387.010240,5095.642760,3.867026,46.850738,50.717764
173599,3388.759560,4905.420237,3.868881,46.894339,50.763220
173799,3391.045496,5375.237725,3.870896,46.938087,50.808983
173999,3393.266661,5323.459196,3.873427,46.991887,50.865314
174199,3396.214827,5961.119304,3.881257,47.036696,50.917953
174399,3397.791892,4771.415315,3.882940,47.091965,50.974905
174599,3399.799364,5150.315091,3.884851,47.143043,51.027894
174799,3401.562461,4940.745577,3.886902,47.195579,51.082481
174999,3405.172059,6559.961235,3.889500,47.243624,51.133124
175199,3407.105523,5098.886246,3.899820,47.346998,51.246818
175399,3409.784452,5756.526218,3.901269,47.383693,51.284962
175599,3412.194853,5526.116213,3.902816,47.437289,51.340105
175799,3416.039790,6791.894608,3.904218,47.480591,51.384809
175999,3418.320453,5423.023781,3.906510,47.545246,51.451756
176199,3420.505468,5343.318185,3.921682,47.591478,51.513160
176399,3422.006211,4744.160903,3.923647,47.639667,51.563314
176599,3423.651316,4874.634064,3.925629,47.688346,51.613975
176799,3425.331489,4908.923813,3.927388,47.730251,51.657639
176999,3427.381893,5239.939803,3.929236,47.766426,51.695662
177199,3428.470750,4392.108381,3.941640,47.888717,51.830357
177399,3430.977264,5651.749279,3.943239,47.948758,51.891997
177599,3432.619845,4889.588993,3.944825,47.992884,51.937709
177799,3434.283479,4911.590372,3.946384,48.044328,51.990712
177999,3436.585608,5483.178103,3.948413,48.150072,52.098485
178199,3438.554796,5191.131970,3.963953,48.195273,52.159226
178399,3440.031927,4756.155805,3.966046,48.249645,52.215691
178599,3443.842584,6842.949055,3.968109,48.295316,52.263425
178799,3446.041813,5409.953139,3.970109,48.350975,52.321084
178999,3447.156784,4443.941013,3.972232,48.452172,52.424404
179199,3449.238881,5312.715234,3.983498,48.493106,52.476604
179399,3450.804418,4853.526103,3.985403,48.546213,52.531616
179599,3453.930123,6257.686919,3.987145,48.590659,52.577805
179799,3455.845939,5176.249022,3.989305,48.635168,52.624472
179999,3457.585292,5021.263806,3.991732,48.685152,52.676884
180199,3460.120482,5741.791408,4.008132,48.728525,52.736658
180399,3463.259651,6291.650676,4.009560,48.772269,52.781830
180599,3464.696967,4761.155786,4.012028,48.845815,52.857843
180799,3466.982230,5530.574982,4.014408,48.896714,52.911122
180999,3469.339110,5599.959050,4.016597,48.948540,52.965137
181199,3472.263868,6119.169859,4.029376,48.988877,53.018253
181399,3474.472535,5475.524256,4.031367,49.045022,53.076388
181599,3476.111488,4962.642544,4.033114,49.098651,53.131765
181799,3478.513996,5659.990801,4.035102,49.143456,53.178558
181999,3479.899645,4739.454744,4.037352,49.193417,53.230769
182199,3481.874711,5279.184589,4.054823,49.246717,53.301539
182399,3483.734862,5178.332714,4.056796,49.300621,53.357416
182599,3485.144327,4770.575856,4.058927,49.348296,53.407223
182799,3487.113397,5284.874379,4.060719,49.402553,53.463271
182999,3488.907791,5128.984072,4.062716,49.443317,53.506033
183199,3491.251476,5635.723404,4.078480,49.486486,53.564966
183399,3493.576023,5622.861313,4.079806,49.537262,53.617068
183599,3495.685557,5430.128342,4.081409,49.571474,53.652883
183799,3497.249193,4932.666381,4.083586,49.632239,53.715825
183999,3498.606796,4746.244351,4.085862,49.678172,53.764034
184199,3500.678865,5406.982204,4.103209,49.730757,53.833966
184399,3501.927727,4652.129918,4.104512,49.770972,53.875483
184599,3504.368379,5754.649148,4.106669,49.821528,53.928196
184799,3506.444924,5423.095786,4.108835,49.867766,53.976601
184999,3508.712878,5604.302643,4.111128,49.914525,54.025654
185199,3510.275334,4955.546855,4.131652,49.957948,54.089601
185399,3513.340048,6351.265074,4.133581,50.012259,54.145840
185599,3515.611080,5620.858558,4.136029,50.067692,54.203721
185799,3516.841994,4659.129348,4.138314,50.121585,54.259899
185999,3519.425727,5919.714026,4.141083,50.175302,54.316385
186199,3522.230323,6130.504721,4.156261,50.226972,54.383232
186399,3523.553872,4755.777737,4.158291,50.280166,54.438456
186599,3525.283151,5136.971379,4.160531,50.334405,54.494936
186799,3526.320656,4494.312894,4.162936,50.393079,54.556015
186999,3528.686549,5738.430763,4.165170,50.439632,54.604802
187199,3531.763702,6408.901878,4.183659,50.488179,54.671838
187399,3533.841817,5478.957201,4.185312,50.555723,54.741035
187599,3535.658571,5237.956593,4.186874,50.607326,54.794200
187799,3537.379127,5151.261476,4.188381,50.650010,54.838391
187999,3539.764687,5779.805212,4.189972,50.694746,54.884718
188199,3541.736278,5395.031279,4.206443,50.739872,54.946315
188399,3542.766433,4512.142511,4.208420,50.793084,55.001504
188599,3543.937505,4647.087635,4.210728,50.844729,55.055457
188799,3546.673430,6126.650470,4.212992,50.905982,55.118974
188999,3549.343080,6069.492439,4.215117,50.949737,55.164853
189199,3551.051107,5165.136841,4.233470,50.996457,55.229927
189399,3553.121618,5511.825010,4.235490,51.047895,55.283385
189599,3555.878069,6166.237665,4.237429,51.108692,55.346122
189799,3556.826142,4455.599006,4.239130,51.166023,55.405153
189999,3557.761654,4445.562662,4.241626,51.229980,55.471606
190199,3560.057387,5741.003503,4.259846,51.274361,55.534207
190399,3561.263877,4708.635661,4.261356,51.316318,55.577675
190599,3562.508348,4747.245457,4.263695,51.366926,55.630620
190799,3565.561638,6475.346388,4.265973,51.413717,55.679690
190999,3567.497995,5414.782910,4.268390,51.466752,55.735143
191199,3569.811502,5779.210327,4.276672,51.528622,55.805294
191399,3572.358292,6007.089582,4.278045,51.576019,55.854064
191599,3574.813494,5924.442419,4.280065,51.620052,55.900116
191799,3578.002661,6633.223865,4.294844,51.680016,55.974860
191999,3581.476999,6913.367469,4.297384,51.731309,56.028693
192199,3583.657338,5676.782861,4.306713,51.773217,56.079930
192399,3585.925838,5765.954403,4.308605,51.825179,56.133783
192599,3588.597138,6158.387746,4.310644,51.887073,56.197717
192799,3590.260886,5192.449796,4.313137,51.944737,56.257874
192999,3593.458803,6676.251587,4.315564,51.993503,56.309067
193199,3595.261660,5335.017981,4.324787,52.076883,56.401670
193399,3597.502665,5762.313267,4.326331,52.119872,56.446203
193599,3601.049416,7030.757936,4.328634,52.173693,56.502327
193799,3603.298687,5780.593285,4.330921,52.230869,56.561789
193999,3605.366782,5609.350274,4.333145,52.291361,56.624506
194199,3606.597940,4800.821863,4.342573,52.333594,56.676167
194399,3607.378524,4365.325522,4.344233,52.382844,56.727077
194599,3607.493272,3719.028377,4.346350,52.448657,56.795006
194799,3609.226500,5295.657234,4.348352,52.500551,56.848903
194999,3611.430795,5758.413824,4.350557,52.547856,56.898413
195199,3612.650722,4802.080086,4.358756,52.603202,56.961957
195399,3614.575957,5493.605391,4.360539,52.656357,57.016896
195599,3615.718468,4731.951655,4.362633,52.706808,57.069441
195799,3618.029571,5878.288255,4.364917,52.748926,57.113843
195999,3619.384130,4945.496673,4.366867,52.805493,57.172360
196199,3621.578376,5771.940326,4.378551,52.863065,57.241616
196399,3623.743352,5747.584818,4.380051,52.919715,57.299765
196599,3625.614658,5463.237090,4.381675,52.969194,57.350869
196799,3626.852372,4843.524430,4.383544,53.023979,57.407522
196999,3628.718753,5465.238438,4.385712,53.068869,57.454581
197199,3629.444809,4344.609622,4.393595,53.114885,57.508480
197399,3631.701500,5856.798548,4.395383,53.166012,57.561395
197599,3632.022778,3949.124529,4.397340,53.231354,57.628694
197799,3634.350438,5934.078409,4.399174,53.300221,57.699395
197999,3635.108971,4385.297726,4.401256,53.351566,57.752821
198199,3636.118403,4635.456208,4.409354,53.405246,57.814600
198399,3636.835090,4347.071763,4.410738,53.454418,57.865156
198599,3638.382648,5173.560664,4.412541,53.497234,57.909776
198799,3639.797626,5044.870653,4.414341,53.535563,57.949904
198999,3641.641029,5473.984081,4.416199,53.577626,57.993825
199199,3643.240789,5235.001523,4.423713,53.618778,58.042490
199399,3645.384231,5780.252346,4.425491,53.664442,58.089933
199599,3647.750899,6007.319196,4.427118,53.704633,58.131751
199799,3648.835022,4730.790097,4.429203,53.750779,58.179982
199999,3650.426265,5240.077644,4.431114,53.801159,58.232273
200199,3651.978621,5204.334183,4.442312,53.875655,58.317967
200399,3654.151099,5828.801451,4.443605,53.914669,58.358274
200599,3656.292253,5801.728990,4.445640,53.973535,58.419175
200799,3658.429914,5802.504076,4.447819,54.028173,58.475992
200999,3660.419161,5657.622598,4.449981,54.080409,58.530390
201199,3662.341108,5593.898145,4.460139,54.124321,58.584460
201399,3663.712731,5043.565683,4.462055,54.174247,58.636302
201599,3665.003036,4964.339726,4.463904,54.220295,58.684199
201799,3666.465993,5141.127445,4.465744,54.261483,58.727228
201999,3667.225622,4433.690806,4.467705,54.308854,58.776559
202199,3667.598296,4043.999336,4.479000,54.372820,58.851821
202399,3668.486682,4566.644210,4.480566,54.432674,58.913241
202599,3670.417061,5623.961561,4.482163,54.483645,58.965808
202799,3671.800032,5072.749567,4.483796,54.531992,59.015788
202999,3672.801073,4687.856599,4.485852,54.575019,59.060872
203199,3675.043127,5950.727821,4.500168,54.644130,59.144297
203399,3675.819576,4464.691285,4.501782,54.690426,59.192208
203599,3677.540790,5428.016007,4.504087,54.742371,59.246458
203799,3679.031947,5197.029476,4.506370,54.790141,59.296510
203999,3680.497087,5173.475180,4.508609,54.844693,59.353302
204199,3681.813977,5025.041320,4.523974,54.893235,59.417209
204399,3683.769093,5679.942728,4.525738,54.964639,59.490377
204599,3684.644971,4579.791853,4.527988,55.030126,59.558114
204799,3686.248021,5326.168661,4.529906,55.088718,59.618624
204999,3687.387388,4854.099410,4.532116,55.138298,59.670414
205199,3688.634058,4966.470667,4.544778,55.183051,59.727829
205399,3690.258805,5357.249301,4.546429,55.226674,59.773102
205599,3691.836161,5311.779897,4.548535,55.276143,59.824679
205799,3693.518419,5422.879573,4.551131,55.337038,59.888169
205999,3695.626844,5865.196876,4.553152,55.380622,59.933775
206199,3697.264421,5383.968695,4.566920,55.422471,59.989391
206399,3698.462569,4933.752595,4.568465,55.468222,60.036687
206599,3699.948812,5233.752393,4.570346,55.514904,60.085250
206799,3701.425482,5226.825137,4.572594,55.585104,60.157697
206999,3702.875753,5202.455692,4.574518,55.635645,60.210163
207199,3704.235833,5111.919213,4.591990,55.707328,60.299318
207399,3705.713563,5236.641179,4.593704,55.755119,60.348823
207599,3707.324470,5377.835383,4.595467,55.794788,60.390255
207799,3708.938101,5383.887382,4.597769,55.844767,60.442536
207999,3710.955838,5807.384713,4.599860,55.896658,60.496518
208199,3713.431009,6287.608094,4.614996,55.946907,60.561903
208399,3714.017639,4324.699479,4.616569,55.987718,60.604286
208599,3715.282992,5033.780664,4.618456,56.036376,60.654831
208799,3716.857754,5359.334859,4.620563,56.095139,60.715702
208999,3718.436220,5366.355086,4.622987,56.163708,60.786695
209199,3719.445523,4774.166781,4.639726,56.216964,60.856690
209399,3721.137990,5491.458356,4.641349,56.291648,60.932997
209599,3722.994794,5667.069335,4.643155,56.342859,60.986014
209799,3724.011021,4789.016972,4.645331,56.443574,61.088904
209999,3725.308566,5086.433095,4.647389,56.509841,61.157231
210199,3726.916444,5415.187921,4.664796,56.567353,61.232149
210399,3729.133295,6059.043350,4.666758,56.621303,61.288061
210599,3731.000828,5695.646164,4.668862,56.682557,61.351419
210799,3731.667822,4434.012599,4.670883,56.730390,61.401274
210999,3733.384341,5542.595610,4.673514,56.797142,61.470657
211199,3735.014273,5454.591849,4.687315,56.868857,61.556172
211399,3735.957897,4732.425388,4.688658,56.937004,61.625662
211599,3736.485878,4294.561792,4.690209,56.988528,61.678738
211799,3736.998926,4279.803541,4.692234,57.031119,61.723353
211999,3738.426442,5250.165523,4.694403,57.094853,61.789256
212199,3740.816223,6273.983780,4.709121,57.145449,61.854569
212399,3742.934363,5990.281479,4.710674,57.198314,61.908988
212599,3743.778604,4640.362718,4.712376,57.258117,61.970493
212799,3744.943620,4983.355866,4.714107,57.314246,62.028353
212999,3746.266800,5154.129661,4.716504,57.373404,62.089908
213199,3747.459624,5017.817542,4.733396,57.438692,62.172088
213399,3749.151480,5552.670000,4.735306,57.491789,62.227095
213599,3750.197868,4866.693980,4.736927,57.530207,62.267134
213799,3752.337318,6037.269085,4.739494,57.585721,62.325215
213999,3754.335645,5890.547698,4.741451,57.645024,62.386476
214199,3755.942556,5475.337111,4.760130,57.701871,62.462001
214399,3757.376428,5293.053418,4.762077,57.778045,62.540122
214599,3759.137575,5647.087745,4.763769,57.825721,62.589490
214799,3760.943980,5699.216363,4.765592,57.874938,62.640530
214999,3763.159030,6142.122087,4.767587,57.920357,62.687944
215199,3764.620970,5336.206400,4.784518,57.961165,62.745683
215399,3766.121396,5380.580053,4.786412,58.015981,62.802393
215599,3767.035435,4751.455238,4.788668,58.069814,62.858483
215799,3768.442503,5285.261940,4.790546,58.118220,62.908765
215999,3770.012422,5463.954834,4.792762,58.172315,62.965077
216199,3773.489332,7528.552843,4.801461,58.218311,63.019772
216399,3775.536025,5988.011023,4.803133,58.268407,63.071540
216599,3778.409331,6887.325983,4.804837,58.307099,63.111936
216799,3780.345221,5876.913902,4.806784,58.348434,63.155218
216999,3783.117584,6788.359997,4.809064,58.397477,63.206541
217199,3785.673841,6559.212187,4.816217,58.467856,63.284072
217399,3788.133987,6459.852181,4.817759,58.512670,63.330428
217599,3789.921450,5732.894446,4.819775,58.558724,63.378500
217799,3792.078657,6139.119984,4.821536,58.599569,63.421105
217999,3793.816357,5686.170944,4.823435,58.641039,63.464474
218199,3795.672608,5818.986903,4.832937,58.683213,63.516149
218399,3797.791218,6109.194004,4.834754,58.730781,63.565536
218599,3800.013710,6226.975534,4.836578,58.787537,63.624114
218799,3800.974148,4850.732172,4.838359,58.834005,63.672364
218999,3802.423633,5388.160922,4.840413,58.871738,63.712152
219199,3803.642811,5138.641998,4.847655,58.916668,63.764323
219399,3804.835692,5112.233271,4.849647,58.973023,63.822670
219599,3807.621539,6863.695915,4.851654,59.020197,63.871851
219799,3809.430603,5795.782595,4.853762,59.076515,63.930276
219999,3810.795899,5311.256394,4.856085,59.127910,63.983995
220199,3811.765694,4878.540492,4.866052,59.178859,64.044911
220399,3813.745696,5993.728389,4.867756,59.224629,64.092385
220599,3816.869483,7259.282414,4.869940,59.276101,64.146042
220799,3818.071287,5143.661030,4.871669,59.315069,64.186738
220999,3820.283861,6262.965372,4.873925,59.361973,64.235898
221199,3822.730797,6526.595388,4.884034,59.407230,64.291264
221399,3824.327133,5589.874942,4.885807,59.454240,64.340047
221599,3827.341723,7164.492001,4.888057,59.505655,64.393712
221799,3828.508430,5121.220762,4.890204,59.575038,64.465242
221999,3831.051773,6651.618858,4.892174,59.626490,64.518664
222199,3833.612446,6675.958760,4.900292,59.670910,64.571202
222399,3835.344843,5760.038217,4.902715,59.747814,64.650529
222599,3837.166382,5862.718368,4.905172,59.803929,64.709100
222799,3839.392931,6317.541150,4.906829,59.841410,64.748239
222999,3840.316074,4868.697744,4.909464,59.895557,64.805020
223199,3842.459181,6232.023533,4.917900,59.955206,64.873106
223399,3843.530738,5039.388740,4.919703,60.000892,64.920595
223599,3845.424811,5961.103844,4.921470,60.046362,64.967832
223799,3846.208266,4722.110979,4.923591,60.092344,65.015935
223999,3847.435887,5221.144043,4.926515,60.166818,65.093333
224199,3848.989829,5589.404168,4.935931,60.205976,65.141908
224399,3850.162215,5164.407908,4.937753,60.255777,65.193530
224599,3853.122575,7174.646141,4.939941,60.307047,65.246988
224799,3854.285616,5160.380913,4.942374,60.368940,65.311313
224999,3855.390996,5097.837800,4.944575,60.414660,65.359235
225199,3856.246665,4818.874266,4.954755,60.473879,65.428634
225399,3857.484543,5251.334984,4.956534,60.523182,65.479716
225599,3858.134866,4591.048855,4.958899,60.584455,65.543354
225799,3859.916803,5869.941942,4.961108,60.637957,65.599065
225999,3860.811382,4870.791126,4.963362,60.691873,65.655235
226199,3861.806335,4986.103153,4.976479,60.759424,65.735904
226399,3863.611713,5905.494605,4.978035,60.800829,65.778864
226599,3865.375043,5861.464540,4.979854,60.839959,65.819812
226799,3866.708939,5378.012399,4.981857,60.884092,65.865949
226999,3867.969910,5297.911191,4.984216,60.931813,65.916029
227199,3868.322350,4268.342467,4.996885,60.975962,65.972847
227399,3868.931719,4561.174055,4.998450,61.025683,66.024134
227599,3871.391177,6667.795654,5.000307,61.068688,66.068995
227799,3872.953771,5651.185187,5.002157,61.108790,66.110947
227999,3873.905039,4957.399940,5.004140,61.153899,66.158039
228199,3874.687200,4766.350891,5.015047,61.202187,66.217234
228399,3876.090082,5476.778141,5.016829,61.261892,66.278721
228599,3876.949867,4858.824018,5.019130,61.318145,66.337275
228799,3878.179295,5283.416030,5.021059,61.367510,66.388569
228999,3880.168695,6156.041324,5.023540,61.417845,66.441385
229199,3881.453921,5353.038617,5.039342,61.475129,66.514471
229399,3883.086687,5754.235522,5.040872,61.528768,66.569640
229599,3883.693131,4579.285534,5.042799,61.580626,66.623425
229799,3884.683234,5021.321352,5.044670,61.627224,66.671894
229999,3885.792174,5159.963262,5.047204,61.684451,66.731654
230199,3886.481160,4678.815203,5.061118,61.730908,66.792026
230399,3886.711524,4151.861262,5.063305,61.787126,66.850431
230599,3887.358463,4632.632202,5.065090,61.842043,66.907133
230799,3888.631234,5356.135327,5.067238,61.895412,66.962651
230999,3889.703697,5127.325983,5.069280,61.936990,67.006270
231199,3890.777342,5130.837686,5.082504,61.996332,67.078836
231399,3891.461036,4681.811308,5.084258,62.063029,67.147288
231599,3893.460651,6207.015864,5.086500,62.124801,67.211301
231799,3894.130073,4669.320015,5.089646,62.194852,67.284498
231999,3895.647028,5653.797800,5.091741,62.254590,67.346330
232199,3897.298614,5813.138450,5.105488,62.297836,67.403323
232399,3898.984817,5856.666174,5.106940,62.348117,67.455057
232599,3899.959103,5032.079915,5.108737,62.398367,67.507103
232799,3901.632359,5847.629366,5.110586,62.442058,67.552644
232999,3903.082388,5590.915330,5.113004,62.492060,67.605063
233199,3905.015041,6156.555841,5.129909,62.537293,67.667202
233399,3906.445518,5574.382445,5.131940,62.600110,67.732050
233599,3907.990456,5710.932428,5.133743,62.658126,67.791869
233799,3909.836553,6066.078229,5.136314,62.713183,67.849498
233999,3910.524337,4714.543414,5.138422,62.757111,67.895534
234199,3911.768480,5367.415860,5.155817,62.803083,67.958900
234399,3913.412238,5838.253599,5.157261,62.850088,68.007349
234599,3914.505592,5195.915763,5.159667,62.902622,68.062289
234799,3915.492973,5073.691628,5.161453,62.971344,68.132796
234999,3918.000968,6862.386876,5.163447,63.017830,68.181277
235199,3919.612379,5813.020521,5.180799,63.064434,68.245233
235399,3921.109811,5682.089986,5.182720,63.112887,68.295607
235599,3922.353672,5386.377108,5.184735,63.158943,68.343678
235799,3923.272005,5005.068267,5.187432,63.216009,68.403441
235999,3925.074714,6050.469551,5.189265,63.256153,68.445418
236199,3926.882228,6059.748782,5.206654,63.306408,68.513062
236399,3927.548177,4714.033610,5.208629,63.363057,68.571687
236599,3928.962314,5600.471953,5.210531,63.405760,68.616291
236799,3929.555966,4631.846111,5.212662,63.455218,68.667880
236999,3930.854597,5468.433824,5.215043,63.509783,68.724826
237199,3932.005325,5295.618242,5.231160,63.559438,68.790598
237399,3933.805853,6069.232076,5.232616,63.606088,68.838704
237599,3935.150668,5531.446041,5.234788,63.664212,68.899000
237799,3935.985500,4927.766267,5.236668,63.716086,68.952753
237999,3938.201986,6573.603357,5.238989,63.773142,69.012132
238199,3939.843014,5892.666936,5.255572,63.833691,69.089263
238399,3940.437019,4647.896067,5.257082,63.872075,69.129157
238599,3941.308022,4979.544221,5.258692,63.921655,69.180347
238799,3942.451993,5307.208631,5.260933,63.972372,69.233305
238999,3944.297613,6147.968081,5.262793,64.019153,69.281946
239199,3945.033039,4823.866945,5.281127,64.068791,69.349918
239399,3946.352380,5524.285108,5.283136,64.119432,69.402568
239599,3947.507062,5329.660544,5.285106,64.164184,69.449289
239799,3949.367967,6178.732097,5.286706,64.198175,69.484881
239999,3950.506453,5315.551208,5.289439,64.248915,69.538354
240199,3952.373822,6193.216943,5.306545,64.297026,69.603571
240399,3953.215014,4963.486403,5.308045,64.355807,69.663853
240599,3953.723381,4564.780573,5.310107,64.414174,69.724281
240799,3955.215939,5750.763747,5.312337,64.469327,69.781664
240999,3956.899830,5984.304551,5.314545,64.524465,69.839011
241199,3958.518111,5908.547129,5.324488,64.577348,69.901836
241399,3960.607338,6480.214958,5.326280,64.625022,69.951302
241599,3962.674282,6457.475163,5.327827,64.666592,69.994419
241799,3964.694254,6404.820997,5.330408,64.722016,70.052423
241999,3966.653273,6335.107240,5.332646,64.766281,70.098928
242199,3968.915616,6706.349964,5.341359,64.819120,70.160479
242399,3971.309446,6870.238080,5.343270,64.868460,70.211730
242599,3972.636182,5580.640184,5.345400,64.913272,70.258672
242799,3975.092062,6954.073862,5.347365,64.970758,70.318123
242999,3977.272214,6623.976738,5.349570,65.018073,70.367643
243199,3979.246529,6378.040013,5.359043,65.077999,70.437042
243399,3980.824549,5899.696355,5.360912,65.125759,70.486670
243599,3982.354776,5844.641268,5.362980,65.171654,70.534634
243799,3983.584601,5481.511757,5.365382,65.222501,70.587883
243999,3984.818992,5489.541475,5.367315,65.274875,70.642190
244199,3986.103895,5553.685498,5.384062,65.325640,70.709701
244399,3986.934033,5000.532250,5.386012,65.380896,70.766908
244599,3988.021413,5316.799577,5.388030,65.437765,70.825795
244799,3989.476032,5768.474969,5.390167,65.484398,70.874565
244999,3990.524578,5273.944694,5.392152,65.525524,70.917676
245199,3992.364194,6245.894153,5.402082,65.579441,70.981523
245399,3993.675834,5601.746570,5.403781,65.628598,71.032379
245599,3995.844647,6656.978402,5.405577,65.677507,71.083084
245799,3997.293387,5776.346238,5.407898,65.732612,71.140510
245999,3998.018093,4888.681548,5.409816,65.779057,71.188873
246199,3998.414306,4485.756238,5.417802,65.828594,71.246396
246399,4000.141059,6125.773825,5.419738,65.882544,71.302283
246599,4000.765870,4770.532925,5.422032,65.933519,71.355550
246799,4001.591867,5020.046846,5.424166,65.985221,71.409387
246999,4002.615880,5266.247159,5.426344,66.028328,71.454672
247199,4003.454070,5038.619363,5.437125,66.088482,71.525606
247399,4005.709126,6792.958253,5.438900,66.143071,71.581972
247599,4007.004166,5608.968732,5.441223,66.199425,71.640648
247799,4007.486711,4604.877803,5.443805,66.254848,71.698653
247999,4008.288606,5001.835479,5.446390,66.305735,71.752125
248199,4009.458353,5459.945647,5.456810,66.352193,71.809003
248399,4010.893107,5791.422821,5.458624,66.402132,71.860755
248599,4011.735939,5058.532902,5.460886,66.455909,71.916795
248799,4012.713152,5227.389325,5.462889,66.525102,71.987991
248999,4013.944140,5545.293222,5.465323,66.577734,72.043056
249199,4015.563564,6031.746070,5.473887,66.621741,72.095628
249399,4016.463785,5138.138419,5.475518,66.664654,72.140172
249599,4017.927791,5843.543843,5.477566,66.717382,72.194949
249799,4018.502129,4735.275746,5.479816,66.781878,72.261694
249999,4020.222390,6168.828617,5.482224,66.837428,72.319653
250199,4033.061491,20081.938089,5.491951,66.925001,72.416952
250399,4048.232076,23026.633373,5.493560,66.977214,72.470774
250599,4059.223696,17820.732346,5.495801,67.031108,72.526908
250799,4075.410446,24357.407978,5.497731,67.072419,72.570150
250999,4090.182882,22614.817972,5.499883,67.120396,72.620280
