# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D_SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D_SEM_RESET],current_mse_[D_SEM_RESET],training_time_[D_SEM_RESET],testing_time_[D_SEM_RESET],total_running_time_[D_SEM_RESET]
72799,1988.681882,1385.446723,1.731584,21.276298,23.007881
72999,1987.358077,1505.492925,1.734108,21.344663,23.078770
73199,1985.933046,1465.796638,1.751002,21.426598,23.177600
73399,1984.000089,1276.537884,1.752605,21.485013,23.237618
73599,1982.460552,1417.450700,1.754595,21.535384,23.289979
73799,1980.632802,1308.020459,1.756270,21.580336,23.336606
73999,1979.944864,1726.095857,1.758139,21.628820,23.386959
74199,1978.114622,1300.925274,1.765646,21.679021,23.444667
74399,1976.603046,1415.808069,1.767823,21.733115,23.500938
74599,1974.873284,1331.402041,1.769970,21.789404,23.559374
74799,1973.130278,1322.989138,1.771571,21.828036,23.599607
74999,1972.145454,1603.821139,1.774146,21.885257,23.659403
75199,1970.804077,1467.787584,1.784104,21.944182,23.728286
75399,1969.030676,1302.232115,1.785429,21.982233,23.767661
75599,1967.270387,1303.641188,1.787235,22.022968,23.810203
75799,1965.802138,1410.804065,1.789364,22.065598,23.854962
75999,1965.018883,1668.165269,1.791839,22.126344,23.918184
76199,1963.802996,1501.765898,1.825460,22.178192,24.003652
76399,1962.503423,1467.365990,1.827181,22.225483,24.052663
76599,1960.355284,1139.766323,1.829080,22.272180,24.101260
76799,1958.410963,1213.736229,1.830836,22.308589,24.139425
76999,1956.948493,1395.359731,1.832810,22.347427,24.180237
77199,1955.216083,1288.238349,1.844372,22.391281,24.235652
77399,1953.634242,1343.043497,1.846423,22.446653,24.293075
77599,1951.295102,1046.048127,1.848349,22.488878,24.337226
77799,1949.338706,1190.256942,1.850222,22.544873,24.395095
77999,1948.359830,1567.577177,1.852315,22.606218,24.458533
78199,1946.971709,1405.604439,1.863635,22.658132,24.521766
78399,1945.989286,1561.861771,1.865131,22.708132,24.573262
78599,1945.347663,1693.831553,1.866741,22.741908,24.608649
78799,1944.084970,1447.846509,1.868210,22.777607,24.645817
78999,1943.144432,1572.572582,1.870842,22.837006,24.707848
79199,1941.389788,1248.305242,1.888690,22.886835,24.775525
79399,1941.084401,1820.151194,1.890259,22.938079,24.828338
79599,1939.424814,1280.568951,1.891869,22.985866,24.877735
79799,1938.132611,1423.835679,1.893708,23.025456,24.919164
79999,1936.636108,1339.531313,1.895970,23.068960,24.964930
80199,1935.646312,1539.728087,1.910610,23.108702,25.019312
80399,1933.616298,1119.580716,1.912307,23.166654,25.078961
80599,1932.487033,1478.522644,1.914569,23.218041,25.132610
80799,1931.159837,1396.299857,1.916519,23.263663,25.180181
80999,1929.134670,1110.967150,1.918643,23.313195,25.231838
81199,1927.771331,1375.619010,1.934579,23.358651,25.293230
81399,1926.554606,1432.564289,1.936553,23.414350,25.350903
81599,1925.898325,1658.791645,1.938547,23.461102,25.399649
81799,1923.937141,1123.774064,1.940238,23.494326,25.434565
81999,1923.047479,1559.175735,1.942027,23.545034,25.487061
82199,1922.220797,1583.281498,1.957351,23.610860,25.568211
82399,1921.247396,1521.179624,1.959082,23.660563,25.619644
82599,1919.793826,1320.922765,1.961581,23.714210,25.675791
82799,1918.184429,1253.503477,1.963867,23.772558,25.736424
82999,1916.942414,1402.748128,1.966243,23.821910,25.788153
83199,1915.879819,1474.902817,1.981572,23.867975,25.849547
83399,1914.884760,1500.940568,1.983240,23.919947,25.903187
83599,1913.958920,1527.883308,1.984971,23.963805,25.948776
83799,1913.064114,1539.035294,1.987209,24.013671,26.000879
83999,1911.293664,1169.475037,1.989381,24.056924,26.046305
84199,1909.385586,1107.993150,2.003428,24.116708,26.120135
84399,1907.164438,972.061168,2.005072,24.172456,26.177528
84599,1905.791496,1326.409753,2.007232,24.221514,26.228746
84799,1904.423405,1325.720924,2.009096,24.263470,26.272566
84999,1902.707025,1174.961775,2.011090,24.299213,26.310303
85199,1902.120976,1653.050091,2.029007,24.355657,26.384664
85399,1900.555570,1233.692663,2.030679,24.404070,26.434750
85599,1899.614715,1497.869699,2.032424,24.458055,26.490479
85799,1898.907128,1596.060028,2.034334,24.501211,26.535545
85999,1898.199166,1594.483304,2.036371,24.539515,26.575886
86199,1896.913807,1344.209397,2.051344,24.576953,26.628297
86399,1895.651889,1351.765336,2.053128,24.622225,26.675353
86599,1893.858938,1119.303948,2.055440,24.676667,26.732107
86799,1892.927631,1489.672046,2.057113,24.719282,26.776395
86999,1892.542685,1725.475804,2.059262,24.766100,26.825362
87199,1891.477000,1427.904216,2.073937,24.816994,26.890931
87399,1890.009504,1250.181389,2.076051,24.873285,26.949337
87599,1888.551663,1251.474886,2.077923,24.915693,26.993616
87799,1887.550404,1448.999132,2.079899,24.961469,27.041368
87999,1886.643785,1488.637896,2.081943,25.012061,27.094005
88199,1885.396879,1336.758283,2.099797,25.059335,27.159132
88399,1885.306426,1845.416554,2.101715,25.111458,27.213173
88599,1884.107243,1354.068665,2.103668,25.159472,27.263140
88799,1883.327784,1538.027419,2.106509,25.220677,27.327186
88999,1882.192558,1378.152158,2.109086,25.270449,27.379535
89199,1881.734784,1678.025171,2.126863,25.315374,27.442237
89399,1880.657041,1399.983795,2.128780,25.366459,27.495239
89599,1879.376496,1306.972947,2.131232,25.420495,27.551727
89799,1878.121902,1316.063460,2.133591,25.472932,27.606523
89999,1876.523340,1158.769261,2.135601,25.515240,27.650841
90199,1875.013588,1195.625157,2.153466,25.565237,27.718703
90399,1873.908082,1375.324752,2.155016,25.620284,27.775301
90599,1872.898447,1416.543725,2.156979,25.668669,27.825649
90799,1871.883059,1411.911955,2.158806,25.708766,27.867572
90999,1870.964189,1453.797344,2.161094,25.753374,27.914468
91199,1870.899395,1841.418089,2.169537,25.796535,27.966072
91399,1870.571336,1720.976387,2.171104,25.863836,28.034940
91599,1870.149772,1677.495231,2.172728,25.932162,28.104890
91799,1870.260622,1921.029885,2.175199,26.007054,28.182253
91999,1869.656257,1592.252614,2.177865,26.057389,28.235254
92199,1869.284910,1698.465301,2.185504,26.101755,28.287259
92399,1868.654754,1578.152898,2.187108,26.145790,28.332898
92599,1867.936766,1536.226316,2.188735,26.188328,28.377063
92799,1867.224025,1537.225079,2.191060,26.245316,28.436376
92999,1866.845368,1691.148546,2.193275,26.287730,28.481004
93199,1865.937771,1443.905018,2.202709,26.332007,28.534716
93399,1865.284418,1560.821826,2.204166,26.388415,28.592581
93599,1864.518648,1506.904056,2.205942,26.427823,28.633765
93799,1863.271470,1279.592358,2.207981,26.469402,28.677383
93999,1862.582027,1539.232953,2.209853,26.518357,28.728210
94199,1862.277106,1718.964203,2.216721,26.563736,28.780458
94399,1861.366710,1432.570601,2.218572,26.614200,28.832772
94599,1860.434517,1420.439178,2.220755,26.663306,28.884061
94799,1859.731387,1527.150690,2.223314,26.719097,28.942411
94999,1859.134518,1576.218806,2.225459,26.762671,28.988130
95199,1858.192894,1410.921418,2.235493,26.814127,29.049620
95399,1857.657211,1602.672188,2.237209,26.857749,29.094958
95599,1856.311546,1214.429285,2.239157,26.901312,29.140469
95799,1855.291349,1367.637056,2.241009,26.948290,29.189299
95999,1855.303986,1861.357273,2.243592,27.009388,29.252980
96199,1855.267382,1837.697349,2.252072,27.056066,29.308139
96399,1854.009611,1249.021991,2.253515,27.107288,29.360803
96599,1853.558413,1636.080818,2.255217,27.153110,29.408328
96799,1853.133344,1647.824949,2.256941,27.216119,29.473059
96999,1852.187415,1394.358115,2.259283,27.266579,29.525862
97199,1851.172274,1358.828499,2.266592,27.302944,29.569536
97399,1850.335538,1443.681841,2.268301,27.346659,29.614960
97599,1849.483088,1434.340103,2.270394,27.409239,29.679633
97799,1848.921999,1575.110563,2.273317,27.470050,29.743367
97999,1847.994631,1394.511836,2.275815,27.522385,29.798200
98199,1846.761462,1242.508441,2.284135,27.565120,29.849255
98399,1846.001498,1472.859225,2.285759,27.623702,29.909462
98599,1845.000519,1352.518772,2.287199,27.664327,29.951526
98799,1844.846348,1768.840220,2.288999,27.713752,30.002752
98999,1843.742519,1298.450967,2.291414,27.761759,30.053173
99199,1842.637952,1295.877044,2.302961,27.807200,30.110161
99399,1841.539228,1296.572180,2.304561,27.862824,30.167385
99599,1840.451917,1300.058409,2.306897,27.922706,30.229602
99799,1839.262514,1246.939996,2.308793,27.962051,30.270844
99999,1838.749893,1582.952019,2.310730,28.014450,30.325180
100199,1837.626269,1275.814416,2.319957,28.074822,30.394779
100399,1836.834800,1440.308713,2.321994,28.146023,30.468017
100599,1835.629126,1230.380749,2.324104,28.201106,30.525210
100799,1834.153470,1091.898445,2.326390,28.247022,30.573413
100999,1833.170108,1337.555770,2.328817,28.298888,30.627705
101199,1832.150969,1317.485688,2.339928,28.345882,30.685810
101399,1830.982089,1239.528611,2.341504,28.385263,30.726767
101599,1830.062419,1363.789840,2.343479,28.426749,30.770228
101799,1829.387916,1486.740460,2.345697,28.476651,30.822348
101999,1828.328159,1288.911599,2.347894,28.527091,30.874984
102199,1827.747249,1531.483634,2.362019,28.577041,30.939059
102399,1827.744760,1826.472598,2.363358,28.629241,30.992599
102599,1826.832688,1359.851670,2.365336,28.673173,31.038509
102799,1825.546536,1165.750590,2.367794,28.727591,31.095385
102999,1824.969312,1528.276211,2.369674,28.768286,31.137960
103199,1823.860839,1252.997289,2.380375,28.820018,31.200393
103399,1823.107273,1434.267212,2.382304,28.871365,31.253670
103599,1822.507399,1512.372664,2.384426,28.952422,31.336848
103799,1821.713967,1410.716126,2.386240,29.002218,31.388458
103999,1820.832727,1363.468960,2.388014,29.042463,31.430477
104199,1820.277285,1531.447788,2.400497,29.083932,31.484429
104399,1818.978772,1142.453140,2.402558,29.136089,31.538647
104599,1819.195110,1932.123877,2.404813,29.186691,31.591504
104799,1818.474651,1441.674731,2.407302,29.257510,31.664813
104999,1817.956662,1546.530205,2.409434,29.299113,31.708547
105199,1817.632383,1647.386110,2.423467,29.363666,31.787133
105399,1816.840043,1400.068976,2.425760,29.424508,31.850268
105599,1816.406095,1587.715693,2.427637,29.465758,31.893395
105799,1815.179617,1167.598990,2.429625,29.511725,31.941351
105999,1814.274360,1335.393489,2.431475,29.551947,31.983422
106199,1813.243903,1267.101813,2.442737,29.591623,32.034360
106399,1812.678509,1512.454307,2.444406,29.643645,32.088051
106599,1811.850915,1371.570824,2.446264,29.689631,32.135895
106799,1810.814371,1258.336519,2.448189,29.734156,32.182345
106999,1809.856131,1298.156032,2.450217,29.775310,32.225527
107199,1808.775650,1230.718031,2.463834,29.824285,32.288119
107399,1807.628170,1192.578743,2.465111,29.863737,32.328849
107599,1806.676995,1295.896388,2.467344,29.919773,32.387117
107799,1805.345662,1089.088233,2.469402,29.963752,32.433154
107999,1805.114069,1680.285725,2.471537,30.006631,32.478169
108199,1804.130179,1272.829668,2.489797,30.057908,32.547705
108399,1803.557192,1493.570921,2.491237,30.114292,32.605529
108599,1802.579832,1272.850770,2.493533,30.164013,32.657545
108799,1801.681590,1313.936244,2.495681,30.211769,32.707449
108999,1800.690389,1261.476916,2.498268,30.268645,32.766913
109199,1799.898159,1368.133032,2.513164,30.305586,32.818750
109399,1799.588190,1630.345170,2.514841,30.348439,32.863280
109599,1798.455665,1178.964316,2.517001,30.409877,32.926878
109799,1797.366598,1200.557895,2.518578,30.450438,32.969016
109999,1796.417893,1275.578613,2.520390,30.487529,33.007918
110199,1795.190457,1120.100657,2.535457,30.537009,33.072466
110399,1794.406891,1362.662030,2.536983,30.580197,33.117181
110599,1793.796808,1457.031130,2.538763,30.620889,33.159652
110799,1792.804974,1244.320703,2.540619,30.665173,33.205792
110999,1792.203836,1459.173215,2.542923,30.713194,33.256117
111199,1791.895827,1620.951297,2.555644,30.756317,33.311961
111399,1791.091771,1344.036282,2.557566,30.811774,33.369340
111599,1790.149399,1265.248334,2.559447,30.853650,33.413097
111799,1789.805191,1597.736934,2.561809,30.906614,33.468423
111999,1788.899747,1282.756886,2.563969,30.952471,33.516439
112199,1788.567918,1602.743535,2.578545,31.002529,33.581074
112399,1787.856392,1388.690337,2.580140,31.047868,33.628008
112599,1787.093649,1358.432281,2.581690,31.091169,33.672859
112799,1786.630143,1525.676136,2.583507,31.139671,33.723178
112999,1785.579853,1193.216201,2.585605,31.209582,33.795187
113199,1784.581177,1220.329399,2.599615,31.248218,33.847833
113399,1783.541902,1195.312017,2.600944,31.289784,33.890728
113599,1782.560339,1226.014432,2.602605,31.337868,33.940472
113799,1782.145498,1546.515668,2.604667,31.385301,33.989968
113999,1781.555536,1445.867181,2.606808,31.434972,34.041780
114199,1781.265329,1615.847077,2.624243,31.508182,34.132425
114399,1780.320087,1240.587128,2.625889,31.559542,34.185431
114599,1779.517890,1320.661371,2.627429,31.607933,34.235362
114799,1779.038250,1504.204477,2.629255,31.658492,34.287747
114999,1778.368184,1393.750200,2.631435,31.699531,34.330966
115199,1777.673468,1378.211652,2.651378,31.741543,34.392920
115399,1776.973338,1373.698729,2.653048,31.784672,34.437720
115599,1776.523427,1516.924485,2.654958,31.848243,34.503201
115799,1775.742043,1324.102284,2.656755,31.899380,34.556135
115999,1775.507716,1639.832036,2.659202,31.958204,34.617406
116199,1774.874560,1407.644461,2.667436,32.014803,34.682238
116399,1774.541868,1581.247417,2.669066,32.061918,34.730984
116599,1774.009541,1464.195581,2.670835,32.128362,34.799197
116799,1773.909171,1715.393610,2.672794,32.175396,34.848189
116999,1773.523360,1548.209565,2.675537,32.227561,34.903098
117199,1773.504869,1762.687530,2.685483,32.272321,34.957804
117399,1773.439434,1735.094359,2.687516,32.326518,35.014035
117599,1773.328841,1708.410784,2.689302,32.366935,35.056237
117799,1772.946026,1547.850749,2.691209,32.407093,35.098302
117999,1772.538398,1532.445782,2.693521,32.468002,35.161523
118199,1771.647401,1245.959266,2.702251,32.515342,35.217594
118399,1771.452154,1656.061265,2.703829,32.560217,35.264046
118599,1771.087135,1554.995414,2.706049,32.611406,35.317454
118799,1770.780462,1588.923583,2.707679,32.645921,35.353600
118999,1770.838850,1805.521336,2.709655,32.685766,35.395420
119199,1770.132315,1349.743780,2.717855,32.741955,35.459810
119399,1769.810590,1578.062898,2.719307,32.780466,35.499772
119599,1769.837033,1785.623527,2.721288,32.829598,35.550885
119799,1769.134029,1348.737186,2.723370,32.874646,35.598016
119999,1769.248139,1837.600386,2.725316,32.912774,35.638091
120199,1769.390284,1854.676951,2.736891,32.956123,35.693015
120399,1768.857794,1448.831786,2.738655,33.023405,35.762061
120599,1768.989338,1848.178717,2.740641,33.074735,35.815376
120799,1768.590232,1527.929116,2.742504,33.114169,35.856673
120999,1768.352044,1624.486344,2.744645,33.162801,35.907446
121199,1767.524193,1266.674280,2.753426,33.218528,35.971954
121399,1766.628703,1223.962030,2.754942,33.273698,36.028639
121599,1766.170975,1488.330195,2.756444,33.313293,36.069738
121799,1765.497289,1355.896310,2.758123,33.356841,36.114964
121999,1764.787403,1332.466616,2.759889,33.398220,36.158109
122199,1764.392163,1523.295508,2.768483,33.459012,36.227495
122399,1764.060718,1561.547938,2.769884,33.498832,36.268716
122599,1763.427071,1375.635058,2.771624,33.538242,36.309866
122799,1762.799486,1378.090035,2.773363,33.591268,36.364631
122999,1762.290459,1449.747854,2.775793,33.642508,36.418302
123199,1761.798653,1459.338175,2.785095,33.694411,36.479506
123399,1761.212349,1400.048631,2.786987,33.748626,36.535614
123599,1760.783741,1496.333075,2.788677,33.786899,36.575576
123799,1760.352163,1493.636574,2.790835,33.833005,36.623840
123999,1759.959757,1517.060607,2.793047,33.881136,36.674183
124199,1759.746519,1627.538761,2.800481,33.931386,36.731866
124399,1759.399457,1543.874267,2.802148,33.971825,36.773973
124599,1758.478058,1185.367786,2.803873,34.015399,36.819272
124799,1758.505640,1775.689229,2.805542,34.060523,36.866066
124999,1757.880249,1367.636311,2.807715,34.102691,36.910406
125199,1807.504693,32822.782422,2.816068,34.154264,36.970332
125399,1850.239183,28602.029412,2.818193,34.219161,37.037354
125599,1895.022907,29974.418354,2.820708,34.283309,37.104017
125799,1950.526521,36806.795544,2.823285,34.336153,37.159438
125999,1997.571714,31588.998313,2.825448,34.378920,37.204368
126199,2028.185217,21314.692186,2.836813,34.422285,37.259098
126399,2061.965684,23377.440521,2.838272,34.481497,37.319769
126599,2093.121327,21783.487844,2.839828,34.521120,37.360948
126799,2126.347735,23158.663498,2.842008,34.571440,37.413448
126999,2164.960733,26645.601747,2.844725,34.623456,37.468182
127199,2203.928481,26948.448073,2.857602,34.687722,37.545323
127399,2230.201794,18940.029286,2.859153,34.736507,37.595661
127599,2259.122230,20681.439527,2.861342,34.804019,37.665360
127799,2285.177313,18908.320502,2.863669,34.852883,37.716552
127999,2314.826928,21260.931018,2.866098,34.913033,37.779131
128199,2335.621079,15643.877385,2.880934,34.965925,37.846859
128399,2359.156728,17445.507730,2.882810,35.019754,37.902564
128599,2381.453799,16696.173910,2.884577,35.062378,37.946955
128799,2407.763177,19324.693223,2.886308,35.110333,37.996641
128999,2430.457596,17045.663243,2.888954,35.159697,38.048651
129199,2451.465578,16001.614230,2.901998,35.199594,38.101592
129399,2472.233931,15888.589873,2.903681,35.245063,38.148744
129599,2489.045004,13365.809366,2.905552,35.309305,38.214857
129799,2510.066852,16132.223809,2.907307,35.353997,38.261305
129999,2532.080475,16818.922199,2.909389,35.414514,38.323903
130199,2545.587340,11325.049328,2.921636,35.466144,38.387780
130399,2562.432274,13528.484662,2.923434,35.516808,38.440242
130599,2578.867270,13294.484530,2.925533,35.573343,38.498876
130799,2595.298315,13324.770406,2.927454,35.609324,38.536777
130999,2607.217944,10402.655621,2.929568,35.654188,38.583756
131199,2620.268227,11168.203712,2.948323,35.705709,38.654032
131399,2631.708351,10136.429154,2.950214,35.755578,38.705792
131599,2642.241121,9562.271148,2.952084,35.795142,38.747226
131799,2652.852870,9635.383900,2.953795,35.834348,38.788143
131999,2661.953531,8659.289156,2.955984,35.875643,38.831627
132199,2670.739780,8469.663770,2.969564,35.920389,38.889953
132399,2681.534865,9817.086211,2.971430,35.973294,38.944724
132599,2689.124472,7713.444371,2.973568,36.025934,38.999502
132799,2695.728304,7074.068685,2.975136,36.077764,39.052900
132999,2707.263223,10366.449949,2.976957,36.133363,39.110319
133199,2717.967763,9836.486330,2.993343,36.190922,39.184266
133399,2726.031467,8096.458354,2.995074,36.240641,39.235716
133599,2731.437853,6337.497572,2.997305,36.303459,39.300764
133799,2739.839408,8352.077938,2.999031,36.350132,39.349163
133999,2749.218468,9023.809524,3.000897,36.397808,39.398704
134199,2756.195787,7431.000045,3.018052,36.447956,39.466008
134399,2765.207155,8811.835166,3.019794,36.496509,39.516303
134599,2771.502153,7001.740201,3.021717,36.537259,39.558976
134799,2777.514358,6823.728784,3.023880,36.590203,39.614083
134999,2783.891331,7081.970690,3.025775,36.642859,39.668635
135199,2790.040904,6941.002727,3.043781,36.691341,39.735123
135399,2797.281375,7691.839878,3.045634,36.736923,39.782557
135599,2803.665015,7125.389130,3.047128,36.775329,39.822457
135799,2809.711576,6909.280210,3.049286,36.818886,39.868172
135999,2815.446601,6709.528512,3.051491,36.871687,39.923178
136199,2819.843890,5810.000683,3.064846,36.917950,39.982797
136399,2824.686899,6122.775758,3.066479,36.969964,40.036443
136599,2828.403711,5363.269794,3.068161,37.014055,40.082217
136799,2834.453688,6966.587480,3.070089,37.053002,40.123091
136999,2839.812153,6505.002800,3.072250,37.097900,40.170150
137199,2844.415138,5997.459358,3.091486,37.145751,40.237237
137399,2848.883942,5914.483982,3.092905,37.187814,40.280719
137599,2853.974468,6351.165865,3.094910,37.234246,40.329157
137799,2857.076271,4991.116582,3.097386,37.283227,40.380613
137999,2860.594517,5284.665939,3.099413,37.324838,40.424251
138199,2865.201904,6044.298653,3.120957,37.371949,40.492906
138399,2869.003358,5495.807993,3.122599,37.424887,40.547486
138599,2871.844478,4837.899689,3.124399,37.466522,40.590920
138799,2875.756092,5586.504557,3.126783,37.514408,40.641191
138999,2880.500292,6172.975572,3.129048,37.561349,40.690397
139199,2884.376408,5578.276460,3.145012,37.597675,40.742687
139399,2887.619944,5145.121166,3.146615,37.660115,40.806730
139599,2891.340744,5484.738507,3.148321,37.713554,40.861875
139799,2894.913872,5388.957372,3.150934,37.769575,40.920509
139999,2897.575008,4757.709126,3.153449,37.817567,40.971016
140199,2900.181905,4725.009305,3.172905,37.862156,41.035062
140399,2902.869638,4786.970890,3.174680,37.907170,41.081850
140599,2907.870447,6418.438110,3.176720,37.953233,41.129953
140799,2911.035537,5136.094048,3.178767,38.005824,41.184592
140999,2915.410166,5995.148815,3.180997,38.048357,41.229354
141199,2919.606474,5878.003668,3.188613,38.102112,41.290725
141399,2923.796834,5882.190623,3.190440,38.148144,41.338584
141599,2929.253599,6787.186561,3.192294,38.200576,41.392870
141799,2935.363784,7261.374680,3.194793,38.263993,41.458786
141999,2939.745007,6046.032593,3.196677,38.309246,41.505923
142199,2944.313291,6187.794863,3.206300,38.354585,41.560885
142399,2947.121414,4943.696491,3.208006,38.409925,41.617931
142599,2950.576568,5410.646613,3.209838,38.461503,41.671341
142799,2954.751571,5931.528475,3.212074,38.518612,41.730686
142999,2958.550857,5671.241052,3.214401,38.575735,41.790135
143199,2962.951086,6109.114764,3.223933,38.626049,41.849982
143399,2967.593988,6291.911715,3.225214,38.671069,41.896282
143599,2972.736066,6659.605958,3.227220,38.722805,41.950025
143799,2977.991303,6751.251879,3.228890,38.770896,41.999786
143999,2980.926632,5091.428254,3.231853,38.827599,42.059453
144199,2984.624004,5646.731538,3.240441,38.886507,42.126948
144399,2987.938435,5377.643455,3.242072,38.934566,42.176638
144599,2991.037992,5228.917644,3.243944,38.989777,42.233720
144799,2993.592148,4840.247273,3.246226,39.050803,42.297029
144999,2997.379559,5739.465160,3.248312,39.091410,42.339722
145199,2999.204486,4322.276729,3.255472,39.140091,42.395563
145399,3003.287780,5967.758753,3.257452,39.188820,42.446272
145599,3006.229418,5144.800677,3.259006,39.232332,42.491338
145799,3009.086386,5088.958852,3.261658,39.295676,42.557334
145999,3011.966771,5111.767409,3.264184,39.347246,42.611429
146199,3015.223981,5392.987481,3.273996,39.410687,42.684683
146399,3018.286441,5256.944926,3.275405,39.453207,42.728611
146599,3021.177759,5137.622510,3.277706,39.501346,42.779052
146799,3023.337530,4606.449198,3.280120,39.555780,42.835900
146999,3027.178834,5846.695977,3.282292,39.602217,42.884509
147199,3030.668511,5595.581183,3.290762,39.651265,42.942027
147399,3035.631648,6688.500663,3.292599,39.700262,42.992861
147599,3038.151430,4895.230693,3.294555,39.749227,43.043782
147799,3041.028428,5164.252659,3.296725,39.796724,43.093450
147999,3044.138455,5342.448991,3.298547,39.847732,43.146278
148199,3047.142468,5270.112025,3.307851,39.902333,43.210184
148399,3049.344344,4680.934146,3.309458,39.954111,43.263568
148599,3052.018881,5036.525505,3.311136,40.006007,43.317143
148799,3054.349289,4785.842007,3.313278,40.051027,43.364305
148999,3057.721165,5566.397002,3.315653,40.097868,43.413520
149199,3061.359511,5771.927721,3.323768,40.153176,43.476944
149399,3065.280008,5989.970896,3.325775,40.203521,43.529296
149599,3068.129706,5196.853998,3.327865,40.248416,43.576281
149799,3070.286693,4683.713025,3.329861,40.292091,43.621952
149999,3074.114593,5941.211234,3.331960,40.338154,43.670114
150199,3076.068770,4541.702007,3.341036,40.390372,43.731408
150399,3078.339288,4783.498136,3.342378,40.429203,43.771580
150599,3079.973514,4308.911654,3.344130,40.471021,43.815152
150799,3082.385118,4898.322846,3.346138,40.519995,43.866133
150999,3086.423720,6131.529248,3.348543,40.576004,43.924547
151199,3088.607472,4737.340389,3.363141,40.619814,43.982956
151399,3090.974867,4880.725153,3.365246,40.672321,44.037566
151599,3094.934221,6092.165116,3.367339,40.725207,44.092546
151799,3097.859626,5315.317361,3.369247,40.770782,44.140029
151999,3101.026640,5504.789655,3.371529,40.822283,44.193813
152199,3103.368436,4883.133771,3.386249,40.868484,44.254734
152399,3105.952635,5072.527747,3.387822,40.920030,44.307852
152599,3107.960197,4637.722433,3.389830,40.971219,44.361049
152799,3110.779804,5262.140095,3.391767,41.019620,44.411387
152999,3112.704050,4582.828373,3.394672,41.103366,44.498038
153199,3115.856082,5527.160398,3.411539,41.202802,44.614341
153399,3118.492380,5137.896748,3.413008,41.255773,44.668780
153599,3120.486656,4650.096122,3.414909,41.303252,44.718162
153799,3124.151764,5938.954605,3.416661,41.350909,44.767570
153999,3126.276415,4760.132818,3.419228,41.405045,44.824273
154199,3129.995803,5993.924469,3.433014,41.453212,44.886226
154399,3132.817762,5308.548180,3.434974,41.600966,45.035940
154599,3135.593697,5278.615921,3.436758,41.668885,45.105643
154799,3138.656224,5505.989556,3.438627,41.715818,45.154445
154999,3141.705670,5501.976486,3.441229,41.812361,45.253590
155199,3144.887509,5610.813002,3.455940,41.876238,45.332178
155399,3147.890071,5477.878108,3.457608,41.948685,45.406293
155599,3150.353890,5064.741204,3.459173,41.990999,45.450173
155799,3152.955563,5177.057394,3.461175,42.033593,45.494768
155999,3156.615396,6007.625573,3.463506,42.081560,45.545066
156199,3158.569172,4682.514359,3.477203,42.132740,45.609943
156399,3161.025458,5079.384252,3.478907,42.188803,45.667710
156599,3164.641530,5992.409920,3.480887,42.233724,45.714612
156799,3167.413815,5338.113495,3.483214,42.286276,45.769490
156999,3171.268213,6193.115654,3.485828,42.341519,45.827346
157199,3174.278660,5537.479670,3.498064,42.392407,45.890471
157399,3176.479679,4906.480811,3.499857,42.444194,45.944051
157599,3178.332880,4636.802336,3.501463,42.489926,45.991389
157799,3180.054316,4536.545899,3.503294,42.538825,46.042119
157999,3183.302825,5746.376055,3.505556,42.589780,46.095336
158199,3185.345793,4799.290936,3.519287,42.663623,46.182910
158399,3188.683667,5828.941561,3.521321,42.718320,46.239641
158599,3191.836496,5688.877328,3.523286,42.762407,46.285693
158799,3193.409713,4440.970699,3.525192,42.813227,46.338420
158999,3197.004696,6051.421051,3.527608,42.861184,46.388791
159199,3199.237324,4974.176479,3.540251,42.906385,46.446636
159399,3201.752451,5203.793738,3.541905,42.948897,46.490802
159599,3204.059063,5042.429015,3.544288,42.998811,46.543099
159799,3207.808450,6199.819391,3.546451,43.044718,46.591169
159999,3209.684928,4708.990403,3.548407,43.098782,46.647189
160199,3211.738646,4854.713300,3.573337,43.160439,46.733776
160399,3213.338925,4495.162222,3.574761,43.207090,46.781851
160599,3215.481631,4933.931960,3.576425,43.246978,46.823403
160799,3217.374798,4737.587833,3.578296,43.287284,46.865580
160999,3219.123663,4625.210885,3.580642,43.356638,46.937279
161199,3220.786670,4559.507954,3.606975,43.437244,47.044219
161399,3224.496536,6214.648350,3.609161,43.544583,47.153745
161599,3227.497265,5649.085342,3.611073,43.587297,47.198370
161799,3230.329666,5518.909966,3.613209,43.636461,47.249669
