# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET]
73199,2204.023176,1700.253880,31.491676,17.616997,49.108672
73399,2203.265458,1925.940770,31.579416,17.663694,49.243110
73599,2203.313655,2221.001888,31.640233,17.702631,49.342864
73799,2201.965501,1705.844961,31.707227,17.744599,49.451826
73999,2200.979228,1837.044327,31.769543,17.780185,49.549728
74199,2199.759327,1748.395967,31.836508,17.818586,49.655094
74399,2198.058848,1567.181124,31.928224,17.862422,49.790646
74599,2197.249142,1896.038669,31.993128,17.904438,49.897566
74799,2195.502517,1544.011588,32.052800,17.943095,49.995895
74999,2194.566121,1844.353950,32.119864,17.984834,50.104697
75199,2193.320894,1726.360519,32.185217,18.023210,50.208426
75399,2192.157012,1754.537424,32.268713,18.059399,50.328112
75599,2190.934068,1729.884390,32.331067,18.097235,50.428302
75799,2190.667311,2089.832927,32.397736,18.141364,50.539099
75999,2189.810900,1865.231280,32.481859,18.199935,50.681793
76199,2188.632577,1740.869654,32.549535,18.245133,50.794668
76399,2188.098316,1984.545192,32.646356,18.292223,50.938579
76599,2187.231268,1856.018778,32.720399,18.337326,51.057725
76799,2185.982596,1707.741188,32.794592,18.384617,51.179209
76999,2184.610810,1657.844889,32.861661,18.428423,51.290084
77199,2184.729636,2230.477857,32.935325,18.472600,51.407924
77399,2184.093175,1938.419049,33.086035,18.515276,51.601311
77599,2182.585307,1599.040556,33.168826,18.565186,51.734012
77799,2182.326015,2081.720600,33.233803,18.604914,51.838716
77999,2181.391803,1817.983411,33.303025,18.648282,51.951307
78199,2180.703859,1912.405557,33.374125,18.693361,52.067486
78399,2179.457994,1692.325062,33.440229,18.731918,52.172146
78599,2178.696996,1880.385624,33.517187,18.769741,52.286928
78799,2178.093012,1940.727384,33.585311,18.809437,52.394749
78999,2177.311126,1869.248108,33.661428,18.858128,52.519555
79199,2176.421334,1824.953364,33.732136,18.902970,52.635106
79399,2175.129588,1663.598295,33.794743,18.943039,52.737782
79599,2173.099824,1367.283537,33.874616,18.992034,52.866650
79799,2172.308192,1857.238667,33.960268,19.042541,53.002810
79999,2171.124904,1698.992612,34.032148,19.086161,53.118309
80199,2170.165419,1786.371578,34.100846,19.130479,53.231325
80399,2168.515975,1507.088968,34.173934,19.185281,53.359215
80599,2167.035064,1571.708919,34.261495,19.231738,53.493233
80799,2165.702830,1628.812527,34.326289,19.270258,53.596547
80999,2164.466769,1665.098139,34.390819,19.308054,53.698873
81199,2163.662060,1837.754938,34.457667,19.346938,53.804605
81399,2162.961100,1878.371385,34.518778,19.384327,53.903105
81599,2161.631560,1620.508573,34.591540,19.420096,54.011636
81799,2159.236696,1182.132190,34.677853,19.481190,54.159043
81999,2158.244030,1752.243663,34.745022,19.524440,54.269462
82199,2157.563196,1878.421229,34.817345,19.568259,54.385604
82399,2156.640260,1777.313655,34.880530,19.606945,54.487475
82599,2154.595516,1312.161111,34.962514,19.643874,54.606388
82799,2153.116911,1542.452864,35.034120,19.687821,54.721941
82999,2152.275030,1803.736229,35.096130,19.728021,54.824151
83199,2150.867668,1566.812458,35.158087,19.766412,54.924499
83399,2149.735076,1678.576807,35.220145,19.800560,55.020706
83599,2148.860999,1784.370853,35.304208,19.843956,55.148164
83799,2147.847532,1724.218430,35.369520,19.885191,55.254711
83999,2147.249378,1896.622987,35.435292,19.928050,55.363342
84199,2145.883287,1572.125037,35.503318,19.971322,55.474640
84399,2144.193745,1432.896290,35.572630,20.017803,55.590433
84599,2143.011195,1643.975325,35.666972,20.063298,55.730271
84799,2141.339144,1434.061647,35.733119,20.103198,55.836317
84999,2139.823977,1497.392966,35.811480,20.149886,55.961366
85199,2138.742628,1679.169193,35.875122,20.186706,56.061828
85399,2137.631835,1664.434097,35.939728,20.223089,56.162816
85599,2137.160306,1935.817338,36.029141,20.266144,56.295285
85799,2136.052578,1661.945322,36.085157,20.300013,56.385170
85999,2134.443114,1443.983010,36.153474,20.345719,56.499193
86199,2133.614866,1777.468119,36.220218,20.384934,56.605152
86399,2132.053118,1458.939799,36.496246,20.418351,56.914597
86599,2130.716762,1553.410993,36.572407,20.464947,57.037354
86799,2128.674262,1244.271561,36.634944,20.502519,57.137463
86999,2127.455414,1598.475566,36.703286,20.549107,57.252393
87199,2126.616967,1761.892274,36.769031,20.584155,57.353186
87399,2125.857379,1794.677262,36.835539,20.625892,57.461431
87599,2123.876568,1258.262185,37.091946,20.679787,57.771733
87799,2121.967724,1285.894137,37.168951,20.724397,57.893347
87999,2119.899152,1211.795776,37.235253,20.765612,58.000865
88199,2118.729009,1603.866369,37.305252,20.807943,58.113195
88399,2117.263435,1470.945051,37.372306,20.849137,58.221443
88599,2116.077737,1591.999116,37.476922,20.900271,58.377193
88799,2114.853355,1572.452203,37.540866,20.941521,58.482386
88999,2113.438600,1485.287286,37.605108,20.983189,58.588298
89199,2111.855542,1407.394932,37.670856,21.022908,58.693764
89399,2110.681065,1586.864497,37.735508,21.061173,58.796681
89599,2109.133028,1417.160197,37.820446,21.101541,58.921987
89799,2107.827430,1522.919476,37.881897,21.142939,59.024836
89999,2106.458559,1491.835562,37.939958,21.177762,59.117720
90199,2105.163740,1522.495358,38.006749,21.221086,59.227834
90399,2103.753305,1467.646928,38.070452,21.259856,59.330307
90599,2103.888860,2165.159953,38.287960,21.294972,59.582932
90799,2102.478794,1463.718551,38.363819,21.333983,59.697802
90999,2101.806661,1796.658625,38.447226,21.388197,59.835423
91199,2101.291044,1866.685175,38.525606,21.436902,59.962509
91399,2100.758895,1858.098947,38.596214,21.484080,60.080294
91599,2099.841261,1680.482704,38.662262,21.522624,60.184885
91799,2099.220578,1814.947544,38.746594,21.563475,60.310069
91999,2098.163890,1613.144324,38.808995,21.599607,60.408602
92199,2097.277883,1689.714582,38.873914,21.639629,60.513543
92399,2096.118061,1561.439788,38.939207,21.679618,60.618825
92599,2094.827604,1498.636646,39.009892,21.722276,60.732167
92799,2094.104329,1759.228206,39.098652,21.765861,60.864513
92999,2092.879433,1524.527500,39.160102,21.801860,60.961963
93199,2091.347495,1378.996323,39.226634,21.845331,61.071965
93399,2091.160306,2003.930032,39.300615,21.889819,61.190433
93599,2089.962905,1530.776861,39.367668,21.930945,61.298614
93799,2089.206357,1735.141963,39.444028,21.968835,61.412863
93999,2087.877710,1464.742141,39.507604,22.006984,61.514588
94199,2086.868366,1612.476716,39.585214,22.054391,61.639605
94399,2086.137268,1741.790215,39.648880,22.091109,61.739989
94599,2084.578550,1348.863751,39.723403,22.134646,61.858049
94799,2083.633759,1636.747244,39.806083,22.174991,61.981073
94999,2082.276459,1438.916384,39.875685,22.220234,62.095919
95199,2081.306678,1620.660887,39.952015,22.267255,62.219270
95399,2080.474467,1684.342053,40.012422,22.302791,62.315213
95599,2078.877362,1317.058211,40.081689,22.343625,62.425315
95799,2078.068943,1691.644696,40.170047,22.388619,62.558665
95999,2076.970036,1550.593507,40.245733,22.439401,62.685134
96199,2075.742103,1486.334054,40.315756,22.483308,62.799064
96399,2074.586793,1518.882718,40.391179,22.528513,62.919692
96599,2073.373687,1488.656646,40.464746,22.572787,63.037533
96799,2072.690519,1742.720228,40.565247,22.620700,63.185947
96999,2071.571378,1529.907359,40.623217,22.655660,63.278877
97199,2069.838816,1229.546167,40.692735,22.698167,63.390902
97399,2068.310681,1325.637374,40.754959,22.735057,63.490016
97599,2067.759602,1799.383900,40.830544,22.779101,63.609645
97799,2067.277324,1831.925735,40.912784,22.816812,63.729596
97999,2065.739179,1313.586462,40.990415,22.871358,63.861773
98199,2064.503375,1458.959185,41.052907,22.908353,63.961261
98399,2063.006763,1328.170249,41.132121,22.960448,64.092568
98599,2062.087987,1610.050317,41.194864,23.005411,64.200274
98799,2061.216602,1631.623823,41.306379,23.047598,64.353978
98999,2060.213499,1564.680650,41.372083,23.086009,64.458092
99199,2059.621976,1766.817896,41.454030,23.141604,64.595634
99399,2058.629477,1566.349944,41.527934,23.192719,64.720654
99599,2057.946196,1718.355612,41.597176,23.237680,64.834856
99799,2057.122829,1647.085881,41.690231,23.286125,64.976356
99999,2056.538824,1765.120635,41.758192,23.330086,65.088279
100199,2055.966731,1769.919992,41.828842,23.379194,65.208036
100399,2054.980325,1560.791248,41.897500,23.426893,65.324392
100599,2053.984417,1554.038304,41.975444,23.482482,65.457926
100799,2052.557139,1334.636384,42.061670,23.525043,65.586713
100999,2051.688718,1614.004372,42.125325,23.565064,65.690389
101199,2049.825188,1108.742539,42.195101,23.605461,65.800562
101399,2048.203818,1227.790952,42.273563,23.652744,65.926307
101599,2047.182768,1529.510170,42.339397,23.691382,66.030779
101799,2045.684619,1284.624967,42.440705,23.741695,66.182400
101999,2045.055607,1724.888454,42.502540,23.776208,66.278748
102199,2044.511400,1766.965916,42.565419,23.816583,66.382002
102399,2043.846087,1703.870940,42.628075,23.852325,66.480400
102599,2042.575905,1392.243019,42.702794,23.899106,66.601900
102799,2041.419282,1448.071431,42.794214,23.952018,66.746232
102999,2040.135567,1380.306374,42.867743,24.004833,66.872576
103199,2039.284891,1601.186570,42.934744,24.044145,66.978888
103399,2038.243720,1500.999712,43.010376,24.092401,67.102777
103599,2037.235564,1516.018466,43.078067,24.139315,67.217382
103799,2035.761755,1272.328876,43.173334,24.179830,67.353164
103999,2034.225505,1236.912012,43.245440,24.222819,67.468259
104199,2033.200418,1500.154891,43.322135,24.270324,67.592460
104399,2032.102938,1460.315681,43.402306,24.318874,67.721180
104599,2030.845267,1374.341134,43.468622,24.360232,67.828854
104799,2030.257866,1723.047142,43.573676,24.409191,67.982867
104999,2029.212956,1481.680046,43.653333,24.462370,68.115703
105199,2028.815071,1819.925400,43.723304,24.510467,68.233771
105399,2027.576347,1376.007759,43.793021,24.557885,68.350905
105599,2026.626126,1525.859533,43.872115,24.623687,68.495802
105799,2025.585944,1476.369967,43.984612,24.679097,68.663709
105999,2024.002718,1186.476177,44.043723,24.713967,68.757690
106199,2022.947950,1463.920818,44.117146,24.759735,68.876881
106399,2022.372984,1717.066119,44.178356,24.796067,68.974424
106599,2021.447688,1529.190424,44.252330,24.845599,69.097929
106799,2020.669271,1605.772886,44.431145,24.893734,69.324879
106999,2019.488378,1388.891169,44.503777,24.941048,69.444825
107199,2018.364471,1417.074679,44.566928,24.976879,69.543807
107399,2017.334182,1465.099162,44.626354,25.013510,69.639864
107599,2016.313375,1468.140138,44.719615,25.082977,69.802592
107799,2015.894795,1790.698367,44.812889,25.130414,69.943303
107999,2014.699056,1370.196136,44.891000,25.180081,70.071080
108199,2012.981022,1085.242671,45.123424,25.226915,70.350339
108399,2011.956698,1457.797097,45.192297,25.267059,70.459356
108599,2010.709269,1334.602735,45.268348,25.311704,70.580052
108799,2009.607274,1411.224151,45.371089,25.370467,70.741555
108999,2008.774146,1555.552386,45.431634,25.408430,70.840064
109199,2007.449293,1285.404568,45.507713,25.455203,70.962916
109399,2006.500278,1488.338008,45.577912,25.501533,71.079446
109599,2005.649321,1540.175652,45.658638,25.559501,71.218139
109799,2004.460225,1352.835823,45.746753,25.600689,71.347443
109999,2003.783081,1632.030781,45.808267,25.640338,71.448605
110199,2002.704771,1409.634668,45.877036,25.681625,71.558661
110399,2001.282756,1217.752102,45.955048,25.733675,71.688723
110599,2000.255547,1433.236244,46.022627,25.776948,71.799575
110799,1999.230594,1432.431661,46.108213,25.816061,71.924274
110999,1998.084561,1363.182380,46.176992,25.857812,72.034804
111199,1996.629029,1188.808649,46.248317,25.898122,72.146438
111399,1995.515951,1376.644827,46.315797,25.937654,72.253451
111599,1995.505624,1989.753372,46.502087,25.976498,72.478584
111799,1995.169723,1807.736739,46.584153,26.021358,72.605510
111999,1994.469992,1603.320785,46.650841,26.060843,72.711684
112199,1995.274883,2446.013507,46.712841,26.097345,72.810186
112399,1994.771891,1712.593647,46.783563,26.143235,72.926799
112599,1994.248484,1700.093458,46.860194,26.187491,73.047686
112799,1994.419437,2090.666275,46.953469,26.239255,73.192725
112999,1993.584999,1522.961894,47.029687,26.294104,73.323790
113199,1993.262198,1810.879660,47.101894,26.339779,73.441673
113399,1992.957403,1820.443392,47.192450,26.397717,73.590168
113599,1993.308883,2192.597762,47.279555,26.451959,73.731513
113799,1993.233171,1950.228858,47.373162,26.511463,73.884625
113999,1992.233484,1423.411864,47.453935,26.569656,74.023591
114199,1992.095234,1913.292692,47.541949,26.630626,74.172575
114399,1991.184984,1471.432172,47.628644,26.678758,74.307402
114599,1990.544979,1624.462140,47.703943,26.730261,74.434205
114799,1990.319040,1860.855936,47.803354,26.773926,74.577281
114999,1989.219992,1358.366661,47.896540,26.840833,74.737373
115199,1988.851775,1777.126557,47.988269,26.892139,74.880408
115399,1988.251770,1642.649295,48.072527,26.942882,75.015409
115599,1988.022439,1855.697974,48.171444,26.997130,75.168574
115799,1987.986833,1967.406918,48.277812,27.057038,75.334851
115999,1987.167676,1512.875377,48.349781,27.121724,75.471505
116199,1986.757335,1748.759597,48.434043,27.183205,75.617247
116399,1986.540521,1860.571646,48.509392,27.244524,75.753916
116599,1986.006671,1675.305942,48.599244,27.308299,75.907543
116799,1985.137360,1478.329247,48.713096,27.364343,76.077440
116999,1984.441537,1578.080770,48.806208,27.439773,76.245981
117199,1983.710751,1556.201312,48.871905,27.479781,76.351686
117399,1983.123926,1639.244085,48.957423,27.533909,76.491332
117599,1982.148781,1409.738990,49.028358,27.598513,76.626871
117799,1982.105745,1956.800512,49.131058,27.650830,76.781888
117999,1981.706267,1746.413866,49.197008,27.696302,76.893311
118199,1980.671599,1370.217429,49.269629,27.740275,77.009904
118399,1980.622436,1951.566947,49.573059,27.799712,77.372771
118599,1980.468961,1889.611643,49.658647,27.854039,77.512686
118799,1980.184252,1811.351927,49.821361,27.903895,77.725256
118999,1979.866953,1791.391426,49.895414,27.948359,77.843773
119199,1979.658977,1855.912930,49.976191,27.991633,77.967823
119399,1979.442666,1850.521301,50.085738,28.082163,78.167901
119599,1979.601074,2074.170692,50.161409,28.141884,78.303293
119799,1979.616353,1988.753516,50.234192,28.193558,78.427750
119999,1979.903850,2152.114381,50.312846,28.244318,78.557164
120199,1980.453760,2310.399712,50.385945,28.288688,78.674633
120399,1980.164932,1806.579681,50.470246,28.330654,78.800900
120599,1979.999512,1880.416580,50.551806,28.376601,78.928407
120799,1979.610763,1745.195043,50.664437,28.471117,79.135554
120999,1979.677675,2020.092611,50.749590,28.525417,79.275008
121199,1978.974730,1553.692509,50.830591,28.574291,79.404882
121399,1978.938551,1957.014077,50.923887,28.621265,79.545152
121599,1979.131324,2096.144998,51.001442,28.666931,79.668372
121799,1978.587600,1648.002988,51.088057,28.734467,79.822524
121999,1978.280033,1790.971851,51.175383,28.792838,79.968221
122199,1977.864437,1724.351021,51.261274,28.847064,80.108338
122399,1977.020370,1461.295217,51.351715,28.890390,80.242105
122599,1976.235687,1496.009790,51.437420,28.943199,80.380619
122799,1975.701620,1648.318839,51.513980,28.987367,80.501347
122999,1974.708065,1364.665082,51.585369,29.029239,80.614607
123199,1974.849161,2061.623337,51.663759,29.074934,80.738693
123399,1974.657248,1856.438441,51.765698,29.124263,80.889961
123599,1974.116596,1640.534305,51.851516,29.180739,81.032255
123799,1973.242754,1433.208478,51.955138,29.281414,81.236552
123999,1972.836909,1721.618796,52.062045,29.358287,81.420332
124199,1972.188251,1570.020309,52.158993,29.438507,81.597500
124399,1971.697500,1666.941194,52.264767,29.498705,81.763472
124599,1971.226045,1677.981270,52.362235,29.559557,81.921792
124799,1970.478028,1504.463457,52.434743,29.607616,82.042359
124999,1970.249228,1827.478013,52.521997,29.674975,82.196971
125199,2018.398489,32111.686401,52.810713,29.740183,82.550896
125399,2054.958183,24941.326539,52.936885,29.801485,82.738369
125599,2070.397087,11750.590309,53.506363,29.975604,83.481967
125799,2098.284963,19611.871080,53.769207,30.060741,83.829947
125999,2124.014336,18307.789887,53.900955,30.134837,84.035793
126199,2152.755632,20259.772233,53.988417,30.188592,84.177009
126399,2173.607155,15330.917644,54.168216,30.235443,84.403659
126599,2196.075347,16395.972777,54.270800,30.286808,84.557608
126799,2213.704390,13372.888653,54.355703,30.340297,84.696000
126999,2232.406818,14089.746583,54.429663,30.384379,84.814042
127199,2256.910207,17816.562063,54.513503,30.427118,84.940621
127399,2273.710589,12958.753556,54.590281,30.470314,85.060595
127599,2297.959852,17744.740221,54.663073,30.514459,85.177532
127799,2315.738720,13658.656542,54.744946,30.568831,85.313777
127999,2332.190009,12844.563684,54.822858,30.613433,85.436291
128199,2340.419485,7607.284444,54.985160,30.663572,85.648732
128399,2351.308124,9330.925541,55.057415,30.707713,85.765128
128599,2359.338319,7514.723345,55.124751,30.749934,85.874685
128799,2369.438523,8863.869563,55.207006,30.798735,86.005741
128999,2377.982827,7880.514483,55.291541,30.859340,86.150881
129199,2387.655120,8626.284507,55.390881,30.911287,86.302169
129399,2396.321906,7995.065275,55.471629,30.965038,86.436666
129599,2402.741793,6556.409286,55.547690,31.009095,86.556785
129799,2410.555023,7473.527958,55.621216,31.053672,86.674887
129999,2419.033854,7921.794744,55.713043,31.109060,86.822104
130199,2427.433681,7887.321564,55.808440,31.159963,86.968404
130399,2440.696469,11074.771154,55.997535,31.211984,87.209519
130599,2448.024692,7226.026198,56.095728,31.262055,87.357783
130799,2457.243265,8476.971378,56.167278,31.306088,87.473366
130999,2466.743669,8680.007902,56.244275,31.348663,87.592938
131199,2474.049430,7259.322856,56.348941,31.409094,87.758035
131399,2481.319180,7250.275472,56.416503,31.448600,87.865103
131599,2491.934121,9465.949895,56.505535,31.517016,88.022551
131799,2501.183657,8587.378749,56.574867,31.560722,88.135589
131999,2510.731721,8802.905628,56.649855,31.603750,88.253605
132199,2521.775454,9810.639685,56.746093,31.651533,88.397627
132399,2528.694645,7102.279378,56.843293,31.709926,88.553220
132599,2536.648727,7802.251536,56.910562,31.750627,88.661189
132799,2545.148042,8180.193443,56.991797,31.803322,88.795119
132999,2553.756872,8270.020138,57.072324,31.849594,88.921918
133199,2560.051874,6746.228147,57.179700,31.900950,89.080651
133399,2567.427963,7479.903038,57.343544,31.962542,89.306086
133599,2575.937555,8251.835570,57.417682,32.009428,89.427110
133799,2584.001932,7971.005689,57.501308,32.055140,89.556448
133999,2593.459098,8920.303486,57.587759,32.105591,89.693350
134199,2599.987445,6973.980069,57.695486,32.173162,89.868648
134399,2606.989944,7305.666370,57.796890,32.247148,90.044038
134599,2610.639954,5063.447054,57.891395,32.309989,90.201384
134799,2615.895418,6152.822200,57.982893,32.374432,90.357325
134999,2621.543036,6428.037751,58.068929,32.436033,90.504962
135199,2626.536601,5997.193193,58.178137,32.489567,90.667704
135399,2632.370241,6575.910905,58.285887,32.558731,90.844618
135599,2639.174123,7245.402251,58.369041,32.614357,90.983398
135799,2645.512947,6943.235742,58.457389,32.687527,91.144916
135999,2651.702558,6854.448205,58.547923,32.765133,91.313056
136199,2656.505477,5922.489979,58.645630,32.821012,91.466642
136399,2661.165781,5834.833318,58.881731,32.889954,91.771685
136599,2664.947982,5244.409023,58.992951,32.974807,91.967758
136799,2671.653649,7251.624308,59.140481,33.072525,92.213006
136999,2679.118943,7785.379714,59.257509,33.148110,92.405619
137199,2684.772730,6557.616621,59.366555,33.215835,92.582391
137399,2690.170660,6393.150683,59.446901,33.272272,92.719173
137599,2698.088161,8137.411378,59.519523,33.327604,92.847127
137799,2705.994278,8145.403278,59.601403,33.376248,92.977651
137999,2712.866875,7448.086235,59.699569,33.456101,93.155671
138199,2719.342701,7187.662430,59.806876,33.524258,93.331134
138399,2726.401330,7603.913715,59.990503,33.625666,93.616169
138599,2731.658718,6369.771621,60.067572,33.688820,93.756392
138799,2737.363851,6691.020869,60.150564,33.748205,93.898769
138999,2743.116188,6735.238056,60.246530,33.814429,94.060959
139199,2747.886101,6062.975752,60.336764,33.857232,94.193996
139399,2755.833919,8287.515262,60.428299,33.922397,94.350695
139599,2762.471354,7388.763474,60.549302,34.000857,94.550159
139799,2769.289909,7528.641316,60.623533,34.049426,94.672959
139999,2775.488339,7108.191084,60.713607,34.121210,94.834817
140199,2780.021767,5953.420699,60.893722,34.237172,95.130895
140399,2786.728953,7488.466432,61.000358,34.321050,95.321408
140599,2791.488510,6132.698005,61.111301,34.397369,95.508670
140799,2797.013614,6681.161373,61.237385,34.502199,95.739583
140999,2801.842967,6201.707547,61.334367,34.573995,95.908362
141199,2808.249465,7324.830490,61.563926,34.651074,96.215000
141399,2814.461792,7200.364438,61.673037,34.720547,96.393583
141599,2820.662016,7204.220740,61.775971,34.788840,96.564810
141799,2826.742553,7131.762575,61.884275,34.869614,96.753890
141999,2831.185929,5981.539744,62.000759,34.949042,96.949801
142199,2835.685937,6030.691724,62.113891,35.014517,97.128408
142399,2839.653390,5660.512320,62.204227,35.072684,97.276911
142599,2845.729205,7171.709150,62.300826,35.151394,97.452220
142799,2853.354170,8289.954764,62.384505,35.213815,97.598320
142999,2860.539836,7991.105453,62.534042,35.336541,97.870584
143199,2866.976742,7469.364474,62.727603,35.456873,98.184476
143399,2873.516816,7556.209571,62.926116,35.595913,98.522029
143599,2879.828898,7405.591494,63.078958,35.707700,98.786658
143799,2884.808411,6460.098804,63.193577,35.782602,98.976178
143999,2890.159211,6737.384476,63.268125,35.834430,99.102556
144199,2897.641323,8284.762079,63.416251,35.923113,99.339364
144399,2904.168032,7609.925393,63.533887,36.011236,99.545123
144599,2908.512729,6045.383950,63.640571,36.082534,99.723105
144799,2913.306381,6379.116730,63.771792,36.163728,99.935521
144999,2917.209641,5743.169343,63.873183,36.228123,100.101306
145199,2922.524918,6776.101352,64.046758,36.338967,100.385726
145399,2927.358303,6436.395352,64.224142,36.454327,100.678469
145599,2932.081758,6366.033691,64.339847,36.529293,100.869139
145799,2938.385111,7527.226118,64.618545,36.748188,101.366733
145999,2944.716201,7560.080636,64.775276,36.851971,101.627247
146199,2949.975488,6789.255476,64.980217,36.966951,101.947168
146399,2953.792793,5744.242115,65.139327,37.089111,102.228438
146599,2958.760323,6594.992908,65.302887,37.159509,102.462396
146799,2962.404634,5633.684642,65.409354,37.235298,102.644652
146999,2968.276022,7277.874677,65.556200,37.357378,102.913578
147199,2973.684929,6949.231357,65.732375,37.450185,103.182560
147399,2979.563499,7306.191075,65.839741,37.516440,103.356181
147599,2982.906045,5446.362210,65.968845,37.600621,103.569466
147799,2988.916667,7424.756187,66.084441,37.684519,103.768959
147999,2992.876822,5919.430958,66.192228,37.752049,103.944276
148199,2996.716018,5837.720972,66.339329,37.834647,104.173976
148399,3001.337264,6425.681009,66.443848,37.906253,104.350101
148599,3004.925478,5667.380253,66.542212,37.971241,104.513453
148799,3007.210341,4704.862980,66.654781,38.050261,104.705042
148999,3012.316678,6811.432065,66.773132,38.150389,104.923520
149199,3016.044404,5793.199938,66.912483,38.238168,105.150651
149399,3021.034544,6743.679271,67.046016,38.337764,105.383780
149599,3026.035228,6761.546011,67.175868,38.431052,105.606920
149799,3030.117657,6083.774774,67.307613,38.527551,105.835164
149999,3033.791611,5785.582600,67.444107,38.605962,106.050069
150199,3037.834677,6070.134124,67.588892,38.677681,106.266573
150399,3041.868627,6071.365507,67.688347,38.744598,106.432946
150599,3046.723032,6697.235504,67.823733,38.861418,106.685151
150799,3051.536976,6676.436367,67.914698,38.922256,106.836954
150999,3056.090090,6489.138443,68.003958,38.982367,106.986324
151199,3059.165927,5381.422922,68.138752,39.052503,107.191255
151399,3063.537247,6368.255351,68.263615,39.138098,107.401713
151599,3069.069157,7256.724482,68.368003,39.208359,107.576363
151799,3073.513879,6442.613330,68.457828,39.298592,107.756420
151999,3078.225042,6653.997951,68.545687,39.351253,107.896940
152199,3081.861331,5845.440957,68.690428,39.433981,108.124409
152399,3086.484233,6604.512408,68.803376,39.536031,108.339407
152599,3090.642511,6259.250379,68.896692,39.597693,108.494386
152799,3094.929167,6365.648144,68.990132,39.664477,108.654609
152999,3099.223227,6379.885125,69.077691,39.739987,108.817678
153199,3104.287692,6978.603193,69.203881,39.829188,109.033068
153399,3108.683277,6475.701591,69.299481,39.910584,109.210065
153599,3114.122832,7286.261008,69.397304,39.985859,109.383163
153799,3119.118888,6956.090150,69.488017,40.053054,109.541071
153999,3123.352733,6379.179240,69.574545,40.115134,109.689679
154199,3128.290713,6930.535313,69.709595,40.178842,109.888437
154399,3131.828666,5859.590418,69.843383,40.299168,110.142551
154599,3134.369435,5095.843350,69.952991,40.386175,110.339166
154799,3138.959986,6687.455712,70.050802,40.470927,110.521729
154999,3142.120877,5588.650371,70.144829,40.527360,110.672189
155199,3146.811769,6782.253434,70.252770,40.581978,110.834748
155399,3151.888876,7091.724159,70.346534,40.642018,110.988552
155599,3156.446858,6697.998476,70.460818,40.735346,111.196165
155799,3159.118127,5237.365504,70.575713,40.809519,111.385232
155999,3164.415908,7291.387540,70.657993,40.862981,111.520974
156199,3168.780811,6573.404510,70.778261,40.922588,111.700849
156399,3172.696475,6230.830684,70.901902,41.026762,111.928664
156599,3177.510284,6941.908427,70.988508,41.082173,112.070682
156799,3181.280542,6133.392671,71.073349,41.132787,112.206137
156999,3183.570060,4978.552211,71.178322,41.207917,112.386239
157199,3185.751439,4898.133972,71.553370,41.350895,112.904265
157399,3188.022376,4972.979331,71.688993,41.509168,113.198162
157599,3189.540691,4384.454004,71.792512,41.575804,113.368316
157799,3191.398246,4655.152174,72.048691,41.640020,113.688711
157999,3193.758925,5056.333892,72.158269,41.704226,113.862495
158199,3197.676801,6292.798957,72.267731,41.777752,114.045483
158399,3200.271511,5252.687274,72.393914,41.849545,114.243459
158599,3204.105902,6240.943428,72.496351,41.923731,114.420083
158799,3207.580398,5962.856022,72.574862,41.979731,114.554593
158999,3210.136397,5239.599376,72.653654,42.035621,114.689275
159199,3213.400575,5808.422668,72.746350,42.094691,114.841040
159399,3218.301106,7119.123059,72.858559,42.153067,115.011626
159599,3221.421488,5708.366633,72.926622,42.191004,115.117626
159799,3225.358613,6367.184391,73.015185,42.247493,115.262678
159999,3227.761383,5147.574013,73.091274,42.295732,115.387006
160199,3229.509926,4628.344280,73.184064,42.367892,115.551956
160399,3232.846575,5905.502959,73.299335,42.424815,115.724151
160599,3236.390495,6078.613754,73.372726,42.469814,115.842540
160799,3238.826366,5194.830947,73.460438,42.520336,115.980774
160999,3241.275786,5210.609551,73.553083,42.588264,116.141347
161199,3245.369364,6540.699839,73.635310,42.641432,116.276742
161399,3248.046613,5405.909234,73.730928,42.689772,116.420700
161599,3250.907952,5560.008249,73.814480,42.745575,116.560056
161799,3252.616668,4633.259614,73.900989,42.805319,116.706308
161999,3254.585856,4847.658938,73.978478,42.852774,116.831253
162199,3258.828575,6695.430906,74.063495,42.905170,116.968664
