# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET]
162399,3261.859408,5719.864664,74.165483,42.963161,117.128644
162599,3263.885204,4908.831987,74.238754,43.007231,117.245986
162799,3266.716659,5568.689017,74.322320,43.058130,117.380451
162999,3268.833197,4991.695557,74.405692,43.120049,117.525741
163199,3270.737062,4822.387278,74.494136,43.173810,117.667946
163399,3274.243565,6135.549737,74.615047,43.235617,117.850663
163599,3276.184376,4861.827165,74.713396,43.325793,118.039189
163799,3279.414853,5921.944678,74.790679,43.379737,118.170416
163999,3281.694050,5148.356160,74.890083,43.456892,118.346976
164199,3284.478681,5567.876357,74.981273,43.513543,118.494815
164399,3288.531525,6615.916399,75.176663,43.563141,118.739804
164599,3292.552529,6597.817846,75.263895,43.624295,118.888190
164799,3297.654395,7496.490159,75.358804,43.716241,119.075045
164999,3301.057428,6105.156345,75.454173,43.792836,119.247009
165199,3306.500603,7797.120490,75.543278,43.858331,119.401609
165399,3309.781244,6019.590191,75.667273,43.917330,119.584603
165599,3312.663405,5696.211019,75.757777,43.985682,119.743460
165799,3315.390384,5573.328493,75.851939,44.045772,119.897710
165999,3319.238397,6509.241483,75.941968,44.113586,120.055554
166199,3322.110791,5706.197498,76.043066,44.179464,120.222530
166399,3324.330407,5168.832014,76.182310,44.257473,120.439784
166599,3327.405381,5885.783421,76.429656,44.319829,120.749485
166799,3331.450128,6700.724478,76.544956,44.385063,120.930020
166999,3335.141787,6413.985364,76.635913,44.447858,121.083771
167199,3338.275319,5954.774225,76.733885,44.512599,121.246484
167399,3341.438794,5986.104183,76.881176,44.618186,121.499362
167599,3345.110590,6418.403748,76.962118,44.673002,121.635119
167799,3349.474351,7006.306410,77.047743,44.733232,121.780975
167999,3353.074515,6373.612029,77.148040,44.797540,121.945580
168199,3356.394495,6145.177720,77.236605,44.859181,122.095786
168399,3359.710962,6148.859801,77.345873,44.914377,122.260249
168599,3362.181148,5442.077504,77.440905,44.978071,122.418975
168799,3366.260829,6805.431983,77.531888,45.033034,122.564922
168999,3370.288418,6769.573144,77.637696,45.097083,122.734780
169199,3373.846082,6380.072636,77.757547,45.188828,122.946375
169399,3376.702293,5793.056604,77.893685,45.268201,123.161886
169599,3379.877152,6068.982342,77.992898,45.325996,123.318894
169799,3383.223860,6221.232787,78.084152,45.383522,123.467674
169999,3386.688410,6328.091421,78.153266,45.425419,123.578685
170199,3390.635822,6745.935995,78.251909,45.489457,123.741366
170399,3393.170020,5549.772328,78.396328,45.582966,123.979294
170599,3398.020507,7530.635120,78.479590,45.639984,124.119574
170799,3401.338300,6231.415530,78.547787,45.678759,124.226547
170999,3403.985112,5664.363003,78.643001,45.730867,124.373868
171199,3407.719763,6600.846703,78.725518,45.791105,124.516623
171399,3411.062483,6272.430108,78.918182,45.846956,124.765139
171599,3416.108626,7740.653454,79.009491,45.912473,124.921965
171799,3420.832741,7474.123208,79.085075,45.966875,125.051950
171999,3423.805047,5977.015998,79.171350,46.022303,125.193653
172199,3429.463120,8295.405646,79.258764,46.074928,125.333692
172399,3432.704447,6223.487390,79.355532,46.124321,125.479853
172599,3436.896283,7050.258585,79.448415,46.183111,125.631526
172799,3440.576590,6616.681996,79.532785,46.229078,125.761863
172999,3445.112151,7363.836962,79.621847,46.289141,125.910988
173199,3448.349556,6248.704632,79.701331,46.335315,126.036646
173399,3451.421018,6111.306843,79.792216,46.381952,126.174168
173599,3456.386766,7761.690206,79.868741,46.430332,126.299073
173799,3461.702362,8075.640161,79.952442,46.484196,126.436638
173999,3465.223747,6525.307538,80.031430,46.532038,126.563467
174199,3467.498224,5446.293280,80.122822,46.591724,126.714546
174399,3471.553527,7003.721842,80.246878,46.673178,126.920056
174599,3473.979060,5589.043889,80.323606,46.724370,127.047976
174799,3477.695779,6722.391460,80.404562,46.775647,127.180209
174999,3481.064036,6424.921005,80.486027,46.824240,127.310266
175199,3485.050335,6973.061347,80.578274,46.895173,127.473447
175399,3488.707693,6692.553924,80.678801,46.947091,127.625892
175599,3493.261092,7486.592167,80.758257,46.994155,127.752413
175799,3496.459331,6304.512442,80.841660,47.047078,127.888738
175999,3499.026180,5755.286853,80.930118,47.101327,128.031444
176199,3503.416609,7366.993828,81.004419,47.143100,128.147519
176399,3506.670829,6373.638892,81.123769,47.202880,128.326649
176599,3510.476012,6866.647334,81.235815,47.305274,128.541089
176799,3512.916999,5668.308615,81.339772,47.373106,128.712878
176999,3517.194555,7298.554060,81.435157,47.431174,128.866331
177199,3520.319887,6286.238892,81.512796,47.474787,128.987583
177399,3522.749392,5675.290853,81.628823,47.535956,129.164778
177599,3527.569975,7803.427340,81.730084,47.610967,129.341051
177799,3530.335151,5985.810871,81.838183,47.699708,129.537891
177999,3533.746110,6566.089079,81.926367,47.756827,129.683194
178199,3537.355563,6749.768719,82.023235,47.830513,129.853748
178399,3539.879682,5788.869441,82.131082,47.890497,130.021579
178599,3543.548568,6816.194841,82.230943,47.953953,130.184896
178799,3547.155337,6768.000267,82.323194,48.011878,130.335072
178999,3549.506775,5651.691788,82.421751,48.073802,130.495553
179199,3554.741143,8239.501039,82.540646,48.157610,130.698256
179399,3556.829481,5427.979843,82.649597,48.215664,130.865261
179599,3560.149714,6538.398679,82.730615,48.266863,130.997478
179799,3563.258062,6354.554498,82.816374,48.321302,131.137676
179999,3565.695506,5756.957870,82.897364,48.376087,131.273451
180199,3568.649824,6227.536173,82.980866,48.432455,131.413321
180399,3569.991438,4778.786023,83.090217,48.482037,131.572254
180599,3574.529539,7667.896620,83.166683,48.529046,131.695729
180799,3577.396638,6166.387076,83.251000,48.579178,131.830179
180999,3580.459223,6349.035728,83.336674,48.629782,131.966456
181199,3584.048818,6832.632748,83.406445,48.670207,132.076652
181399,3586.869387,6142.304500,83.526163,48.732536,132.258699
181599,3589.649845,6111.525365,83.605966,48.788498,132.394464
181799,3593.111580,6736.366628,83.675275,48.830122,132.505397
181999,3595.462316,5732.281743,83.757308,48.876615,132.633924
182199,3598.056723,5958.966462,83.839225,48.936131,132.775356
182399,3600.580571,5899.806078,83.965628,48.997515,132.963143
182599,3603.867654,6601.687508,84.050881,49.058088,133.108969
182799,3606.717221,6208.372090,84.120312,49.107718,133.228030
182999,3610.096765,6699.000001,84.211873,49.171106,133.382979
183199,3614.306687,7466.385665,84.299546,49.235734,133.535279
183399,3617.366750,6420.383825,84.409722,49.289182,133.698904
183599,3621.038856,6988.360796,84.485471,49.334465,133.819936
183799,3623.883431,6235.203127,84.556411,49.375611,133.932022
183999,3626.591409,6115.223098,84.636288,49.422132,134.058420
184199,3630.153984,6907.723221,84.706613,49.462459,134.169071
184399,3634.691326,7813.582659,84.814830,49.513091,134.327921
184599,3636.833588,5611.999393,84.908210,49.573327,134.481537
184799,3641.067488,7548.956877,85.124365,49.625077,134.749442
184999,3644.351838,6679.091997,85.203508,49.673094,134.876602
185199,3646.459430,5595.981878,85.292325,49.725408,135.017733
185399,3649.807035,6749.689253,85.370642,49.764299,135.134941
185599,3652.147541,5821.796209,85.453079,49.815025,135.268103
185799,3654.116988,5481.763512,85.530634,49.870627,135.401261
185999,3655.226429,4685.897094,85.606187,49.923460,135.529648
186199,3658.231951,6453.368187,85.683230,49.969083,135.652313
186399,3660.474738,5748.509110,85.791503,50.018891,135.810394
186599,3662.934762,5955.677558,85.869674,50.065737,135.935411
186799,3665.305067,5876.799182,85.940292,50.104660,136.044952
186999,3667.856904,6051.273152,86.008224,50.143256,136.151480
187199,3671.103557,6706.723547,86.100769,50.201670,136.302439
187399,3674.202809,6575.102480,86.205895,50.263634,136.469529
187599,3676.961506,6261.860921,86.294179,50.326338,136.620517
187799,3678.695859,5305.518641,86.374747,50.372142,136.746889
187999,3680.778605,5636.477635,86.452769,50.425566,136.878336
188199,3682.852697,5632.498821,86.531799,50.470657,137.002456
188399,3685.773347,6434.104837,86.632808,50.517497,137.150305
188599,3687.298743,5124.222470,86.718295,50.577254,137.295550
188799,3689.122453,5408.880477,86.795647,50.630186,137.425833
188999,3691.063424,5523.340303,86.864112,50.669445,137.533557
189199,3693.209391,5721.148237,86.953602,50.723399,137.677001
189399,3694.546112,4959.084017,87.071511,50.804355,137.875866
189599,3696.392097,5444.540025,87.149177,50.850729,137.999906
189799,3699.296693,6452.853956,87.224879,50.908721,138.133600
189999,3701.401301,5698.674145,87.309007,50.961216,138.270222
190199,3704.354657,6510.042118,87.404058,51.025545,138.429603
190399,3705.760550,5042.765451,87.513231,51.089076,138.602307
190599,3707.962792,5804.497397,87.617909,51.170634,138.788542
190799,3710.728602,6346.545123,87.736749,51.258082,138.994832
190999,3713.185629,6057.189260,87.875791,51.342500,139.218292
191199,3715.420951,5850.154062,87.954904,51.396530,139.351434
191399,3717.110955,5332.754658,88.053743,51.445311,139.499054
191599,3718.790585,5326.196359,88.135424,51.492792,139.628216
191799,3721.534227,6349.943505,88.229022,51.550497,139.779519
191999,3723.770691,5868.539577,88.312022,51.603067,139.915089
192199,3725.504988,5390.430115,88.414243,51.690781,140.105024
192399,3727.364725,5514.571881,88.510798,51.746630,140.257428
192599,3729.084452,5383.461909,88.589026,51.791259,140.380285
192799,3730.934633,5512.658491,88.679282,51.847127,140.526408
192999,3733.278496,5992.762975,88.776966,51.913417,140.690382
193199,3735.570718,5947.564939,88.899961,51.989855,140.889816
193399,3738.332243,6405.965145,89.002265,52.043625,141.045889
193599,3741.128636,6445.240851,89.088067,52.109754,141.197822
193799,3743.720548,6252.691265,89.174073,52.170787,141.344860
193999,3746.955019,6881.157466,89.273359,52.248303,141.521662
194199,3748.979518,5712.743431,89.348598,52.296655,141.645253
194399,3750.433598,5162.345108,89.455779,52.354178,141.809957
194599,3751.233410,4528.650390,89.538450,52.409028,141.947478
194799,3753.286844,5751.278129,89.615755,52.456288,142.072043
194999,3755.793506,6197.282822,89.696517,52.506864,142.203380
195199,3757.545831,5466.062324,89.769959,52.550090,142.320050
195399,3759.076335,5252.847857,89.878452,52.604215,142.482668
195599,3761.441381,6072.091419,89.982296,52.682644,142.664940
195799,3762.731953,5024.911847,90.097361,52.785952,142.883314
195999,3763.922801,4929.762840,90.205710,52.860730,143.066440
196199,3765.558362,5368.408189,90.308004,52.935493,143.243497
196399,3766.622431,4810.474139,90.410802,52.989397,143.400199
196599,3768.860589,5966.731394,90.501759,53.038117,143.539876
196799,3771.070090,5943.009782,90.585755,53.092884,143.678639
196999,3772.729724,5405.809965,90.678459,53.156226,143.834686
197199,3774.964248,5975.970320,90.771739,53.217994,143.989733
197399,3776.874885,5660.762585,90.882848,53.267936,144.150784
197599,3779.109612,5984.785582,90.968951,53.327372,144.296323
197799,3781.208446,5854.856210,91.042048,53.371066,144.413114
197999,3783.141365,5694.797780,91.145012,53.436099,144.581112
198199,3784.505746,5135.243404,91.229636,53.486309,144.715945
198399,3786.641015,5902.692608,91.502801,53.551972,145.054773
198599,3788.876039,6006.019434,91.581584,53.603482,145.185066
198799,3790.050279,4956.071049,91.656474,53.650106,145.306580
198999,3791.632551,5364.411348,91.734414,53.695409,145.429822
199199,3793.820837,5971.164654,91.821369,53.743908,145.565277
199399,3795.818199,5785.191474,91.906342,53.784677,145.691019
199599,3798.363888,6336.415621,91.974818,53.825234,145.800052
199799,3800.201782,5634.419389,92.085674,53.887446,145.973121
199999,3802.249028,5847.448138,92.186189,53.950780,146.136968
200199,3803.000273,4554.245649,92.252832,53.990700,146.243533
200399,3805.466945,6274.605480,92.363854,54.045584,146.409437
200599,3807.715856,6061.124528,92.446327,54.099626,146.545954
200799,3810.316796,6419.059399,92.540573,54.157904,146.698478
200999,3812.587784,6092.659690,92.634102,54.225697,146.859799
201199,3813.922638,5155.450854,92.727133,54.282805,147.009938
201399,3815.456587,5358.609835,92.823106,54.346769,147.169875
201599,3816.869057,5239.225849,92.906120,54.406373,147.312493
201799,3818.818113,5783.467035,92.981986,54.455416,147.437402
201999,3820.382145,5398.489763,93.055262,54.500750,147.556012
202199,3822.752638,6216.950932,93.132347,54.549291,147.681638
202399,3823.827213,4910.222180,93.238832,54.607987,147.846819
202599,3825.697256,5718.180845,93.321919,54.660809,147.982728
202799,3827.756897,5914.173253,93.415321,54.723527,148.138848
202999,3829.452210,5548.500361,93.511749,54.790625,148.302374
203199,3830.784455,5183.012560,93.610822,54.867490,148.478312
203399,3832.293916,5365.906143,93.766372,54.940294,148.706666
203599,3833.806230,5371.830157,93.876661,55.021787,148.898448
203799,3835.400758,5458.629699,93.995081,55.108249,149.103330
203999,3836.710768,5171.611074,94.070700,55.158281,149.228980
204199,3837.963135,5115.377757,94.144386,55.206367,149.350754
204399,3839.568575,5478.722377,94.270196,55.271971,149.542167
204599,3840.571446,4865.505439,94.343963,55.325271,149.669234
204799,3842.085765,5391.234166,94.452820,55.401958,149.854778
204999,3843.081167,4862.372798,94.536188,55.455922,149.992110
205199,3844.463354,5261.205145,94.609192,55.499250,150.108442
205399,3845.666705,5080.304707,94.704783,55.549284,150.254067
205599,3846.210635,4404.827584,94.792812,55.606626,150.399437
205799,3847.299758,4966.918008,94.867223,55.653359,150.520582
205999,3849.118913,5721.028781,94.941276,55.701827,150.643103
206199,3850.420270,5190.818151,95.307794,55.751627,151.059421
206399,3853.456481,6983.790473,95.394822,55.807386,151.202208
206599,3855.759630,6232.609249,95.474732,55.863425,151.338157
206799,3857.772756,5937.331618,95.570348,55.918233,151.488581
206999,3859.845411,6002.970428,95.660540,55.975671,151.636212
207199,3862.664926,6780.863861,95.757018,56.041758,151.798777
207399,3864.409536,5671.825279,95.837903,56.094468,151.932371
207599,3866.591945,6129.749341,95.914426,56.142838,152.057264
207799,3867.496800,4806.737205,96.011401,56.193046,152.204448
207999,3868.896173,5322.844002,96.095166,56.244669,152.339835
208199,3871.575877,6658.468329,96.172737,56.292209,152.464947
208399,3873.930550,6325.145524,96.250318,56.338104,152.588422
208599,3876.465407,6517.786312,96.348806,56.404744,152.753549
208799,3878.097487,5580.357001,96.462857,56.469486,152.932343
208999,3880.142472,6015.106335,96.571455,56.549301,153.120756
209199,3882.099992,5927.708018,96.659968,56.610010,153.269978
209399,3886.266723,8244.668180,96.736859,56.663838,153.400697
209599,3889.351983,7119.618835,96.819673,56.713874,153.533548
209799,3891.671317,6322.333100,96.929691,56.775669,153.705361
209999,3892.948738,5232.963376,97.007683,56.827235,153.834918
210199,3894.635285,5665.509889,97.079044,56.868884,153.947928
210399,3895.699392,5014.075844,97.176260,56.929505,154.105765
210599,3896.737027,4988.329486,97.259764,56.986578,154.246343
210799,3898.612038,5872.998291,97.379288,57.053167,154.432455
210999,3899.524934,4861.717078,97.454205,57.101340,154.555545
211199,3900.663018,5101.341339,97.532528,57.157544,154.690072
211399,3902.379086,5714.547731,97.607472,57.205890,154.813361
211599,3904.082697,5704.798838,97.692902,57.263233,154.956135
211799,3904.839360,4705.389138,97.811980,57.342468,155.154448
211999,3906.440948,5602.522381,97.887191,57.384301,155.271491
212199,3907.190935,4702.176989,97.969580,57.437559,155.407139
212399,3907.836982,4593.292725,98.053097,57.494754,155.547850
212599,3908.817311,4949.926838,98.133099,57.542040,155.675139
212799,3910.247231,5430.252825,98.235236,57.597586,155.832822
212999,3911.704930,5462.696917,98.316732,57.649582,155.966314
213199,3913.417640,5737.452759,98.398708,57.701981,156.100689
213399,3915.205992,5821.589532,98.477384,57.750382,156.227766
213599,3915.982568,4744.588926,98.554179,57.801721,156.355900
213799,3918.057022,6133.573925,98.662869,57.860558,156.523428
213999,3919.736685,5715.296860,98.738168,57.907974,156.646143
214199,3919.851143,4042.321249,98.829310,57.963135,156.792444
214399,3921.723010,5926.493006,98.908429,58.017183,156.925612
214599,3923.831310,6183.928135,98.995588,58.074286,157.069875
214799,3925.684459,5914.113950,99.119147,58.143485,157.262633
214999,3927.483331,5859.471835,99.193814,58.191538,157.385351
215199,3928.843439,5390.959066,99.273726,58.244156,157.517882
215399,3929.683641,4833.741307,99.355009,58.296516,157.651525
215599,3931.039508,5391.307884,99.435759,58.343728,157.779487
215799,3933.212860,6276.086946,99.537314,58.396497,157.933811
215999,3934.700596,5539.967235,99.616720,58.444029,158.060749
216199,3936.284888,5647.320312,99.701714,58.499593,158.201307
216399,3937.614941,5375.401730,99.787332,58.557478,158.344810
216599,3938.786134,5206.017151,99.858468,58.597689,158.456156
216799,3939.852328,5094.540608,99.958808,58.642442,158.601250
216999,3941.150927,5348.832490,100.045822,58.701143,158.746965
217199,3942.113812,4986.844020,100.129097,58.753346,158.882443
217399,3943.460463,5405.923550,100.210239,58.809369,159.019607
217599,3945.322516,5969.374149,100.291304,58.866245,159.157548
217799,3945.937436,4614.970219,100.417784,58.936828,159.354612
217999,3947.386660,5525.591329,100.487154,58.977161,159.464315
218199,3948.388880,5040.808460,100.558980,59.017771,159.576751
218399,3949.492923,5154.004225,100.641822,59.073985,159.715807
218599,3950.779601,5355.831703,100.717181,59.122165,159.839346
218799,3952.006358,5292.852086,100.838860,59.184705,160.023565
218999,3952.181217,4143.477271,100.921955,59.235478,160.157433
219199,3952.695428,4515.756106,100.993158,59.276303,160.269461
219399,3953.600479,4945.536811,101.071134,59.320476,160.391610
219599,3955.453617,5988.346025,101.151355,59.368234,160.519589
219799,3955.828163,4367.079444,101.262114,59.421480,160.683594
219999,3957.461369,5752.354346,101.342149,59.471958,160.814107
220199,3958.636809,5251.621019,101.437082,59.528839,160.965920
220399,3959.805116,5246.110669,101.525322,59.582897,161.108219
220599,3961.305153,5614.346892,101.608015,59.632895,161.240910
220799,3962.207251,4957.221255,101.710569,59.682120,161.392690
220999,3964.262600,6233.367910,101.789219,59.727663,161.516881
221199,3965.767550,5628.736733,101.874902,59.780542,161.655444
221399,3966.737327,5039.311271,101.955278,59.827690,161.782967
221599,3967.480128,4789.759972,102.046238,59.880347,161.926585
221799,3968.983969,5635.239862,102.172708,59.939048,162.111756
221999,3970.109542,5218.370879,102.247970,59.986107,162.234077
222199,3971.639456,5669.843049,102.323018,60.038045,162.361063
222399,3972.330434,4740.007863,102.424284,60.099527,162.523811
222599,3972.637851,4314.485491,102.501805,60.156603,162.658408
222799,3974.021366,5513.873222,102.705258,60.210030,162.915288
222999,3975.478771,5599.027618,102.777008,60.252786,163.029794
223199,3977.535567,6270.863935,102.866029,60.310687,163.176716
223399,3979.821719,6531.166401,102.944988,60.355937,163.300925
223599,3982.048906,6469.817372,103.036569,60.410463,163.447032
223799,3983.010552,5058.131118,103.133052,60.456560,163.589612
223999,3983.931080,5014.001237,103.218584,60.507711,163.726295
224199,3984.763601,4917.187597,103.295105,60.554347,163.849452
224399,3985.476944,4785.134254,103.372364,60.602637,163.975001
224599,3986.699667,5358.595167,103.452586,60.650211,164.102797
224799,3988.181752,5652.563007,103.560554,60.700928,164.261482
224999,3988.931293,4831.415256,103.634552,60.745004,164.379556
225199,3989.491991,4620.276669,103.710853,60.791877,164.502730
225399,3990.644305,5288.150941,103.792842,60.843295,164.636137
225599,3991.956785,5471.121684,103.868758,60.891387,164.760145
225799,3993.378199,5596.732739,103.962461,60.938256,164.900717
225999,3994.126320,4838.754583,104.048341,60.994343,165.042684
226199,3995.396157,5430.312248,104.128346,61.042753,165.171099
226399,3996.128958,4824.927340,104.210117,61.091325,165.301442
226599,3996.689415,4631.126548,104.465824,61.131826,165.597649
226799,3998.258647,5776.197737,104.568183,61.179705,165.747888
226999,3998.480564,4250.135160,104.640195,61.223243,165.863438
227199,3999.717642,5403.800864,104.716170,61.271221,165.987390
227399,4000.336099,4702.903166,104.787285,61.313748,166.101033
227599,4001.943275,5829.302238,104.865785,61.360295,166.226081
227799,4003.108400,5329.020771,104.974922,61.409930,166.384852
227999,4005.694610,6951.388189,105.045793,61.450371,166.496164
228199,4006.305291,4702.481832,105.124795,61.497664,166.622459
228399,4006.363047,4072.262145,105.224322,61.558288,166.782610
228599,4005.906859,3484.939938,105.322074,61.625584,166.947658
228799,4006.508983,4694.737224,105.427029,61.677425,167.104454
228999,4007.402796,5029.925253,105.504436,61.725510,167.229946
229199,4009.171571,6034.418452,105.592030,61.783423,167.375452
229399,4010.427684,5449.933647,105.671877,61.834051,167.505928
229599,4011.909579,5711.642526,105.753981,61.880488,167.634469
229799,4012.950091,5207.458136,105.949653,61.933279,167.882932
229999,4014.469253,5759.986787,106.026606,61.982190,168.008796
230199,4016.690983,6571.680268,106.105012,62.031433,168.136445
230399,4018.919478,6583.916659,106.186134,62.084746,168.270880
230599,4019.873662,5119.093918,106.275602,62.144367,168.419969
230799,4022.163631,6662.497844,106.373765,62.198783,168.572549
230999,4024.102590,6261.661768,106.452081,62.246919,168.698999
231199,4026.126239,6363.439857,106.535989,62.297743,168.833732
231399,4028.474181,6742.695360,106.612344,62.348793,168.961137
231599,4030.246025,6080.269662,106.688672,62.396806,169.085477
231799,4030.899957,4788.153192,106.838207,62.471806,169.310014
231999,4032.453868,5833.437009,106.946458,62.551816,169.498274
232199,4034.225453,6089.263474,107.030594,62.608060,169.638654
232399,4035.290180,5271.438634,107.106517,62.658726,169.765243
232599,4036.798322,5789.259849,107.189154,62.712425,169.901580
232799,4037.883067,5299.440678,107.310212,62.787129,170.097341
232999,4038.374155,4610.001418,107.391713,62.841389,170.233101
233199,4039.662029,5540.034581,107.469119,62.886616,170.355735
233399,4040.862269,5440.341869,107.541077,62.935043,170.476120
233599,4041.968376,5332.795698,107.646386,62.998007,170.644392
233799,4043.242501,5531.420226,107.741102,63.042570,170.783672
233999,4045.004651,6104.957811,107.820401,63.090587,170.910987
234199,4046.472260,5763.575127,107.915249,63.159289,171.074538
234399,4047.853312,5665.065173,108.001064,63.212421,171.213485
234599,4049.035196,5434.203737,108.083214,63.261506,171.344720
234799,4050.395821,5646.408864,108.184572,63.306043,171.490615
234999,4052.060245,6006.093673,108.258830,63.351431,171.610262
235199,4053.334821,5550.961744,108.342302,63.402610,171.744911
235399,4054.180482,5048.677345,108.432278,63.471350,171.903627
235599,4055.410450,5503.082607,108.533689,63.533482,172.067171
235799,4057.189591,6153.018232,108.634718,63.583585,172.218302
235999,4057.783475,4757.973261,108.731436,63.643616,172.375052
236199,4058.589863,5010.126613,108.806158,63.690816,172.496974
236399,4060.130597,5879.738249,108.892256,63.742456,172.634712
236599,4060.366308,4338.976578,108.968491,63.789013,172.757504
236799,4061.491720,5392.853565,109.079882,63.855270,172.935153
236999,4062.941699,5779.717302,109.170757,63.909901,173.080657
237199,4063.920582,5223.897028,109.254103,63.961383,173.215486
237399,4064.802581,5110.853287,109.334468,64.014612,173.349080
237599,4065.439383,4821.323647,109.414701,64.067101,173.481803
237799,4067.028970,5955.457976,109.512736,64.112736,173.625472
237999,4067.754717,4930.668216,109.581920,64.161100,173.743020
238199,4068.792900,5304.230283,109.680646,64.235369,173.916015
238399,4069.899487,5387.844848,109.768950,64.301662,174.070612
238599,4071.046337,5438.091839,109.853389,64.354387,174.207775
238799,4072.597259,5922.846271,109.955710,64.406476,174.362186
238999,4072.886626,4418.391413,110.042131,64.462705,174.504836
239199,4074.782716,6340.610183,110.123482,64.512782,174.636264
239399,4075.923084,5439.803505,110.210815,64.567642,174.778457
239599,4077.193333,5597.681650,110.296216,64.629251,174.925467
239799,4078.422720,5551.228090,110.393959,64.676157,175.070116
239999,4079.443829,5303.753136,110.472468,64.728546,175.201014
240199,4079.664164,4344.066632,110.547087,64.777609,175.324696
240399,4080.632143,5243.175038,110.850716,64.825045,175.675760
240599,4082.369821,6171.058860,110.922924,64.867823,175.790747
240799,4084.995842,7244.098016,111.014679,64.916629,175.931307
240999,4086.384512,5758.343130,111.094775,64.966727,176.061502
241199,4088.296771,6392.569070,111.177778,65.021496,176.199274
241399,4090.340523,6555.105721,111.415807,65.074007,176.489814
241599,4092.460001,6650.670393,111.502099,65.131109,176.633208
241799,4093.189846,4974.842167,111.598869,65.176747,176.775616
241999,4094.573996,5768.012021,111.667669,65.218611,176.886280
242199,4097.030264,7069.114175,111.752587,65.271587,177.024174
242399,4099.066022,6564.368832,111.836474,65.321896,177.158370
242599,4104.009762,10095.823109,112.109180,65.365625,177.474805
242799,4106.821934,7517.986296,112.178557,65.404881,177.583439
242999,4110.086108,8072.793509,112.258363,65.443583,177.701946
243199,4113.906401,8755.562232,112.325466,65.481969,177.807435
243399,4116.008384,6672.019945,112.420966,65.539159,177.960125
243599,4119.386539,8230.600396,112.502304,65.592483,178.094787
243799,4121.676478,6910.822162,112.608108,65.656764,178.264871
243999,4124.597105,7684.842226,112.708059,65.712159,178.420218
244199,4126.346050,6260.058113,112.787431,65.760740,178.548172
244399,4128.940664,7296.965230,112.876078,65.814816,178.690893
244599,4130.682649,6259.388302,112.962407,65.866750,178.829157
244799,4133.954109,8134.948831,113.049745,65.920540,178.970285
244999,4136.019311,6663.827386,113.148341,65.969185,179.117526
245199,4139.783054,8750.367241,113.232134,66.017656,179.249790
245399,4143.110050,8222.007942,113.354528,66.114016,179.468544
245599,4145.740355,7373.124428,113.427005,66.157564,179.584569
245799,4147.409305,6196.880329,113.518978,66.219204,179.738182
245999,4149.166159,6308.338645,113.638484,66.290720,179.929204
246199,4150.590839,5902.947835,113.719926,66.349249,180.069175
246399,4150.827831,4442.564907,113.805143,66.403302,180.208445
246599,4152.435830,6133.490976,113.952189,66.523024,180.475213
246799,4153.682806,5691.203716,114.105857,66.647858,180.753715
246999,4155.198477,6025.537166,114.240941,66.716769,180.957710
247199,4156.723445,6040.058479,114.332303,66.778356,181.110659
247399,4159.033511,7014.274639,114.415337,66.844229,181.259566
247599,4160.553142,6040.336904,114.594070,66.981455,181.575525
247799,4162.351653,6388.908692,114.707404,67.054493,181.761897
247999,4164.201594,6456.278277,114.838049,67.117900,181.955949
248199,4165.593123,5891.089500,114.940618,67.189991,182.130609
248399,4167.327681,6319.913392,115.039932,67.254386,182.294318
248599,4170.657577,8306.388321,115.139786,67.310571,182.450356
248799,4172.059253,5914.342293,115.219190,67.363182,182.582372
248999,4174.072227,6678.212546,115.323202,67.415324,182.738526
249199,4176.254985,6893.788048,115.410329,67.471605,182.881934
249399,4177.406137,5611.741665,115.490317,67.518933,183.009250
249599,4178.021334,4945.172324,115.574925,67.575676,183.150601
249799,4179.319522,5799.458112,115.675550,67.648460,183.324009
249999,4179.858208,4852.677399,115.805164,67.727090,183.532254
250199,4191.951189,19308.177429,115.896185,67.798905,183.695090
250399,4205.883452,21635.144760,115.994836,67.908145,183.902981
250599,4214.164348,14581.845747,116.441262,67.997755,184.439017
250799,4217.344488,8202.059282,116.533841,68.067328,184.601169
250999,4219.556623,6993.574057,116.651727,68.142156,184.793882
251199,4223.238004,8843.371139,116.758879,68.207922,184.966801
251399,4225.025501,6470.122528,116.844919,68.263963,185.108883
