# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
242199,8586.718186,14599.689226,8983.148621,11318.536799,8511.196045,11510.227364,8948.649774,21967.251836,12751.649068,19694.153372,125.810313,52.257941,178.068254,6.387170,43.742305,50.129475,120.983744,43.347901,164.331645,5.099456,43.528178,48.627634,50.477727,9.832718,60.310445
242399,8590.580726,13268.116459,8982.595769,8313.092082,8515.380052,13582.212663,8963.036731,26385.641421,12758.450547,20995.041667,125.885355,52.293975,178.179330,6.402596,43.777151,50.179747,121.050571,43.381385,164.431956,5.100969,43.561222,48.662191,50.536135,9.841261,60.377396
242599,8593.106623,11654.493608,8984.751939,11598.029044,8518.089637,11802.106369,8977.638448,26674.918846,12766.896613,23003.528051,125.987809,52.352526,178.340335,6.404287,43.828934,50.233220,121.244361,43.433102,164.677463,5.104170,43.613499,48.717669,50.585107,9.851159,60.436266
242799,8596.340179,12518.643720,8987.885897,12789.377366,8528.716289,21418.844975,8997.298976,32845.519870,12776.446357,24360.286561,126.244905,52.427558,178.672463,6.406178,43.893912,50.300091,121.402281,43.483589,164.885870,5.106493,43.659533,48.766026,50.640369,9.860835,60.501204
242999,8601.173628,14468.980236,8989.243042,10636.817474,8537.370414,19043.478009,9010.290915,24782.504333,12782.860628,20569.785461,126.373140,52.468478,178.841618,6.408592,43.931149,50.339741,121.503494,43.522179,165.025673,5.109003,43.694682,48.803685,50.690502,9.869883,60.560385
243199,8608.501061,17511.332392,8991.638520,11902.143761,8544.421934,17112.019438,9018.112469,18521.301589,12787.261094,18133.827069,126.458594,52.510312,178.968906,6.410951,43.969632,50.380583,121.639702,43.557858,165.197561,5.118907,43.731290,48.850197,50.740997,9.878613,60.619610
243399,8614.547283,15966.752651,8997.486146,16108.199352,8552.474779,18344.734586,9025.383712,17867.214375,12791.751916,18252.592028,126.607728,52.846467,179.454195,6.427846,44.002745,50.430591,121.716646,43.591083,165.307730,5.120508,43.763899,48.884406,50.781205,9.887202,60.668407
243599,8617.872312,12664.433650,9005.312309,18529.752315,8555.581235,12336.137550,9029.443623,13970.355318,12797.896094,20275.360759,126.775951,52.884025,179.659976,6.429423,44.035868,50.465290,121.798676,43.623076,165.421753,5.122388,43.796304,48.918693,50.824015,9.895829,60.719844
243799,8622.382845,14116.211098,9017.122756,23402.247417,8560.143493,14116.973707,9032.751193,13061.371737,12802.276508,18137.620826,126.851170,52.920060,179.771230,6.431089,44.068214,50.499303,121.866290,43.654915,165.521205,5.124370,43.829198,48.953568,50.932279,9.904264,60.836543
243999,8626.744287,13943.342772,9027.255097,21378.578523,8566.636266,16481.327026,9039.210028,16912.529870,12805.669591,16941.836882,126.975705,52.961954,179.937660,6.433571,44.102313,50.535884,121.940277,43.689665,165.629942,5.126892,43.864117,48.991009,50.976075,9.913131,60.889207
244199,8629.046738,11438.036664,9038.112194,22283.770483,8573.374769,16794.348679,9044.945533,16042.261453,12808.919758,16774.124080,127.049526,53.001914,180.051440,6.435764,44.138791,50.574556,122.025868,43.724535,165.750403,5.142124,43.897683,49.039807,51.005121,9.921779,60.926900
244399,8629.693947,9419.935736,9043.402998,15503.475069,8581.631659,18663.293669,9052.945157,18820.485752,12813.078292,17890.648036,127.122916,53.036725,180.159642,6.456535,44.170118,50.626653,122.091320,43.756196,165.847516,5.143651,43.929739,49.073390,51.033002,9.930055,60.963058
244599,8630.299910,9370.787242,9043.879339,9625.968696,8584.061114,11552.855090,9057.532197,14662.895896,12817.743046,18518.072321,127.193310,53.074940,180.268251,6.458127,44.205075,50.663201,122.256621,43.790559,166.047179,5.145757,43.964466,49.110223,51.085927,9.939049,61.024976
244799,8632.298002,11075.964677,9045.448086,10964.025395,8585.026607,9765.824360,9065.331928,18604.402718,12825.652074,22498.393935,127.267439,53.116349,180.383788,6.459899,44.241924,50.701824,122.327058,43.827476,166.154535,5.147760,44.003049,49.150809,51.130658,9.947933,61.078591
244999,8632.702885,9128.279411,9045.590425,9219.813550,8584.999966,8552.391197,9070.912524,15901.562227,12830.823886,19161.121158,127.344981,53.154654,180.499635,6.462122,44.273679,50.735801,122.396164,43.859397,166.255561,5.150083,44.037032,49.187115,51.181892,9.956498,61.138390
245199,8632.204201,8021.316206,9045.421323,8838.270973,8584.528878,8007.446431,9079.974919,20181.408928,12837.846995,21441.156196,127.411407,53.192290,180.603697,6.464231,44.307175,50.771406,122.518671,43.891690,166.410361,5.167812,44.069498,49.237311,51.232991,9.964810,61.197801
245399,8633.454220,10165.977743,9047.138806,11152.773486,8586.332836,10797.985170,9084.354517,14453.741701,12843.527666,19808.029437,127.673304,53.234959,180.908263,6.482332,44.348139,50.830471,122.613498,43.932907,166.546404,5.169493,44.112777,49.282270,51.283140,9.974030,61.257170
245599,8634.157509,9497.093050,9047.438635,9415.328052,8587.099031,9527.220904,9092.391507,18953.778368,12848.290527,18692.321000,127.759393,53.277882,181.037275,6.483892,44.383748,50.867640,122.699837,43.966590,166.666427,5.171343,44.146353,49.317697,51.312399,9.982480,61.294879
245799,8634.121890,8590.381444,9047.145654,8687.364584,8587.212016,8725.956914,9097.171935,14967.537419,12852.981537,18613.542573,127.829209,53.315592,181.144801,6.485577,44.417056,50.902634,122.765931,44.000204,166.766135,5.173260,44.180940,49.354201,51.341679,9.991611,61.333290
245999,8634.481015,9075.846298,9046.877403,8717.198105,8587.637783,9110.905958,9103.519930,16905.204957,12858.691668,19876.442411,127.917247,53.354928,181.272175,6.487789,44.450745,50.938535,122.835185,44.034059,166.869244,5.175744,44.214566,49.390310,51.372371,10.000529,61.372899
246199,8633.644580,7604.829384,9046.238384,8260.244986,8587.418674,8317.914758,9102.715362,8113.097283,12862.886868,18022.983233,128.183318,53.391585,181.574903,6.489960,44.484673,50.974633,123.042363,44.066566,167.108929,5.184362,44.246416,49.430778,51.402780,10.009160,61.411940
246399,8634.926999,10213.583951,9048.529175,11868.492498,8589.838997,11569.255869,9102.480687,8813.594956,12869.509719,21022.238639,128.257554,53.428903,181.686457,6.508691,44.517113,51.025804,123.170791,44.098766,167.269557,5.185838,44.280088,49.465926,51.430397,10.017690,61.448087
246599,8634.860551,8552.997787,9054.381373,16264.288963,8589.726925,8451.654274,9101.770461,8226.772827,12874.193346,18644.421628,128.338030,53.464227,181.802257,6.510215,44.548533,51.058748,123.236004,44.129670,167.365674,5.187757,44.311669,49.499426,51.480068,10.026205,61.506273
246799,8636.642651,10833.971493,9064.150433,21109.401785,8591.974023,11362.646005,9102.751006,10311.762621,12879.274524,19144.366845,128.411225,53.500808,181.912032,6.511977,44.581018,51.092996,123.402072,44.163200,167.565272,5.189828,44.346111,49.535939,51.567096,10.035456,61.602552
246999,8636.512652,8476.093324,9075.882229,23552.918325,8596.157807,13758.947748,9102.813876,9180.395593,12887.014391,22438.010430,128.485887,53.543405,182.029292,6.514566,44.619430,51.133997,123.580137,44.198970,167.779107,5.192520,44.382692,49.575212,51.598982,10.044626,61.643607
247199,8637.283017,9588.684206,9083.119638,18021.319665,8602.435011,16354.781236,9104.347137,10997.924071,12890.310242,16960.686400,128.667320,53.579414,182.246735,6.516671,44.652999,51.169670,123.690581,44.231495,167.922076,5.208070,44.414574,49.622644,51.639303,10.053048,61.692350
247399,8640.614917,12758.843024,9096.034381,25058.657293,8610.329939,18368.461299,9105.995648,11143.556128,12897.005079,21171.823355,128.773412,53.618221,182.391632,6.540011,44.684971,51.224982,123.763158,44.262726,168.025884,5.209636,44.445895,49.655530,51.690156,10.061549,61.751705
247599,8643.288228,11950.173795,9102.990443,17707.638817,8617.787773,17843.128431,9108.507960,12216.237811,12900.397985,17097.423474,128.845500,53.659135,182.504635,6.541572,44.720844,51.262416,123.840494,44.296934,168.137429,5.211488,44.480192,49.691679,51.761351,10.070500,61.831851
247799,8648.456357,15046.600650,9108.334372,15724.118685,8623.329199,15483.615201,9111.953315,13377.302324,12905.084106,18706.501792,128.964843,53.697798,182.662641,6.543334,44.756474,51.299808,123.910029,44.334706,168.244735,5.213505,44.513262,49.726767,51.802048,10.078894,61.880942
247999,8654.078415,15619.808494,9114.768393,17086.520438,8629.609547,16410.960768,9115.523067,13538.446146,12911.654678,21052.593299,129.043831,53.736998,182.780829,6.545728,44.789837,51.335564,124.051856,44.369016,168.420871,5.215587,44.548532,49.764119,51.830902,10.087722,61.918624
248199,8659.172086,14975.323972,9119.638912,15159.081923,8634.780785,15047.115198,9121.815471,16924.396697,12917.057671,19616.769075,129.191907,53.773549,182.965456,6.547949,44.823080,51.371029,124.129695,44.401393,168.531087,5.221555,44.579758,49.801313,51.859924,10.096224,61.956148
248399,8666.266938,17470.977991,9125.161041,15978.122826,8641.298592,16729.897419,9128.332038,17215.391500,12922.086480,19162.838095,129.363146,53.808705,183.171851,6.565771,44.856627,51.422397,124.195696,44.433771,168.629467,5.223066,44.611354,49.834420,51.887912,10.104806,61.992718
248599,8675.176051,19740.295081,9133.377122,19337.749846,8647.706545,16606.384420,9136.544723,19336.699308,12928.345894,20702.538535,129.429625,53.850194,183.279819,6.567244,44.892777,51.460021,124.396627,44.467647,168.864275,5.225087,44.646528,49.871616,51.971356,10.113272,62.084628
248799,8678.682675,13037.415606,9140.845341,18423.841873,8649.087027,10365.025392,9141.556300,15370.946747,12931.911500,17363.958723,129.602792,53.887079,183.489871,6.568933,44.926116,51.495048,124.460642,44.499407,168.960049,5.226984,44.678094,49.905078,51.999799,10.121765,62.121564
248999,8681.557527,12257.873738,9145.987862,15543.283805,8650.580363,10508.290438,9148.316705,17558.260258,12936.944327,19197.781289,129.725756,53.924373,183.650129,6.571139,44.960763,51.531903,124.526271,44.531638,169.057909,5.229327,44.709436,49.938763,52.071195,10.130279,62.201475
249199,8686.441311,14766.752216,9153.371589,18346.111292,8653.050297,11728.117891,9151.402495,12993.211093,12944.068463,21813.618544,129.846622,53.961498,183.808120,6.573410,44.993580,51.566990,124.604361,44.564042,169.168403,5.240750,44.741414,49.982164,52.100565,10.139093,62.239658
249399,8691.735712,15288.558919,9158.011036,14938.762204,8654.813400,10851.640314,9153.263356,11471.896014,12952.117557,22981.288514,129.917096,53.997798,183.914894,6.590022,45.028311,51.618333,124.670063,44.596113,169.266176,5.242255,44.772595,50.014850,52.129313,10.147359,62.276672
249599,8696.656386,14832.737620,9162.529531,14797.092888,8655.163066,9091.196803,9153.834639,9866.224729,12957.679934,19893.963502,129.996719,54.042401,184.039120,6.591550,45.065319,51.656869,124.827203,44.633573,169.460776,5.244227,44.809781,50.054007,52.198487,10.156017,62.354504
249799,8701.430594,14659.641541,9165.982019,13474.687736,8654.974581,8419.745051,9153.745536,9042.544608,12962.474765,18946.423881,130.115211,54.089802,184.205013,6.593514,45.106421,51.699935,124.912325,44.677422,169.589747,5.246603,44.853452,50.100055,52.232704,10.166031,62.398735
249999,8709.891100,19277.063558,9168.231579,11977.932208,8658.155960,12631.698630,9154.635849,10266.636550,12964.818412,15892.034429,130.219670,54.150880,184.370550,6.596855,45.159409,51.756263,125.091438,44.733636,169.825074,5.249934,44.908244,50.158178,52.272128,10.177794,62.449923
250199,8718.693574,19721.785961,9179.780054,23615.372750,8664.913119,17111.361592,9162.158994,18566.090111,12966.822558,15472.004861,130.297773,54.188237,184.486010,6.598996,45.193710,51.792706,125.168734,44.767920,169.936654,5.258395,44.942587,50.200982,52.347709,10.186580,62.534289
250399,8725.734428,17533.843287,9190.875069,23070.738909,8674.583456,20772.175358,9172.937975,22657.443532,12972.199439,19698.676701,130.376268,54.232645,184.608914,6.616180,45.231623,51.847803,125.244306,44.806168,170.050474,5.260144,44.980705,50.240849,52.380075,10.195857,62.575932
250599,8730.440772,14622.782636,9195.811946,15376.782448,8679.157312,14405.625229,9180.580501,18749.022821,12977.467040,19572.504563,130.619246,54.267500,184.886747,6.617683,45.263267,51.880950,125.393926,44.837316,170.231243,5.261891,45.012496,50.274387,52.452137,10.204382,62.656519
250799,8730.316280,8574.327551,9203.802181,19215.566574,8680.395914,10232.363096,9187.374822,17700.659743,12979.821816,15930.354971,130.767811,54.309092,185.076904,6.619479,45.298836,51.918315,125.465797,44.873761,170.339558,5.263839,45.047769,50.311608,52.503730,10.213372,62.717102
250999,8730.186657,8567.639769,9209.003933,15732.000459,8681.237990,9737.201928,9192.640988,15796.413239,12983.187759,17204.081502,130.936155,54.349765,185.285919,6.621714,45.334948,51.956662,125.538052,44.909323,170.447375,5.266078,45.082475,50.348553,52.576214,10.222192,62.798406
251199,8731.828088,10791.823773,9215.468492,17328.490615,8686.156976,14859.484067,9194.326650,11309.831675,12984.743687,14937.432728,131.008848,54.386695,185.395543,6.624018,45.367970,51.991989,125.617104,44.941445,170.558550,5.284500,45.115254,50.399753,52.605298,10.230892,62.836190
251399,8733.590916,10947.703626,9219.515577,14302.654677,8686.744838,9425.099709,9194.268764,9121.563934,12987.606188,16582.906929,131.114218,54.423340,185.537558,6.636480,45.401519,52.037999,125.713370,44.974968,170.688338,5.286129,45.148923,50.435052,52.635252,10.239907,62.875158
251599,8731.197061,5722.120742,9216.589457,5538.456627,8684.259586,5560.297997,9194.638697,9659.644588,12986.883104,12077.967311,131.199198,54.461504,185.660702,6.638096,45.435500,52.073596,125.802453,45.009082,170.811535,5.288087,45.182561,50.470649,52.675830,10.248912,62.924742
251799,8729.547047,6653.829568,9214.642568,6765.455583,8682.864835,6928.267499,9194.910856,9537.286776,12988.203037,14648.678572,131.268775,54.500488,185.769263,6.639894,45.468846,52.108740,125.869982,45.042347,170.912329,5.290055,45.215851,50.505907,52.704720,10.257677,62.962398
251999,8727.450506,6087.904955,9212.396192,6384.208768,8680.749686,6017.778008,9195.330966,9724.250471,12988.175545,12953.562820,131.345159,54.538469,185.883629,6.642011,45.502502,52.144512,125.951370,45.074688,171.026058,5.292309,45.248074,50.540383,52.733904,10.265922,62.999826
252199,8725.566393,6351.585081,9210.190138,6430.562567,8679.100609,6601.262999,9193.928159,7426.391365,12987.537566,12183.683839,131.493008,54.576663,186.069671,6.644305,45.534549,52.178854,126.018156,45.107432,171.125588,5.306535,45.280990,50.587524,52.801158,10.274893,63.076051
252399,8723.649391,6306.309115,9208.597729,7200.569060,8677.421113,6559.576225,9191.782047,6485.533849,12989.384914,15318.890872,131.572347,54.613062,186.185408,6.658933,45.567197,52.226130,126.126242,45.139625,171.265867,5.308056,45.312840,50.620896,52.885710,10.283503,63.169212
252599,8722.194683,6886.353195,9206.567070,6643.875706,8674.231238,4648.609497,9189.562493,6388.485957,12990.677688,14622.158983,131.644293,54.652818,186.297111,6.660530,45.603717,52.264248,126.200594,45.175832,171.376425,5.309944,45.348261,50.658205,52.915486,10.292159,63.207645
252799,8720.298398,6325.290141,9204.106131,6095.940723,8671.571204,5311.948049,9187.128088,6112.474179,12993.584458,16664.835164,131.716758,54.688330,186.405088,6.662206,45.634479,52.296685,126.273170,45.208151,171.481321,5.312002,45.380659,50.692661,52.965003,10.300613,63.265616
252999,8717.454677,5122.992414,9201.221684,5555.279933,8669.002392,5422.023719,9186.027093,7794.369424,12994.484275,14131.852348,131.844854,54.731786,186.576640,6.664289,45.673530,52.337819,126.350284,45.242372,171.592656,5.314360,45.416073,50.730433,53.013096,10.309321,63.322416
253199,8714.182198,4574.495468,9198.555245,5825.510292,8665.681703,4465.011278,9182.348040,4528.346282,12994.382084,12865.110474,131.911883,54.769699,186.681583,6.666340,45.706531,52.372871,126.420623,45.277126,171.697749,5.331410,45.450042,50.781452,53.041193,10.318111,63.359305
253399,8711.361080,5139.825422,9196.058037,6034.593036,8662.809723,5026.882467,9179.052991,5007.520282,12998.235065,17876.108584,131.989212,54.808964,186.798176,6.685009,45.740141,52.425151,126.495669,45.311217,171.806886,5.332965,45.483556,50.816520,53.091173,10.326814,63.417988
253599,8707.649296,4004.818892,9192.994096,5310.980203,8658.921073,3732.001575,9175.055994,4110.861185,13000.517673,15892.582010,132.058797,54.846656,186.905453,6.686558,45.774124,52.460682,126.563430,45.345028,171.908458,5.334718,45.516896,50.851615,53.160256,10.335474,63.495730
253799,8704.559389,4786.558410,9189.805506,5146.674383,8655.812908,4714.659035,9171.715193,4935.579682,13002.395215,15383.119423,132.126571,54.882558,187.009129,6.688272,45.807789,52.496060,126.630483,45.378163,172.008646,5.336614,45.548708,50.885323,53.189223,10.343924,63.533147
253999,8700.994169,4176.729366,9187.010094,5639.631359,8652.323036,4223.676010,9167.882738,4304.497387,13005.068284,16397.192194,132.194991,54.918424,187.113415,6.690248,45.839511,52.529758,126.787115,45.410240,172.197355,5.338748,45.580444,50.919192,53.233476,10.352493,63.585969
254199,8697.408601,4143.737078,9184.106896,5497.045796,8648.632144,3961.199823,9163.722827,3880.635216,13005.836703,13981.729113,132.266908,54.954865,187.221773,6.692538,45.872095,52.564633,126.852097,45.443355,172.295452,5.355070,45.613319,50.968389,53.262209,10.361002,63.623210
254399,8694.010452,4374.963707,9181.680603,6097.862682,8645.295978,4405.028724,9159.885264,4282.342661,13005.800781,12960.143647,132.798826,54.993796,187.792623,6.710681,45.904765,52.615446,127.051643,45.477068,172.528711,5.356647,45.645727,51.002374,53.302365,10.369720,63.672084
254599,8691.168671,5076.422542,9180.573004,7771.706115,8642.947571,5655.773719,9156.037077,4261.143951,13007.855740,15621.763999,133.037263,55.032217,188.069479,6.712302,45.940600,52.652902,127.167887,45.513631,172.681518,5.358514,45.681074,51.039588,53.332135,10.379142,63.711277
254799,8688.628998,5455.625107,9178.860790,6999.213481,8640.212165,5158.039750,9152.493798,4641.899425,13010.772877,16724.287922,133.177774,55.072663,188.250437,6.714078,45.976975,52.691054,127.257156,45.549672,172.806828,5.360593,45.716985,51.077579,53.404422,10.388090,63.792511
254999,8687.850973,7696.647774,9176.661204,6374.388186,8638.138470,5996.252014,9148.734969,4359.987014,13013.768603,16830.323523,133.318148,55.110282,188.428429,6.716562,46.012508,52.729071,127.333262,45.584690,172.917952,5.362719,45.751053,51.113771,53.433392,10.396892,63.830284
255199,8688.623092,9673.073983,9173.850587,5590.314197,8636.299902,6292.125743,9147.484482,7553.113225,13014.297932,13689.193169,133.389790,55.146357,188.536147,6.718712,46.045741,52.764453,127.399741,45.617150,173.016891,5.379677,45.783011,51.162687,53.462004,10.405298,63.867302
255399,8688.269816,8237.490649,9172.689586,7691.251650,8634.452743,6277.477504,9146.946972,8461.083994,13014.918136,13806.298407,133.502875,55.182201,188.685076,6.733301,46.078565,52.811867,127.466633,45.649694,173.116327,5.381289,45.816449,51.197738,53.505336,10.414042,63.919378
255599,8693.084810,14841.831838,9178.988161,17222.269166,8637.274542,12240.711141,9147.533425,9896.434100,13017.489392,16300.982607,133.580309,55.222838,188.803147,6.734981,46.114443,52.849424,127.584810,45.685956,173.270766,5.383295,45.854092,51.237388,53.535827,10.423009,63.958835
255799,8702.955734,21317.996329,9183.912241,15476.886280,8635.196712,5979.730790,9148.353249,10196.088243,13020.459677,16816.483690,133.685510,55.258400,188.943910,6.736573,46.146497,52.883070,127.695613,45.718744,173.414357,5.385250,45.886551,51.271801,53.605916,10.431371,64.037286
255999,8701.470707,6802.121356,9186.923783,13038.686035,8632.479246,5156.839409,9147.441249,7980.994131,13019.851770,12242.339682,133.810429,55.295615,189.106045,6.738826,46.178470,52.917296,127.799345,45.749646,173.548992,5.387495,45.917141,51.304635,53.650362,10.439930,64.090292
256199,8700.104238,6951.024536,9191.117567,14559.160665,8630.524955,6129.033479,9144.850141,5828.231779,13021.241885,14800.588362,133.886368,55.337163,189.223531,6.741005,46.213975,52.954980,127.872027,45.785909,173.657936,5.405488,45.953389,51.358877,53.679154,10.448829,64.127983
256399,8699.471834,7889.361704,9194.978599,14140.960366,8627.646026,4939.737560,9141.742592,5160.972435,13021.932726,13906.900331,134.073051,55.374623,189.447673,6.793195,46.246602,53.039797,127.937454,45.818690,173.756143,5.407067,45.986046,51.393113,53.708351,10.457560,64.165911
256599,8699.593955,8856.153367,9191.316499,4496.504570,8626.050327,6580.363669,9139.857404,6723.046148,13023.339979,14827.437958,134.154974,55.409425,189.564399,6.794684,46.277131,53.071814,128.000479,45.850916,173.851395,5.408757,46.018025,51.426783,53.757361,10.466088,64.223449
256799,8697.877383,6495.515169,9187.560712,4368.885874,8623.258217,5040.981560,9137.165109,5682.950439,13022.878753,12431.126387,134.325699,55.445974,189.771673,6.796319,46.309297,53.105616,128.075457,45.882890,173.958347,5.410665,46.049737,51.460401,53.806731,10.474549,64.281280
256999,8697.178400,7799.684341,9185.076003,5994.710085,8621.450258,6300.031037,9134.488552,5697.789489,13024.803969,15496.781586,134.406726,55.481093,189.887820,6.798736,46.340316,53.139052,128.228187,45.913830,174.142017,5.412942,46.080479,51.493421,53.836336,10.482998,64.319334
257199,8695.732224,6837.396377,9181.630970,4754.763359,8619.737820,6419.255288,9132.022494,5963.138184,13025.566565,14005.501868,134.557629,55.517709,190.075338,6.801045,46.372678,53.173723,128.380135,45.946143,174.326278,5.431197,46.112030,51.543227,53.866089,10.491530,64.357619
257399,8695.090821,7870.245802,9178.663253,5362.178894,8618.903117,7545.474165,9129.676661,6112.935547,13024.960062,12244.996613,134.640228,55.555187,190.195415,6.819205,46.405633,53.224839,128.484717,45.977752,174.462469,5.432744,46.144263,51.577007,53.894462,10.500068,64.394530
257599,8697.780658,12159.600945,9177.506794,7689.143768,8622.050379,12672.576902,9127.012584,5698.344855,13024.175283,12014.164647,134.714919,55.590902,190.305821,6.820769,46.439000,53.259769,128.602290,46.010024,174.612314,5.434588,46.176150,51.610738,53.923452,10.508619,64.432071
257799,8701.618257,13644.446073,9175.887941,7090.805512,8621.599229,8040.518360,9124.759489,6222.773769,13024.063922,12880.631406,134.824875,55.631940,190.456814,6.822679,46.475852,53.298531,128.704397,46.048805,174.753203,5.436812,46.218523,51.655335,54.012651,10.518596,64.531247
257999,8700.911632,7790.071834,9174.034758,6785.281688,8621.931823,9050.646010,9122.018854,5589.339413,13025.296234,14613.746874,134.892713,55.667669,190.560382,6.824927,46.508866,53.333793,128.785750,46.082431,174.868181,5.439015,46.251700,51.690715,54.040686,10.527252,64.567938
258199,8703.308252,11794.948723,9174.000445,9129.736976,8631.047949,20390.850234,9122.548599,9805.920275,13025.531625,13329.185437,134.983391,55.710190,190.693581,6.827115,46.549950,53.377065,128.862336,46.118346,174.980682,5.447932,46.286880,51.734811,54.092161,10.536226,64.628388
258399,8703.878031,9439.462025,9172.331526,7017.757622,8635.361714,14204.431939,9124.101690,11129.141863,13026.840101,14716.082652,135.057335,55.746950,190.804285,6.839561,46.584624,53.424185,128.963692,46.150725,175.114417,5.449463,46.321196,51.770658,54.120948,10.544689,64.665637
258599,8704.531385,9548.664455,9174.542041,12030.526690,8638.666009,12907.814924,9124.613605,9786.008343,13028.829514,15599.151680,135.179515,55.787308,190.966823,6.841048,46.621025,53.462073,129.038328,46.184842,175.223170,5.451430,46.354991,51.806421,54.189318,10.553482,64.742799
258799,8703.604782,7505.508264,9174.960520,9716.054385,8639.131548,9241.073167,9124.739737,9287.828285,13028.655420,12803.552059,135.303897,55.824834,191.128731,6.842677,46.655007,53.497684,129.112920,46.218752,175.331672,5.453349,46.387188,51.840538,54.218056,10.561875,64.779931
258999,8705.193188,10760.589843,9175.593865,9995.142501,8639.006357,8477.009340,9124.792931,9193.625429,13028.119584,12334.747820,135.386663,55.864649,191.251311,6.844959,46.689661,53.534619,129.182145,46.253077,175.435222,5.455523,46.420298,51.875822,54.268136,10.570533,64.838669
259199,8704.913985,8343.346251,9175.402546,8927.643464,8638.735448,8287.908234,9124.553046,8813.901473,13029.968228,15423.961529,135.517528,55.900489,191.418017,6.846863,46.722934,53.569796,129.295583,46.285252,175.580835,5.469197,46.452947,51.922144,54.318439,10.578967,64.897406
259399,8704.762187,8508.031564,9175.177294,8883.251264,8635.622888,4601.746104,9123.482358,7735.871829,13030.667103,13936.408756,135.594199,55.945429,191.539628,6.865742,46.768632,53.634374,129.370886,46.330499,175.701385,5.470743,46.497592,51.968335,54.367900,10.588193,64.956093
259599,8704.733834,8667.959900,9174.668780,8515.125802,8632.316974,4344.545755,9123.453662,9086.234562,13030.471066,12776.211616,135.680678,55.983934,191.664612,6.867336,46.804636,53.671972,129.489207,46.366857,175.856064,5.472653,46.533456,52.006109,54.397610,10.597404,64.995013
259799,8704.365444,8226.195623,9173.804234,8051.623705,8628.532243,3715.951848,9123.218195,8817.582440,13031.593707,14488.781829,135.745929,56.019271,191.765200,6.868908,46.834702,53.703610,129.561367,46.396986,175.958353,5.474471,46.563691,52.038162,54.440666,10.605573,65.046239
259999,8703.351798,7386.625071,9172.748862,7801.821203,8625.021549,4064.629700,9123.305825,9237.136884,13031.290522,12637.452949,135.846253,56.073118,191.919371,6.871141,46.879984,53.751125,129.722432,46.444685,176.167117,5.477258,46.608976,52.086234,54.531879,10.615502,65.147381
260199,8702.252562,7273.245894,9172.809719,9251.923738,8621.737437,4352.392577,9121.887197,7277.671122,13033.059628,15332.897450,136.031685,56.133282,192.164967,6.874151,46.934284,53.808435,129.830173,46.498488,176.328661,5.496800,46.664464,52.161264,54.597019,10.626821,65.223840
260399,8699.179002,4700.478203,9172.380314,8613.724668,8624.935751,12785.942238,9121.425109,8520.248385,13034.153469,14457.240891,136.166719,56.171403,192.338122,6.884646,46.969889,53.854535,129.936968,46.533854,176.470822,5.498431,46.698508,52.196940,54.672542,10.635850,65.308392
