# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
91399,4581.741308,2076.638546,4637.226871,2056.335092,4788.711107,2082.153466,4688.656503,2184.018471,3696.188885,2466.989351,45.039364,18.259823,63.299186,2.324729,15.799994,18.124724,43.043898,15.612095,58.655992,1.863851,15.736617,17.600468,16.661304,3.324651,19.985955
91599,4577.622680,2695.409656,4632.653082,2542.431443,4783.991334,2627.055020,4684.606486,2833.748441,3694.606737,2971.565165,45.263527,18.292857,63.556385,2.326453,15.831453,18.157906,43.111439,15.642991,58.754430,1.865586,15.767160,17.632747,16.697130,3.332594,20.029725
91799,4577.682143,4604.916535,4627.902071,2451.939054,4783.680616,4641.371579,4679.878242,2514.342417,3693.745765,3299.420617,45.365550,18.334207,63.699757,2.328539,15.867342,18.195882,43.292633,15.677699,58.970331,1.867874,15.802562,17.670436,16.727199,3.341621,20.068820
91999,4579.513486,5420.099781,4624.013380,2839.104135,4784.640085,5225.036449,4675.091790,2478.110236,3690.564027,2230.146237,45.449574,18.369638,63.819212,2.330904,15.900698,18.231603,43.515165,15.711106,59.226270,1.869949,15.836826,17.706775,16.754082,3.350386,20.104468
92199,4578.926107,4308.731819,4622.882152,4102.517573,4783.750223,4374.413858,4674.061217,4199.997934,3688.073188,2542.287098,45.600293,18.408268,64.008561,2.344203,15.934827,18.279030,43.599747,15.744093,59.343840,1.878314,15.869934,17.748248,16.798216,3.358640,20.156856
92399,4576.268762,3351.232745,4623.577530,4944.146594,4783.059532,4464.650618,4672.955181,4163.072275,3685.989115,2725.231665,45.698566,18.445579,64.144145,2.345811,15.968970,18.314781,43.666695,15.777829,59.444525,1.879921,15.902411,17.782332,16.826692,3.366609,20.193301
92599,4572.612393,2883.369841,4623.238224,4466.478949,4787.163995,6683.426011,4671.849841,4161.183068,3683.114536,2355.058780,45.767720,18.479118,64.246838,2.347311,15.998990,18.346301,43.775364,15.808809,59.584173,1.881654,15.933379,17.815033,16.851792,3.374187,20.225979
92799,4570.178515,3443.292961,4624.722233,5311.818312,4787.872266,5115.801885,4671.179535,4360.827874,3681.130678,2762.604510,45.895466,18.516323,64.411789,2.349147,16.032302,18.381450,43.880189,15.842854,59.723044,1.883615,15.966564,17.850179,16.905759,3.382351,20.288111
92999,4572.188618,5504.876341,4629.211104,6712.047220,4786.131576,3978.451537,4672.089646,5094.381199,3680.913432,3580.111318,46.027109,18.556419,64.583528,2.351412,16.069272,18.420684,43.966508,15.877057,59.843565,1.885831,16.001744,17.887575,16.934085,3.390220,20.324305
93199,4574.166698,5493.974103,4631.519738,5705.034423,4784.000964,3793.266166,4674.663849,5871.668287,3677.766975,2214.664394,46.109596,18.595749,64.705345,2.362527,16.105455,18.467982,44.040545,15.913830,59.954375,1.894835,16.038423,17.933257,16.984575,3.398972,20.383547
93399,4573.699222,4355.855106,4639.423034,8322.359104,4784.092328,4826.667955,4674.611085,4650.023046,3675.149268,2455.297998,46.173806,18.629135,64.802941,2.363994,16.136233,18.500227,44.157887,15.943786,60.101672,1.896270,16.068381,17.964651,17.020704,3.406662,20.427366
93599,4577.131291,6179.907494,4647.838869,8578.033801,4783.640140,4572.468181,4675.007122,4859.956262,3672.603768,2483.854963,46.304768,18.667380,64.972147,2.365715,16.169953,18.535668,44.236873,15.977081,60.213953,1.898102,16.101728,17.999830,17.100693,3.414659,20.515352
93799,4579.025821,5465.665902,4655.492349,8237.321171,4782.748458,4365.441556,4677.934503,6047.948547,3670.021992,2461.751064,46.388816,18.707972,65.096788,2.367937,16.208337,18.576274,44.349828,16.014895,60.364723,1.900279,16.138446,18.038724,17.143416,3.423581,20.566996
93999,4581.683178,5827.983574,4662.389794,7897.291511,4784.894868,5791.561240,4677.948813,4684.660417,3667.497261,2483.398139,46.457711,18.745256,65.202967,2.370238,16.240569,18.610807,44.421894,16.047194,60.469088,1.902438,16.170840,18.073278,17.193434,3.431773,20.625207
94199,4583.596221,5482.726756,4677.292046,11681.350393,4786.457637,5520.959128,4678.806312,5081.830805,3666.385355,3143.789807,46.530295,18.778649,65.308944,2.382971,16.270579,18.653550,44.519201,16.077497,60.596697,1.910299,16.200677,18.110976,17.219281,3.439353,20.658634
94399,4583.264262,4426.911652,4697.982820,14443.337146,4785.904463,4525.359351,4679.238109,4882.614670,3664.294431,2679.469196,46.598086,18.815534,65.413620,2.384557,16.303126,18.687683,44.604570,16.109288,60.713858,1.911913,16.233224,18.145137,17.247552,3.447464,20.695017
94599,4584.034454,4947.564954,4718.278389,14297.787249,4789.663759,6564.051530,4680.169780,5119.918586,3661.652913,2414.856630,46.695908,18.855043,65.550951,2.386292,16.338318,18.724611,44.728406,16.143474,60.871880,1.913744,16.266913,18.180657,17.306807,3.455878,20.762685
94799,4581.438918,3353.750232,4737.028352,13605.760976,4795.652864,7628.499544,4683.532685,6274.186513,3659.141910,2471.437255,46.809506,18.892101,65.701607,2.388087,16.371517,18.759604,44.807358,16.177987,60.985345,1.915790,16.298981,18.214770,17.369861,3.463777,20.833638
94999,4578.898644,3374.808782,4756.797720,14127.477755,4795.879780,4903.437794,4683.211357,4530.902133,3656.495596,2402.142652,46.886924,18.930928,65.817852,2.390259,16.405638,18.795898,44.918181,16.211796,61.129977,1.917884,16.332926,18.250811,17.408739,3.472052,20.880792
95199,4577.832246,4071.293098,4767.504038,9853.005209,4794.079336,3938.868680,4683.028428,4596.137086,3654.734212,2818.076737,46.953767,18.967544,65.921311,2.402927,16.438782,18.841709,44.989882,16.244212,61.234094,1.923366,16.364031,18.287398,17.496255,3.479909,20.976164
95399,4576.990328,4176.237496,4766.112248,4103.620179,4792.998554,4278.546003,4684.645579,5454.409333,3652.852183,2757.006404,47.036965,19.016468,66.053432,2.404596,16.485860,18.890456,45.121745,16.288292,61.410037,1.925004,16.410601,18.335605,17.534435,3.488895,21.023330
95599,4574.797852,3528.986721,4762.993931,3275.556834,4789.727337,3229.356984,4684.676745,4699.542777,3650.668299,2608.955616,47.114141,19.052603,66.166744,2.406247,16.519302,18.925549,45.259278,16.320315,61.579592,1.926703,16.441902,18.368604,17.560779,3.497016,21.057795
95799,4573.480716,3943.890029,4760.539578,3587.358729,4788.962814,4423.520981,4685.200567,4935.587525,3648.984485,2844.121371,47.183572,19.098566,66.282139,2.408014,16.555698,18.963712,45.337829,16.356885,61.694714,1.928550,16.477488,18.406038,17.586233,3.505232,21.091465
95999,4571.730360,3733.309682,4759.220711,4127.483467,4788.079163,4364.809929,4688.151407,6101.603860,3647.979236,3166.465054,47.256608,19.134679,66.391287,2.410328,16.588776,18.999104,45.419058,16.390272,61.809329,1.930814,16.511629,18.442444,17.626298,3.513841,21.140139
96199,4569.250335,3378.838332,4755.136950,2794.931702,4784.545000,3088.146747,4687.784111,4511.482065,3645.709965,2556.460129,47.323590,19.171018,66.494608,2.471500,16.623514,19.095014,45.545264,16.425281,61.970545,1.937274,16.544089,18.481363,17.667398,3.521761,21.189159
96399,4566.044820,3024.192225,4750.051921,2304.153114,4779.484478,2345.373668,4685.257808,3470.105838,3643.386435,2525.768597,47.389119,19.207845,66.596964,2.473013,16.655259,19.128272,45.615396,16.456575,62.071971,1.938794,16.575591,18.514385,17.694054,3.529792,21.223846
96599,4564.885244,4005.969313,4744.077010,1864.169927,4773.257874,1772.034481,4682.412303,3310.879253,3640.297297,2151.332323,47.482425,19.250852,66.733276,2.474845,16.693388,19.168233,45.688446,16.494535,62.182981,1.940807,16.613356,18.554163,17.740043,3.538424,21.278467
96799,4562.761689,3537.084671,4738.548786,2068.416704,4767.594417,2032.144735,4678.944240,3003.869793,3638.426993,2735.070526,47.557980,19.294403,66.852384,2.476864,16.731653,19.208517,45.842044,16.531428,62.373472,1.943064,16.650364,18.593428,17.769080,3.547408,21.316487
96999,4561.630138,4013.959424,4733.195761,2142.331551,4762.561896,2326.822051,4677.300869,3881.909020,3637.210694,3048.521915,47.632384,19.336905,66.969288,2.479141,16.768792,19.247932,45.984348,16.566835,62.551183,1.945495,16.685913,18.631407,17.799165,3.556320,21.355485
97199,4557.550040,2578.702724,4727.936061,2176.981593,4759.511308,3279.976128,4672.249746,2222.455085,3635.545430,2827.892499,47.885902,19.373061,67.258963,2.498497,16.802048,19.300545,46.095385,16.599977,62.695362,1.959039,16.719203,18.678242,17.826540,3.564533,21.391073
97399,4552.701002,2196.068297,4722.557251,2108.455505,4764.027519,6958.905763,4667.626056,2420.512668,3633.111476,2450.209767,48.053955,19.408348,67.462302,2.500006,16.834410,19.334417,46.159338,16.630443,62.789781,1.960561,16.751041,18.711602,17.870484,3.572606,21.443090
97599,4552.217916,4316.954924,4718.253789,2622.467929,4767.291290,6356.747762,4664.147722,2970.199184,3631.612324,2901.524993,48.127065,19.442294,67.569359,2.501653,16.865247,19.366900,46.291215,16.661404,62.952619,1.962476,16.782351,18.744827,17.919022,3.580734,21.499756
97799,4560.603930,8652.978906,4713.953027,2615.180904,4766.857801,4555.315511,4660.511419,2885.995398,3629.790840,2740.906940,48.197747,19.481450,67.679197,2.503568,16.902065,19.405634,46.393993,16.695931,63.089924,1.964715,16.817020,18.781735,17.947685,3.589452,21.537138
97999,4561.690469,5093.008335,4709.089834,2330.988545,4765.729961,4214.215761,4655.641909,2274.451757,3626.772568,2150.837697,48.421628,19.644999,68.066627,2.506457,16.939065,19.445522,46.480595,16.730389,63.210984,1.967115,16.851720,18.818835,17.992973,3.597676,21.590649
98199,4566.233172,6792.157463,4704.425341,2418.823697,4768.502642,6127.116341,4662.752903,8147.139810,3623.481840,2011.024742,48.544286,19.679999,68.224286,2.515804,16.970978,19.486782,46.564497,16.760916,63.325413,1.973872,16.883033,18.856906,18.018787,3.605424,21.624211
98399,4569.230349,6040.844016,4709.690409,7294.838962,4772.120160,6548.321596,4676.599022,11475.043345,3621.543136,2669.639708,48.622582,19.719440,68.342022,2.517444,17.005249,19.522693,46.688524,16.794435,63.482959,1.975473,16.917101,18.892574,18.046610,3.614014,21.660624
98599,4570.010711,4953.949132,4711.714948,5707.787873,4773.032946,5222.123926,4688.962289,10771.689751,3621.198048,3451.414663,48.743529,19.756986,68.500515,2.519123,17.039711,19.558834,46.759049,16.831999,63.591048,1.977349,16.952788,18.930138,18.073957,3.622619,21.696576
98799,4570.889719,5004.240363,4716.325431,6989.293921,4772.576216,4547.408044,4697.539491,8926.100114,3618.452195,2264.746895,48.808949,19.792704,68.601653,2.520825,17.071309,19.592134,46.820341,16.864243,63.684585,1.979207,16.984490,18.963696,18.117481,3.630269,21.747750
98999,4573.131287,5680.465823,4720.028069,6549.130952,4780.171585,8532.284165,4708.616293,10180.556443,3615.621904,2217.457809,48.931100,19.831294,68.762394,2.523205,17.105951,19.629156,46.891507,16.898551,63.790058,1.981384,17.018925,19.000309,18.171158,3.638344,21.809502
99199,4575.665441,5830.071678,4723.418234,6401.550206,4784.654071,7003.484641,4710.928194,5855.319502,3613.460245,2543.438925,49.063251,19.871923,68.935174,2.540053,17.142746,19.682799,46.959481,16.938051,63.897533,2.009253,17.056415,19.065669,18.216118,3.646884,21.863001
99399,4578.957504,6211.820916,4723.435488,4731.993407,4789.653026,7269.134380,4711.011681,4752.421218,3611.272235,2526.019358,49.138098,19.909794,69.047893,2.541643,17.178750,19.720393,47.035777,16.972783,64.008559,2.010864,17.091410,19.102274,18.244952,3.655302,21.900253
99599,4579.937823,5067.156229,4724.186078,5097.229195,4789.847040,4886.272155,4712.235446,5320.446337,3609.522237,2739.773177,49.216843,19.951823,69.168666,2.543496,17.215382,19.758877,47.106606,17.009482,64.116088,2.012745,17.126481,19.139226,18.283987,3.663942,21.947929
99799,4582.184474,5701.016925,4723.412113,4337.977583,4792.208615,5968.273103,4712.400774,4794.734214,3606.453674,2078.309637,49.281634,19.985191,69.266825,2.545434,17.246470,19.791904,47.168067,17.040288,64.208356,2.014585,17.158778,19.173363,18.327641,3.671933,21.999574
99999,4583.080082,5029.988459,4724.553261,5293.985771,4791.994909,4685.355630,4713.956388,5490.207655,3604.089873,2424.553280,49.402840,20.021341,69.424181,2.547710,17.278914,19.826624,47.234801,17.073040,64.307841,2.016793,17.191581,19.208375,18.382430,3.680223,22.062652
100199,4583.834868,4961.228037,4724.280061,4587.680294,4794.023046,5808.091614,4715.422679,5448.568381,3601.592524,2352.917640,49.483984,20.057872,69.541856,2.562727,17.313072,19.875799,47.300099,17.106120,64.406219,2.024956,17.224391,19.249347,18.409212,3.688392,22.097605
100399,4586.439386,5891.302509,4725.328777,5250.735394,4795.576320,5573.766432,4719.047726,6535.196486,3599.431955,2516.987028,49.549277,20.095185,69.644462,2.564227,17.345150,19.909377,47.374553,17.137816,64.512368,2.026539,17.255824,19.282363,18.461335,3.696297,22.157632
100599,4586.043287,4387.201732,4724.561294,4339.284923,4794.745986,4377.918480,4722.014903,6211.537747,3597.942221,2850.095704,49.628577,20.129728,69.758305,2.565855,17.378614,19.944468,47.501180,17.170136,64.671316,2.028305,17.286662,19.314967,18.487212,3.703872,22.191084
100799,4586.678747,4906.315248,4723.131896,4004.144473,4795.862005,5357.219421,4722.750146,5092.577371,3595.665231,2450.339441,49.698397,20.168404,69.866801,2.567769,17.413372,19.981141,47.626964,17.204374,64.831338,2.030340,17.320460,19.350800,18.515272,3.712235,22.227507
100999,4587.016919,4757.455420,4721.259890,3777.769193,4797.647270,5697.420929,4724.025947,5367.029630,3593.275867,2389.036210,49.766637,20.203833,69.970470,2.570159,17.445708,20.015867,47.704998,17.236633,64.941631,2.032690,17.352850,19.385539,18.592435,3.720646,22.313082
101199,4587.024243,4590.723069,4719.918850,4042.693386,4802.975953,7493.960524,4724.011455,4716.692804,3591.504813,2697.122436,49.959602,20.243776,70.203378,2.580647,17.479933,20.060580,47.807778,17.270221,65.077998,2.042599,17.386846,19.429445,18.640089,3.728870,22.368958
101399,4584.198205,3154.223036,4718.157468,3826.898247,4800.109054,3349.458206,4723.246097,4335.974807,3588.893224,2267.429431,50.020787,20.282495,70.303282,2.582228,17.514179,20.096407,47.917343,17.304230,65.221573,2.044232,17.421114,19.465347,18.686383,3.737554,22.423936
101599,4581.355231,3139.967408,4715.977675,3610.822959,4799.528145,4505.007496,4722.297150,4241.180909,3586.256635,2249.505956,50.086304,20.319938,70.406241,2.583786,17.547774,20.131560,48.099065,17.336906,65.435971,2.045937,17.452433,19.498369,18.713608,3.745313,22.458921
101799,4580.051419,3917.714825,4714.544135,3986.305566,4808.878239,9558.726085,4721.736146,4436.746125,3585.358412,3129.061291,50.159853,20.354215,70.514068,2.585607,17.579364,20.164972,48.164276,17.368502,65.532778,2.047802,17.484121,19.531923,18.739904,3.753003,22.492907
101999,4579.236922,4164.657676,4713.178873,4018.260507,4813.302243,7065.120128,4721.621560,4663.297528,3582.387802,2070.346930,50.238626,20.397538,70.636164,2.589573,17.620771,20.210344,48.264184,17.407062,65.671247,2.050190,17.521008,19.571198,18.822177,3.761834,22.584010
102199,4578.600302,4253.924093,4712.676330,4456.379597,4814.820936,5589.354434,4720.858249,4331.569502,3579.555450,2135.056280,50.355474,20.437844,70.793318,2.602501,17.662508,20.265009,48.381744,17.443744,65.825488,2.061585,17.556789,19.618374,18.850743,3.770098,22.620841
102399,4576.529491,3518.345051,4709.484267,3078.340129,4812.402543,3576.603521,4719.956671,4259.250321,3577.547580,2551.525976,50.511924,20.475827,70.987752,2.604089,17.696513,20.300602,48.472188,17.478435,65.950623,2.063240,17.590568,19.653808,18.900518,3.778750,22.679268
102599,4576.127137,4370.122201,4707.081836,3477.036767,4811.211555,4201.425955,4719.015711,4237.244096,3576.267791,2921.015910,50.599640,20.520968,71.120608,2.606031,17.738041,20.344071,48.558890,17.518840,66.077730,2.065355,17.632278,19.697633,18.941138,3.788083,22.729222
102799,4574.164341,3567.249721,4704.388946,3322.936371,4808.310604,3320.122661,4717.956239,4174.447540,3574.369291,2600.438450,50.711462,20.557699,71.269161,2.607919,17.769406,20.377325,48.624674,17.549584,66.174258,2.067477,17.663485,19.730962,18.988044,3.796026,22.784070
102999,4573.104491,4028.342059,4702.631539,3799.324701,4806.707308,3982.613108,4717.916111,4697.290195,3571.635979,2166.713838,50.803638,20.608601,71.412240,2.610483,17.812099,20.422582,48.701757,17.590968,66.292725,2.069752,17.706669,19.776422,19.016835,3.804677,22.821511
103199,4573.732772,4897.297080,4700.727717,3720.258951,4805.673679,4273.354483,4722.379880,7021.220789,3569.753447,2600.249555,50.871334,20.648265,71.519599,2.624022,17.846066,20.470087,48.779912,17.624500,66.404412,2.081876,17.738992,19.820868,19.045590,3.812580,22.858170
103399,4573.461249,4433.355632,4702.266739,5496.402543,4803.362627,3610.860211,4728.318756,7792.778580,3568.373961,2856.559115,51.014004,20.685783,71.699787,2.625713,17.881103,20.506815,48.902818,17.660350,66.563167,2.083466,17.774048,19.857514,19.084049,3.821341,22.905390
103599,4573.457119,4571.321744,4704.341326,5776.902510,4804.210639,5242.632879,4734.521613,7941.398718,3566.554371,2625.826188,51.114973,20.722147,71.837120,2.627409,17.914077,20.541486,49.083905,17.693615,66.777519,2.085316,17.808349,19.893665,19.111898,3.829737,22.941635
103799,4573.172751,4425.870366,4703.558246,4297.922884,4805.264887,5351.365370,4736.591893,5808.997336,3563.641871,2054.966931,51.243351,20.760215,72.003566,2.629358,17.948730,20.578088,49.164209,17.726384,66.890593,2.087219,17.841828,19.929047,19.153118,3.837920,22.991038
103999,4575.772582,5925.084936,4705.329985,5624.862466,4809.714284,7118.950904,4741.599802,7340.704351,3561.351197,2372.491599,51.329562,20.917337,72.246898,2.631793,17.987189,20.618982,49.236755,17.764795,67.001550,2.089548,17.879022,19.968569,19.180942,3.846322,23.027264
104199,4578.084650,5780.359571,4705.914457,5009.840104,4810.750483,5349.574373,4744.894663,6458.222404,3560.082479,2900.349039,51.402236,20.953686,72.355922,2.643421,18.020009,20.663430,49.344645,17.797568,67.142212,2.106414,17.911770,20.018184,19.226664,3.854317,23.080980
104399,4582.903497,7093.522723,4708.395812,6001.181812,4807.999834,3374.911481,4747.996105,6363.847156,3558.307702,2633.648824,51.464778,20.988707,72.453484,2.644857,18.049753,20.694610,49.472692,17.828188,67.300880,2.107915,17.942905,20.050820,19.287349,3.862141,23.149490
104599,4587.755742,7120.628130,4710.504652,5811.318862,4804.963257,3219.869858,4750.443888,6028.186992,3556.108278,2408.008866,51.536313,21.026579,72.562892,2.646544,18.086319,20.732863,49.538707,17.865582,67.404288,2.109919,17.980794,20.090714,19.354763,3.870897,23.225660
104799,4587.657453,4536.251828,4713.278833,6164.175648,4801.957582,3229.989717,4751.195849,5144.471510,3553.225013,2045.277419,51.689746,21.065897,72.755643,2.648652,18.120613,20.769265,49.680899,17.899435,67.580334,2.112074,18.015571,20.127644,19.398953,3.879183,23.278136
104999,4588.570061,5066.777073,4716.545751,6428.410690,4801.732437,4683.756508,4754.054780,6252.134638,3550.809474,2285.066790,51.780742,21.105019,72.885761,2.651031,18.156556,20.807587,49.766505,17.934811,67.701315,2.114527,18.052837,20.167364,19.445030,3.888172,23.333202
105199,4591.196474,5970.062963,4720.619775,6859.482556,4800.549620,4179.570598,4753.087809,4245.427708,3550.094784,3174.882660,51.848251,21.142527,72.990778,2.668139,18.189181,20.857321,49.830785,17.966825,67.797609,2.127753,18.084594,20.212346,19.472283,3.895987,23.368270
105399,4591.574478,4790.404475,4718.130232,3408.630516,4797.765361,3333.245289,4750.829692,3563.060352,3548.554634,2738.435781,51.920636,21.179668,73.100304,2.669671,18.224054,20.893725,49.907272,17.999213,67.906486,2.129271,18.117746,20.247017,19.553152,3.903880,23.457032
105599,4590.423706,3983.966939,4716.475920,3844.653258,4795.848296,3785.554988,4749.287948,3936.788724,3547.657938,3075.099321,51.988545,21.215303,73.203848,2.671347,18.256876,20.928223,49.973363,18.031130,68.004493,2.131055,18.149275,20.280330,19.590207,3.911845,23.502052
105799,4589.586668,4147.631050,4716.568091,4765.234461,4793.545000,3577.404799,4749.370295,4792.849735,3544.406048,1827.407857,52.056534,21.251885,73.308419,2.673320,18.291231,20.964551,50.167386,18.064656,68.232041,2.133015,18.183162,20.316178,19.627335,3.920419,23.547754
105999,4587.415231,3438.724892,4715.615978,4211.948086,4791.991457,3970.167267,4748.718556,4403.948576,3542.271971,2413.345383,52.127695,21.286614,73.414309,2.675488,18.322915,20.998403,50.274275,18.096926,68.371200,2.135123,18.214918,20.350040,19.674360,3.928326,23.602686
106199,4587.132437,4437.251639,4713.362470,3519.003675,4793.958694,5836.594082,4757.854281,9599.788394,3541.125949,2933.734547,52.196984,21.323948,73.520933,2.690544,18.356691,21.047235,50.397749,18.130821,68.528570,2.147434,18.248903,20.396337,19.701480,3.936462,23.637943
106399,4585.605329,3774.710814,4715.447069,5822.369117,4794.862912,5275.002933,4766.072725,9130.066362,3539.001609,2410.976947,52.262504,21.361486,73.623990,2.692027,18.390943,21.082970,50.497992,18.164501,68.662493,2.149065,18.280796,20.429862,19.742826,3.944390,23.687216
106599,4584.619509,4060.163515,4716.528672,5291.941142,4794.306672,4498.387052,4774.082844,9035.466202,3536.972673,2457.578667,52.329023,21.397483,73.726506,2.693658,18.422782,21.116440,50.565582,18.196831,68.762412,2.150841,18.312469,20.463310,19.768643,3.952144,23.720787
106799,4583.798338,4146.113764,4717.576830,5276.244993,4793.410847,4315.935731,4781.635797,8807.359629,3535.031651,2500.467101,52.398991,21.436474,73.835465,2.695745,18.457077,21.152821,50.671889,18.230407,68.902296,2.152924,18.345119,20.498044,19.831139,3.960428,23.791566
106999,4585.010920,5232.530077,4718.319464,5114.886282,4791.725275,3891.629890,4790.637313,9597.446800,3533.448357,2687.968987,52.518419,21.473171,73.991590,2.698065,18.491626,21.189691,50.783083,18.265700,69.048783,2.155170,18.382656,20.537826,19.857196,3.968645,23.825841
107199,4586.287384,5269.195650,4718.585331,4860.823889,4789.975523,3853.858088,4791.086770,5031.546237,3530.741526,2082.587346,52.615946,21.512752,74.128698,2.712958,18.526412,21.239370,50.890042,18.299792,69.189833,2.167928,18.417327,20.585254,19.885833,3.977288,23.863122
107399,4586.057713,4462.953815,4718.569645,4710.162207,4788.768362,4141.730007,4790.728268,4598.571385,3528.815377,2496.399353,52.689859,21.551023,74.240883,2.714527,18.561420,21.275948,51.009145,18.334755,69.343900,2.169507,18.452125,20.621633,19.913452,3.985434,23.898885
107599,4590.156629,6791.274587,4719.987326,5481.281847,4792.332771,6706.420490,4792.699193,5851.085923,3528.363095,3285.487463,52.825453,21.587269,74.412721,2.716292,18.594631,21.310922,51.138321,18.367673,69.505994,2.171242,18.485064,20.656306,19.959028,3.993669,23.952697
107799,4592.028913,5599.317639,4720.719820,5114.801563,4793.492135,5417.230190,4793.836674,5405.801337,3526.632240,2595.432427,52.901738,21.623624,74.525362,2.718226,18.628725,21.346951,51.206931,18.401601,69.608532,2.173173,18.518527,20.691699,20.017523,4.001703,24.019226
107999,4590.626041,3834.478320,4720.196655,4438.210745,4793.157624,4612.856244,4794.383100,5088.906898,3524.778200,2525.450573,53.002898,21.659908,74.662806,2.720564,18.660521,21.381085,51.275130,18.432222,69.707352,2.175384,18.548503,20.723887,20.102457,4.009407,24.111863
108199,4589.644404,4059.560207,4719.354389,4264.531148,4791.799729,4058.536445,4792.841505,3960.379980,3522.621935,2358.238575,53.074873,21.695422,74.770295,2.736536,18.692956,21.429492,51.345352,18.464541,69.809893,2.189269,18.580921,20.770190,20.129748,4.017493,24.147241
108399,4598.359311,9313.123946,4719.797408,4959.470568,4796.424539,7298.446484,4794.719861,5810.910931,3521.005873,2646.716559,53.162203,21.730080,74.892283,2.738050,18.723388,21.461439,51.472519,18.495232,69.967751,2.190761,18.611912,20.802673,20.167098,4.025465,24.192563
108599,4600.895598,5975.563284,4718.468825,3998.376939,4798.940948,6162.834558,4793.883610,4340.635485,3519.157165,2517.157424,53.237673,21.767661,75.005334,2.739818,18.758806,21.498625,51.571495,18.530409,70.101904,2.192686,18.647286,20.839972,20.213888,4.034050,24.247938
108799,4602.556891,5504.638746,4718.009762,4468.738030,4800.595244,5698.878364,4794.056733,4888.062100,3516.975403,2332.278770,53.378236,21.803908,75.182144,2.741885,18.792088,21.533973,51.660602,18.563926,70.224528,2.194676,18.679659,20.874335,20.253034,4.042137,24.295171
108999,4603.804036,5282.251253,4716.362881,3820.459858,4801.735636,5422.108602,4793.324150,4394.799280,3515.569074,2750.526266,53.441331,21.840491,75.281822,2.744391,18.825277,21.569668,51.731259,18.595433,70.326692,2.196899,18.711874,20.908773,20.279433,4.050306,24.329739
109199,4604.284831,4866.317822,4714.857123,3894.219063,4802.607590,5277.822647,4790.689835,3354.988094,3513.068948,2150.500257,53.541795,21.882315,75.424110,2.761489,18.862630,21.624119,51.859942,18.632046,70.491988,2.210697,18.748137,20.958834,20.322139,4.058857,24.380996
109399,4602.453883,3602.756484,4712.773651,3575.197969,4803.275985,5168.219837,4788.999714,3866.193555,3510.826818,2286.623747,53.638589,21.920252,75.558841,2.763054,18.896804,21.659858,51.983278,18.665527,70.648805,2.212242,18.780989,20.993232,20.364534,4.067038,24.431572
109599,4598.994220,2706.558314,4712.310738,4459.097438,4801.402109,3776.391653,4787.521259,3978.806757,3507.985001,1953.510715,53.721916,21.956516,75.678432,2.764654,18.930352,21.695006,52.092681,18.697414,70.790096,2.214056,18.812660,21.026716,20.411232,4.075154,24.486386
