# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [semRESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=1, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D],current_mse_[D],mean_mse_[semRESET],current_mse_[semRESET],mean_mse_[HTR],current_mse_[HTR],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D],testing_time_[D],total_running_time_[D],training_time_[semRESET],testing_time_[semRESET],total_running_time_[semRESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
237599,0.219731,0.190243,0.209858,0.174914,0.219181,0.197190,0.205859,0.174074,0.117799,0.108927,141.056080,63.797576,204.853656,7.390410,54.656908,62.047318,113.616327,53.991970,167.608297,5.490900,54.008783,59.499683,51.692926,11.166533,62.859459
237799,0.219776,0.273212,0.209808,0.149818,0.219228,0.275636,0.205818,0.157099,0.117797,0.115477,141.200403,63.840249,205.040652,7.392297,54.694750,62.087047,113.681993,54.029180,167.711174,5.492915,54.046800,59.539715,51.739384,11.176824,62.916208
237999,0.219802,0.251281,0.209769,0.163211,0.219252,0.247672,0.205800,0.184251,0.117784,0.103129,141.276284,63.880317,205.156601,7.394845,54.731205,62.126049,113.753112,54.067039,167.820151,5.495116,54.084488,59.579604,51.772195,11.186657,62.958852
238199,0.219838,0.262656,0.209743,0.179273,0.219293,0.267296,0.205766,0.165316,0.117777,0.109087,141.360752,63.923113,205.283865,7.396990,54.769247,62.166237,113.824719,54.103651,167.928370,5.509909,54.120364,59.630273,51.821349,11.196464,63.017813
238399,0.219900,0.293192,0.209752,0.220548,0.219363,0.303574,0.205754,0.191026,0.117780,0.120894,141.434134,63.962605,205.396740,7.412827,54.808091,62.220918,113.895278,54.140630,168.035908,5.511536,54.155063,59.666598,51.853125,11.206083,63.059208
238599,0.219918,0.241656,0.209799,0.265974,0.219379,0.237687,0.205717,0.161886,0.117760,0.094052,141.669971,64.004221,205.674192,7.414528,54.845633,62.260162,114.040876,54.176729,168.217605,5.513368,54.191725,59.705093,51.886594,11.215896,63.102491
238799,0.219871,0.163033,0.209827,0.243039,0.219340,0.173061,0.205681,0.162603,0.117759,0.117231,141.751632,64.048957,205.800589,7.416321,54.890486,62.306807,114.109515,54.219055,168.328571,5.515231,54.234639,59.749870,51.917397,11.225512,63.142910
238999,0.219835,0.177694,0.209855,0.243307,0.219301,0.173275,0.205637,0.153154,0.117745,0.100383,141.831552,64.088326,205.919878,7.418481,54.927341,62.345822,114.167560,54.254507,168.422067,5.517327,54.270029,59.787357,51.987357,11.235233,63.222590
239199,0.219833,0.216695,0.209926,0.294023,0.219305,0.223343,0.205653,0.225410,0.117752,0.125843,141.910617,64.130384,206.041001,7.420960,54.966700,62.387660,114.313809,54.292353,168.606161,5.540482,54.307174,59.847656,52.021125,11.245022,63.266147
239399,0.219785,0.162723,0.209971,0.264590,0.219278,0.187710,0.205599,0.141102,0.117738,0.101379,141.996392,64.171651,206.168043,7.438238,55.003335,62.441573,114.365828,54.327900,168.693728,5.542087,54.343028,59.885115,52.083839,11.254723,63.338562
239599,0.219797,0.233843,0.209916,0.143365,0.219271,0.210620,0.205579,0.181364,0.117739,0.118616,142.169868,64.214699,206.384567,7.440047,55.043016,62.483063,114.432649,54.365462,168.798111,5.544066,54.380788,59.924855,52.118384,11.265120,63.383504
239799,0.219808,0.233074,0.209859,0.141707,0.219261,0.207297,0.205574,0.199816,0.117717,0.092213,142.244275,64.255116,206.499391,7.441769,55.082143,62.523912,114.506969,54.403054,168.910023,5.546053,54.418696,59.964749,52.150428,11.274788,63.425216
239999,0.219798,0.207703,0.209811,0.152146,0.219217,0.165867,0.205518,0.138246,0.117707,0.105261,142.464118,64.300062,206.764180,7.444309,55.122145,62.566455,114.715881,54.442825,169.158706,5.548248,54.456199,60.004447,52.184093,11.284472,63.468565
240199,0.219819,0.245001,0.209760,0.148935,0.219203,0.202897,0.205548,0.241573,0.117701,0.109962,142.556982,64.340075,206.897057,7.446712,55.158687,62.605399,114.770679,54.478942,169.249621,5.571860,54.494549,60.066409,52.244613,11.294816,63.539429
240399,0.219807,0.205709,0.209760,0.209977,0.219182,0.194366,0.205621,0.293436,0.117720,0.141521,142.632967,64.380418,207.013385,7.616645,55.194768,62.811413,114.829796,54.513869,169.343664,5.573465,54.531790,60.105255,52.305507,11.304556,63.610063
240599,0.219923,0.359548,0.209800,0.257511,0.219285,0.343241,0.205661,0.253072,0.117731,0.130657,142.765661,64.427032,207.192693,7.618299,55.237584,62.855883,114.960434,54.553919,169.514353,5.575402,54.570885,60.146287,52.373392,11.314777,63.688169
240799,0.220066,0.391647,0.209831,0.247749,0.219429,0.392452,0.205700,0.252477,0.117743,0.131704,142.858392,64.469105,207.327497,7.620171,55.275606,62.895777,115.026612,54.593537,169.620149,5.577581,54.608605,60.186186,52.407694,11.324851,63.732544
240999,0.220108,0.270723,0.209869,0.255742,0.219461,0.258229,0.205754,0.271652,0.117741,0.116210,143.002164,64.513061,207.515225,7.622291,55.315650,62.937940,115.145062,54.631550,169.776613,5.579795,54.646499,60.226294,52.440946,11.334614,63.775560
241199,0.220162,0.285348,0.209901,0.248131,0.219556,0.333491,0.205826,0.292316,0.117739,0.115069,143.115771,64.556406,207.672177,7.624577,55.356062,62.980639,115.225665,54.670511,169.896176,5.592640,54.686586,60.279226,52.503303,11.345156,63.848459
241399,0.220137,0.190737,0.209901,0.209583,0.219600,0.272881,0.205883,0.274425,0.117742,0.121458,143.196015,64.595381,207.791396,7.634154,55.393514,63.027668,115.290259,54.709461,169.999720,5.594249,54.726066,60.320315,52.546623,11.355254,63.901878
241599,0.220132,0.213470,0.209891,0.198154,0.219593,0.210443,0.205951,0.287418,0.117726,0.098174,143.313870,64.635389,207.949259,7.635867,55.431121,63.066988,115.403688,54.748658,170.152346,5.596187,54.765592,60.361779,52.580625,11.366171,63.946796
241799,0.220172,0.268581,0.209898,0.218465,0.219639,0.275239,0.206034,0.307393,0.117734,0.127670,143.401540,64.681515,208.083054,7.637780,55.473094,63.110874,115.464824,54.788140,170.252964,5.598373,54.804039,60.402412,52.615567,11.376164,63.991731
241999,0.220209,0.265154,0.209903,0.215599,0.219686,0.276651,0.206144,0.338254,0.117724,0.105773,143.479478,64.719365,208.198843,7.639560,55.508319,63.147879,115.525778,54.822518,170.348296,5.600363,54.837651,60.438014,52.646848,11.384823,64.031670
242199,0.220255,0.275411,0.209900,0.205766,0.219718,0.258688,0.206147,0.209693,0.117729,0.123025,143.564256,64.760359,208.324615,7.641961,55.543103,63.185064,115.600149,54.857295,170.457443,5.605478,54.872582,60.478060,52.680954,11.394426,64.075380
242399,0.220287,0.259827,0.209890,0.198863,0.219742,0.248793,0.206141,0.199029,0.117718,0.104035,143.641472,64.801719,208.443191,7.655519,55.580670,63.236188,115.675134,54.894120,170.569255,5.607173,54.908365,60.515538,52.743714,11.404262,64.147975
242599,0.220310,0.247467,0.209916,0.240733,0.219772,0.256146,0.206123,0.184171,0.117742,0.146857,143.723695,64.841790,208.565484,7.657114,55.617586,63.274700,115.791770,54.931358,170.723127,5.609001,54.943870,60.552871,52.796196,11.413875,64.210071
242799,0.220344,0.261242,0.209977,0.284461,0.219839,0.301440,0.206110,0.190532,0.117746,0.123185,143.880920,64.879051,208.759972,7.658815,55.652221,63.311036,115.857594,54.966467,170.824061,5.610994,54.978517,60.589510,52.841607,11.423612,64.265218
242999,0.220335,0.210298,0.210036,0.281442,0.219809,0.182595,0.206083,0.173526,0.117728,0.095178,143.969196,64.921211,208.890407,7.661117,55.689987,63.351105,115.910499,55.003003,170.913502,5.613029,55.015571,60.628600,52.871620,11.433064,64.304684
243199,0.220315,0.196002,0.210058,0.236314,0.219797,0.206359,0.206068,0.187615,0.117739,0.131813,144.046131,64.960024,209.006154,7.663288,55.725418,63.388706,116.026000,55.037376,171.063376,5.621536,55.051378,60.672914,52.940927,11.443020,64.383947
243399,0.220339,0.249006,0.210092,0.251641,0.219776,0.193862,0.206070,0.208237,0.117718,0.092266,144.238058,65.000425,209.238483,7.678200,55.763207,63.441407,116.087420,55.074967,171.162388,5.623273,55.088620,60.711893,52.992077,11.453431,64.445507
243599,0.220371,0.259241,0.210100,0.220193,0.219799,0.248110,0.206093,0.234224,0.117712,0.110120,144.358951,65.054535,209.413486,7.679745,55.805905,63.485649,116.166425,55.121067,171.287491,5.625196,55.130562,60.755758,53.025215,11.463484,64.488699
243799,0.220373,0.222586,0.210049,0.147347,0.219768,0.181080,0.206088,0.199764,0.117706,0.110189,144.440233,65.095378,209.535610,7.681572,55.842904,63.524476,116.242630,55.158517,171.401146,5.627293,55.166474,60.793768,53.105443,11.473392,64.578835
243999,0.220393,0.245025,0.210036,0.194769,0.219751,0.199609,0.206098,0.218892,0.117694,0.103353,144.526845,65.138299,209.665143,7.683864,55.881210,63.565074,116.365244,55.196125,171.561369,5.629505,55.204383,60.833888,53.137443,11.483397,64.620840
244199,0.220413,0.244704,0.210008,0.175422,0.219735,0.199678,0.206096,0.203281,0.117677,0.096357,144.702093,65.193310,209.895403,7.686176,55.926357,63.612532,116.439144,55.245178,171.684322,5.637105,55.251278,60.888383,53.173301,11.494454,64.667755
244399,0.220442,0.256268,0.209997,0.197376,0.219696,0.172026,0.206069,0.173977,0.117678,0.119541,144.817849,65.257044,210.074893,7.704227,55.980198,63.684425,116.516611,55.301014,171.817625,5.638818,55.311232,60.950050,53.207255,11.505130,64.712385
244599,0.220504,0.296346,0.210063,0.290738,0.219687,0.209015,0.206085,0.225193,0.117684,0.124383,144.915026,65.308468,210.223493,7.705789,56.031093,63.736882,116.611712,55.358736,171.970449,5.640718,55.370709,61.011427,53.238153,11.515735,64.753888
244799,0.220514,0.232531,0.210093,0.246717,0.219649,0.173502,0.206055,0.169637,0.117677,0.109602,144.996407,65.363612,210.360019,7.707524,56.080391,63.787915,116.691451,55.405350,172.096801,5.642726,55.415157,61.057882,53.269711,11.525406,64.795117
244999,0.220540,0.252134,0.210130,0.254491,0.219617,0.179650,0.206017,0.158750,0.117674,0.114053,145.072680,65.404515,210.477195,7.709523,56.118448,63.827972,116.824186,55.440503,172.264689,5.645001,55.452263,61.097264,53.322498,11.535225,64.857723
245199,0.220545,0.226630,0.210234,0.338387,0.219626,0.231406,0.206032,0.224891,0.117668,0.109932,145.224898,65.446493,210.671391,7.711688,56.155644,63.867332,116.888682,55.477879,172.366561,5.658146,55.488053,61.146199,53.371478,11.545017,64.916496
245399,0.220570,0.251741,0.210334,0.332355,0.219626,0.219863,0.206046,0.223474,0.117669,0.119914,145.406358,65.496772,210.903130,7.731951,56.199779,63.931730,116.957244,55.524456,172.481701,5.659957,55.533824,61.193781,53.405391,11.555633,64.961024
245599,0.220581,0.233849,0.210308,0.178095,0.219628,0.222205,0.206061,0.223759,0.117655,0.100299,145.520365,65.559925,211.080290,7.733591,56.256896,63.990487,117.081730,55.584702,172.666432,5.662017,55.589573,61.251590,53.456103,11.566818,65.022921
245799,0.220626,0.275408,0.210275,0.170666,0.219673,0.274534,0.206095,0.248665,0.117644,0.103932,145.604447,65.610679,211.215126,7.735270,56.300712,64.035982,117.158098,55.628566,172.786664,5.664100,55.636452,61.300553,53.510476,11.576749,65.087225
245999,0.220587,0.173447,0.210252,0.181070,0.219687,0.236922,0.206094,0.205009,0.117633,0.103995,145.858913,65.651502,211.510415,7.737419,56.339511,64.076930,117.232170,55.666203,172.898373,5.666311,55.673317,61.339629,53.592552,11.586820,65.179372
246199,0.220551,0.176183,0.210213,0.163372,0.219639,0.160965,0.206087,0.197219,0.117626,0.108875,145.941337,65.691472,211.632810,7.739447,56.375540,64.114986,117.451673,55.702043,173.153715,5.682305,55.709240,61.391544,53.625365,11.596521,65.221887
246399,0.220548,0.216428,0.210190,0.180668,0.219629,0.206176,0.206115,0.240681,0.117609,0.097190,146.020584,65.737973,211.758557,7.769771,56.417154,64.186925,117.508290,55.742531,173.250822,5.683972,55.754159,61.438131,53.672985,11.607008,65.279993
246599,0.220521,0.187056,0.210165,0.180007,0.219603,0.188187,0.206173,0.276971,0.117583,0.085672,146.099770,65.781234,211.881004,7.771495,56.462983,64.234478,117.596437,55.781778,173.378216,5.685873,55.799225,61.485099,53.706437,11.617170,65.323608
246799,0.220493,0.186457,0.210143,0.183442,0.219573,0.182888,0.206231,0.278589,0.117590,0.125084,146.200915,65.832071,212.032986,7.773562,56.513152,64.286713,117.682280,55.826172,173.508452,5.688173,55.844631,61.532803,53.761522,11.628822,65.390344
246999,0.220491,0.218530,0.210146,0.212874,0.219569,0.214412,0.206275,0.259408,0.117581,0.106666,146.383870,65.893113,212.276983,7.775676,56.564760,64.340437,117.765216,55.873719,173.638935,5.690427,55.893718,61.584145,53.814443,11.639110,65.453553
247199,0.220490,0.218135,0.210130,0.191003,0.219551,0.196873,0.206243,0.167438,0.117576,0.111199,146.479906,65.936230,212.416136,7.777893,56.604782,64.382675,117.843531,55.912929,173.756460,5.698767,55.932533,61.631299,53.863767,11.649381,65.513149
247399,0.220467,0.192038,0.210103,0.176909,0.219533,0.197025,0.206204,0.157765,0.117560,0.098415,146.561079,65.979640,212.540719,7.798396,56.646923,64.445319,118.017070,55.950753,173.967823,5.700533,55.970368,61.670902,53.898051,11.659879,65.557930
247599,0.220440,0.187086,0.210103,0.209340,0.219522,0.206886,0.206160,0.151252,0.117548,0.103204,146.641052,66.026327,212.667379,7.800143,56.690158,64.490301,118.074947,55.991979,174.066926,5.702678,56.009453,61.712131,53.950450,11.670209,65.620659
247799,0.220404,0.176235,0.210095,0.200387,0.219505,0.197798,0.206132,0.172421,0.117551,0.121288,146.863707,66.069573,212.933280,7.802017,56.730479,64.532495,118.153575,56.029949,174.183524,5.704919,56.048419,61.753337,53.985951,11.680376,65.666327
247999,0.220325,0.121985,0.210108,0.225937,0.219511,0.227826,0.206087,0.150181,0.117535,0.096882,146.944936,66.114806,213.059742,7.804426,56.770895,64.575321,118.232208,56.071665,174.303873,5.707151,56.089716,61.796867,54.019517,11.690590,65.710107
248199,0.220276,0.160677,0.210139,0.249692,0.219537,0.251566,0.206050,0.159508,0.117551,0.137757,147.031620,66.170395,213.202015,7.806714,56.821146,64.627859,118.315632,56.125128,174.440761,5.716147,56.140074,61.856221,54.075296,11.701197,65.776493
248399,0.220224,0.155601,0.210151,0.224441,0.219546,0.230421,0.206005,0.150294,0.117538,0.100697,147.174090,66.626231,213.800321,7.830849,56.859856,64.690706,118.396200,56.163435,174.559635,5.717926,56.179564,61.897490,54.108812,11.711382,65.820194
248599,0.220187,0.173938,0.210149,0.208124,0.219533,0.203062,0.205944,0.130293,0.117531,0.109955,147.307431,66.677004,213.984435,7.832482,56.899061,64.731543,118.474798,56.201150,174.675949,5.720029,56.219437,61.939466,54.174785,11.721159,65.895945
248799,0.220158,0.184200,0.210174,0.241054,0.219499,0.176945,0.205872,0.116176,0.117531,0.117539,147.430248,66.723997,214.154245,7.834350,56.940835,64.775185,118.571492,56.241145,174.812637,5.722228,56.257864,61.980092,54.222280,11.731546,65.953826
248999,0.220150,0.210095,0.210181,0.218710,0.219463,0.174725,0.205816,0.136124,0.117546,0.135670,147.509584,66.766882,214.276467,7.836690,56.978465,64.815155,118.645971,56.276834,174.922805,5.724481,56.293881,62.018362,54.267639,11.741367,66.009006
249199,0.220153,0.223509,0.210217,0.254790,0.219418,0.164298,0.205826,0.218362,0.117551,0.123709,147.626155,66.809095,214.435250,7.838842,57.020626,64.859467,118.818358,56.318926,175.137284,5.735824,56.334644,62.070468,54.301036,11.751483,66.052519
249399,0.220169,0.240114,0.210216,0.209571,0.219419,0.220486,0.205786,0.155953,0.117556,0.124326,147.786162,66.854706,214.640868,7.853703,57.059337,64.913040,118.866583,56.355606,175.222189,5.737263,56.370596,62.107859,54.379798,11.760700,66.140498
249599,0.220199,0.257190,0.210213,0.206349,0.219408,0.206014,0.205758,0.171291,0.117537,0.092896,147.870170,66.897213,214.767383,7.855328,57.098902,64.954230,118.921872,56.394932,175.316804,5.739183,56.409078,62.148262,54.430927,11.770249,66.201177
249799,0.220216,0.241828,0.210218,0.216558,0.219432,0.249094,0.205742,0.185163,0.117542,0.124536,147.970510,66.949875,214.920386,7.857134,57.144974,65.002108,119.024330,56.440797,175.465127,5.741330,56.453136,62.194467,54.481107,11.780859,66.261966
249999,0.220220,0.225643,0.210204,0.192010,0.219432,0.218654,0.205719,0.176952,0.117541,0.115833,148.062013,67.007068,215.069081,7.859456,57.204492,65.063948,119.181730,56.499024,175.680754,5.743715,56.506697,62.250412,54.537776,11.791978,66.329754
250199,0.220271,0.284139,0.210231,0.244159,0.219400,0.179813,0.205705,0.189337,0.117536,0.111948,148.274193,67.093723,215.367916,7.862001,57.277661,65.139661,119.292440,56.576420,175.868860,5.761033,56.581245,62.342278,54.582038,11.805519,66.387558
250399,0.220247,0.189548,0.210270,0.258599,0.219364,0.174628,0.205686,0.181771,0.117525,0.102866,148.364284,67.145307,215.509590,7.885021,57.334416,65.219437,119.360396,56.627769,175.988165,5.762775,56.632950,62.395725,54.627205,11.816024,66.443229
250599,0.220251,0.225071,0.210277,0.219624,0.219362,0.216758,0.205699,0.221546,0.117524,0.116246,148.480277,67.225214,215.705491,7.886737,57.408857,65.295594,119.573518,56.700410,176.273928,5.764854,56.700970,62.465824,54.672598,11.827196,66.499793
250799,0.220265,0.238010,0.210319,0.262891,0.219376,0.237417,0.205690,0.194446,0.117510,0.100325,148.707132,67.277070,215.984202,7.888566,57.454657,65.343223,119.650171,56.748310,176.398481,5.767012,56.746652,62.513664,54.718427,11.837576,66.556003
250999,0.220265,0.220815,0.210357,0.257734,0.219376,0.218459,0.205668,0.178396,0.117495,0.098457,148.788885,67.324065,216.112950,7.890575,57.497645,65.388221,119.712033,56.789270,176.501303,5.769740,56.788366,62.558106,54.750561,11.847347,66.597908
251199,0.220272,0.229113,0.210341,0.190022,0.219386,0.232531,0.205679,0.218620,0.117481,0.099880,148.885629,67.374695,216.260324,7.892738,57.542769,65.435507,119.807116,56.834866,176.641982,5.791998,56.830904,62.622901,54.799917,11.857521,66.657438
251399,0.220254,0.197476,0.210348,0.219395,0.219367,0.194957,0.205668,0.191985,0.117471,0.105473,148.962676,67.419297,216.381973,7.913271,57.582306,65.495577,119.887184,56.874522,176.761705,5.793686,56.869907,62.663593,54.866754,11.867352,66.734106
251599,0.220225,0.184044,0.210301,0.151722,0.219337,0.182386,0.205668,0.206260,0.117472,0.117938,149.185705,67.466229,216.651933,7.915035,57.624527,65.539562,120.106538,56.917665,177.024203,5.795900,56.915833,62.711733,54.902194,11.878284,66.780479
251799,0.220166,0.145753,0.210253,0.149356,0.219282,0.149718,0.205670,0.208022,0.117462,0.105611,149.269646,67.509266,216.778912,7.916807,57.663025,65.579832,120.169327,56.954944,177.124271,5.798007,56.957164,62.755170,54.953719,11.888031,66.841751
251999,0.220093,0.128474,0.210192,0.134320,0.219214,0.133650,0.205668,0.203588,0.117452,0.105303,149.354333,67.554250,216.908584,7.919238,57.704726,65.623964,120.229168,56.995878,177.225045,5.800333,56.999401,62.799734,55.009387,11.898746,66.908133
252199,0.220022,0.129537,0.210139,0.143201,0.219142,0.127745,0.205677,0.215894,0.117437,0.098004,149.433541,67.597365,217.030907,7.921382,57.742881,65.664263,120.316374,57.033738,177.350112,5.827303,57.039143,62.866445,55.066597,11.909076,66.975673
252399,0.219957,0.138749,0.210095,0.153630,0.219079,0.140646,0.205690,0.223046,0.117431,0.109818,149.522932,67.641739,217.164671,7.951301,57.781272,65.732573,120.395208,57.073134,177.468341,5.829086,57.078824,62.907909,55.101715,11.919517,67.021232
252599,0.219913,0.164037,0.210056,0.161466,0.219034,0.162247,0.205726,0.251414,0.117418,0.100650,149.601752,67.683639,217.285391,7.953034,57.822737,65.775771,120.471149,57.113889,177.585038,5.831025,57.118816,62.949841,55.149068,11.929662,67.078730
252799,0.219853,0.144059,0.209997,0.135692,0.218971,0.139141,0.205721,0.198363,0.117401,0.096874,149.887524,67.734323,217.621848,7.954867,57.865495,65.820362,120.635902,57.155244,177.791146,5.833110,57.159630,62.992741,55.195815,11.940178,67.135993
252999,0.219788,0.137905,0.209940,0.137883,0.218936,0.174195,0.205723,0.209208,0.117389,0.101733,149.970841,67.778058,217.748899,7.957219,57.907317,65.864536,120.691238,57.196211,177.887449,5.835362,57.200672,63.036035,55.229635,11.950445,67.180079
253199,0.219740,0.159133,0.209886,0.141110,0.218882,0.150303,0.205672,0.140299,0.117378,0.103813,150.193058,67.823295,218.016352,7.959672,57.945731,65.905403,120.760040,57.234913,177.994953,5.856145,57.242192,63.098337,55.277750,11.961301,67.239051
253399,0.219769,0.256457,0.209843,0.155077,0.218898,0.239559,0.205636,0.160600,0.117359,0.092954,150.278369,67.864417,218.142786,7.978119,57.984249,65.962367,120.846082,57.273847,178.119929,5.857854,57.280858,63.138712,55.328039,11.971672,67.299711
253599,0.219785,0.240041,0.209859,0.231116,0.218929,0.258389,0.205590,0.146528,0.117345,0.099214,150.362263,67.906308,218.268571,7.979847,58.021262,66.001109,120.923727,57.310903,178.234629,5.859799,57.318711,63.178510,55.362620,11.981949,67.344569
253799,0.219831,0.277658,0.209893,0.252632,0.218974,0.275954,0.205569,0.179192,0.117348,0.121176,150.455240,67.959444,218.414684,7.981661,58.073162,66.054824,121.145298,57.360474,178.505772,5.862154,57.367175,63.229329,55.423453,11.992597,67.416050
253999,0.219860,0.256599,0.209905,0.224562,0.219006,0.259346,0.205532,0.159359,0.117335,0.101008,150.533387,68.013395,218.546782,7.983814,58.125179,66.108992,121.200007,57.411121,178.611129,5.864218,57.412100,63.276318,55.453723,12.002443,67.456167
254199,0.219864,0.224831,0.209919,0.228049,0.219009,0.223238,0.205501,0.166043,0.117328,0.108746,150.707952,68.068254,218.776206,7.986090,58.177118,66.163208,121.276433,57.469593,178.746027,5.884517,57.463469,63.347986,55.485481,12.012913,67.498394
254399,0.219878,0.238228,0.209950,0.249607,0.219030,0.244971,0.205518,0.226827,0.117329,0.118642,150.810547,68.127544,218.938091,8.005301,58.229667,66.234969,121.395647,57.537185,178.932832,5.887235,57.514632,63.401868,55.537108,12.023402,67.560510
254599,0.219850,0.183544,0.209976,0.243073,0.219051,0.245964,0.205516,0.202557,0.117325,0.112468,151.025658,68.182592,219.208250,8.006956,58.280630,66.287586,121.481023,57.589437,179.070460,5.889103,57.571340,63.460443,55.569456,12.033821,67.603276
254799,0.219814,0.174753,0.209989,0.226007,0.219060,0.230406,0.205517,0.206999,0.117315,0.104232,151.102653,68.224270,219.326923,8.008794,58.320429,66.329223,121.646801,57.632824,179.279625,5.891036,57.609201,63.500237,55.600880,12.043782,67.644662
254999,0.219809,0.213633,0.210051,0.289927,0.219046,0.201416,0.205521,0.211238,0.117324,0.128967,151.261729,68.268506,219.530235,8.011211,58.359488,66.370699,121.702361,57.673214,179.375576,5.893559,57.650995,63.544554,55.646419,12.054810,67.701228
255199,0.219799,0.206274,0.210086,0.254194,0.219018,0.183901,0.205523,0.207870,0.117329,0.122944,151.495108,68.312784,219.807893,8.013536,58.399710,66.413246,121.764223,57.713326,179.477549,5.908228,57.694223,63.602451,55.699619,12.065844,67.765463
255399,0.219787,0.204298,0.210119,0.252371,0.218986,0.177382,0.205504,0.181012,0.117330,0.119271,151.598651,68.377681,219.976332,8.034169,58.461580,66.495749,121.867782,57.771345,179.639127,5.909967,57.747710,63.657677,55.746654,12.076976,67.823630
255599,0.219775,0.205684,0.210110,0.198539,0.218958,0.183745,0.205468,0.159545,0.117314,0.096629,151.732701,68.431364,220.164066,8.035863,58.509840,66.545703,121.960000,57.817612,179.777613,5.911938,57.793630,63.705568,55.824412,12.087549,67.911961
255799,0.219805,0.257496,0.210115,0.216315,0.218920,0.170747,0.205420,0.144603,0.117303,0.103911,151.823546,68.478638,220.302185,8.037716,58.548080,66.585796,122.040046,57.856021,179.896066,5.914186,57.834144,63.748329,55.883532,12.098016,67.981547
255999,0.219801,0.214184,0.210106,0.198951,0.218889,0.178569,0.205377,0.150389,0.117286,0.094438,151.930594,68.539999,220.470594,8.040120,58.600895,66.641014,122.134743,57.912634,180.047377,5.916620,57.884690,63.801310,55.931610,12.109265,68.040875
256199,0.219782,0.196116,0.210077,0.172565,0.218842,0.158300,0.205334,0.149101,0.117272,0.099347,152.021384,68.594811,220.616195,8.042278,58.652185,66.694463,122.292877,57.963326,180.256203,5.931097,57.932884,63.863981,55.995145,12.119792,68.114938
256399,0.219794,0.234523,0.210076,0.208880,0.218794,0.157596,0.205298,0.159730,0.117262,0.105083,152.121637,68.646294,220.767931,8.130604,58.700087,66.830691,122.365060,58.009588,180.374649,5.932963,57.978468,63.911431,56.046925,12.130227,68.177152
256599,0.219726,0.133171,0.210024,0.144087,0.218729,0.135528,0.205245,0.137077,0.117262,0.117628,152.211071,68.694993,220.906064,8.132379,58.747571,66.879950,122.431425,58.054491,180.485916,5.935023,58.022199,63.957223,56.082887,12.140900,68.223787
256799,0.219645,0.115339,0.209956,0.122239,0.218644,0.109698,0.205184,0.127600,0.117253,0.104925,152.495347,68.743949,221.239296,8.134250,58.792546,66.926796,122.610276,58.099197,180.709473,5.937105,58.065515,64.002620,56.117231,12.151375,68.268606
256999,0.219602,0.164388,0.209907,0.146963,0.218576,0.131124,0.205150,0.161293,0.117245,0.107078,152.576061,68.789668,221.365728,8.136644,58.836104,66.972748,122.669536,58.140175,180.809711,5.939551,58.105259,64.044811,56.187390,12.161911,68.349301
257199,0.219554,0.158103,0.209845,0.129742,0.218523,0.150383,0.205113,0.156859,0.117229,0.096226,152.918502,68.847996,221.766498,8.139064,58.887396,67.026461,122.756270,58.201932,180.958202,5.963638,58.165901,64.129539,56.226412,12.173672,68.400084
257399,0.219549,0.213551,0.209800,0.152662,0.218476,0.158010,0.205092,0.178099,0.117224,0.110810,153.023635,68.901772,221.925407,8.147047,58.939865,67.086912,122.866558,58.252929,181.119487,5.965410,58.218957,64.184366,56.261425,12.184736,68.446161
257599,0.219526,0.189117,0.209784,0.189042,0.218441,0.173799,0.205073,0.180756,0.117215,0.106674,153.167132,68.955679,222.122811,8.148784,58.989212,67.137996,122.933732,58.302672,181.236404,5.967428,58.270832,64.238260,56.306911,12.195865,68.502776
